"","Name","Chromosome","Position","OWA","rrBLUP.OWA"
"855","NsiI.TP474256",1,3014149,0.234990430534809,0.582116044270132
"4381","PstI.TP849876",1,3050119,0.271917300212766,0.534666162597439
"1044","NsiI.TP542903",1,3218791,1.07876425239754,0.0834133853722472
"2583","PstI.TP209693",1,3305106,0,1
"3703","PstI.TP626124",1,3342723,1.36008691911329,0.0436428477290651
"1740","PstI.TP1059573",1,3357749,0.441252594945641,0.362032371411134
"955","NsiI.TP504485",1,3381640,0,1
"2222","PstI.TP1243055",1,3389055,0,1
"366","NsiI.TP260939",1,3396877,0.327535321805653,0.470397146081986
"2227","PstI.TP1244443",1,3397749,0.398906246903606,0.399111050954623
"334","NsiI.TP24278",1,3414839,0,1
"4069","PstI.TP757375",1,3471897,0,1
"3985","PstI.TP726521",1,3535515,1.60376107470852,0.0249022692942731
"3080","PstI.TP374511",1,3576636,0.237431474597494,0.578853315844412
"2299","PstI.TP1267977",1,3576713,0.0850533500231853,0.822141649423184
"1985","PstI.TP1155202",1,3620639,1.39599459247266,0.0401795813694732
"2184","PstI.TP12228",1,3683456,0.255676316098115,0.555039234978652
"4715","PstI.TP961085",1,3705536,0.235588977290509,0.581314321717998
"2616","PstI.TP21889",1,3705780,0.0354974321143854,0.921515337431824
"1726","PstI.TP1053336",1,3955998,0.216799093864837,0.607017072852509
"617","NsiI.TP403662",1,3957731,2.54901302843697,0.00282479523237303
"4511","PstI.TP891020",1,4033768,0.266932314024997,0.540838607543888
"3708","PstI.TP629259",1,4276027,1.02297705003372,0.0948468583087765
"3707","PstI.TP629254",1,4276045,0,1
"4007","PstI.TP736289",1,4314719,0,1
"4276","PstI.TP820611",1,4393513,0,1
"2391","PstI.TP140451",1,4460094,0.0994936378798466,0.795254915394207
"599","NsiI.TP39399",1,4465777,0.239990241286388,0.575452867772323
"3166","PstI.TP403850",1,4535788,0,1
"2249","PstI.TP1250346",1,4555696,0.150423360606049,0.707255998234543
"835","NsiI.TP468762",1,4620729,1.06761754947607,0.0855820037551549
"1586","PstI.TP1009631",1,4625223,0.174115782240008,0.669706043015183
"4777","PstI.TP982823",1,4677828,0.873499956564471,0.133813534898628
"2871","PstI.TP307588",1,4762662,4.97536041991941e-05,0.999885444654613
"4593","PstI.TP920636",1,4777048,0.0025399291357686,0.994168665652411
"2032","PstI.TP1168479",1,4789991,0.281963705704883,0.5224398478401
"4688","PstI.TP947391",1,4891496,0,1
"3842","PstI.TP683907",1,4900973,0.0848688165441351,0.822491054956502
"3160","PstI.TP402429",1,4990016,0.84517743465838,0.142831029112178
"16","GFSSContig12956_423",1,4994838,1.36008691911329,0.0436428477290651
"4051","PstI.TP748688",1,5063937,0.0664996194450327,0.858025866576187
"1904","PstI.TP1126882",1,5115206,0,1
"1324","NsiI.TP694711",1,5307532,0,1
"3843","PstI.TP684655",1,5379329,0.387509850364957,0.409722816660592
"2596","PstI.TP213596",1,5408780,0.533838639499316,0.292523903765134
"1074","NsiI.TP556033",1,5459542,0.24814091677087,0.564753697834459
"1322","NsiI.TP693304",1,5459602,0.299904429466789,0.501297536667765
"4619","PstI.TP928135",1,5502147,0,1
"3360","PstI.TP476949",1,5536792,0.692530118043871,0.202987774425829
"2381","PstI.TP137261",1,5540981,0.0131062403371344,0.970272582935995
"1871","PstI.TP1113834",1,5559012,0.360149259180435,0.436365835398766
"1532","NsiI.TP83219",1,5636529,2.3401466079732,0.00456933913044204
"3613","PstI.TP584919",1,5663458,0.137190404064508,0.729137770450079
"1005","NsiI.TP522455",1,5717942,0.0315655063989155,0.929896244151746
"3824","PstI.TP677745",1,5751851,0.67404832068041,0.211812545424993
"3029","PstI.TP356699",1,5752437,1.24344476732247,0.0570893676636893
"3913","PstI.TP705967",1,5858828,0.256064949131553,0.554542774384125
"1027","NsiI.TP530878",1,5870812,0,1
"2256","PstI.TP1252197",1,5912854,0.251918017887712,0.559863277353499
"1405","NsiI.TP745811",1,5929386,0,1
"2008","PstI.TP116123",1,5967108,0.125401298652176,0.749201608903939
"4218","PstI.TP804275",1,5979740,0,1
"3459","PstI.TP523933",1,6018181,0.924566755850502,0.118968844687282
"3973","PstI.TP722242",1,6187691,0,1
"899","NsiI.TP488601",1,6409370,0.493770770474,0.320796210585265
"1608","PstI.TP1015835",1,6514843,0.27319828768367,0.533091444081011
"3540","PstI.TP547229",1,6574881,0.606261378494535,0.247593147911433
"1915","PstI.TP1129801",1,6608649,0.730274126040681,0.186091216085091
"2771","PstI.TP272307",1,6679965,1.19680943352111,0.0635609773399684
"4349","PstI.TP841428",1,6731433,0,1
"2230","PstI.TP1245357",1,6748280,0.537573997236151,0.290018700842428
"1935","PstI.TP1136661",1,6752030,0,1
"3271","PstI.TP444825",1,6930877,0.14790484963692,0.711369351778445
"508","NsiI.TP350497",1,6933742,0,1
"1489","NsiI.TP800074",1,6979429,0,1
"4226","PstI.TP806450",1,7007771,0.727790890654338,0.187158307584639
"73","GFSSContig3389_68",1,7132320,0.121010268653429,0.756815000336264
"3264","PstI.TP443586",1,7215893,0.00676363740949163,0.984546794622959
"3387","PstI.TP488378",1,7260223,0,1
"3028","PstI.TP356624",1,7268772,0.124218365675448,0.751245068850512
"570","NsiI.TP375218",1,7321465,0.28049972490691,0.524203933052364
"3295","PstI.TP451905",1,7339832,1.45524599934848,0.0350553252272219
"4433","PstI.TP867155",1,7342618,0.113144066953177,0.770647782428764
"870","NsiI.TP481176",1,7350098,1.11399172339481,0.0769145098197124
"3940","PstI.TP712786",1,7449325,0.0338293257155308,0.925061644397239
"1938","PstI.TP1137764",1,7486769,0.253018970526717,0.558445800592293
"235","NsiI.TP19429",1,7547599,0.386396309395529,0.410774703273575
"2051","PstI.TP1173447",1,7571007,0.457326309143995,0.348878085832804
"701","NsiI.TP432315",1,7822652,0.444182763043762,0.359597974607321
"3674","PstI.TP614866",1,7824409,0,1
"4748","PstI.TP973605",1,7933170,0.172114988055583,0.672798495988072
"4747","PstI.TP972953",1,7984963,0.355547537256297,0.441014087704615
"3049","PstI.TP36329",1,8029204,0,1
"389","NsiI.TP273737",1,8121676,0,1
"145","NsiI.TP137978",1,8153110,0,1
"2872","PstI.TP308053",1,8330660,0.149029816143075,0.70952905413695
"3214","PstI.TP424566",1,8533790,0.183810892885831,0.654921287784874
"4778","PstI.TP983141",1,8569458,0,1
"3220","PstI.TP426455",1,8609159,0.838884449455504,0.144915737225606
"2638","PstI.TP226344",1,8781728,2.11236141168844,0.0077203784234157
"1161","NsiI.TP602586",1,8818270,0,1
"3535","PstI.TP545486",1,8870035,0.0997130799389671,0.794853187300258
"2855","PstI.TP302093",1,8923298,0.128520161142891,0.743840530985203
"3331","PstI.TP461927",1,9014162,2.79819430698397,0.00159149651888408
"3865","PstI.TP691225",1,9036250,0,1
"1521","NsiI.TP820715",1,9036320,0,1
"3262","PstI.TP443245",1,9039678,0.349573660710229,0.447122308918423
"4762","PstI.TP978811",1,9073364,1.36378071450772,0.0432732272578304
"3557","PstI.TP550784",1,9140137,0,1
"3603","PstI.TP581769",1,9144035,0,1
"422","NsiI.TP300557",1,9206508,0,1
"4041","PstI.TP745827",1,9270379,0.0510014192549673,0.889198211993163
"1246","NsiI.TP634289",1,9273457,0,1
"3307","PstI.TP456141",1,9284445,0,1
"1781","PstI.TP107393",1,9287566,0,1
"3437","PstI.TP513098",1,9384357,0.413335895428339,0.386068265621412
"4751","PstI.TP974726",1,9504539,0.00554814381577237,0.987306181623867
"142","NsiI.TP134750",1,9511955,0,1
"3902","PstI.TP701371",1,9558859,1.88417706260154,0.0130563846857289
"2052","PstI.TP1174311",1,9559149,0.159941209358272,0.691924630731669
"2961","PstI.TP336334",1,9630139,1.09651562842028,0.0800726813219251
"4834","SSk40ctg20422_195",1,9699984,0.781445861981886,0.165407096409518
"3125","PstI.TP390724",1,9756005,0.499765211356506,0.316398771554746
"1372","NsiI.TP727325",1,9821700,1.88238135652451,0.013110481543644
"2322","PstI.TP1278278",1,9821711,0.229228678063151,0.589890391184279
"3087","PstI.TP377612",1,9851429,0.661532434825625,0.218005557595309
"3086","PstI.TP377610",1,9851445,0.431213347924799,0.370498668949389
"1560","PstI.TP1001875",1,9929490,0,1
"2137","PstI.TP120265",1,9929566,0.293851584625331,0.508333130151407
"2413","PstI.TP145867",1,9990979,0,1
"4279","PstI.TP821356",1,10005335,0,1
"3409","PstI.TP498398",1,10010021,0.031305023498153,0.930454148376121
"1852","PstI.TP1106149",1,10181736,0.473925271814309,0.335795388915354
"2994","PstI.TP345581",1,10284848,0,1
"1278","NsiI.TP664565",1,10300447,0.172097202438735,0.672826049599254
"3626","PstI.TP593918",1,10465079,0,1
"529","NsiI.TP360999",1,10465743,1.1340835761565,0.0734372531018014
"2922","PstI.TP323026",1,10477035,0,1
"4571","PstI.TP91211",1,10530796,0.261669484041718,0.547432422985756
"3388","PstI.TP488889",1,10576905,0.0591689240818293,0.872631881663294
"4692","PstI.TP948493",1,10639570,0.0435580738717489,0.90456947059244
"935","NsiI.TP501783",1,10653579,0.158469985625004,0.694272581687229
"4766","PstI.TP980214",1,10687788,0.821328087086419,0.150893979727053
"3791","PstI.TP667320",1,10965394,0,1
"4442","PstI.TP869093",1,11187262,0.637879726640634,0.230207926615028
"173","NsiI.TP158358",1,11191805,0.0312116639307231,0.930654188067853
"4325","PstI.TP835148",1,11456164,0.271859632039285,0.534737163426376
"285","NsiI.TP216814",1,11467715,0,1
"1702","PstI.TP1045636",1,11697258,0.286707432974269,0.516764375773172
"2914","PstI.TP319571",1,11815150,0.371625080378551,0.424986289634177
"2340","PstI.TP1288084",1,11935767,0.0366898079618791,0.918988743925909
"4662","PstI.TP939213",1,11990855,0,1
"81","GFSSContig8870_238",1,12002926,0.102456742659476,0.789847517223055
"2851","PstI.TP301133",1,12137712,0,1
"1314","NsiI.TP690036",1,12138480,0,1
"2510","PstI.TP181460",1,12172878,0.596782917853173,0.253056258236652
"2876","PstI.TP308387",1,12249163,0.814172905117632,0.153400612927103
"3154","PstI.TP401102",1,12714512,0.736370358642437,0.183497284358593
"3204","PstI.TP419952",1,13194145,0.134041409751507,0.734443835983105
"4103","PstI.TP770895",1,13263569,0.757760605393772,0.174678476155436
"3986","PstI.TP726878",1,13263594,0.0503835680181005,0.890464134589932
"155","NsiI.TP146220",1,13426299,1.40928536842533,0.0389685845776582
"4131","PstI.TP775845",1,13537099,0,1
"1323","NsiI.TP694123",1,13570229,0.883150318391201,0.130872886620199
"3808","PstI.TP672785",1,13856592,0,1
"423","NsiI.TP300775",1,13891493,0,1
"1519","NsiI.TP819777",1,14025316,0.1648718129211,0.684113541570736
"1828","PstI.TP1098610",1,14727981,1.63354568462356,0.0232516788224369
"3349","PstI.TP473065",1,14979768,0.23075334249012,0.587823111822233
"4809","PstI.TP994295",1,15000089,2.32777772662923,0.00470134663537353
"4767","PstI.TP980794",1,15035098,0,1
"356","NsiI.TP258606",1,15160092,0.787592373160791,0.16308260004353
"788","NsiI.TP453296",1,15160906,2.46917665512438,0.00339487153533582
"4038","PstI.TP745600",1,15174350,0,1
"230","NsiI.TP190002",1,15394010,0.34396359791121,0.452935542874737
"762","NsiI.TP444665",1,15492552,0.480419116798538,0.330811716846745
"3054","PstI.TP364469",1,15807512,0.0877282993089115,0.817093396526039
"3505","PstI.TP537488",1,15836219,0.722468473963417,0.189466104542822
"2725","PstI.TP256999",1,15936570,0.164883774030388,0.684094700336285
"3544","PstI.TP548596",1,16432580,0,1
"2517","PstI.TP184964",1,16701416,0.10181936092345,0.791007568778219
"1970","PstI.TP1150194",1,16733554,0.410173827442025,0.388889459870182
"1744","PstI.TP1062903",1,16796019,0,1
"61","GFSSContig18974_238",1,17068192,0.0660227978927574,0.858968429557532
"4458","PstI.TP875497",1,17132096,0,1
"2764","PstI.TP270063",1,17132801,0,1
"503","NsiI.TP347636",1,17221327,0,1
"4756","PstI.TP97518",1,17476051,1.32038951398228,0.0478201006665
"2128","PstI.TP1199192",1,17514476,0.515418965371602,0.305197544145068
"2435","PstI.TP155582",1,17577155,0.390014911091888,0.407366291026179
"267","NsiI.TP210953",1,17586467,0.0208901914922464,0.95303710273535
"1223","NsiI.TP625844",1,17592650,0,1
"2886","PstI.TP311967",1,17610629,0,1
"3129","PstI.TP392482",1,17611146,0,1
"4560","PstI.TP907404",1,18035898,0,1
"2417","PstI.TP147052",1,18036670,0,1
"419","NsiI.TP297192",1,18054455,0.336376276492915,0.460918058123653
"3021","PstI.TP353784",1,18167193,0.500616401861462,0.315779256703346
"3434","PstI.TP510832",1,18167351,1.26812171698547,0.0539359438449768
"249","NsiI.TP20060",1,18191763,0.265889757481849,0.542138490877519
"2233","PstI.TP1245745",1,18203316,0,1
"2232","PstI.TP1245741",1,18203364,0.332473061051347,0.465079223774128
"2141","PstI.TP1203527",1,18203746,0.6228424419483,0.238318390979121
"3325","PstI.TP460935",1,18308167,0,1
"2323","PstI.TP1279895",1,18383885,1.61635895198559,0.0241902885059495
"1903","PstI.TP1126710",1,18437271,0,1
"1469","NsiI.TP772843",1,18447607,0,1
"196","NsiI.TP168692",1,18509909,0.242591017954334,0.572017060707228
"3492","PstI.TP533117",1,18662889,0.412636522389283,0.386690477664709
"2468","PstI.TP166501",1,18793961,0.0347863105205572,0.923025479244609
"821","NsiI.TP463409",1,18837893,0.322363094060509,0.476032830773876
"1944","PstI.TP1140029",1,19067860,0,1
"207","NsiI.TP175150",1,19077723,0.0116618162099626,0.973504994075195
"2844","PstI.TP298371",1,19099334,0.254615020710606,0.556397255726369
"3314","PstI.TP458499",1,19100550,0.821965856961259,0.150672551615023
"1382","NsiI.TP731560",1,19407596,0,1
"3598","PstI.TP579186",1,19637965,0.0395750835414849,0.912903593176437
"3583","PstI.TP574132",1,19943823,0,1
"4509","PstI.TP890955",1,20013544,0.567069293553172,0.270975924365079
"4510","PstI.TP890977",1,20013575,0.0256825408747205,0.942578347524091
"3110","PstI.TP385421",1,20238710,0,1
"513","NsiI.TP352570",1,20251715,0,1
"739","NsiI.TP440927",1,20252244,1.61349889479938,0.0243501199660765
"2214","PstI.TP1239144",1,20685889,1.69859662062006,0.0200172023493479
"4384","PstI.TP851166",1,21305923,0.18749493130501,0.64938921061939
"4182","PstI.TP791712",1,21320307,1.01738247845543,0.0960765769655508
"2752","PstI.TP265375",1,21509659,0.414037454291251,0.385445114793188
"2755","PstI.TP265643",1,21534801,0,1
"919","NsiI.TP495000",1,21577084,0.233825172509627,0.583680020398914
"2557","PstI.TP198890",1,21626192,0.0523387049981803,0.886464391386424
"1782","PstI.TP1074331",1,21885836,0.484172925413909,0.327964679617482
"4079","PstI.TP761935",1,22258955,0,1
"3526","PstI.TP543648",1,22275588,0.157216707549298,0.696278992849123
"427","NsiI.TP304101",1,22335385,0,1
"4487","PstI.TP884268",1,22671173,0,1
"1927","PstI.TP1133775",1,23057893,0.175964757029838,0.666860882737045
"1620","PstI.TP1020277",1,23246220,0,1
"2272","PstI.TP1256502",1,23777666,0,1
"4491","PstI.TP884909",1,23972025,1.13277689426307,0.0736585398925821
"1036","NsiI.TP539662",1,24405622,0.853347186540113,0.140169270617701
"381","NsiI.TP269540",1,24901828,0,1
"3433","PstI.TP510443",1,25088662,0.328087819393733,0.46979910015928
"4792","PstI.TP98839",1,25165051,0,1
"3944","PstI.TP713933",1,25304804,0.947406571391462,0.112873873395101
"3521","PstI.TP543090",1,25480362,0,1
"2607","PstI.TP21552",1,26847368,0,1
"4070","PstI.TP757921",1,26848011,0.211531276583143,0.614424781086545
"577","NsiI.TP378252",1,26880821,0.0264054233382547,0.941010732395708
"2813","PstI.TP288641",1,27158173,0,1
"2880","PstI.TP309238",1,27158767,0,1
"2493","PstI.TP176880",1,28241729,0,1
"4529","PstI.TP896979",1,28970255,0.143434656944933,0.718729288777177
"1243","NsiI.TP633588",1,29778455,0,1
"2423","PstI.TP150197",1,30650620,0.154473141186976,0.700691515583763
"2884","PstI.TP31070",1,30825121,0,1
"1204","NsiI.TP61845",1,30836654,0.187592641925438,0.64924312291189
"3431","PstI.TP510044",1,31327463,0.0617672543800487,0.867426619535461
"2655","PstI.TP231608",1,46403489,0.275411095338418,0.530382156338883
"2164","PstI.TP1213378",1,46786394,0,1
"2809","PstI.TP286748",1,49731278,0,1
"2739","PstI.TP261824",1,50142562,0,1
"2098","PstI.TP1189297",1,50142670,0,1
"2013","PstI.TP1162168",1,50144561,0.464666545566711,0.343031067184837
"2182","PstI.TP122157",1,50223254,0,1
"2424","PstI.TP15027",1,50852753,0.167253222043531,0.680372541398019
"1941","PstI.TP1138376",1,51888724,0.127164773828353,0.746165605169305
"3371","PstI.TP481755",1,51889649,0.494742714649294,0.320079076511089
"3299","PstI.TP452799",1,52828554,0.0950798777561163,0.803378346968252
"1931","PstI.TP1134497",1,53143016,0.986621293399036,0.103128501330167
"3744","PstI.TP643290",1,53455562,0.0858340188417561,0.820665130912758
"3090","PstI.TP378778",1,54121051,0.127994842218256,0.74474081856773
"176","NsiI.TP160863",1,54752388,0.856006079104207,0.139313730215388
"659","NsiI.TP421581",1,55104513,0.126105432127615,0.747987892106087
"2451","PstI.TP160672",1,55685308,0.0776099934289301,0.836353746260323
"1365","NsiI.TP724007",1,55711703,0.295302514958937,0.506637678533145
"2029","PstI.TP1167747",1,56262223,0.577975102853441,0.2642560245141
"1578","PstI.TP1007712",1,56295361,0.393130648595987,0.40445420163527
"2266","PstI.TP1255073",1,56318472,0,1
"2881","PstI.TP309283",1,56385216,0,1
"1401","NsiI.TP742789",1,56568036,0.00211072145101735,0.995151675503951
"1097","NsiI.TP565063",1,56578610,0.0210566437453142,0.952671901740609
"460","NsiI.TP326816",1,56731318,0,1
"1524","NsiI.TP824820",1,56735765,0.0532199622207173,0.884667428452545
"4281","PstI.TP822327",1,56871868,0.397116843141215,0.400758882441124
"3084","PstI.TP377200",1,56910407,0.302456703071549,0.498360137439135
"1690","PstI.TP1041006",1,57001520,0.369440629793795,0.427129306140977
"2331","PstI.TP1282088",1,57117988,1.68943430946888,0.0204439914441954
"4228","PstI.TP807213",1,57183105,0.273836824896668,0.53230822297192
"2026","PstI.TP1165736",1,57192298,0.287855574907908,0.51540001290855
"2749","PstI.TP264010",1,57283338,0.0498507568799975,0.891557264678317
"3274","PstI.TP445858",1,57330069,0,1
"4734","PstI.TP96755",1,57367730,0,1
"2516","PstI.TP184844",1,57374590,0.0962350113931307,0.801244365701379
"814","NsiI.TP459313",1,57397568,0,1
"4739","PstI.TP968463",1,57418406,0,1
"1442","NsiI.TP758763",1,57499558,0.150570297411006,0.707016749607652
"1432","NsiI.TP755202",1,57718474,0,1
"747","NsiI.TP441589",1,57721177,0,1
"818","NsiI.TP46196",1,57778864,0,1
"903","NsiI.TP489836",1,57849492,0.300299350668862,0.500841894128112
"4558","PstI.TP9065",1,57881166,0.219565316414392,0.60316298744093
"660","NsiI.TP421863",1,57943909,0.0854152959701222,0.821456752687914
"3923","PstI.TP708344",1,57964831,0.00112161617936471,0.997420715390713
"3969","PstI.TP720409",1,58165134,0.981620205123497,0.1043229345112
"2866","PstI.TP306310",1,58165810,0,1
"4525","PstI.TP894259",1,58263461,1.10852256914498,0.077889233651038
"256","NsiI.TP20336",1,58285925,0,1
"459","NsiI.TP326794",1,58346265,0,1
"3659","PstI.TP607895",1,58398018,0.209546102001536,0.617239766075582
"3628","PstI.TP59473",1,58631638,0.433198915754121,0.368808637980996
"971","NsiI.TP509280",1,58994548,0.128061497733176,0.744626524521754
"4755","PstI.TP975092",1,59040624,0.350350282041773,0.446323462871606
"3537","PstI.TP546331",1,59140499,0,1
"3412","PstI.TP502131",1,59426545,0,1
"3323","PstI.TP460627",1,59468543,0,1
"4261","PstI.TP816116",1,59685970,0,1
"1777","PstI.TP1072427",1,59994659,0.657922026562003,0.219825451301841
"781","NsiI.TP45219",1,60042018,0,1
"4119","PstI.TP773822",1,60097008,0,1
"3309","PstI.TP457393",1,60097068,0.011409742173292,0.974070201725763
"2092","PstI.TP1185674",1,60148122,0,1
"484","NsiI.TP337751",1,60167980,0.138014916798535,0.727754807769106
"1545","NsiI.TP94007",1,60313546,0,1
"2873","PstI.TP308061",1,60402946,0,1
"1836","PstI.TP110030",1,60421130,1.17289421255254,0.0671592422574932
"449","NsiI.TP322216",1,60505442,0.247096159862938,0.566113928327639
"1797","PstI.TP1081772",1,60516578,0.302400936977562,0.498424134067701
"119","NsiI.TP123778",1,60586278,0,1
"1606","PstI.TP1014707",1,60949616,0.163541934594849,0.686211616009766
"1980","PstI.TP1152227",1,60999485,0.261194150505808,0.548031913546037
"204","NsiI.TP173416",1,61000228,0.290766485503682,0.511957034189241
"4128","PstI.TP774975",1,61157443,0.283115219850575,0.521056454659419
"2237","PstI.TP1246681",1,61289286,0,1
"3060","PstI.TP365645",1,61353360,0.344382252759932,0.452499128642146
"1688","PstI.TP1040444",1,61649660,0,1
"2816","PstI.TP288904",1,62080065,0.0407367847446854,0.91046491594684
"2430","PstI.TP153019",1,62238600,0,1
"1217","NsiI.TP62301",1,62433616,0,1
"819","NsiI.TP462536",1,62433879,0,1
"2211","PstI.TP1235985",1,62443684,0.0785127179139502,0.834617106926097
"1175","NsiI.TP610817",1,62492981,0,1
"3943","PstI.TP71345",1,62705763,0.201639925046592,0.628579299948151
"2002","PstI.TP116028",1,62738111,0.624048963333812,0.237657233142602
"2945","PstI.TP332665",1,62857264,0,1
"1669","PstI.TP1032405",1,62899325,0.517966681612021,0.303412394847148
"4323","PstI.TP834485",1,62936010,0.498209247873019,0.317534378635512
"3208","PstI.TP420801",1,62946889,0.321226236407176,0.477280579793392
"3225","PstI.TP428256",1,63323451,0.114422035855109,0.768383382774907
"2004","PstI.TP1160645",1,63359101,0.869903997798823,0.134926110816453
"1099","NsiI.TP56624",1,63509426,0,1
"4379","PstI.TP84880",1,63680478,0.287534850029726,0.515780774501405
"3630","PstI.TP59594",1,63737514,0.0645078873458433,0.861969924082185
"402","NsiI.TP280338",1,63802216,1.02818920988341,0.0937153626511669
"379","NsiI.TP267317",1,63808055,2.10410687007004,0.00786852139317222
"3660","PstI.TP608352",1,63849910,0.447624642564021,0.356759344618007
"3690","PstI.TP622702",1,63849924,0.00526696566612206,0.987945606768206
"3162","PstI.TP403217",1,63867116,0,1
"881","NsiI.TP484505",1,63970510,0,1
"4262","PstI.TP816739",1,64060896,0.434865259380839,0.367396268149707
"226","NsiI.TP188409",1,64102768,0,1
"924","NsiI.TP499343",1,64103746,0,1
"2258","PstI.TP1252633",1,64114120,0.441511368764251,0.361816719134256
"1543","NsiI.TP88778",1,64177819,0,1
"183","NsiI.TP163212",1,64450959,0.0983216522686501,0.797403885901177
"566","NsiI.TP374015",1,64625827,0,1
"4824","PstI.TP997652",1,64799296,0.16520438446757,0.683589865546813
"4317","PstI.TP833589",1,64801253,0,1
"4680","PstI.TP944748",1,64883503,0,1
"1394","NsiI.TP740366",1,64896156,0.398225547768756,0.399737095209509
"1075","NsiI.TP55636",1,64902964,0,1
"4466","PstI.TP876794",1,65066495,0,1
"4716","PstI.TP961110",1,65184135,1.04400932783231,0.0903630065232005
"3361","PstI.TP477712",1,65237054,0.0502809572262423,0.890674549478385
"2549","PstI.TP197677",1,65249144,0.445082153730439,0.358854045255835
"3800","PstI.TP669936",1,65249574,0.118664086800253,0.76091459302988
"3035","PstI.TP358803",1,65256453,0,1
"4605","PstI.TP924658",1,65264909,0.305472057189538,0.494911952876814
"4635","PstI.TP931830",1,65273426,0.700226830022908,0.199422047068027
"1186","NsiI.TP615624",1,65289533,0.295301687828152,0.506638643445289
"639","NsiI.TP414439",1,65297722,0.00439255179955271,0.989936752464465
"1048","NsiI.TP545512",1,65564544,0.037451002625525,0.917379428871237
"4725","PstI.TP966260",1,65795867,0.2581473308039,0.551890183348965
"3478","PstI.TP530837",1,65836675,0.678703968776282,0.20955403671597
"109","NsiI.TP117758",1,66087512,0,1
"3332","PstI.TP46198",1,66096584,0,1
"3881","PstI.TP69498",1,66230707,0,1
"1286","NsiI.TP66906",1,66339343,0.729891253798977,0.186255345678605
"1512","NsiI.TP814944",1,66369934,0,1
"1455","NsiI.TP763660",1,66404152,0.676263254186788,0.210735036031531
"875","NsiI.TP482264",1,66520178,0,1
"548","NsiI.TP3649",1,66621250,0.412487465239038,0.386823219100518
"3134","PstI.TP393536",1,66632271,0.0526805666268841,0.885766871777004
"4271","PstI.TP819380",1,66643342,0.065643519792529,0.859718911609892
"1802","PstI.TP1084761",1,66720416,0,1
"857","NsiI.TP475064",1,66777724,0,1
"1113","NsiI.TP575744",1,66841969,0,1
"4732","PstI.TP967164",1,66844557,0.0549277399382034,0.881195478468998
"731","NsiI.TP43891",1,66864733,0.0535488667617368,0.883997696292101
"901","NsiI.TP489423",1,66879621,0.659747103445234,0.218903596318887
"1623","PstI.TP1020853",1,66882875,0.56663040746965,0.271249903611522
