"","SNP","Chromosome","Position","GLM.Lg","MLM.Lg","CMLM.Lg","SUPER.Lg","rrBLUP.Lg","Adj.P.GLM.Lg","Adj.P.MLM.Lg","Adj.P.CMLM.Lg","Adj.P.SUPER.Lg","Adj.P.rrBLUP.Lg"
"2707","PstI.TP1045708",1,69041513,0.00000758618270261465,0.000214498718327283,0.000214498718327283,0.0000136466624264979,0.464035688215922,0.00414803274805996,0.0577673861716044,0.0577673861716044,0.00140307907022067,1
"2735","NsiI.TP19909",1,69328566,0.0262215423115812,0.0712078530824994,0.0712078530824994,0.0000179762286180269,0.475788138303111,0.381617553574257,0.799049547331925,0.799049547331925,0.0017330806432152,1
"2857","PstI.TP225232",1,70799952,0.0615303474586887,0.095536754305829,0.095536754305829,0.000000607082947621144,1,0.553466395585533,0.871176244221791,0.871176244221791,0.0000986865288907741,1
"2906","PstI.TP1112721",1,71302602,0.0235804252462178,0.122685667446432,0.122685667446432,0.00000261461514492533,0.964280516369918,0.364753701794045,0.931551250500908,0.931551250500908,0.000350184300599521,1
"3010","PstI.TP843326",1,72291957,0.00938628505012569,0.000189002281015035,0.000189002281015035,0.0000606434517577776,0.606178326076867,0.229182851751648,0.0537064119470125,0.0537064119470125,0.00462685176962934,1
"3350","NsiI.TP641784",1,75379851,0.0000881833785960655,0.000147183733313314,0.000147183733313314,0.000000000779556910920936,1,0.0165748008686188,0.0478519510613592,0.0478519510613592,0.000000334912497634699,1
"3389","PstI.TP186953",1,75764897,0.000443845458270464,0.00987481689602853,0.00987481689602853,0.00000139450449472949,0.828086046822616,0.0452471607289958,0.409498811629516,0.409498811629516,0.000200497522732262,1
"3394","NsiI.TP560502",1,75823863,0.00392220033284176,0.0568160142570119,0.0568160142570119,0.000000000288061641246251,0.777263184523645,0.143992233582496,0.749429323325744,0.749429323325744,0.000000148508121561353,1
"3480","PstI.TP324439",1,76705670,0.000183150940538461,0.00554717853573433,0.00554717853573433,0.000000370388145499011,0.888624286016606,0.0266514158957741,0.318261651824452,0.318261651824452,0.0000678505959125295,1
"3616","NsiI.TP193091",1,77956626,0.000355533133113877,0.00236944808405368,0.00236944808405368,0.000000000977289122765226,0.148990479582816,0.0391173161823585,0.222678756399295,0.222678756399295,0.000000400777384799449,1
"3648","PstI.TP469636",1,78240594,0.0000652370487548913,0.0000537364554491108,0.0000537364554491108,0.000001331580204767,0.514363408494117,0.0139306190264291,0.0278137130992969,0.0278137130992969,0.000193766396893675,1
"3656","NsiI.TP450689",1,78324443,0.00564323470737318,0.00593250361287509,0.00593250361287509,0.0000316767962022313,0.209489750903242,0.17480948851475,0.329372600586825,0.329372600586825,0.00270248752091282,1
"3738","NsiI.TP743320",1,78939784,0.00494205690344514,0.018576885933826,0.018576885933826,0.0000155317227957268,0.694118329298949,0.163219599737808,0.511085436258975,0.511085436258975,0.00154410141116305,1
"3790","NsiI.TP743891",1,79380852,0.000100866860341641,0.000954654894846895,0.000954654894846895,0.00000000787934499734624,1,0.0176573772726492,0.138359782510983,0.138359782510983,0.00000225674446241453,1
"3844","NsiI.TP429155",1,79758909,0.0392580037419676,0.187624815458597,0.187624815458597,0.00000556065764231749,1,0.454656965415707,0.99990690322193,0.99990690322193,0.000662287171603807,1
"3910","PstI.TP1086817",10,46074,0.0550337921237803,0.0268973248221864,0.0268973248221864,0.0000385814793258619,0.568201645835028,0.529192510035434,0.588642000111014,0.588642000111014,0.00318610623778422,1
"3972","GFSSContig16519_974",10,959088,0.0335282769862983,0.053051668223951,0.053051668223951,0.0000153562129397039,0.291297120147286,0.422475020908357,0.729355760381888,0.729355760381888,0.0015351108381386,1
"4140","PstI.TP904839",10,3116773,0.000432021523144208,0.000829911368143259,0.000829911368143259,0.000000926842918024361,0.70714328191933,0.0444680176167774,0.131388700269796,0.131388700269796,0.000142939774468646,1
"4170","NsiI.TP510014",10,3497449,0.0000429495670032413,0.00660897579073603,0.00660897579073603,0.00000126625232195774,0.240623496423666,0.0104257537854256,0.348182070563623,0.348182070563623,0.000185758186157768,1
"4220","NsiI.TP188814",10,4222455,0.0909006845935084,0.0637510896493555,0.0637510896493555,0.0000235236527723946,0.533036174109968,0.651783013234757,0.771469961652272,0.771469961652272,0.00216561627869943,1
"4376","NsiI.TP216159",10,6514871,0.00116333239140254,0.00152371475884054,0.00152371475884054,0.000000388653687688121,1,0.0751865376284718,0.179113414387744,0.179113414387744,0.0000704810767903965,1
"4395","PstI.TP852620",10,6797132,0.000537401608096754,0.000404552716340689,0.000404552716340689,0.0000000000104386854959821,1,0.0501130471136839,0.0876176430355511,0.0876176430355511,0.00000000753422564358004,1
"4426","NsiI.TP752201",10,7427130,0.0020628145298827,0.0118523942482401,0.0118523942482401,0.0000218624802726693,0.915000147864972,0.100192262118986,0.431164977638991,0.431164977638991,0.00203869040847568,1
"4466","NsiI.TP811878",10,8054180,0.0298207684803928,0.0527596720450115,0.0527596720450115,0.0000189936248826567,0.350879040894127,0.401856569425099,0.729355760381888,0.729355760381888,0.00181602899669187,1
"4488","NsiI.TP492189",10,8261222,0.00404682636714154,0.00915346836940769,0.00915346836940769,0.00000000665352590966449,0.143570079909338,0.145750369199006,0.40040044426083,0.40040044426083,0.00000195213368315424,1
"4555","PstI.TP1023898",10,9617333,0.00678725907823823,0.0423220625224251,0.0423220625224251,0.0000645074103820408,0.965744848883917,0.195481728344343,0.683669915984457,0.683669915984457,0.0048397992221769,1
"4581","PstI.TP893838",10,10167865,0.000010660198674248,0.000136062073330754,0.000136062073330754,0.0000103997950190998,1,0.00506804344071837,0.0463227179467948,0.0463227179467948,0.00113044518870263,1
"4626","NsiI.TP816010",10,11668119,0.00639124483790738,0.0491364472508243,0.0491364472508243,0.000000107729800982727,0.235034924148294,0.187670662091458,0.72005843460683,0.72005843460683,0.0000226032154527015,1
"4701","NsiI.TP245242",10,15872817,0.0000393310717112901,0.000467225404969532,0.000467225404969532,0.00000157734544349334,0.512956447171217,0.0104109871296683,0.0961637918027148,0.0961637918027148,0.000222356415487452,1
"4747","PstI.TP502430",10,19879226,0.000140561391475217,0.00132796520057014,0.00132796520057014,0.00000228512831610598,1,0.0220546934589462,0.166981213094687,0.166981213094687,0.000312370116180427,1
"4868","NsiI.TP790039",10,43096238,0.0000000888291496520145,0.00000313315158934975,0.00000313315158934975,0.215236573378616,0.961455929148452,0.000231801790289048,0.00513950793438426,0.00513950793438426,0.718364695215557,1
"4869","NsiI.TP790027",10,43096238,0.00424751198671888,0.00462727553695039,0.00462727553695039,0.00000505151167533954,0.753094331505392,0.150240238469654,0.293748738896071,0.293748738896071,0.000607663177798844,1
"4891","NsiI.TP787086",10,43096249,0.021660150635175,0.0881161509648631,0.0881161509648631,0.00000000491025034207695,0.216999147062918,0.351787360991087,0.846854804898774,0.846854804898774,0.00000151453943884507,1
"4921","NsiI.TP750719",10,44561838,0.00616045783257984,0.0121500500874924,0.0121500500874924,0.0000366908536089771,1,0.18359208547332,0.434991078926018,0.434991078926018,0.00307930122102504,1
"4924","PstI.TP163706",10,44652439,0.00541610887073654,0.0227912097738318,0.0227912097738318,0.0000180148279899998,1,0.170133153285131,0.552376882685052,0.552376882685052,0.0017330806432152,1
"4957","PstI.TP485067",10,46676286,0.00000829630215375119,0.0000103306172484201,0.0000103306172484201,0.00318719491714929,0.682577256966038,0.00433908626267497,0.0118397790592558,0.0118397790592558,0.0913578158618615,1
"4964","PstI.TP238558",10,47224962,0.0000777363322493005,0.0110062235562538,0.0110062235562538,0.0000000885644118820686,1,0.0155852708789598,0.42480491518512,0.42480491518512,0.0000194884908292689,1
"4965","PstI.TP117168",10,47248380,0.0336392191076119,0.0795273729046932,0.0795273729046932,0.0000622957746454268,0.755644926360215,0.422986808068118,0.825397971795411,0.825397971795411,0.00470786767531731,1
"4990","PstI.TP408419",10,48095053,0.0032802199191933,0.0258025007034655,0.0258025007034655,0.0000000539826662498999,0.707844449067606,0.131092554201382,0.578353712203412,0.578353712203412,0.0000127328526772967,1
"5095","PstI.TP1053992",10,52019277,0.00198681223046986,0.00253253121435343,0.00253253121435343,0.0000263673245074164,0.162634337030641,0.0981161613759759,0.229057610184428,0.229057610184428,0.00235565112734761,1
"5110","PstI.TP106723",10,52247586,0.000947490943282032,0.000977366984503624,0.000977366984503624,0.0000252944981938966,0.503395598406762,0.0667742120967059,0.139965157685582,0.139965157685582,0.00229738755241787,1
"5256","PstI.TP1114752",10,54445382,0.000322828335994541,0.000633580055293485,0.000633580055293485,0.0000140947116211069,0.674585773900309,0.0378254187966591,0.112633679977494,0.112633679977494,0.0014409347109986,1
"5260","PstI.TP128322",10,54480297,0.296950414417434,0.251135690634569,0.251135690634569,0.00000578644884728381,0.535437233024116,0.925569778771975,0.99990690322193,0.99990690322193,0.000686912388160454,1
"5299","PstI.TP49353",10,55083551,0.00000871138383456419,0.00153470010462987,0.00153470010462987,0.00000107063744522697,0.867028696323518,0.00441766981213242,0.17973783814105,0.17973783814105,0.00016166177457469,1
"5406","NsiI.TP328184",10,56346502,0.00293856179711838,0.00607828526477499,0.00607828526477499,0.000000239762514408799,1,0.124385978369145,0.333870865502587,0.333870865502587,0.0000462703188234478,1
"5417","NsiI.TP723334",10,56532435,0.00776608009962359,0.0324988653891667,0.0324988653891667,0.00000411183373561357,0.0661347389515958,0.209034716584184,0.624059890302804,0.624059890302804,0.000509923903267431,1
"5439","NsiI.TP521066",10,56914882,0.00000376683389106325,0.000586700680798622,0.000586700680798622,0.00000000000000791513633369904,0.167697258550205,0.00271875002921381,0.108578739326465,0.108578739326465,0.0000000000158689688894739,1
"5494","PstI.TP694310",10,57658733,0.00148617102269778,0.00438948594652772,0.00438948594652772,0.000000217650473886998,0.307663169607356,0.0858602225810749,0.291190751540979,0.291190751540979,0.0000424571367655891,1
"5601","PstI.TP32557",10,58906622,0.989948348893051,0.753539631887361,0.753539631887361,0.0000254006216308671,0.870996433197859,0.998275238841619,0.99990690322193,0.99990690322193,0.00229738755241787,1
"5810","PstI.TP210",11,2,0.0406913376962238,0.494632135223414,0.494632135223414,0.0000112777692928404,0.763419593683677,0.46163519679369,0.99990690322193,0.99990690322193,0.00120769180486654,1
"5842","PstI.TP6271",11,40,0.000770144607834926,0.00395052699116103,0.00395052699116103,0.0000130877991421081,0.722441843241707,0.0598157462481688,0.280091587538348,0.280091587538348,0.00136113111077924,1
"5911","PstI.TP16254",11,130,0.00394827232935054,0.0191341233562716,0.0191341233562716,0.00000164573632673705,1,0.144215841924699,0.514156547789374,0.514156547789374,0.000231094679219014,1
"5973","PstI.TP27888",11,213,0.0187426236641663,0.0235588999004946,0.0235588999004946,0.00000748444598349747,0.878469133100818,0.330579846441818,0.557869802893077,0.557869802893077,0.000847373530987877,1
"6181","PstI.TP57493",11,478,0.015684252208346,0.0186649538155485,0.0186649538155485,0.0000337757486271612,1,0.302895886965458,0.512228785776056,0.512228785776056,0.00286126576633097,1
"6275","PstI.TP71382",11,596,0.000215508875068274,0.00126728290155485,0.00126728290155485,0.0000236338132893291,0.204005880143636,0.029684291158259,0.162753399826731,0.162753399826731,0.002170221511413,1
"6343","PstI.TP81008",11,677,0.00000000733721606701685,0.0000000677914868490522,0.0000000677914868490522,0.0000000623588697664969,0.671189211437076,0.0000378264933466434,0.000489291835481719,0.000489291835481719,0.000014425685205983,1
"6383","PstI.TP86865",11,732,0.0000232847550845816,0.000230227960297999,0.000230227960297999,0.00000000000052045855795932,1,0.00770917652745304,0.0610916664061337,0.0610916664061337,0.000000000481597652298357,1
"6393","PstI.TP88567",11,743,0.000193999825745533,0.0010094892950248,0.0010094892950248,0.00000406095982877867,0.405597616355775,0.0276721964881612,0.142936213334513,0.142936213334513,0.000505351442417119,1
"6443","PstI.TP98014",11,806,0.929143679801652,0.568893681918517,0.568893681918517,0.00943688674068999,0.000000344810989506518,0.9894008747966,0.99990690322193,0.99990690322193,0.182095544559542,0.00248870779786224
"6449","PstI.TP99018",11,812,0.0000143571425449955,0.0000486956270612271,0.0000486956270612271,0.0000000000000184573408834484,1,0.00595540873751491,0.0278137130992969,0.0278137130992969,0.0000000000317185008477089,1
"6451","PstI.TP100020",11,817,0.000000807410264795543,0.0000108647472164056,0.0000108647472164056,0.0000292612658679847,0.989883161101006,0.000971260721198052,0.0118397790592558,0.0118397790592558,0.00256131201742031,1
"6530","PstI.TP110497",11,912,0.00001691513459014,0.0000414052197196299,0.0000414052197196299,0.0000000032760892777092,0.162611733746962,0.00643318600195237,0.027670954985963,0.027670954985963,0.00000110492999863523,1
"6582","PstI.TP118720",11,980,0.000000372306255983873,0.000357831621986792,0.000357831621986792,0.0000000000000566005081894016,0.688056602070729,0.00053743152663784,0.082194911428289,0.082194911428289,0.0000000000851082974807969,1
"6693","PstI.TP133767",11,1119,0.000760558909196282,0.0014407611976929,0.0014407611976929,0.00000261997786416179,0.960125599947332,0.0595929741022325,0.174477147994434,0.174477147994434,0.000350184300599521,1
"6727","PstI.TP139915",11,1160,0.00000726070039795044,0.0010099959654262,0.0010099959654262,0.00000000437685155659934,0.971682217207872,0.0040941274368943,0.142936213334513,0.142936213334513,0.00000139780370773944,1
"6740","PstI.TP141173",11,1177,0.0399716089607844,0.0321274436102906,0.0321274436102906,0.0000664975997461322,0.786649800738582,0.458663091948104,0.623828500875799,0.623828500875799,0.00493778884699263,1
"6761","PstI.TP143220",11,1205,0.0932970890077619,0.118458840698614,0.118458840698614,0.0000269593189352319,1,0.658489575968215,0.925038794266255,0.925038794266255,0.00239632488111982,1
"6886","PstI.TP167893",11,1373,0.00575071206930214,0.00179790487937161,0.00179790487937161,0.0000117681868855626,0.817575107643424,0.176901177922732,0.195430094237237,0.195430094237237,0.00124908920095936,1
"7009","PstI.TP186444",11,1527,0.0000000000590342837826542,0.00000000798965221399826,0.00000000798965221399826,0.00000000000000000000162880883586671,0.626284733751013,0.00000106521461657421,0.000144165284549385,0.000144165284549385,0.0000000000000000293902266343789,1
"7022","PstI.TP189102",11,1542,0.000113047224036185,0.00021448043365731,0.00021448043365731,0.000000000692138741965934,0.260004948846461,0.0191532780329476,0.0577673861716044,0.0577673861716044,0.000000312223786500833,1
"7028","PstI.TP189665",11,1548,0.000269495358408461,0.0033477854978323,0.0033477854978323,0.0000024891900400391,0.858154725308309,0.0337386468427893,0.261504075856649,0.261504075856649,0.000338980717603513,1
"7079","PstI.TP198603",11,1615,0.00000361908263208709,0.000155201602373792,0.000155201602373792,0.00000000000387520627010273,0.0494191573577609,0.00266541742911753,0.049130837074258,0.049130837074258,0.00000000297549880586101,1
"7109","PstI.TP201653",11,1648,0.0809088920654315,0.205415160483945,0.205415160483945,0.0000415846081698372,1,0.620107578514609,0.99990690322193,0.99990690322193,0.00338759670346069,1
"7312","PstI.TP230418",11,1901,0.88754671775492,0.554904702943278,0.554904702943278,0.0000334388575311691,0.61522211594645,0.983035281364467,0.99990690322193,0.99990690322193,0.00283939174255254,1
"7459","PstI.TP256291",11,2091,0.000248357806447536,0.0000923932864990104,0.0000923932864990104,0.0000000960841865006886,0.865676946984652,0.0320097732824239,0.0350977781386978,0.0350977781386978,0.0000207633899547117,1
"7551","PstI.TP273013",11,2218,0.0000123158694372712,0.0000532069512423508,0.0000532069512423508,0.00000000048565701671444,0.044565096943222,0.00535488067773787,0.0278137130992969,0.0278137130992969,0.000000240087539988914,1
"7582","PstI.TP280351",11,2258,0.00000290876667630268,0.00000647626490663197,0.00000647626490663197,0.000000150554687314297,0.95742373642303,0.0023327015958758,0.00834698028394766,0.00834698028394766,0.0000305236941336986,1
"7707","PstI.TP304955",11,2412,0.014344835964236,0.0460215038284683,0.0460215038284683,0.00000327753713729119,0.0414852997281477,0.288113810347464,0.701361499223718,0.701361499223718,0.000419431773796328,1
"7743","PstI.TP310451",11,2460,0.0199660732440167,0.0621291957751475,0.0621291957751475,0.0000161056442736246,1,0.338597580465261,0.768582744660982,0.768582744660982,0.00159238490560703,1
"7755","PstI.TP312970",11,2475,0.00885479664374716,0.0376095248054451,0.0376095248054451,0.00000121556672512553,0.751515126536302,0.223150769049963,0.662986238093852,0.662986238093852,0.000179784311378402,1
"7786","PstI.TP316592",11,2507,0.80465205934277,0.74173929313962,0.74173929313962,0.82672156721375,0.00000000149986562729554,0.970005771685758,0.99990690322193,0.99990690322193,0.972055309564028,0.0000270635753789207
"7795","PstI.TP318749",11,2524,0.306938369821302,0.118353774575691,0.118353774575691,0.00000481768690893376,0.883193104492615,0.931379202764253,0.925038794266255,0.925038794266255,0.000587367179627032,1
"7927","PstI.TP339490",11,2679,0.00497341277562378,0.00387727271416636,0.00387727271416636,0.0000201447076376108,0.758189026512051,0.163405660561357,0.277269588338145,0.277269588338145,0.001898125872653,1
"7930","PstI.TP339933",11,2685,0.0104092874723397,0.0124611755249145,0.0124611755249145,0.00000395017679612368,0.137566716297116,0.243296869366448,0.438256343632098,0.438256343632098,0.000498440490274515,1
"8168","PstI.TP381085",11,2985,0.00000525599211900074,0.000027260211942282,0.000027260211942282,0.00000000000000026545985774812,1,0.00338711149268748,0.0228782913621645,0.0228782913621645,0.000000000000736916565108781,1
"8176","PstI.TP382656",11,2995,0.0248600886044939,0.0237632118463643,0.0237632118463643,0.0000293122883838004,0.732268622658842,0.371083335881196,0.559203266199627,0.559203266199627,0.00256131201742031,1
"8177","PstI.TP382933",11,2997,0.00546891685560551,0.0590370517485903,0.0590370517485903,0.000000440259052685436,0.837818631266166,0.171321416219698,0.758101291339531,0.758101291339531,0.0000763849456409231,1
"8224","PstI.TP392821",11,3056,0.000631623427061394,0.00550180977711652,0.00550180977711652,0.00000056724351437559,0.953803615541847,0.0545487515521212,0.316665568160416,0.316665568160416,0.0000939022199393867,1
"8266","PstI.TP398239",11,3105,0.0129403834283021,0.0437573324541749,0.0437573324541749,0.000000958738598386986,0.286000402961608,0.272329905233866,0.689813540047374,0.689813540047374,0.000146800325568084,1
"8287","PstI.TP402932",11,3128,0.00019661259829302,0.00752100048918263,0.00752100048918263,0.0000165798612181946,1,0.0278249233223471,0.369245700553549,0.369245700553549,0.00162590769467991,1
"8320","PstI.TP410397",11,3175,0.161740930757627,0.420128771354266,0.420128771354266,0.0000306302642464351,0.134858491397641,0.790515984515038,0.99990690322193,0.99990690322193,0.00264446166537165,1
"8324","PstI.TP410682",11,3180,0.0126016196910245,0.188254011512255,0.188254011512255,0.000000763098624222337,0.395046952338173,0.269571577599106,0.99990690322193,0.99990690322193,0.000120256345637274,1
"8342","PstI.TP413792",11,3203,0.000164775644342112,0.0000016736514191673,0.0000016736514191673,0.10911563437598,0.0274426573508922,0.0245719977397444,0.00420396913397615,0.00420396913397615,0.587287846884469,0.992960066564663
"8435","PstI.TP433234",11,3320,0.00807811912672842,0.00474324970823724,0.00474324970823724,0.00000068935185696745,0.743411203656798,0.213896996526106,0.296720125126099,0.296720125126099,0.000110565910285517,1
"8543","PstI.TP452061",11,3461,0.0244283864508551,0.0832251355309178,0.0832251355309178,0.0000241058323266592,0.793494216092208,0.369781816944805,0.834674359035315,0.834674359035315,0.00220746190148089,1
"8687","PstI.TP478207",11,3630,0.00733144664682165,0.0114096500294523,0.0114096500294523,0.000021375881236183,0.25150401806815,0.204546920566911,0.430241234654166,0.430241234654166,0.00199847876179112,1
"8693","PstI.TP479083",11,3637,0.000061087379036597,0.00221147329837612,0.00221147329837612,0.0000000180825310217997,0.769501715959474,0.0135246707648633,0.216052701078396,0.216052701078396,0.00000466115985367648,1
"8752","PstI.TP488963",11,3705,0.0000000087227339031403,0.00000115830792362576,0.00000115830792362576,0.0574727603472341,0.0416563412683948,0.0000393482526370659,0.00420396913397615,0.00420396913397615,0.453350158559778,1
"8795","PstI.TP495357",11,3753,0.0403493914306546,0.235846863848561,0.235846863848561,0.0000631736232857085,0.870907886283049,0.4605983899108,0.99990690322193,0.99990690322193,0.00475951924245229,1
"8832","PstI.TP502917",11,3800,0.0000462903375970929,0.00108258759174626,0.00108258759174626,0.0000153315420470869,1,0.0107650230702487,0.146323674198273,0.146323674198273,0.0015351108381386,1
"8857","PstI.TP507126",11,3831,0.00513441613475545,0.0226554506873767,0.0226554506873767,0.0000000355580799319431,1,0.16588255100363,0.550936593265533,0.550936593265533,0.00000884979302471698,1
"8883","PstI.TP512067",11,3863,0.0192742915087529,0.0925389852724314,0.0925389852724314,0.00000670719965564252,0.475523545821506,0.332241787670327,0.860707964049357,0.860707964049357,0.000768410860866118,1
"8885","PstI.TP512725",11,3867,0.000135316289349081,0.0137748697449548,0.0137748697449548,0.000000246474153370168,0.383419721545176,0.0215123094714962,0.450686762788693,0.450686762788693,0.0000473125491852267,1
"8914","PstI.TP522119",11,3902,0.000000000000434334086345624,0.000000000015752868867176,0.000000000015752868867176,0.00000000000000000000000127243173528444,0.859901950021728,0.0000000156742485080409,0.000000568489531678647,0.000000568489531678647,0.0000000000000000000459195164629449,1
"9014","PstI.TP541800",11,4028,0.0178427035210166,0.0373120180130044,0.0373120180130044,0.00000610126002584073,1,0.322659378729366,0.662329614389229,0.662329614389229,0.000717206097109252,1
"9154","PstI.TP584960",11,4198,0.0000372093161520605,0.0000610034175787025,0.0000610034175787025,0.00000000262276705936136,0.888877832152786,0.0101728015249664,0.0291580047793063,0.0291580047793063,0.000000937132847903295,1
"9298","PstI.TP624372",11,4381,0.0000201663902778817,0.00429854914494626,0.00429854914494626,0.000000000000139306970238913,0.644373711838418,0.0072304087886366,0.288338367179964,0.288338367179964,0.000000000162171288451029,1
"9302","PstI.TP625486",11,4386,0.00116903339837198,0.0243601805343595,0.0243601805343595,0.000000106409012808705,0.400371799538068,0.0753358522865143,0.563893646647829,0.563893646647829,0.0000225887556131797,1
"9426","PstI.TP645744",11,4549,0.0558648739788302,0.291138179243251,0.291138179243251,0.0000120133840769766,0.826777101062463,0.532080119331756,0.99990690322193,0.99990690322193,0.00127114177524318,1
"9427","PstI.TP645944",11,4550,0.0107325153628509,0.0283416127496932,0.0283416127496932,0.00005425410987036,1,0.246387964784362,0.596256925855392,0.596256925855392,0.00421058562796033,1
"9476","PstI.TP654167",11,4609,0.00249856368145193,0.0340364974241216,0.0340364974241216,0.00000746829702795205,0.740142020670637,0.113694662594124,0.638414303036227,0.638414303036227,0.000847373530987877,1
"9496","PstI.TP664355",11,4635,0.00330196960604887,0.0492693088142854,0.0492693088142854,0.00000257756191547581,0.971050854669742,0.131815795512269,0.72005843460683,0.72005843460683,0.000348385971556895,1
"9570","PstI.TP684774",11,4736,0.000642876086420521,0.00343304799566692,0.00343304799566692,0.00000485149258855399,0.0366746606561857,0.055238362397009,0.263599651207719,0.263599651207719,0.000589497186989011,1
"9717","PstI.TP709060",11,4917,0.0000000554095288778079,0.00000673098281645098,0.00000673098281645098,0.000143715294486074,0.220969425827259,0.000166634923178528,0.0083761278579339,0.0083761278579339,0.009114934178231,1
