"","SNP","Chromosome","Position","GLM.Lg","MLM.Lg","CMLM.Lg","SUPER.Lg","rrBLUP.Lg","Adj.P.GLM.Lg","Adj.P.MLM.Lg","Adj.P.CMLM.Lg","Adj.P.SUPER.Lg","Adj.P.rrBLUP.Lg"
"5439","NsiI.TP521066",10,56914882,0.00000376683389106325,0.000586700680798622,0.000586700680798622,0.00000000000000791513633369904,0.167697258550205,0.00271875002921381,0.108578739326465,0.108578739326465,0.0000000000158689688894739,1
"6383","PstI.TP86865",11,732,0.0000232847550845816,0.000230227960297999,0.000230227960297999,0.00000000000052045855795932,1,0.00770917652745304,0.0610916664061337,0.0610916664061337,0.000000000481597652298357,1
"6449","PstI.TP99018",11,812,0.0000143571425449955,0.0000486956270612271,0.0000486956270612271,0.0000000000000184573408834484,1,0.00595540873751491,0.0278137130992969,0.0278137130992969,0.0000000000317185008477089,1
"6530","PstI.TP110497",11,912,0.00001691513459014,0.0000414052197196299,0.0000414052197196299,0.0000000032760892777092,0.162611733746962,0.00643318600195237,0.027670954985963,0.027670954985963,0.00000110492999863523,1
"6582","PstI.TP118720",11,980,0.000000372306255983873,0.000357831621986792,0.000357831621986792,0.0000000000000566005081894016,0.688056602070729,0.00053743152663784,0.082194911428289,0.082194911428289,0.0000000000851082974807969,1
"6727","PstI.TP139915",11,1160,0.00000726070039795044,0.0010099959654262,0.0010099959654262,0.00000000437685155659934,0.971682217207872,0.0040941274368943,0.142936213334513,0.142936213334513,0.00000139780370773944,1
"7009","PstI.TP186444",11,1527,0.0000000000590342837826542,0.00000000798965221399826,0.00000000798965221399826,0.00000000000000000000162880883586671,0.626284733751013,0.00000106521461657421,0.000144165284549385,0.000144165284549385,0.0000000000000000293902266343789,1
"7022","PstI.TP189102",11,1542,0.000113047224036185,0.00021448043365731,0.00021448043365731,0.000000000692138741965934,0.260004948846461,0.0191532780329476,0.0577673861716044,0.0577673861716044,0.000000312223786500833,1
"7079","PstI.TP198603",11,1615,0.00000361908263208709,0.000155201602373792,0.000155201602373792,0.00000000000387520627010273,0.0494191573577609,0.00266541742911753,0.049130837074258,0.049130837074258,0.00000000297549880586101,1
"7551","PstI.TP273013",11,2218,0.0000123158694372712,0.0000532069512423508,0.0000532069512423508,0.00000000048565701671444,0.044565096943222,0.00535488067773787,0.0278137130992969,0.0278137130992969,0.000000240087539988914,1
"8168","PstI.TP381085",11,2985,0.00000525599211900074,0.000027260211942282,0.000027260211942282,0.00000000000000026545985774812,1,0.00338711149268748,0.0228782913621645,0.0228782913621645,0.000000000000736916565108781,1
"8693","PstI.TP479083",11,3637,0.000061087379036597,0.00221147329837612,0.00221147329837612,0.0000000180825310217997,0.769501715959474,0.0135246707648633,0.216052701078396,0.216052701078396,0.00000466115985367648,1
"8857","PstI.TP507126",11,3831,0.00513441613475545,0.0226554506873767,0.0226554506873767,0.0000000355580799319431,1,0.16588255100363,0.550936593265533,0.550936593265533,0.00000884979302471698,1
"8914","PstI.TP522119",11,3902,0.000000000000434334086345624,0.000000000015752868867176,0.000000000015752868867176,0.00000000000000000000000127243173528444,0.859901950021728,0.0000000156742485080409,0.000000568489531678647,0.000000568489531678647,0.0000000000000000000459195164629449,1
"9154","PstI.TP584960",11,4198,0.0000372093161520605,0.0000610034175787025,0.0000610034175787025,0.00000000262276705936136,0.888877832152786,0.0101728015249664,0.0291580047793063,0.0291580047793063,0.000000937132847903295,1
"9298","PstI.TP624372",11,4381,0.0000201663902778817,0.00429854914494626,0.00429854914494626,0.000000000000139306970238913,0.644373711838418,0.0072304087886366,0.288338367179964,0.288338367179964,0.000000000162171288451029,1
"9847","PstI.TP735528",11,5072,0.00146619352709588,0.0327192251140102,0.0327192251140102,0.000000000000284569011732213,1,0.0856719727780134,0.625712326260105,0.625712326260105,0.000000000299722884632389,1
"10167","PstI.TP791664",11,5479,0.000047758265606882,0.00059470627028516,0.00059470627028516,0.0000000000000454228479085601,0.697849060311361,0.0109777088485424,0.109498774908423,0.109498774908423,0.0000000000712704232749616,1
"10417","PstI.TP834553",11,5778,0.0000305131611199363,0.0000989883719261196,0.0000989883719261196,0.00000000000145349527499967,0.336584515733416,0.00888031418142146,0.0364519629190796,0.0364519629190796,0.00000000124889851152829,1
"10505","PstI.TP849262",11,5889,0.00000192445134238595,0.0000190986745362782,0.0000190986745362782,0.00000000244490548662245,0.231155005894234,0.0017807589754878,0.0181377096490844,0.0181377096490844,0.00000088231749201231,1
"10712","PstI.TP882016",11,6159,0.000723348976211553,0.00384472350471466,0.00384472350471466,0.0000000322511282025855,0.336494947170391,0.0585065070932332,0.276391198880762,0.276391198880762,0.00000808249107343684,1
"10982","PstI.TP927154",11,6490,0.000192465035903302,0.000298028100109381,0.000298028100109381,0.00000000000048230238372316,0.490831653701589,0.0275622151415808,0.0712267422301148,0.0712267422301148,0.000000000458034958521089,1
"11159","PstI.TP967303",11,6716,0.00000483618497617244,0.0000539503413032249,0.0000539503413032249,0.000000000668011052937058,0.555903866278232,0.00329298572490775,0.0278137130992969,0.0278137130992969,0.000000312223786500833,1
"11322","PstI.TP996826",11,6920,0.0000077853878872017,0.0000388173323036814,0.0000388173323036814,0.00000000000000126955035442887,0.793981280504832,0.00416235305414357,0.0264309412863256,0.0264309412863256,0.00000000000305436887937527,1
"11963","PstI.TP1107629",11,7755,0.000107377702087876,0.000191717896489805,0.000191717896489805,0.000000000809818074413707,1,0.0182785212874871,0.0540524644415944,0.0540524644415944,0.000000339822263598161,1
"12370","PstI.TP1176715",11,8291,0.00000165643632848804,0.0000465905915958637,0.0000465905915958637,0.0000000000000000840033908732509,0.646753944704927,0.00157309142690727,0.0278137130992969,0.0278137130992969,0.000000000000256106145227157,1
"12395","PstI.TP1180478",11,8320,0.00000122936819107012,0.00004751047643278,0.00004751047643278,0.000000000000000000170060517285019,0.780939335027538,0.00127809363833519,0.0278137130992969,0.0278137130992969,0.00000000000000153428598694544,1
"12889","PstI.TP1268571",11,8932,0.00221754823227548,0.0128847127939082,0.0128847127939082,0.0000000151572034624212,1,0.105298527113628,0.44136153490405,0.44136153490405,0.00000399265079234932,1
"12933","PstI.TP1275218",11,8982,0.000293663660941319,0.00798934295925349,0.00798934295925349,0.0000000218011672474901,0.296014129294954,0.0353257806535011,0.380397945222224,0.380397945222224,0.00000554056706779875,1
"13329","NsiI.TP36344",11,9549,0.00370033598378929,0.00708367435080001,0.00708367435080001,0.0000000293737271296014,1,0.139830078516218,0.35946908425967,0.35946908425967,0.00000741286059197941,1
"13494","NsiI.TP56527",11,9790,0.00000000112231606891587,0.0000000561017543818628,0.0000000561017543818628,0.00000000000000000347036602094179,0.260169015185096,0.000010125535573759,0.000489291835481719,0.000489291835481719,0.0000000000000208730948272912,1
"13521","NsiI.TP59114",11,9826,0.000000208425736731578,0.000000918458793525207,0.000000918458793525207,0.0000000000000000000249721661453044,0.33666539280537,0.000329992810235089,0.00414316761759221,0.00414316761759221,0.000000000000000300398510617248,1
"13629","NsiI.TP72613",11,9972,0.0000202358481393343,0.000521192703937206,0.000521192703937206,0.000000000128428586411987,0.577418659879941,0.0072304087886366,0.102551521053427,0.102551521053427,0.0000000724176691630592,1
"13658","NsiI.TP78135",11,10013,0.000331504111102433,0.01400187534185,0.01400187534185,0.00000000238313437952999,0.211404806965531,0.0382214708034013,0.453590374628979,0.453590374628979,0.000000868712661499781,1
"14136","NsiI.TP140643",11,10694,0.0043641128215176,0.00706756230388417,0.00706756230388417,0.00000000540537273096059,0.0366531831283797,0.152264172971442,0.35946908425967,0.35946908425967,0.00000163923605978912,1
"14169","NsiI.TP147878",11,10746,0.00000742586359835279,0.0000295321286810428,0.0000295321286810428,0.00000000000000163873146179198,1,0.00412283946980547,0.0242217149963971,0.0242217149963971,0.00000000000369615881207181,1
"14894","NsiI.TP234877",11,11766,0.000121304020050325,0.000181621054377785,0.000181621054377785,0.000000000000290686681504478,0.664114598139695,0.020266756831371,0.0534839443560021,0.0534839443560021,0.000000000299722884632389,1
"15221","NsiI.TP279529",11,12227,0.0000237853298426086,0.0000248777636070881,0.0000248777636070881,0.0000000172236871834055,0.751683682773274,0.00780331803054599,0.021375922215538,0.021375922215538,0.00000447171527391898,1
"15265","NsiI.TP283655",11,12283,0.0000430458134013637,0.000130055461683195,0.000130055461683195,0.0000000108641105259762,0.990477509489646,0.0104257537854256,0.0451292452040687,0.0451292452040687,0.00000294784977940924,1
"16151","NsiI.TP397080",11,13499,0.00000000658701110077376,0.000000110897403398595,0.000000110897403398595,0.0000000000000000672657975710746,0.729511947520823,0.0000378264933466434,0.000667010915641416,0.000667010915641416,0.000000000000242748810274494,1
"16171","NsiI.TP401109",11,13532,0.000000223317844007198,0.00000308470215254003,0.00000308470215254003,0.0000000000173278810108249,0.147308750225234,0.00033579559810549,0.00513950793438426,0.00513950793438426,0.0000000122613445082088,1
"16624","NsiI.TP433871",11,14125,0.00171795965895272,0.0516087767651298,0.0516087767651298,0.000000000000395013553857493,0.842369042772493,0.0917220243316173,0.72624182709652,0.72624182709652,0.0000000003959791425447,1
"16650","NsiI.TP435468",11,14158,0.0000808024488004755,0.000145358988179634,0.000145358988179634,0.000000000681273419064775,0.856017346817315,0.0157621555260084,0.0478519510613592,0.0478519510613592,0.000000312223786500833,1
"16660","NsiI.TP436166",11,14170,0.00000854868128867727,0.0000330961535032324,0.0000330961535032324,0.000000000794061913250592,0.35035502607425,0.00440721157636836,0.0246663741414852,0.0246663741414852,0.000000337130662651616,1
"16803","NsiI.TP443949",11,14366,0.00000217045565923239,0.0000843569933794889,0.0000843569933794889,0.00000000067489769647757,0.0189243635371238,0.00195818509575946,0.0330899475769456,0.0330899475769456,0.000000312223786500833,0.867779455308416
"17214","NsiI.TP484341",11,14956,0.044590789006007,0.039763516077664,0.039763516077664,0.31409097679354,0.00000000000390538766819381,0.484364345650741,0.671220831483389,0.671220831483389,0.792928658308868,0.000000140937630169778
"17225","NsiI.TP484793",11,14967,0.0000191309922420747,0.0000434595958401826,0.0000434595958401826,0.00000000118689689370533,0.825157524501328,0.00697372977810093,0.0278137130992969,0.0278137130992969,0.000000470689396703714,1
"17589","NsiI.TP512091",11,15453,0.000362866013080123,0.000408453801695855,0.000408453801695855,0.00000000000601052920506732,0.765857903914883,0.039562261873219,0.0877397666404763,0.0877397666404763,0.00000000451891620734311,1
"17618","NsiI.TP516545",11,15502,0.000530059598849049,0.0106205785837935,0.0106205785837935,0.000000000234124475042354,1,0.0496851709175701,0.420018853670361,0.420018853670361,0.000000124251236107772,1
"17619","NsiI.TP516848",11,15505,0.000238697010273486,0.00228089977531454,0.00228089977531454,0.00000000000743466403079331,1,0.0318487187608358,0.217788205517779,0.217788205517779,0.00000000547555419476059,1
"17741","NsiI.TP528829",11,15669,0.00129297824070012,0.00161174459823188,0.00161174459823188,0.00000000162077847412003,0.553632776236706,0.08003601843977,0.184649647812673,0.184649647812673,0.000000596843403816772,1
"17812","NsiI.TP538514",11,15772,0.0000429496945431928,0.000069402474302209,0.000069402474302209,0.00000000000000412123920793219,0.798349562367518,0.0104257537854256,0.0301758613568448,0.0301758613568448,0.00000000000874866356093276,1
"18230","NsiI.TP582062",11,16365,0.0000962856182026681,0.000137782369344966,0.000137782369344966,0.000000000692088851204816,1,0.01720175935494,0.0464700013544031,0.0464700013544031,0.000000312223786500833,1
"18285","NsiI.TP589380",11,16451,0.000011004796662582,0.0000111547463981018,0.0000111547463981018,0.0000000000000000422094502307367,0.410516813137641,0.00506804344071837,0.0118397790592558,0.0118397790592558,0.000000000000169250515547425,1
"18689","NsiI.TP633048",11,16999,0.0000309940825697691,0.0000565682298439436,0.0000565682298439436,0.00000000317677419396743,1,0.00894811561422262,0.0282013790689291,0.0282013790689291,0.00000108154176520657,1
"19118","NsiI.TP687110",11,17592,0.00042059078636313,0.00025678469829651,0.00025678469829651,0.00000000866665633358482,1,0.0438684832440873,0.0630397700144521,0.0630397700144521,0.00000242451390516596,1
"19311","NsiI.TP708836",11,17857,0.000000000573278257630544,0.00000003870151763765,0.00000003870151763765,0.629798551164021,0.317261765825727,0.00000689615525379036,0.000465553456169171,0.000465553456169171,0.919878055854825,1
"19626","NsiI.TP748803",11,18299,0.000240198850783879,0.000242024882716925,0.000242024882716925,0.000000000269460932461427,0.0906399739732766,0.0318487187608358,0.0618712018475784,0.0618712018475784,0.000000140931972908232,1
"19867","NsiI.TP771870",11,18640,0.00000571002971363992,0.00000768096133587961,0.00000768096133587961,0.0000000000000000241462289327348,0.283317560892346,0.00351124059468326,0.00923968442297411,0.00923968442297411,0.000000000000108923638715567,1
"19896","NsiI.TP776203",11,18680,0.00120255464208444,0.00413004116946349,0.00413004116946349,0.00000000635956045162918,1,0.0762702845756472,0.285051062136122,0.285051062136122,0.00000191156522282073,1
"19932","NsiI.TP780472",11,18739,0.0000120827776024697,0.0000122889878288427,0.0000122889878288427,0.0000000000000000851605448549625,0.28761986161969,0.00535488067773787,0.0126709997933507,0.0126709997933507,0.000000000000256106145227157,1
"20456","PstI.TP571203",2,749077,0.00000147550448699499,0.000344695022190265,0.000344695022190265,0.0000000000018081953857534,0.21838574516537,0.00147911127574098,0.0797394484666813,0.0797394484666813,0.00000000147811661714214,1
"20591","PstI.TP458571",2,3669039,0.000614173280262896,0.000246008811292996,0.000246008811292996,0.00000000123507617045626,1,0.0539277015526214,0.0618712018475784,0.0618712018475784,0.000000474164136589633,1
"20801","PstI.TP238302",2,9013203,0.0000211230089978703,0.000364676165257402,0.000364676165257402,0.00000000825773409082467,1,0.00732968412226099,0.0824623292236563,0.0824623292236563,0.00000232816490523188,1
"21285","NsiI.TP750600",2,56869336,0.00000349401825622133,0.0000570466823329589,0.0000570466823329589,0.0000000000883247163233924,0.64194724994493,0.0026269193923024,0.0282013790689291,0.0282013790689291,0.0000000523391146461974,1
"21497","PstI.TP663190",2,59985727,0.00115103522868883,0.000702546076918504,0.000702546076918504,0.0000000394676047664792,0.170846547968688,0.074857077991868,0.117818490761849,0.117818490761849,0.00000975552685488152,1
"21555","NsiI.TP771955",2,60922097,0.000536851293500205,0.00634945757930277,0.00634945757930277,0.00000000139507809882488,0.997353542580225,0.0501130471136839,0.338963350772009,0.338963350772009,0.00000052443310864992,1
"21670","NsiI.TP252714",2,62096963,0.000734148963283992,0.00356443599521066,0.00356443599521066,0.000000000211105090264753,0.813369750889507,0.0587449396607377,0.267866061797742,0.267866061797742,0.000000113706873096633,1
"21791","NsiI.TP506374",2,63219829,0.000781610106235372,0.00170398706292279,0.00170398706292279,0.00000000120867219166281,0.979830852180909,0.0600944321485128,0.190973556294278,0.190973556294278,0.000000474114804920951,1
"21815","NsiI.TP364999",2,63498766,0.000270728096273734,0.00134182366601951,0.00134182366601951,0.000000000854229753060035,0.461686486667209,0.0337386468427893,0.167556167679281,0.167556167679281,0.00000035433842906242,1
"21943","PstI.TP258152",2,64939805,0.000612197213604429,0.00181257340672144,0.00181257340672144,0.0000000190714756851192,0.896838746089851,0.0539277015526214,0.196432880185475,0.196432880185475,0.0000048812157058481,1
"22023","PstI.TP138117",2,65682250,0.0125647322360686,0.0100153385285749,0.0100153385285749,0.0000000124696173538321,1,0.269214187865167,0.409498811629516,0.409498811629516,0.00000330884964018451,1
"22186","PstI.TP1231564",2,67297003,0.00077070947868224,0.000846456142285516,0.000846456142285516,0.0000000000825343473907617,0.917715807564838,0.0598157462481688,0.132237702436362,0.132237702436362,0.0000000521883697599822,1
"22347","PstI.TP200848",2,69223364,0.0000000428344428772067,0.00000219408463565231,0.00000219408463565231,0.0000000000259398798933303,1,0.00014052812495933,0.00420396913397615,0.00420396913397615,0.0000000173355256590834,1
"22361","NsiI.TP297190",2,69347483,0.0000000921878596479093,0.00000371105556474523,0.00000371105556474523,0.0000000000000358026452310564,0.88465849257926,0.000231801790289048,0.00534522169068006,0.00534522169068006,0.0000000000587293573226529,1
"22849","NsiI.TP188428",2,74244645,0.000479110669353412,0.0076423655093313,0.0076423655093313,0.000000000997882252124918,0.394223888209799,0.0468567637821841,0.372699576352362,0.372699576352362,0.00000040462443499645,1
"22891","PstI.TP476220",2,74636899,0.0567730357618838,0.000802817770016786,0.000802817770016786,0.00000000123504795783826,1,0.536899692052074,0.128764834152737,0.128764834152737,0.000000474164136589633,1
"22925","NsiI.TP424626",2,75047684,0.000829246578374663,0.00712287646218161,0.00712287646218161,0.000000000170154567353498,0.355413853581815,0.0615916423145929,0.359564464877862,0.359564464877862,0.0000000944698157946621,1
"22959","GFSSContig14716_1047",2,75444144,0.0000000993258983661376,0.00000174416273238642,0.00000174416273238642,0.000000000000000562044967202535,0.077791878133422,0.000231801790289048,0.00420396913397615,0.00420396913397615,0.00000000000144879134117179,1
"23058","PstI.TP378617",2,76813654,0.000420596741367053,0.00119661339040137,0.00119661339040137,0.0000000000899197824225294,0.749698093003436,0.0438684832440873,0.156461536350741,0.156461536350741,0.0000000523391146461974,1
"23269","PstI.TP1289056",3,2011598,0.000224819244704026,0.000744278257830146,0.000744278257830146,0.0000000000899186159047478,0.791512238410119,0.0305010409882665,0.122088698948065,0.122088698948065,0.0000000523391146461974,1
"23333","PstI.TP1264005",3,2578488,0.00000101195806021948,0.0000501530384662993,0.0000501530384662993,0.000000000000124186113992103,0.285446453002954,0.00114123570241252,0.0278137130992969,0.0278137130992969,0.00000000015453891316369,1
"23489","PstI.TP831238",3,4140006,0.000659993150589464,0.00240861362665461,0.00240861362665461,0.0000000048942601252452,0.824337440093325,0.055981161308105,0.224025898347195,0.224025898347195,0.00000151453943884507,1
"23985","PstI.TP1143613",3,11471096,0.00819747762450107,0.005285417722812,0.005285417722812,0.00000000149289103716089,0.441686358953145,0.215481555724923,0.311158490670211,0.311158490670211,0.000000555417028340847,1
"24066","NsiI.TP779342",3,13084298,0.00425058976605842,0.0557269102637385,0.0557269102637385,0.00000000410815347670372,1,0.150240238469654,0.744518814780293,0.744518814780293,0.00000134777311515713,1
"24558","PstI.TP790301",3,55460621,0.00000993109364167994,0.000184254448330273,0.000184254448330273,0.00000000432858203945447,1,0.00484315280190467,0.0534839443560021,0.0534839443560021,0.00000139473096999851,1
"25574","NsiI.TP407822",3,66802785,0.000173054357648837,0.00390249315875791,0.00390249315875791,0.00000000276958471691623,0.376724800095979,0.0255950231919313,0.277777461761845,0.277777461761845,0.000000973163446019289,1
"25814","PstI.TP770506",3,68857417,0.0000892295668337209,0.000196135825268891,0.000196135825268891,0.00000000000184314031731868,1,0.0165985392159553,0.0548018676717288,0.0548018676717288,0.00000000147811661714214,1
"26173","NsiI.TP630701",3,72384480,0.000148244805766927,0.00207030743869222,0.00207030743869222,0.0000000000000927957537869145,0.643704602100973,0.0229151130335103,0.209868693391924,0.209868693391924,0.000000000124030117135636,1
"26184","PstI.TP5232",3,72451142,0.00000338064295465855,0.000182563669148318,0.000182563669148318,0.00000000000110038113927236,0.847292740162171,0.00259575836058974,0.0534839443560021,0.0534839443560021,0.000000000968550111074657,1
"26382","PstI.TP704363",4,180971,0.0000397978962616074,0.000906338916164628,0.000906338916164628,0.0000000000000000154464951279272,0.183663325312662,0.0104109871296683,0.135663159222144,0.135663159222144,0.0000000000000796333023109481,1
"26457","NsiI.TP800527",4,1112622,0.00349385168357812,0.0162849829362047,0.0162849829362047,0.00000000000241079595113654,0.333615756511736,0.135462120145012,0.489335940217948,0.489335940217948,0.00000000189132183227425,1
"26502","NsiI.TP636470",4,1801601,0.0000209964298927987,0.0000350436167027509,0.0000350436167027509,0.000000006595107732855,0.672009389738217,0.00732968412226099,0.0252930807913775,0.0252930807913775,0.00000195085449068255,1
"26807","PstI.TP818107",4,5840211,0.0000156380789758956,0.0000310923657509982,0.0000310923657509982,0.0000000000587711542624724,1,0.00620161531958374,0.0246663741414852,0.0246663741414852,0.000000038562425727711,1
"27056","NsiI.TP453309",4,10367633,0.000078778979545018,0.000221426060659716,0.000221426060659716,0.00000000498023389364904,0.109367297865381,0.0157070486951415,0.0591912864969469,0.0591912864969469,0.000001523107464017,1
"27082","PstI.TP105120",4,11122087,0.000000210314637425378,0.00000227977162612422,0.00000227977162612422,0.00000000000000000217176824374242,1,0.000329992810235089,0.00420396913397615,0.00420396913397615,0.0000000000000156749544760353,1
"27423","PstI.TP1047556",4,52082699,0.000064414942821462,0.00000378666815500242,0.00000378666815500242,0.000000000000417570059246489,1,0.0139306190264291,0.00534522169068006,0.00534522169068006,0.000000000407277521569927,1
"27645","PstI.TP602657",4,55651202,0.000890136376836276,0.00459315652338741,0.00459315652338741,0.0000000000853223735269051,0.393236048228553,0.0647645999340071,0.293748738896071,0.293748738896071,0.0000000521883697599822,1
"27699","NsiI.TP379289",4,56401529,0.00000455508291217047,0.0000560471316990796,0.0000560471316990796,0.000000000553077827959477,0.707507818421535,0.00316122754104631,0.0282013790689291,0.0282013790689291,0.000000269722603451373,1
"28034","PstI.TP1227428",4,59859537,0.00696272160907156,0.00481941025138518,0.00481941025138518,0.0000000171797925524639,0.010758758042422,0.198632962393814,0.299350907318397,0.299350907318397,0.00000447171527391898,0.682545447726847
"28346","PstI.TP140632",4,62818821,0.0000090247161732051,0.0107798286549067,0.0107798286549067,0.00000000406180428364134,0.607691036556468,0.00446142407203597,0.420777468028871,0.420777468028871,0.00000134479259622063,1
"28358","PstI.TP1079197",4,62919447,0.000134082864450304,0.000384706106582171,0.000384706106582171,0.00000000431218766902851,0.822544454723716,0.0215056996101448,0.0862315153685552,0.0862315153685552,0.00000139473096999851,1
"28435","PstI.TP1091010",4,63784704,0.000000195928501974699,0.0000334249731440541,0.0000334249731440541,0.0000000000000795190975066958,0.0593085597425475,0.000329992810235089,0.0246663741414852,0.0246663741414852,0.000000000110372507339294,1
"28629","PstI.TP1293053",4,65354699,0.0248534754842883,0.0747190808097589,0.0747190808097589,0.00000000640931589340802,0.586912381280017,0.371083335881196,0.809363742165478,0.809363742165478,0.00000191156522282073,1
"28641","NsiI.TP241821",4,65458789,0.000400186238986269,0.00110214149703171,0.00110214149703171,0.0000000000954056917332994,0.710317211176618,0.0428875003960283,0.147859042174276,0.147859042174276,0.0000000546508032265287,1
"29105","PstI.TP39347",5,2639610,0.0000464575869558967,0.0000741604357699737,0.0000741604357699737,0.00000001185247114808,0.950958332746307,0.0107650230702487,0.0311363410382586,0.0311363410382586,0.00000316838502808823,1
"29144","NsiI.TP339003",5,3276964,0.000000442787554873143,0.000118015578351535,0.000118015578351535,0.0000000000000683099906518639,0.227403758115264,0.000614589126163922,0.0417543744269627,0.0417543744269627,0.0000000000986068377057786,1
"29292","NsiI.TP237",5,9520936,0.00718498034139216,0.00927520652287387,0.00927520652287387,0.000000000684795932731346,0.436023812647454,0.202571539500125,0.404255619562165,0.404255619562165,0.000000312223786500833,1
"29853","PstI.TP372461",5,69064710,0.0114156122721651,0.0175209900911564,0.0175209900911564,0.0000000112334029756215,0.209389784017228,0.255615946029175,0.502255532657959,0.502255532657959,0.00000302530631779275,1
"29939","NsiI.TP436044",5,71762287,0.0288971751991215,0.107605744252059,0.107605744252059,0.000000000742019922005139,0.959575138481568,0.397121576003769,0.899205597102604,0.899205597102604,0.000000325776488660511,1
"30113","PstI.TP924198",6,7200427,0.0000976477533929735,0.000166544297376401,0.000166544297376401,0.000000000740551323267766,1,0.0173591730268258,0.0517664194529905,0.0517664194529905,0.000000325776488660511,1
"30177","PstI.TP1091883",6,31723113,0.0000959989779042696,0.00188651305533547,0.00188651305533547,0.00000000448909841812122,1,0.01720175935494,0.201421547754279,0.201421547754279,0.00000142107529572946,1
"30307","PstI.TP888989",6,42084993,0.000299467884107956,0.00387859366357618,0.00387859366357618,0.0000000103276489267852,0.818696066490612,0.0355499901371313,0.277269588338145,0.277269588338145,0.0000028235166247714,1
"30666","NsiI.TP40837",6,48435571,0.00264726461130281,0.0085928486048752,0.0085928486048752,0.000000000406249621743293,1,0.116933274532063,0.39302752909092,0.39302752909092,0.000000203621338187111,1
"30926","NsiI.TP747778",6,51534879,0.0518468013834103,0.0606665284704966,0.0606665284704966,0.0000000100227504109583,0.342591889283219,0.516132017876412,0.766704050716638,0.766704050716638,0.00000276107646435621,1
"31077","PstI.TP88922",6,53024337,0.0000799136716928478,0.000152787815381442,0.000152787815381442,0.00000000304094553497961,1,0.0157134219128226,0.0487947493936768,0.0487947493936768,0.00000104515849967947,1
"31384","NsiI.TP401025",6,55865568,0.0000231312404394106,0.0000921723419056856,0.0000921723419056856,0.0000000000000150567867513778,0.281400603130519,0.00770917652745304,0.0350977781386978,0.0350977781386978,0.0000000000271684660141861,1
"32000","NsiI.TP383667",7,419094,0.000274657237018275,0.00041263934799669,0.00041263934799669,0.00000000000104365201562451,0.908113478016508,0.0338287725922031,0.088114371541447,0.088114371541447,0.000000000941582848496433,1
"32009","NsiI.TP525038",7,581686,0.0000650135840374963,0.000182298860812355,0.000182298860812355,0.00000000731950371149759,0.872444992876108,0.0139306190264291,0.0534839443560021,0.0534839443560021,0.0000021131699995242,1
