"Name","Chromosome","Position"
"GFSSContig15605_1353",2,60429799
"GFSSContig19987_1483",2,60975090
"GFSSContig7235_407",2,62400621
"GFSSContig19037_366",2,62477555
"GFSSContig14156_604",2,62826033
"GFSSContig20140_1961",2,63225419
"GFSSContig18367_562",2,65667566
"GFSSContig19618_2015",2,65785768
"GFSSContig16759_1172",2,66025133
"GFSSContig19031_267",2,66811225
"GFSSContig10862_580",2,66813911
"GFSSContig17477_775",2,67954599
"GFSSContig9726_926",2,68556864
"GFSSContig18443_1437",2,68677177
"GFk25ctg2347921_248",2,68885011
"GFSSContig19146_697",2,70229911
"GFSSContig20018_1695",2,71215774
"GFSSContig17006_576",2,72443507
"GFSSContig18404_380",2,72941797
"GFSSContig2383_483",2,74841918
"GFSSContig17883_3292",2,75293222
"GFSSContig9424_249",2,75838782
"GFSSContig12124_870",3,231933
"GFSSContig4415_344",3,418331
"GFSSContig5486_299",3,1574810
"GFSSContig17910_1353",3,2746068
"GFSSContig14090_244",3,4520006
"GFk50ctg173656_119",3,4572511
"GFSSContig16256_300",3,5453936
"GFSSContig12703_673",3,7426013
"GFSSContig17769_257",3,9603539
"GFSSContig12794_648",3,10010768
"GFSSContig19553_1853",3,10802480
"GFSSContig12271_165",3,11754183
"GFSSContig19896_719",3,12136535
"GFSSContig13835_1414",3,14322039
"GFSSContig19723_735",3,18233976
"GFSSContig8275_336",3,18780871
"GFSSContig17760_1991",3,19940061
"GFSSContig10593_69",3,20368364
"GFSSContig13202_231",3,20804060
"GFSSContig13702_411",3,23670210
"GFSSContig14674_1096",3,28457341
"GFSSContig15237_626",3,49715414
"GFSSContig10620_634",3,52781343
"GFSSContig20069_834",3,53623880
"GFSSContig18167_254",3,54614177
"GFk40ctg540920_180",3,55373583
"GFSSContig18486_678",3,56952027
"GFSSContig11715_952",3,57807546
"GFSSContig473",3,57924993
"GFSSContig19953_1437",3,58043502
"GFSSContig14160_179",3,58588120
"GFSSContig14160_962",3,58590636
"GFSSContig17612_773",3,61133785
"GFSSContig3855_930",3,61675070
"GFSSContig5557_72",3,63136908
"GFSSContig14210_1233",3,63619163
"GFSSContig12527_197",3,63688831
"GFSSContig10741_1216",3,63771306
"SSk50ctg79047_102",3,64879201
"GFSSContig5800_117",3,64906485
"GFSSContig4458_856",3,65265916
"SSk40ctg268352_219",3,65771848
"GFSSContig19818_1869",3,67580884
"GFSSContig20515_639",3,67627021
"GFSSContig20112_1572",3,69060121
"GFSSContig11128_893",3,69715214
"GFSSContig10511_296",3,70392889
"GFSSContig18141_379",3,70486999
"GFSSContig18394_720",3,70524519
"GFSSContig6446_373",3,72296527
"GFSSContig2914_315",3,73150306
"GFSSContig15731_814",4,2794172
"GFSSContig15731_680",4,2794306
"GFSSContig19333_2734",4,3228803
"GFSSContig20076_2471",4,3467004
"GFSSContig14712_247",4,3728550
"GFSSContig15080_288",4,5578470
"GFSSContig20589_1320",4,5924218
"GFSSContig13121_533",4,7835251
"GFSSContig17278_2352",4,8294542
"GFSSContig8400_100",4,8648906
"GFSSContig20368_1202",4,8831180
"GFSSContig20368_1365",4,8831343
"GFSSContig19193_773",4,10061255
"GFSSContig12613_658",4,11187274
"GFSSContig18299_1838",4,12995724
"GFSSContig15381_363",4,15710002
"GFSSContig19297_2392",4,16366431
"GFk45ctg179201_418",4,22559183
"GFSSContig16567_1127",4,48426666
"GFk45ctg296738_328",4,49235742
"GFSSContig19061_572",4,53216116
"GFSSContig7525_157",4,53538697
"GFSSContig10781_370",4,54423680
"GFSSContig16978_83",4,55080043
"GFSSContig19043",4,55469831
"GFSSContig19730_2443",4,56302274
"GFSSContig15964_682",4,57538403
"GFSSContig12142_295",4,57734882
"GFSSContig18615_2488",4,58572773
"GFSSContig20528_2057",4,58643549
"GFSSContig18947_1253",4,59454585
"GFSSContig11593_662",4,59751649
"GFSSContig3341_337",4,60287468
"GFSSContig17394_1831",4,60942233
"GFSSContig19603_1415",4,61145386
"GFSSContig6638_165",4,63701520
"GFSSContig11905_521",4,64195928
"GFSSContig16654_1653",4,65844426
"GFSSContig20159_1535",4,66481522
"GFSSContig20159_876",4,66483005
"GFSSContig15802_503",4,67018449
"GFSSContig16380_877",4,68208350
"GFSSContig12774_2120",5,1894188
"GFSSContig19830_1349",5,1918096
"GFSSContig15624_913",5,7944953
"GFSSContig16952_694",5,21260380
"GFSSContig18633_1798",5,40187624
"GFSSContig8931_556",5,51659977
"GFSSContig11759_1658",5,57388122
"GFk40ctg430575_109",5,58040226
"GFSSContig13634_134",5,62897134
"GFSSContig20569_1650",6,1588235
"GFSSContig15446_474",6,30284338
"GFSSContig18771_265",6,38353973
"GFSSContig18860_1155",6,40433938
"GFSSContig18151_375",6,42479383
"GFSSContig12466_180",6,46574607
"GFSSContig17884_1449",6,47319820
"GFSSContig7101_918",6,47443303
"GFSSContig12235_573",6,47836830
"GFSSContig16289_1017",6,48251524
"GFSSContig7649_1236",6,48289335
"GFSSContig1840_351",6,48669653
"GFSSContig13754_1668",6,49038043
"GFSSContig14725_908",6,49803002
"GFSSContig12810_225",6,49893447
"GFSSContig17265_1038",6,49927748
"GFk40ctg9752_150",6,50048605
"GFSSContig12763_195",6,51595863
"GFSSContig13409_253",6,52159760
"GFSSContig9469_436",6,52187471
"GFSSContig9469_613",6,52187648
"GFSSContig6121_100",6,52583057
"GFSSContig10367_393",6,54082286
"GFSSContig7996_485",6,54332713
"GFSSContig16360_390",6,54639185
"GFSSContig20506_2030",6,54676069
"GFSSContig13208_795",6,55448701
"GFSSContig17173_502",6,55484935
"GFSSContig12512_154",6,55977814
"GFSSContig14690_690",6,56194502
"SSk45ctg267941_175",6,57153800
"GFSSContig14923_586",6,58168888
"GFSSContig19719_251",6,61112395
"GFSSContig19690_2175",6,61270516
"GFk35ctg307257_202",7,454127
"GFSSContig11513_84",7,1805729
"GFSSContig18221_1150",7,5395966
"GFSSContig16422_1031",7,9195659
"GFSSContig19414_135",7,14457079
"GFSSContig16458_1714",7,14458877
"GFSSContig2952_216",7,19899207
"GFSSContig19005_876",7,19906054
"GFSSContig12567_692",7,42744908
"GFSSContig16049_1267",7,54759355
"GFSSContig1966_308",7,57169069
"GFSSContig12698_1019",7,58530011
"GFk35ctg648025_353",7,59425994
"GFSSContig18994_311",7,60872367
"GFSSContig16609_920",7,62292107
"GFSSContig18109_864",7,63697288
"GFSSContig13612_465",7,64197614
"GFSSContig18384_1020",7,64525213
"GFSSContig4757_256",7,64751316
"GFSSContig17337_2234",7,64806352
"GFSSContig19668_777",8,2904941
"GFk40ctg229781_98",8,9196332
"GFSSContig16447_152",8,34780579
"GFSSContig19900_1921",8,41355641
"GFSSContig12663_1010",8,45897743
"GFSSContig19170_462",8,46319632
"GFSSContig10135_1021",8,49121915
"GFSSContig19351_2904",8,56396738
"GFSSContig18297_1609",8,60382973
"GFSSContig20436_3127",8,61985219
"GFSSContig16444_1496",9,46388
"GFSSContig17231_501",9,56978
"GFSSContig20039_958",9,1321687
"GFSSContig15396_715",9,1730629
"GFSSContig14673_1168",9,2134478
"GFk25ctg2814516_120",9,2137098
"GFSSContig17529_775",9,4574299
"GFSSContig15761_607",9,5864453
"GFSSContig12642_472",9,6635495
"GFSSContig9297_330",9,7346338
"GFSSContig11849_357",9,47860186
"GFSSContig18320_993",9,48478654
"GFSSContig8648_564",9,48525805
"GFSSContig4481_255",9,48773122
"GFSSContig16403_979",9,49499892
"GFSSContig9415_98",9,49511963
"GFSSContig18335_922",9,50132778
"GFSSContig4096_351",9,51127800
"GFSSContig19578_877",9,52518574
"GFSSContig18701_954",9,52590869
"GFSSContig18701_2097",9,52593409
"GFSSContig16774_1273",9,52752657
"GFSSContig2426_408",9,53089900
"GFSSContig9550_549",9,53611339
"GFSSContig15868_1101",9,54734181
"GFSSContig10339_597",9,55306752
"GFk40ctg123299_208",9,55923478
"GFSSContig5277_533",9,57114604
"GFSSContig16921_632",9,57129703
"GFSSContig20403_1940",9,57872748
"GFSSContig16226_576",9,58164825
"GFSSContig15563_263",9,58912474
"GFSSContig3933_570",9,59006166
"GFk50ctg317996_319",10,181025
"GFSSContig11810_723",10,664006
"GFSSContig10247_485",10,766952
"GFSSContig16519_974",10,959088
"GFSSContig16519_1139",10,959253
"GFSSContig18533_925",10,959373
"GFSSContig20421_1653",10,1961492
"GFSSContig18342_909",10,3233637
"GFSSContig20177_2650",10,3636801
"GFSSContig12758_758",10,5104462
"GFSSContig18577_709",10,6058951
"GFSSContig13376_1381",10,11113161
"GFk40ctg349904_126",10,20536471
"GFSSContig19948_1337",10,22951373
"GFSSContig4510_767",10,43025569
"GFSSContig19122_1111",10,43265449
"GFSSContig18986_1716",10,49027903
"GFSSContig7223_314",10,50837810
"GFSSContig8083_743",10,51337378
"GFSSContig17850_1447",10,52073322
"GFSSContig20137_812",10,52495932
"GFk50ctg18383_265",10,52816775
"GFSSContig19588_253",10,54235621
"GFSSContig5387_711",10,58083210
"GFSSContig20006_1334",10,58161744
"GFSSContig13679_522",10,58314982
"GFSSContig13073_887",10,58519712
"GFSSContig20378_1618",10,58910029
"GFSSContig17419_591",10,59706968
"GFSSContig20549_800",10,60693077
"PstI.TP111",11,1
"PstI.TP210",11,2
"PstI.TP272",11,3
"PstI.TP309",11,4
"PstI.TP428",2,63068251
"PstI.TP539",11,5
"PstI.TP666",11,7
"PstI.TP698",3,64710220
"PstI.TP784",11,8
"PstI.TP851",8,3930406
"PstI.TP901",5,59519135
"PstI.TP1061",11,10
"PstI.TP1160",4,60173873
"PstI.TP1206",3,71046047
"PstI.TP1221",11,11
"PstI.TP1251",4,1637098
"PstI.TP1285",9,51564139
"PstI.TP1332",3,73617488
"PstI.TP1588",11,12
"PstI.TP1711",1,79037363
"PstI.TP1731",1,68388050
"PstI.TP2175",11,13
"PstI.TP2196",11,14
"PstI.TP2212",1,12945153
"PstI.TP2218",1,905152
"PstI.TP2449",4,60762576
"PstI.TP2513",11,16
"PstI.TP3955",11,17
"PstI.TP4061",11,18
"PstI.TP4106",2,62207704
"PstI.TP4149",2,70643378
"PstI.TP4230",6,32265956
"PstI.TP4279",9,57771592
"PstI.TP4385",6,58740341
"PstI.TP4455",9,48453113
"PstI.TP4501",1,73564586
"PstI.TP4547",6,50125291
"PstI.TP4553",11,20
"PstI.TP4570",11,21
"PstI.TP4742",11,22
"PstI.TP4743",11,23
"PstI.TP4797",3,55551419
"PstI.TP4803",1,78818384
"PstI.TP4837",2,19838374
"PstI.TP4851",8,4619632
"PstI.TP4857",11,25
"PstI.TP4865",10,7516648
"PstI.TP4963",3,65245788
"PstI.TP4998",11,26
"PstI.TP5049",1,11225331
"PstI.TP5073",1,73274153
"PstI.TP5079",6,56176224
"PstI.TP5140",9,52939618
"PstI.TP5181",11,28
"PstI.TP5232",3,72451142
"PstI.TP5327",11,29
"PstI.TP5387",7,64961261
"PstI.TP5429",2,74605041
"PstI.TP5441",11,30
"PstI.TP5539",11,31
"PstI.TP5619",11,32
"PstI.TP5650",11,33
"PstI.TP5684",11,34
"PstI.TP5709",3,1593159
"PstI.TP5716",3,8924720
"PstI.TP5904",6,4272324
"PstI.TP5918",3,71874492
"PstI.TP5927",7,58863404
"PstI.TP5950",6,7358287
"PstI.TP6025",2,62661228
"PstI.TP6027",11,36
"PstI.TP6036",10,51035879
"PstI.TP6058",11,37
"PstI.TP6191",11,39
"PstI.TP6271",11,40
"PstI.TP6273",1,78517337
"PstI.TP6380",11,41
"PstI.TP6439",6,2462612
"PstI.TP6445",11,42
"PstI.TP6461",1,57215128
"PstI.TP6513",4,56964095
"PstI.TP6645",10,58193019
"PstI.TP6727",11,44
"PstI.TP6837",7,56482179
"PstI.TP7017",4,11290011
"PstI.TP7045",1,77244483
"PstI.TP7100",11,45
"PstI.TP7115",11,46
"PstI.TP7140",11,47
"PstI.TP7148",11,48
"PstI.TP7209",11,49
"PstI.TP7227",11,50
"PstI.TP7230",5,64430635
"PstI.TP7355",11,51
"PstI.TP7528",11,53
"PstI.TP7533",11,54
"PstI.TP7548",1,57222160
"PstI.TP7577",11,55
"PstI.TP7620",11,56
"PstI.TP7632",10,57163611
"PstI.TP7735",4,10191482
"PstI.TP7738",1,66709859
"PstI.TP7752",3,57234377
"PstI.TP7761",6,54965432
"PstI.TP7858",3,66409995
"PstI.TP7916",4,41445749
"PstI.TP7926",3,74328750
"PstI.TP8024",4,56870656
"PstI.TP8057",4,65042663
"PstI.TP8087",2,8265447
"PstI.TP8132",5,62322828
"PstI.TP8220",11,57
"PstI.TP8259",2,77302082
"PstI.TP8376",4,59384691
"PstI.TP8468",3,16234278
"PstI.TP8566",11,58
"PstI.TP8592",7,62676642
"PstI.TP8667",11,59
"PstI.TP8678",2,2984246
"PstI.TP8679",2,2984264
"PstI.TP8762",3,66427331
"PstI.TP8773",3,5715225
"PstI.TP8793",10,5273014
"PstI.TP8881",9,7349401
"PstI.TP8931",11,60
"PstI.TP8949",1,6074946
"PstI.TP8983",1,56910028
"PstI.TP9065",1,57881166
"PstI.TP9082",11,61
"PstI.TP9117",9,53093415
"PstI.TP9123",9,53093393
"PstI.TP9129",5,1938138
"PstI.TP9218",11,63
"PstI.TP9255",11,64
"PstI.TP9257",11,65
"PstI.TP9330",6,52834357
"PstI.TP9341",2,64801185
"PstI.TP9355",11,66
"PstI.TP9378",1,11658718
"PstI.TP9469",3,71068756
"PstI.TP9509",11,67
"PstI.TP9549",11,68
"PstI.TP9697",11,69
"PstI.TP9753",11,71
"PstI.TP9793",3,57316477
"PstI.TP9799",11,72
"PstI.TP9838",11,73
"PstI.TP10045",11,74
"PstI.TP10059",3,62988492
"PstI.TP10109",11,75
"PstI.TP10175",3,64053835
"PstI.TP10237",11,76
"PstI.TP10244",11,77
"PstI.TP10284",4,65014285
"PstI.TP10382",10,48926374
"PstI.TP10427",6,52112058
"PstI.TP10464",1,62932369
"PstI.TP10471",2,65218928
"PstI.TP10495",5,2398397
"PstI.TP10544",3,66976956
"PstI.TP10552",11,79
"PstI.TP10553",11,80
"PstI.TP10616",11,82
"PstI.TP10645",3,68256494
"PstI.TP10691",4,59317132
"PstI.TP10692",11,83
"PstI.TP10713",4,6438194
"PstI.TP10724",9,52986675
"PstI.TP10763",9,56113345
"PstI.TP10820",11,84
"PstI.TP10834",11,85
"PstI.TP10852",10,58028954
"PstI.TP10899",11,86
"PstI.TP10906",2,73392402
"PstI.TP10936",11,87
"PstI.TP11042",11,88
"PstI.TP11080",3,54738867
"PstI.TP11154",6,40235072
"PstI.TP11786",11,91
"PstI.TP11812",11,92
"PstI.TP11835",4,3358955
"PstI.TP11868",10,52014085
"PstI.TP11880",11,93
"PstI.TP12056",4,53765578
"PstI.TP12145",1,79379948
"PstI.TP12165",3,1009062
"PstI.TP12220",1,2623236
"PstI.TP12228",1,3683456
"PstI.TP12237",1,75445457
"PstI.TP12252",1,3868495
"PstI.TP12300",11,95
"PstI.TP12347",11,97
"PstI.TP12356",8,59365995
"PstI.TP12358",4,53221076
"PstI.TP12451",8,60604050
"PstI.TP12467",11,98
"PstI.TP12504",11,99
"PstI.TP12508",11,100
"PstI.TP12517",8,52387781
"PstI.TP12521",11,101
"PstI.TP12544",1,14288002
"PstI.TP12619",3,58867746
"PstI.TP12670",11,102
"PstI.TP12718",11,103
"PstI.TP12740",3,9502386
"PstI.TP12754",4,1184144
"PstI.TP12767",11,104
"PstI.TP12783",11,105
"PstI.TP12840",6,59806368
"PstI.TP12893",2,73582820
"PstI.TP12910",11,106
"PstI.TP12971",7,63081914
"PstI.TP12981",10,60710836
"PstI.TP13042",1,79426331
"PstI.TP13162",1,60275112
"PstI.TP13203",1,8804120
"PstI.TP13205",11,107
"PstI.TP13231",1,23745299
"PstI.TP13330",11,109
"PstI.TP13355",1,72349022
"PstI.TP13387",5,61778888
"PstI.TP13393",4,64426621
"PstI.TP13397",11,111
"PstI.TP13436",11,112
"PstI.TP13498",1,9028575
"PstI.TP13593",1,80060095
"PstI.TP13618",11,114
"PstI.TP13629",2,74748191
"PstI.TP13650",1,1521127
"PstI.TP13656",11,115
"PstI.TP13666",7,59849546
"PstI.TP13739",1,23745287
"PstI.TP13787",11,116
"PstI.TP13814",5,20169630
"PstI.TP13833",2,61808729
"PstI.TP13949",4,55862152
"PstI.TP14048",11,117
"PstI.TP14085",1,66170736
"PstI.TP14098",1,20563933
"PstI.TP14152",6,48432787
"PstI.TP14186",6,48432827
"PstI.TP14194",3,37389847
"PstI.TP14229",9,57790410
"PstI.TP14292",1,77560987
"PstI.TP14296",11,119
"PstI.TP14371",1,59142447
"PstI.TP14388",2,59005945
"PstI.TP14467",10,3103147
"PstI.TP14516",10,5964783
"PstI.TP14623",3,69969364
"PstI.TP14631",2,68127880
"PstI.TP14727",1,2819251
"PstI.TP14771",6,56530647
"PstI.TP14788",11,121
"PstI.TP14830",10,1993063
"PstI.TP14891",2,1203128
"PstI.TP15026",1,50852743
"PstI.TP15027",1,50852753
"PstI.TP15074",1,55573654
"PstI.TP15204",3,912527
"PstI.TP15439",4,63831550
"PstI.TP15443",10,50810258
"PstI.TP15613",11,123
"PstI.TP15637",11,124
"PstI.TP15646",11,125
"PstI.TP15772",3,10547132
"PstI.TP15780",9,56211895
"PstI.TP15787",11,126
"PstI.TP15791",1,13382353
"PstI.TP15873",11,127
"PstI.TP15960",11,128
"PstI.TP16066",7,63715053
"PstI.TP16079",11,129
"PstI.TP16254",11,130
"PstI.TP16284",11,131
"PstI.TP16436",10,60984161
"PstI.TP16535",2,4499267
"PstI.TP16537",6,55341361
"PstI.TP16542",11,133
"PstI.TP16576",6,51508909
"PstI.TP16677",7,2767454
"PstI.TP16699",10,49724696
"PstI.TP17003",8,4885715
"PstI.TP17045",11,135
"PstI.TP17132",11,136
"PstI.TP17148",4,58030737
"PstI.TP17202",9,49726720
"PstI.TP17203",11,137
"PstI.TP17400",7,8513019
"PstI.TP17427",8,54597919
"PstI.TP17501",4,61933860
"PstI.TP17532",1,10301079
"PstI.TP17559",10,7841596
"PstI.TP17575",11,139
"PstI.TP17591",1,6662448
"PstI.TP17606",11,140
"PstI.TP17613",1,9205139
"PstI.TP17640",1,3513489
"PstI.TP17689",2,68477093
"PstI.TP17717",11,141
"PstI.TP17760",1,21692123
"PstI.TP17972",11,142
"PstI.TP17994",3,60977256
"PstI.TP18130",4,3460810
"PstI.TP18189",8,58139203
"PstI.TP18282",3,20518395
"PstI.TP18291",11,143
"PstI.TP18321",3,8476005
"PstI.TP18322",3,8476007
"PstI.TP18359",7,2813374
"PstI.TP18454",11,144
"PstI.TP18455",11,145
"PstI.TP18541",11,146
"PstI.TP18563",11,147
"PstI.TP18565",11,148
"PstI.TP18569",11,149
"PstI.TP18605",11,150
"PstI.TP18696",8,17966945
"PstI.TP18789",1,74589455
"PstI.TP18806",4,63342651
"PstI.TP18829",6,57385425
"PstI.TP18946",7,64870868
"PstI.TP18961",9,2617311
"PstI.TP18963",9,2617306
"PstI.TP18970",6,61062915
"PstI.TP19003",6,56510367
"PstI.TP19123",11,154
"PstI.TP19139",3,3373248
"PstI.TP19142",11,155
"PstI.TP19278",10,7138937
"PstI.TP19319",11,156
"PstI.TP19379",3,58618373
"PstI.TP19433",9,2889851
"PstI.TP19510",9,22875990
"PstI.TP19536",1,79302806
"PstI.TP19542",9,1182550
"PstI.TP19553",11,157
"PstI.TP19579",2,57156059
"PstI.TP19582",9,57455094
"PstI.TP19586",11,158
"PstI.TP19694",1,26927564
"PstI.TP19738",9,55578707
"PstI.TP19752",2,9862947
"PstI.TP19773",9,2137615
"PstI.TP19863",10,60278801
"PstI.TP19872",5,932503
"PstI.TP19921",11,159
"PstI.TP19943",3,3508127
"PstI.TP19970",4,2839309
"PstI.TP19976",5,34318188
"PstI.TP19978",1,2238336
"PstI.TP20137",6,51236802
"PstI.TP20145",4,2594879
"PstI.TP20240",2,70200081
"PstI.TP20247",1,13067598
"PstI.TP20263",10,51463261
"PstI.TP20357",11,163
"PstI.TP20394",3,10668193
"PstI.TP20556",1,9376087
"PstI.TP20602",10,9056902
"PstI.TP20840",1,22571279
"PstI.TP20869",1,39514067
"PstI.TP20884",11,164
"PstI.TP20885",4,67506359
"PstI.TP20955",11,166
"PstI.TP21082",11,167
"PstI.TP21092",9,47823547
"PstI.TP21102",9,47823531
"PstI.TP21217",3,54903763
"PstI.TP21221",6,54141313
"PstI.TP21349",11,169
"PstI.TP21379",11,170
"PstI.TP21423",11,171
"PstI.TP21438",11,172
"PstI.TP21445",3,67799827
"PstI.TP21461",11,173
"PstI.TP21462",11,174
"PstI.TP21476",3,51831530
"PstI.TP21483",9,54654406
"PstI.TP21529",2,2371944
"PstI.TP21552",1,26847368
"PstI.TP21610",4,67814140
"PstI.TP21657",7,65083763
"PstI.TP21658",1,65682514
"PstI.TP21667",1,17831114
"PstI.TP21677",1,55813664
"PstI.TP21734",11,175
"PstI.TP21765",2,68694418
"PstI.TP21876",10,1989773
"PstI.TP21924",3,59388087
"PstI.TP21992",3,15132086
"PstI.TP22085",11,177
"PstI.TP22149",9,9967484
"PstI.TP22155",11,178
"PstI.TP22163",11,179
"PstI.TP22169",11,180
"PstI.TP22403",11,181
"PstI.TP22506",1,78965187
"PstI.TP22528",11,182
"PstI.TP22556",2,13229224
"PstI.TP22567",1,63856431
"PstI.TP22607",8,59337811
"PstI.TP22678",10,7915405
"PstI.TP22684",7,4514928
"PstI.TP22734",9,179300
"PstI.TP22949",11,185
"PstI.TP22951",4,65533284
"PstI.TP23116",1,65514877
"PstI.TP23124",9,3087102
"PstI.TP23273",9,5498815
"PstI.TP23330",2,14890257
"PstI.TP23415",11,186
"PstI.TP23506",1,72214314
"PstI.TP23524",11,187
"PstI.TP23562",2,59662045
"PstI.TP23658",11,188
"PstI.TP23705",1,2985941
"PstI.TP23726",10,12333330
"PstI.TP23761",4,15893812
"PstI.TP23944",8,918822
"PstI.TP24175",7,4627972
"PstI.TP24247",7,8824249
"PstI.TP24440",3,56292065
"PstI.TP24505",3,69594648
"PstI.TP24527",3,66501042
"PstI.TP24540",6,57347939
"PstI.TP24722",3,16395923
"PstI.TP24758",11,189
"PstI.TP24775",11,190
"PstI.TP24804",4,51590266
"PstI.TP24825",4,43525001
"PstI.TP24974",2,2834442
"PstI.TP25058",11,192
"PstI.TP25138",2,63331179
"PstI.TP25268",11,194
"PstI.TP25330",11,195
"PstI.TP25388",10,61086106
"PstI.TP25408",11,196
"PstI.TP25440",9,7484632
"PstI.TP25471",11,197
"PstI.TP25506",3,6118097
"PstI.TP25544",2,61439861
"PstI.TP25647",11,198
"PstI.TP25653",4,3716470
"PstI.TP25701",2,14149405
"PstI.TP25758",1,17466771
"PstI.TP25770",6,50857912
"PstI.TP25906",3,9734512
"PstI.TP25986",11,201
"PstI.TP25993",11,202
"PstI.TP26012",11,203
"PstI.TP26112",11,204
"PstI.TP26149",9,2884350
"PstI.TP26215",9,583262
"PstI.TP26232",4,54197890
"PstI.TP26296",1,54878564
"PstI.TP26384",3,68403932
"PstI.TP26506",2,17982247
"PstI.TP26581",6,60674367
"PstI.TP26586",11,205
"PstI.TP26697",3,1344319
"PstI.TP26727",11,206
"PstI.TP26764",2,67945480
"PstI.TP26965",4,54759684
"PstI.TP27002",4,54759695
"PstI.TP27334",11,210
"PstI.TP27373",1,6447059
"PstI.TP27379",11,211
"PstI.TP27579",7,4882106
"PstI.TP27715",3,56682004
"PstI.TP27753",3,72063176
"PstI.TP27771",11,212
"PstI.TP27888",11,213
"PstI.TP27950",11,214
"PstI.TP27966",11,215
"PstI.TP28134",3,56267653
"PstI.TP28136",5,1839902
"PstI.TP28426",3,62364471
"PstI.TP28499",2,72618880
"PstI.TP28567",9,378356
"PstI.TP28652",3,65736798
"PstI.TP28660",9,1970845
"PstI.TP28921",11,220
"PstI.TP28935",11,221
"PstI.TP28954",3,57848808
"PstI.TP28989",11,222
"PstI.TP29058",11,223
"PstI.TP29067",9,3713177
"PstI.TP29147",7,53719976
"PstI.TP29226",11,224
"PstI.TP29253",11,225
"PstI.TP29269",11,226
"PstI.TP29333",4,61203009
"PstI.TP29402",11,228
"PstI.TP29423",10,2444372
"PstI.TP29498",10,1241280
"PstI.TP29525",3,6810228
"PstI.TP29613",3,56968925
"PstI.TP29658",1,69057856
"PstI.TP29798",10,60733525
"PstI.TP29837",11,231
"PstI.TP29922",3,64880194
"PstI.TP30142",6,54712768
"PstI.TP30317",6,54709438
"PstI.TP30419",11,232
"PstI.TP30427",11,233
"PstI.TP30429",9,2858068
"PstI.TP30564",11,234
"PstI.TP30572",3,67038111
"PstI.TP30665",11,235
"PstI.TP30682",11,236
"PstI.TP30726",11,237
"PstI.TP30853",11,239
"PstI.TP30857",1,74846682
"PstI.TP30876",4,64417508
"PstI.TP30938",9,1841846
"PstI.TP31022",11,240
"PstI.TP31023",11,241
"PstI.TP31122",4,8772983
"PstI.TP31141",11,242
"PstI.TP31166",1,21535414
"PstI.TP31180",1,21521967
"PstI.TP31186",11,243
"PstI.TP31206",11,244
"PstI.TP31228",10,42901768
