"Name","Chromosome","Position"
"PstI.TP286748",1,49731278
"PstI.TP261824",1,50142562
"PstI.TP1189297",1,50142670
"PstI.TP1162168",1,50144561
"PstI.TP122157",1,50223254
"PstI.TP15027",1,50852753
"PstI.TP1138376",1,51888724
"PstI.TP481755",1,51889649
"PstI.TP452799",1,52828554
"PstI.TP548667",1,53141843
"PstI.TP1134497",1,53143016
"PstI.TP643290",1,53455562
"PstI.TP378778",1,54121051
"NsiI.TP160863",1,54752388
"PstI.TP665437",1,54999161
"PstI.TP160672",1,55685308
"PstI.TP1167747",1,56262223
"PstI.TP1007712",1,56295361
"PstI.TP1255073",1,56318472
"PstI.TP309283",1,56385216
"NsiI.TP742789",1,56568036
"NsiI.TP824820",1,56735765
"PstI.TP822327",1,56871868
"PstI.TP377200",1,56910407
"PstI.TP1041006",1,57001520
"PstI.TP1282088",1,57117988
"PstI.TP807213",1,57183105
"PstI.TP1165736",1,57192298
"PstI.TP264010",1,57283338
"PstI.TP445858",1,57330069
"PstI.TP96755",1,57367730
"NsiI.TP459313",1,57397568
"PstI.TP968463",1,57418406
"NsiI.TP758763",1,57499558
"NsiI.TP755202",1,57718474
"NsiI.TP46196",1,57778864
"NsiI.TP489836",1,57849492
"PstI.TP9065",1,57881166
"PstI.TP708344",1,57964831
"PstI.TP720409",1,58165134
"PstI.TP306310",1,58165810
"PstI.TP894259",1,58263461
"NsiI.TP20336",1,58285925
"NsiI.TP326794",1,58346265
"PstI.TP607895",1,58398018
"NsiI.TP509280",1,58994548
"PstI.TP975092",1,59040624
"PstI.TP546331",1,59140499
"PstI.TP502131",1,59426545
"PstI.TP460627",1,59468543
"PstI.TP816116",1,59685970
"PstI.TP96778",1,59686732
"PstI.TP1072427",1,59994659
"NsiI.TP45219",1,60042018
"PstI.TP773822",1,60097008
"PstI.TP457393",1,60097068
"PstI.TP1185674",1,60148122
"NsiI.TP337751",1,60167980
"NsiI.TP94007",1,60313546
"PstI.TP308061",1,60402946
"PstI.TP110030",1,60421130
"PstI.TP238883",1,60897822
"PstI.TP1014707",1,60949616
"PstI.TP1152227",1,60999485
"PstI.TP774975",1,61157443
"PstI.TP1246681",1,61289286
"PstI.TP365645",1,61353360
"PstI.TP1040444",1,61649660
"PstI.TP288904",1,62080065
"PstI.TP153019",1,62238600
"NsiI.TP462536",1,62433879
"PstI.TP1235985",1,62443684
"NsiI.TP610817",1,62492981
"PstI.TP71345",1,62705763
"PstI.TP116028",1,62738111
"PstI.TP332665",1,62857264
"PstI.TP1032405",1,62899325
"PstI.TP834485",1,62936010
"PstI.TP420801",1,62946889
"PstI.TP428256",1,63323451
"PstI.TP1160645",1,63359101
"PstI.TP424159",1,63417435
"NsiI.TP56624",1,63509426
"PstI.TP84880",1,63680478
"PstI.TP59594",1,63737514
"NsiI.TP280338",1,63802216
"NsiI.TP267317",1,63808055
"PstI.TP339315",1,63808218
"PstI.TP608352",1,63849910
"PstI.TP622702",1,63849924
"PstI.TP403217",1,63867116
"PstI.TP816739",1,64060896
"NsiI.TP188409",1,64102768
"NsiI.TP499343",1,64103746
"PstI.TP1252633",1,64114120
"NsiI.TP88778",1,64177819
"NsiI.TP431374",1,64340591
"PstI.TP1281541",1,64484981
"PstI.TP997652",1,64799296
"PstI.TP833589",1,64801253
"PstI.TP944748",1,64883503
"PstI.TP876794",1,65066495
"PstI.TP961110",1,65184135
"PstI.TP477712",1,65237054
"PstI.TP197677",1,65249144
"PstI.TP669936",1,65249574
"PstI.TP358803",1,65256453
"PstI.TP924658",1,65264909
"PstI.TP931830",1,65273426
"NsiI.TP615624",1,65289533
"NsiI.TP200164",1,65494239
"NsiI.TP545512",1,65564544
"PstI.TP786567",1,65736737
"PstI.TP966260",1,65795867
"PstI.TP530837",1,65836675
"PstI.TP204021",1,65922833
"NsiI.TP117758",1,66087512
"PstI.TP46198",1,66096584
"PstI.TP69498",1,66230707
"NsiI.TP66906",1,66339343
"NsiI.TP763660",1,66404152
"NsiI.TP482264",1,66520178
"PstI.TP393536",1,66632271
"PstI.TP1084761",1,66720416
"NsiI.TP475064",1,66777724
"NsiI.TP575744",1,66841969
"NsiI.TP43891",1,66864733
"NsiI.TP214866",1,66931515
"NsiI.TP459012",1,67058618
"PstI.TP1102564",1,67094571
"PstI.TP94366",1,67316019
"PstI.TP1171121",1,67376990
"PstI.TP787593",1,67474277
"PstI.TP721763",1,67560203
"PstI.TP216091",1,67620053
"PstI.TP148680",1,67724801
"PstI.TP678255",1,67745947
"PstI.TP209249",1,67863639
"NsiI.TP712037",1,67933970
"PstI.TP674379",1,67954429
"PstI.TP420086",1,68042057
"PstI.TP820370",1,68065605
"PstI.TP94114",1,68081418
"NsiI.TP624683",1,68159137
"NsiI.TP700374",1,68176238
"PstI.TP2084",1,68344425
"PstI.TP1021466",1,68344473
"NsiI.TP576771",1,68414794
"PstI.TP1131578",1,68512918
"PstI.TP929783",1,68577350
"PstI.TP577286",1,68698894
"PstI.TP251999",1,68828244
"NsiI.TP252602",1,68982448
"PstI.TP1045708",1,69041513
"NsiI.TP801056",1,69044428
"PstI.TP871336",1,69055455
"PstI.TP884447",1,69119836
"PstI.TP468115",1,69143489
"PstI.TP299690",1,69193739
"PstI.TP754866",1,69204551
"PstI.TP1026778",1,69284392
"PstI.TP345976",1,69318742
"NsiI.TP19909",1,69328566
"NsiI.TP444157",1,69418722
"PstI.TP59721",1,69434073
"NsiI.TP239839",1,69493415
"NsiI.TP487740",1,69506499
"NsiI.TP487741",1,69506512
"NsiI.TP361622",1,69534233
"PstI.TP1177969",1,69551175
"PstI.TP250224",1,69664479
"PstI.TP222462",1,69790547
"PstI.TP317631",1,69806063
"PstI.TP1183728",1,69834022
"PstI.TP687743",1,69969234
"NsiI.TP340695",1,70223476
"PstI.TP603122",1,70276636
"PstI.TP921276",1,70382591
"PstI.TP452364",1,70416615
"PstI.TP180949",1,70527436
"PstI.TP663427",1,70529598
"PstI.TP488184",1,70532632
"PstI.TP969142",1,70558586
"PstI.TP448080",1,70586488
"PstI.TP494387",1,70689700
"PstI.TP1205408",1,70741243
"PstI.TP790103",1,70752961
"PstI.TP549992",1,70753172
"PstI.TP665587",1,70753604
"PstI.TP225232",1,70799952
"PstI.TP69823",1,70805200
"NsiI.TP44825",1,70914156
"PstI.TP1046209",1,71112715
"PstI.TP1260916",1,71157310
"PstI.TP142395",1,71238859
"NsiI.TP441114",1,71250822
"PstI.TP805461",1,71344044
"PstI.TP1177494",1,71370263
"PstI.TP901545",1,71391273
"NsiI.TP456517",1,71506832
"PstI.TP826904",1,71509086
"PstI.TP773311",1,71563448
"NsiI.TP520596",1,71567399
"PstI.TP352846",1,71717994
"NsiI.TP760095",1,71718657
"PstI.TP586874",1,71729101
"NsiI.TP214519",1,71815536
"PstI.TP436494",1,71906250
"PstI.TP1259220",1,71924579
"PstI.TP590182",1,71928782
"NsiI.TP345468",1,71931769
"PstI.TP283526",1,71936668
"PstI.TP1212724",1,72123046
"PstI.TP55623",1,72147488
"NsiI.TP499949",1,72170440
"PstI.TP324568",1,72175111
"PstI.TP852297",1,72235992
"PstI.TP1168372",1,72238288
"PstI.TP1168619",1,72248681
"PstI.TP843326",1,72291957
"PstI.TP1272710",1,72295373
"PstI.TP197060",1,72303333
"PstI.TP1136034",1,72327412
"PstI.TP1150061",1,72347889
"PstI.TP91130",1,72585815
"PstI.TP645994",1,72633618
"PstI.TP1207347",1,72663921
"NsiI.TP394481",1,72690463
"PstI.TP82716",1,72737215
"PstI.TP1158409",1,72860093
"PstI.TP889862",1,72868614
"PstI.TP339412",1,72911521
"PstI.TP848433",1,72949385
"PstI.TP927424",1,73127829
"NsiI.TP422526",1,73137230
"PstI.TP1212476",1,73145262
"PstI.TP1047587",1,73170480
"PstI.TP708436",1,73266549
"PstI.TP448761",1,73324734
"PstI.TP837664",1,73498170
"PstI.TP249057",1,73523293
"PstI.TP80388",1,73626823
"PstI.TP1088043",1,73790447
"PstI.TP544748",1,73791429
"PstI.TP189129",1,73890221
"PstI.TP187405",1,73910743
"PstI.TP513006",1,73971974
"PstI.TP535893",1,73975816
"PstI.TP802577",1,74132587
"NsiI.TP156088",1,74340900
"PstI.TP334182",1,74360210
"PstI.TP258621",1,74361721
"PstI.TP1032632",1,74402757
"PstI.TP1031498",1,74431906
"NsiI.TP783071",1,74489443
"PstI.TP706856",1,74539608
"PstI.TP1203869",1,74588086
"PstI.TP95450",1,74768149
"NsiI.TP323224",1,74770262
"PstI.TP1187680",1,74780008
"NsiI.TP465791",1,74820948
"NsiI.TP635035",1,74846699
"PstI.TP13346",1,74849030
"PstI.TP304860",1,74969305
"NsiI.TP38202",1,74974320
"PstI.TP179797",1,74986512
"PstI.TP405184",1,75082559
"PstI.TP710507",1,75154807
"PstI.TP978043",1,75183592
"PstI.TP38227",1,75241998
"PstI.TP241635",1,75313297
"PstI.TP606465",1,75416261
"PstI.TP263305",1,75579096
"PstI.TP1014264",1,75579176
"NsiI.TP752080",1,75595902
"NsiI.TP454231",1,75616421
"PstI.TP1155269",1,75726570
"PstI.TP1131100",1,75760470
"NsiI.TP506838",1,75823936
"PstI.TP1065133",1,75825553
"PstI.TP306856",1,75848833
"PstI.TP854771",1,75863530
"NsiI.TP35373",1,75917930
"PstI.TP455545",1,75986610
"NsiI.TP352765",1,76099839
"PstI.TP744556",1,76101544
"PstI.TP357677",1,76102511
"PstI.TP747261",1,76107837
"PstI.TP24084",1,76155984
"PstI.TP551527",1,76166616
"PstI.TP742499",1,76179984
"NsiI.TP832364",1,76203935
"PstI.TP314244",1,76274649
"NsiI.TP499934",1,76362422
"NsiI.TP499936",1,76362441
"PstI.TP104467",1,76678896
"PstI.TP32939",1,76748752
"PstI.TP52592",1,76810927
"PstI.TP111007",1,76814269
"NsiI.TP457548",1,76928921
"NsiI.TP457459",1,76936701
"NsiI.TP56323",1,76939788
"NsiI.TP631040",1,76939823
"NsiI.TP521277",1,77064058
"PstI.TP864305",1,77077806
"PstI.TP543309",1,77166071
"NsiI.TP559086",1,77166683
"PstI.TP221089",1,77184045
"PstI.TP1151255",1,77213117
"PstI.TP189885",1,77223222
"PstI.TP833275",1,77225365
"NsiI.TP277004",1,77284693
"PstI.TP315020",1,77386737
"PstI.TP843008",1,77620090
"PstI.TP553319",1,77643893
"PstI.TP411298",1,77771698
"PstI.TP952321",1,77832524
"NsiI.TP193091",1,77956626
"PstI.TP478966",1,78077218
"PstI.TP197596",1,78145007
"NsiI.TP806896",1,78145059
"NsiI.TP590554",1,78156460
"PstI.TP130255",1,78156903
"PstI.TP459121",1,78162835
"PstI.TP652837",1,78182401
"PstI.TP588109",1,78200524
"PstI.TP168334",1,78240700
"PstI.TP1144768",1,78240904
"PstI.TP966300",1,78332944
"PstI.TP217199",1,78396312
"PstI.TP445406",1,78397054
"PstI.TP942471",1,78400363
"NsiI.TP567207",1,78452804
"PstI.TP674153",1,78459110
"PstI.TP294664",1,78489046
"PstI.TP1221179",1,78509132
"NsiI.TP421785",1,78510321
"PstI.TP1084987",1,78521283
"NsiI.TP482275",1,78563222
"PstI.TP803259",1,78564283
"PstI.TP837802",1,78565577
"PstI.TP835300",1,78565589
"PstI.TP639503",1,78579633
"PstI.TP525604",1,78648237
"PstI.TP151617",1,78724834
"NsiI.TP162258",1,78726606
"PstI.TP96766",1,78742126
"PstI.TP1072616",1,78788131
"PstI.TP1195390",1,78927004
"PstI.TP353803",1,78947488
"PstI.TP1276462",1,78952828
"PstI.TP856970",1,78963659
"PstI.TP593279",1,78992355
"NsiI.TP492704",1,79052861
"PstI.TP434977",1,79165905
"NsiI.TP276241",1,79202469
"PstI.TP1010512",1,79440784
"PstI.TP898259",1,79442910
"NsiI.TP621776",1,79466998
"PstI.TP291200",1,79471623
"PstI.TP172804",1,79485436
"PstI.TP619305",1,79505879
"PstI.TP1216566",1,79599777
"PstI.TP77067",1,79664579
"PstI.TP1025772",1,79665639
"NsiI.TP454955",1,79688846
"NsiI.TP539756",1,79753228
"PstI.TP1259171",1,79892318
"NsiI.TP179387",1,79906287
"PstI.TP95174",1,79947590
"PstI.TP245404",1,79960134
"PstI.TP49139",1,80477608
"PstI.TP851463",1,80479917
"PstI.TP532395",1,80511189
"NsiI.TP655257",1,80728948
"NsiI.TP418719",1,80872893
"PstI.TP703969",1,80877289
"PstI.TP989477",2,124717
"NsiI.TP168250",2,153697
"NsiI.TP39740",2,186613
"PstI.TP157588",2,329470
"PstI.TP576366",2,375350
"PstI.TP199591",2,465963
"NsiI.TP216167",2,567991
"PstI.TP850631",2,602280
"NsiI.TP282888",2,675031
"PstI.TP790069",2,699673
"NsiI.TP102717",2,738120
"PstI.TP1263449",2,1474965
"PstI.TP361822",2,1673606
"PstI.TP211963",2,1768552
"NsiI.TP594174",2,1893390
"PstI.TP1050186",2,1911820
"PstI.TP470160",2,1964484
"PstI.TP1120910",2,2555547
"PstI.TP360841",2,2832783
"PstI.TP8678",2,2984246
"PstI.TP972096",2,3042190
"PstI.TP229147",2,3390758
"PstI.TP219584",2,3429973
"PstI.TP458571",2,3669039
"PstI.TP794569",2,3715278
"NsiI.TP505510",2,3810005
"PstI.TP1018540",2,3850958
"PstI.TP739775",2,3917222
"PstI.TP493468",2,4347785
"NsiI.TP362814",2,4591437
"PstI.TP665435",2,4646947
"PstI.TP981001",2,4681014
"PstI.TP342466",2,4686314
"PstI.TP1023443",2,4929930
"PstI.TP297282",2,5214604
"PstI.TP241219",2,5225650
"PstI.TP580104",2,5389101
"PstI.TP304979",2,5567971
"PstI.TP741957",2,5655578
"PstI.TP957946",2,6015319
"PstI.TP506408",2,7240618
"PstI.TP921414",2,7249958
"PstI.TP901866",2,7365029
"PstI.TP1209642",2,7903969
"NsiI.TP7764",2,8133534
"PstI.TP1186327",2,8257580
"PstI.TP745911",2,8890642
"PstI.TP577735",2,9251583
"PstI.TP749310",2,9525754
"PstI.TP374085",2,9617733
"PstI.TP845869",2,9862801
"PstI.TP452173",2,10527282
"PstI.TP80826",2,10542416
"PstI.TP1031882",2,10618717
"PstI.TP87823",2,12499508
"NsiI.TP51047",2,13453548
"PstI.TP1200270",2,13518060
"PstI.TP640452",2,13526708
"PstI.TP139749",2,13559614
"PstI.TP947087",2,13610693
"NsiI.TP646777",2,13780108
"PstI.TP706479",2,14264983
"PstI.TP802029",2,14358830
"PstI.TP478908",2,14478233
"PstI.TP998491",2,14521096
"NsiI.TP77209",2,15957189
"PstI.TP108652",2,15963619
"NsiI.TP688808",2,16410862
"NsiI.TP640755",2,16850781
"PstI.TP1086412",2,16857975
"NsiI.TP397189",2,17997205
"PstI.TP197948",2,18537474
"NsiI.TP729839",2,18540344
"PstI.TP387372",2,18542714
"PstI.TP10310",2,18574283
"PstI.TP715121",2,18844611
"PstI.TP1097010",2,19533020
"PstI.TP613714",2,20235279
"NsiI.TP659539",2,20500478
"PstI.TP323280",2,20594752
"PstI.TP815699",2,20860666
"PstI.TP982120",2,21428233
"PstI.TP941483",2,21521726
"NsiI.TP487417",2,22482603
"PstI.TP700714",2,22951859
"PstI.TP718032",2,23093745
"PstI.TP549798",2,23212519
"PstI.TP833228",2,23342056
"PstI.TP18098",2,23769344
"PstI.TP1277536",2,23996480
"PstI.TP380288",2,25348641
"PstI.TP402269",2,27615402
"PstI.TP551509",2,27803104
"NsiI.TP199778",2,27804707
"PstI.TP1184522",2,29037914
"PstI.TP840565",2,31129874
"NsiI.TP559985",2,38838033
"PstI.TP1060183",2,39474046
"PstI.TP115189",2,41366046
"NsiI.TP38533",2,41373269
"PstI.TP117081",2,45986549
"PstI.TP117089",2,45986595
"PstI.TP385344",2,46664405
"PstI.TP130960",2,46747557
"PstI.TP883579",2,47758114
"PstI.TP237380",2,49698711
"PstI.TP153473",2,49922484
"PstI.TP745907",2,50691405
"PstI.TP845124",2,51289268
"PstI.TP334931",2,51848838
"PstI.TP229716",2,52006699
"PstI.TP1248463",2,52122902
"PstI.TP938200",2,54569410
"PstI.TP695158",2,55008713
"PstI.TP541875",2,55037307
"PstI.TP541874",2,55037354
"PstI.TP65472",2,55384747
"PstI.TP476886",2,55394288
"PstI.TP697322",2,55713623
"PstI.TP1223116",2,55714459
"PstI.TP933320",2,56250123
"PstI.TP1122752",2,56295956
"PstI.TP505880",2,56476216
"PstI.TP259066",2,56693726
"PstI.TP383939",2,56907410
"NsiI.TP754822",2,56928503
"PstI.TP371503",2,57085223
"PstI.TP86008",2,57163563
"PstI.TP133700",2,57163911
"PstI.TP249296",2,57415075
"PstI.TP1215732",2,57449553
"PstI.TP738881",2,57512325
"PstI.TP47654",2,57514489
"PstI.TP1179516",2,57731330
"PstI.TP395407",2,57933769
"PstI.TP13843",2,57967122
"PstI.TP993272",2,58286678
"NsiI.TP763242",2,58287902
"PstI.TP721827",2,58288607
"PstI.TP64046",2,58295714
"NsiI.TP502909",2,58325149
"PstI.TP690744",2,58500961
"PstI.TP1046643",2,58595318
"PstI.TP451020",2,58599188
"PstI.TP844985",2,58637331
"PstI.TP243328",2,58674737
"PstI.TP76191",2,58722393
"PstI.TP126450",2,58727657
"PstI.TP912712",2,58773993
"PstI.TP773670",2,58845474
"PstI.TP215008",2,58877475
"PstI.TP951624",2,59246898
"NsiI.TP152407",2,59441712
"PstI.TP738023",2,59441982
"NsiI.TP438769",2,59534222
"PstI.TP930435",2,59600248
"PstI.TP1012416",2,59610846
"PstI.TP810140",2,59709495
"PstI.TP338856",2,59737782
"NsiI.TP356679",2,59751156
"PstI.TP632941",2,59755581
"PstI.TP1142298",2,59921596
"NsiI.TP424611",2,59949009
"PstI.TP308187",2,60112794
"NsiI.TP452080",2,60386915
"PstI.TP1178906",2,60492006
"PstI.TP1129605",2,60533982
"PstI.TP929497",2,60716322
"PstI.TP65744",2,60726974
"PstI.TP382088",2,61025046
"NsiI.TP351136",2,61077854
"PstI.TP30748",2,61112102
"PstI.TP694469",2,61192392
"PstI.TP250202",2,61270945
"NsiI.TP548701",2,61303127
"NsiI.TP293415",2,61309425
"NsiI.TP666939",2,61311508
"PstI.TP1160855",2,61313736
"PstI.TP192390",2,61333913
"PstI.TP548709",2,61335066
"PstI.TP577552",2,61335361
"PstI.TP634696",2,61336578
"NsiI.TP464287",2,61339842
"PstI.TP762318",2,61355207
"PstI.TP1008253",2,61356637
"NsiI.TP508238",2,61419445
"PstI.TP1161045",2,61497818
"PstI.TP812943",2,61589887
"PstI.TP975023",2,61638010
"PstI.TP44348",2,61688094
"PstI.TP408602",2,61706850
"PstI.TP641744",2,61738293
"NsiI.TP179278",2,61874011
"PstI.TP1144152",2,61957721
"PstI.TP1123778",2,61958273
"PstI.TP1148558",2,62049812
"NsiI.TP252714",2,62096963
"PstI.TP509122",2,62099032
"PstI.TP532736",2,62195730
"NsiI.TP549004",2,62333756
"PstI.TP987666",2,62343916
"PstI.TP1181052",2,62344184
"NsiI.TP614629",2,62417756
"PstI.TP886589",2,62498521
"PstI.TP710432",2,62555401
"PstI.TP870640",2,62558309
"PstI.TP6025",2,62661228
"NsiI.TP111030",2,62661855
"PstI.TP178231",2,62690478
