"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"33",33,"HW_1","FASTmrMLM","PstI.TP840334",4,59482155,0.00000000000000044411966136559
"34",34,"HW_1","FASTmrMLM","NsiI.TP205267",4,64749548,0
"35",35,"HW_1","FASTmrMLM","PstI.TP1014148",5,51656308,0
"36",36,"HW_1","FASTmrMLM","NsiI.TP245163",5,55180573,0.000000823758672761876
"37",37,"HW_1","FASTmrMLM","NsiI.TP604676",5,62326679,0
"38",38,"HW_1","FASTmrMLM","PstI.TP133136",5,65324990,0.00000158234070406905
"39",39,"HW_1","FASTmrMLM","NsiI.TP211131",6,32284894,0.000000000000698714892561127
"40",40,"HW_1","FASTmrMLM","PstI.TP705829",6,58061911,0.0000000000135643816290927
"41",41,"HW_1","FASTmrMLM","PstI.TP109212",6,59782352,0
"42",42,"HW_1","FASTmrMLM","NsiI.TP607068",8,1666575,0
"43",43,"HW_1","FASTmrMLM","NsiI.TP810192",8,2563502,0
"44",44,"HW_1","FASTmrMLM","PstI.TP1282314",9,15059279,0
"45",45,"HW_1","FASTmrMLM","PstI.TP1192081",9,48933732,0.0000189583265694711
"46",46,"HW_1","FASTmrMLM","NsiI.TP151058",9,52613984,0
"47",47,"HW_1","FASTmrMLM","PstI.TP256775",9,55929912,0
"48",48,"HW_1","FASTmrMLM","NsiI.TP616446",9,56031936,0
"49",49,"HW_1","FASTmrMLM","NsiI.TP90957",9,58754094,0
"50",50,"HW_1","FASTmrMLM","PstI.TP846172",10,42875099,0.000000673131632727625
"51",51,"HW_1","FASTmrMLM","PstI.TP1256552",10,47768031,0
"52",52,"HW_1","FASTmrMLM","PstI.TP271541",10,56172761,0
"53",53,"HW_1","FASTmrMLM","PstI.TP68941",11,572,0.000000227247963527084
"54",54,"HW_1","FASTmrMLM","PstI.TP108730",11,899,0
"55",55,"HW_1","FASTmrMLM","PstI.TP151071",11,1250,0
"56",56,"HW_1","FASTmrMLM","PstI.TP163230",11,1342,0
"57",57,"HW_1","FASTmrMLM","PstI.TP187918",11,1532,0
"58",58,"HW_1","FASTmrMLM","PstI.TP393010",11,3057,0
"59",59,"HW_1","FASTmrMLM","PstI.TP434247",11,3327,0
"60",60,"HW_1","FASTmrMLM","PstI.TP478815",11,3634,0
"61",61,"HW_1","FASTmrMLM","PstI.TP607350",11,4289,0
"62",62,"HW_1","FASTmrMLM","PstI.TP607810",11,4293,0
"63",63,"HW_1","FASTmrMLM","PstI.TP710614",11,4925,0
"64",64,"HW_1","FASTmrMLM","PstI.TP720017",11,4972,0.0000000026859628402601
"65",65,"HW_1","FASTmrMLM","PstI.TP874146",11,6098,0
"66",66,"HW_1","FASTmrMLM","PstI.TP955372",11,6663,0
"67",67,"HW_1","FASTmrMLM","PstI.TP1009395",11,6997,0
"68",68,"HW_1","FASTmrMLM","PstI.TP1046468",11,7261,0
"69",69,"HW_1","FASTmrMLM","PstI.TP1159423",11,8140,0
"70",70,"HW_1","FASTmrMLM","PstI.TP1177996",11,8302,0
"71",71,"HW_1","FASTmrMLM","PstI.TP1186542",11,8386,0.00000268349011596799
"72",72,"HW_1","FASTmrMLM","NsiI.TP16847",11,9317,0
"73",73,"HW_1","FASTmrMLM","NsiI.TP46117",11,9698,0
"74",74,"HW_1","FASTmrMLM","NsiI.TP49937",11,9724,0
"75",75,"HW_1","FASTmrMLM","NsiI.TP59023",11,9822,0
"76",76,"HW_1","FASTmrMLM","NsiI.TP243305",11,11873,0
"77",77,"HW_1","FASTmrMLM","NsiI.TP302373",11,12421,0
"78",78,"HW_1","FASTmrMLM","NsiI.TP309926",11,12517,0.00000336976798584403
"79",79,"HW_1","FASTmrMLM","NsiI.TP393109",11,13472,0.00000000414285754460686
"80",80,"HW_1","FASTmrMLM","NsiI.TP416911",11,13756,0
"81",81,"HW_1","FASTmrMLM","NsiI.TP420914",11,13804,0
"82",82,"HW_1","FASTmrMLM","NsiI.TP422576",11,13854,0.0000880035111687322
"83",83,"HW_1","FASTmrMLM","NsiI.TP434835",11,14151,0.00000852707337343628
"84",84,"HW_1","FASTmrMLM","NsiI.TP460338",11,14623,0
"85",85,"HW_1","FASTmrMLM","NsiI.TP491839",11,15088,0
"86",86,"HW_1","FASTmrMLM","NsiI.TP573662",11,16226,0
"87",87,"HW_1","FASTmrMLM","NsiI.TP646295",11,17132,0.00000156819476591597
"88",88,"HW_1","FASTmrMLM","NsiI.TP654668",11,17191,0
"89",89,"HW_1","FASTmrMLM","NsiI.TP705689",11,17810,0.0000000085782756988281
"90",90,"HW_1","FASTmrMLM","NsiI.TP767179",11,18585,0
"91",91,"HW_1","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.000177214804513512
"92",92,"HW_1","FarmCPU","PstI.TP1204396",1,13845263,0.0000000263103928322508
"93",93,"HW_1","FarmCPU","NsiI.TP789014",1,28276920,0.0000000193421428634758
"94",94,"HW_1","FarmCPU","NsiI.TP632002",1,70863814,0.000000000000683348465153673
"95",95,"HW_1","FarmCPU","PstI.TP1289837",3,13768005,0.000000851954277032385
