"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"18","Trait33","FASTmrMLM","NsiI.TP205267","4","64749548","0.0016","1008.4688","Inf","0.1344","0.0921","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP578970","4","66129633","7e-04","940.458","Inf","0.0377","0.2456","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP337243","4","67169550","-5e-04","956.1761","Inf","0.0205","0.1184","C","",""
"18","Trait33","FASTmrMLM","PstI.TP644170","5","13189719","2e-04","1020.8737","Inf","0","0.0307","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP396297","5","25952867","0.0015","991.1951","Inf","0.2908","0.2675","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP245163","5","55180573","-8e-04","949.226","Inf","0.075","0.3816","A","",""
"18","Trait33","FASTmrMLM","PstI.TP133136","5","65324990","0.0019","982.2255","Inf","0.1742","0.2237","C","",""
"18","Trait33","FASTmrMLM","PstI.TP1052140","6","19137861","0.0039","814.0098","Inf","0.2614","0.1009","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP211131","6","32284894","-0.0025","1049.9272","Inf","0.1082","0.1184","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP575998","6","53682293","-0.0011","991.9661","Inf","0","0.0132","C","",""
"18","Trait33","FASTmrMLM","PstI.TP289558","6","54709097","-6e-04","987.3804","Inf","0.031","0.1798","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP704646","7","56431383","-0.0021","914.5276","Inf","0.1835","0.4737","C","",""
"18","Trait33","FASTmrMLM","PstI.TP814417","7","63993858","-0.0015","986.9569","Inf","0.0773","0.1404","C","",""
"18","Trait33","FASTmrMLM","PstI.TP532426","7","64966356","-6.3509e-05","997.7756","Inf","4e-04","0.4693","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP144538","8","2605496","0.0019","918.002","Inf","0.4453","0.3991","A","",""
"18","Trait33","FASTmrMLM","PstI.TP223028","8","3037045","0.0021","951.814","Inf","0.2801","0.1009","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP383484","9","6111601","0.0039","1036.6031","Inf","1.0289","0.3158","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP390517","9","50542783","-3e-04","908.0395","Inf","3e-04","0.0307","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP151058","9","52613984","7e-04","922.0942","Inf","0","0.0351","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP738747","9","55526594","0.003","923.8703","Inf","0.6412","0.1184","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP616446","9","56031936","-0.003","1040.7773","Inf","1.0808","0.4781","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP373338","9","58393375","-2e-04","1037.5067","Inf","0.001","0.0395","C","",""
"18","Trait33","FASTmrMLM","PstI.TP106347","10","268264","-8e-04","986.2485","Inf","0.0482","0.3158","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1264238","10","5451657","0.002","980.8852","Inf","0.0657","0.0526","C","",""
"18","Trait33","FASTmrMLM","PstI.TP605708","10","10701072","-0.0025","989.2126","Inf","0.0263","0.0702","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1256552","10","47768031","-4e-04","1008.2793","Inf","0.0199","0.193","C","",""
"18","Trait33","FASTmrMLM","PstI.TP53914","11","447","0.0028","990.0601","Inf","0.382","0.1754","A","",""
"18","Trait33","FASTmrMLM","PstI.TP68941","11","572","-6e-04","1008.3292","Inf","0.0077","0.0877","A","",""
"18","Trait33","FASTmrMLM","PstI.TP108730","11","899","5e-04","973.3441","Inf","0.0158","0.2632","G","",""
"18","Trait33","FASTmrMLM","PstI.TP113541","11","940","0.0018","1028.453","Inf","0.0267","0.0395","A","",""
"18","Trait33","FASTmrMLM","PstI.TP115244","11","953","0.0019","997.9893","Inf","0.3092","0.443","A","",""
"18","Trait33","FASTmrMLM","PstI.TP118441","11","979","-0.0016","1032.7297","Inf","0.0316","0.0395","G","",""
"18","Trait33","FASTmrMLM","PstI.TP125992","11","1054","0.0021","1007.1185","Inf","0.1242","0.5","C","",""
"18","Trait33","FASTmrMLM","PstI.TP160805","11","1323","9e-04","993.0015","Inf","0","0.0132","G","",""
"18","Trait33","FASTmrMLM","PstI.TP163230","11","1342","-6e-04","850.2448","Inf","0.0246","0.0921","C","",""
"18","Trait33","FASTmrMLM","PstI.TP187918","11","1532","0.002","842.3762","Inf","0.5031","0.386","G","",""
"18","Trait33","FASTmrMLM","PstI.TP199807","11","1626","-0.0027","936.846","Inf","0.3125","0.1316","C","",""
"18","Trait33","FASTmrMLM","PstI.TP205391","11","1682","-0.0011","963.7028","Inf","0.1224","0.1711","C","",""
"18","Trait33","FASTmrMLM","PstI.TP434247","11","3327","3e-04","1008.7649","Inf","0.0064","0.2544","C","",""
"18","Trait33","FASTmrMLM","PstI.TP437620","11","3351","-3e-04","983.5128","Inf","0.0078","0.3246","C","",""
"18","Trait33","FASTmrMLM","PstI.TP511612","11","3858","-0.0011","826.9161","Inf","0.1447","0.4649","A","",""
"18","Trait33","FASTmrMLM","PstI.TP607810","11","4293","-0.0021","878.2457","Inf","0.4318","0.1974","C","",""
"18","Trait33","FASTmrMLM","PstI.TP614183","11","4326","-0.0014","1016.9569","Inf","0.1718","0.136","A","",""
"18","Trait33","FASTmrMLM","PstI.TP693499","11","4804","-0.0018","944.659","Inf","0.085","0.1184","A","",""
"18","Trait33","FASTmrMLM","PstI.TP794672","11","5497","9e-04","952.8916","Inf","0.0348","0.1491","C","",""
"18","Trait33","FASTmrMLM","PstI.TP874146","11","6098","0.0014","929.5593","Inf","0.0896","0.057","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1009395","11","6997","-0.0021","883.8696","Inf","0.1125","0.0307","C","",""
"18","Trait33","FASTmrMLM","PstI.TP1018027","11","7068","0.0014","1046.2583","Inf","0.1556","0.1184","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1020545","11","7078","0.0048","1050.8507","Inf","2.6199","0.4956","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1046468","11","7261","8e-04","961.4281","Inf","0.0339","0.1053","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1078392","11","7528","0.0033","959.0512","Inf","1.3002","0.3947","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1159423","11","8140","2e-04","973.2506","Inf","0.0057","0.3991","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP16847","11","9317","-0.0039","1044.7407","Inf","1.8991","0.3596","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP49937","11","9724","-8e-04","971.5286","Inf","0.0167","0.1184","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP59023","11","9822","0.0026","1060.1646","Inf","0.4119","0.307","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP59527","11","9833","4e-04","1009.637","Inf","0.0228","0.2807","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP109257","11","10284","8e-04","970.906","Inf","0.0059","0.0482","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP243305","11","11873","0.0024","1010.42","Inf","0.6497","0.2237","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP245890","11","11906","-0.0016","917.6449","Inf","0.3031","0.4781","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP276353","11","12193","0.0013","999.5211","Inf","0.1227","0.3026","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP281659","11","12260","-5e-04","938.0002","Inf","0.0356","0.4781","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP304546","11","12460","0.0013","930.4384","Inf","0.1998","0.3465","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP434835","11","14151","0.0047","949.9825","Inf","1.8605","0.3289","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP495572","11","15165","0.0027","1004.7445","Inf","0.9054","0.3333","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP535138","11","15754","-0.0015","1018.3477","Inf","0.0274","0.0482","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP573662","11","16226","-9e-04","974.2348","Inf","0","0.0526","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP578137","11","16313","2e-04","877.6795","Inf","0.0067","0.4474","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP641194","11","17072","-0.0036","934.6745","Inf","0.5086","0.4781","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP654668","11","17191","1e-04","918.8946","Inf","0.0025","0.2982","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP680098","11","17503","3e-04","935.2518","Inf","0.0065","0.1754","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP705689","11","17810","0.0021","973.5509","Inf","0.0914","0.1184","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP767179","11","18585","0.0016","986.0894","Inf","0.3193","0.2412","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP784220","11","18785","0.0026","989.8842","Inf","0.2952","0.0877","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP828738","11","19298","-0.001","945.7093","Inf","0.1214","0.443","A","",""
"18","Trait33","FASTmrEMMA","NsiI.TP821811","4","48427329","-0.0281","3.3624","4.0799","11.1236","0.1667","A","3e-04","8e-04"
"18","Trait33","FASTmrEMMA","PstI.TP693499","11","4804","-0.0107","4.1576","4.9168","1.0261","0.1184","A","",""
"18","Trait33","FASTmrEMMA","NsiI.TP49937","11","9724","-0.0074","3.9763","4.7266","0.487","0.1184","C","",""
"18","Trait33","pLARmEB","NsiI.TP257077","1","6103539","0.0046","54.1375","Inf","2.4112","0.4868","C","0","8e-04"
"18","Trait33","pLARmEB","NsiI.TP102967","1","6105258","-9e-04","51.0946","Inf","0.1022","0.2851","A","",""
"18","Trait33","pLARmEB","NsiI.TP481176","1","7350098","0.0014","92.1882","Inf","0.0798","0.2456","A","",""
"18","Trait33","pLARmEB","NsiI.TP171506","1","15417277","0.0011","23.3894","Inf","0.0576","0.0746","A","",""
"18","Trait33","pLARmEB","PstI.TP1126710","1","18437271","-2e-04","12.164","13.143","0","0.0307","G","",""
"18","Trait33","pLARmEB","NsiI.TP425431","1","29611471","-0.002","52.8465","Inf","0.4356","0.4868","A","",""
"18","Trait33","pLARmEB","NsiI.TP30868","1","51136397","-0.0023","25.1287","Inf","0.1352","0.114","G","",""
"18","Trait33","pLARmEB","PstI.TP929267","1","63290479","-0.0011","25.7319","Inf","0.0614","0.1886","C","",""
"18","Trait33","pLARmEB","PstI.TP1295242","1","70821690","-0.0012","7.8955","8.7848","0.0131","0.114","C","",""
"18","Trait33","pLARmEB","PstI.TP448714","1","71901069","-0.0062","14.4686","15.4775","0.9476","0.4737","A","",""
"18","Trait33","pLARmEB","NsiI.TP294842","1","73707059","-0.0013","65.3963","Inf","0.0579","0.0439","A","",""
"18","Trait33","pLARmEB","PstI.TP537292","1","78162057","-0.0015","80.1587","Inf","0.2893","0.2807","C","",""
"18","Trait33","pLARmEB","GFSSContig11183_265","1","78604057","-6.863e-05","10.4125","11.3592","4e-04","0.0965","T","",""
"18","Trait33","pLARmEB","PstI.TP245404","1","79960134","-0.0022","65.1009","Inf","0","0.1535","C","",""
"18","Trait33","pLARmEB","PstI.TP360841","2","2832783","0.001","49.9381","Inf","0.0483","0.4079","C","",""
"18","Trait33","pLARmEB","NsiI.TP765685","2","16612091","-0.0016","4.6168","5.3969","0","0.0307","A","",""
"18","Trait33","pLARmEB","NsiI.TP205114","2","58611885","-0.0021","21.4771","Inf","0.369","0.3289","G","",""
"18","Trait33","pLARmEB","PstI.TP293151","2","65329772","-0.0012","32.5991","Inf","0.1676","0.3728","A","",""
"18","Trait33","pLARmEB","PstI.TP688814","2","66114697","6e-04","66.6318","Inf","0.0289","0.3377","A","",""
"18","Trait33","pLARmEB","PstI.TP800800","2","66545388","-9e-04","98.749","Inf","0.0103","0.0482","C","",""
"18","Trait33","pLARmEB","PstI.TP778374","2","70165447","-0.0024","97.3436","Inf","0.2999","0.0658","A","",""
"18","Trait33","pLARmEB","PstI.TP1066472","2","73495691","6e-04","52.45","Inf","0.0282","0.0833","A","",""
"18","Trait33","pLARmEB","PstI.TP40160","2","77518912","0.0017","11.4692","12.4361","0.0643","0.0702","G","",""
"18","Trait33","pLARmEB","NsiI.TP176258","3","2605958","0.001","39.7475","Inf","0","0.0219","A","",""
"18","Trait33","pLARmEB","PstI.TP312198","3","8384639","2e-04","44.102","Inf","0.0053","0.1886","C","",""
"18","Trait33","pLARmEB","NsiI.TP364233","3","10442574","-7e-04","18.1766","Inf","0.056","0.2193","A","",""
"18","Trait33","pLARmEB","NsiI.TP819503","3","48628844","0.0012","52.0863","Inf","0.0786","0.1053","G","",""
"18","Trait33","pLARmEB","PstI.TP661215","3","54129611","0.0032","19.2779","Inf","1.2624","0.2237","A","",""
"18","Trait33","pLARmEB","NsiI.TP123780","3","55955099","5e-04","25.5301","Inf","0.014","0.2632","C","",""
"18","Trait33","pLARmEB","PstI.TP513949","3","61369495","0.0025","81.0803","Inf","0.7616","0.3553","A","",""
"18","Trait33","pLARmEB","PstI.TP622176","3","65129470","0.0026","74.7467","Inf","0.6803","0.5","C","",""
"18","Trait33","pLARmEB","NsiI.TP730312","3","67952404","-4e-04","4.7915","5.5791","0.0141","0.4868","G","",""
"18","Trait33","pLARmEB","PstI.TP332845","3","68039381","-9e-04","7.669","8.5523","0.0769","0.4474","C","",""
"18","Trait33","pLARmEB","NsiI.TP150749","3","69413427","-0.0014","48.9265","Inf","0.0175","0.1272","C","",""
"18","Trait33","pLARmEB","NsiI.TP187793","3","71720682","-0.0027","87.1322","Inf","0.3007","0.0658","C","",""
"18","Trait33","pLARmEB","PstI.TP242436","4","2670410","-6e-04","17.4634","Inf","0.0339","0.4518","A","",""
"18","Trait33","pLARmEB","NsiI.TP56457","4","4041209","-0.0016","73.4748","Inf","0.3055","0.3246","A","",""
"18","Trait33","pLARmEB","PstI.TP742556","4","5083145","-0.0011","18.2611","Inf","0.0982","0.1579","C","",""
"18","Trait33","pLARmEB","PstI.TP876839","4","6887064","0.0051","93.4803","Inf","2.137","0.4079","C","",""
"18","Trait33","pLARmEB","NsiI.TP821811","4","48427329","-0.0034","59.2205","Inf","1.0009","0.1667","A","",""
"18","Trait33","pLARmEB","PstI.TP1281114","4","59340580","-0.002","18.3689","Inf","0.2034","0.3509","A","",""
"18","Trait33","pLARmEB","PstI.TP94963","4","60699101","-0.0025","107.2533","Inf","0.0528","0.0833","A","",""
"18","Trait33","pLARmEB","PstI.TP675318","4","60844616","-0.0022","55.6112","Inf","0.179","0.1272","A","",""
"18","Trait33","pLARmEB","NsiI.TP205267","4","64749548","5.8764e-05","86.5861","Inf","2e-04","0.0921","C","",""
"18","Trait33","pLARmEB","NsiI.TP578970","4","66129633","3e-04","53.3993","Inf","0.0095","0.2456","G","",""
"18","Trait33","pLARmEB","NsiI.TP245163","5","55180573","-0.0018","81.2893","Inf","0.4088","0.3816","A","",""
"18","Trait33","pLARmEB","NsiI.TP312416","5","63829769","8e-04","19.7694","Inf","0.0104","0.0219","A","",""
"18","Trait33","pLARmEB","PstI.TP1052140","6","19137861","0.0038","87.8448","Inf","0.2515","0.1009","A","",""
"18","Trait33","pLARmEB","NsiI.TP211131","6","32284894","-0.0036","105.0067","Inf","0.2177","0.1184","C","",""
"18","Trait33","pLARmEB","PstI.TP33120","6","48595912","1e-04","71.5044","Inf","6e-04","0.1184","C","",""
"18","Trait33","pLARmEB","PstI.TP174313","6","49371036","-0.0018","43.1098","Inf","0","0.0833","G","",""
"18","Trait33","pLARmEB","PstI.TP706276","6","52495459","-9e-04","53.658","Inf","0","0.0132","A","",""
"18","Trait33","pLARmEB","NsiI.TP51476","6","53107093","-8e-04","95.9422","Inf","0.0079","0.0132","A","",""
"18","Trait33","pLARmEB","PstI.TP705829","6","58061911","-0.0011","75.7498","Inf","0.0296","0.1053","G","",""
"18","Trait33","pLARmEB","PstI.TP1084981","7","12791528","9.9544e-05","30.7472","Inf","2e-04","0.0263","A","",""
"18","Trait33","pLARmEB","PstI.TP1274931","7","61404400","6e-04","14.9096","15.9546","0.0289","0.3728","A","",""
"18","Trait33","pLARmEB","PstI.TP1278820","7","61813715","6e-04","47.7685","Inf","0.0119","0.0395","C","",""
"18","Trait33","pLARmEB","PstI.TP235062","7","62394665","2e-04","70.0523","Inf","0.0034","0.4693","C","",""
"18","Trait33","pLARmEB","PstI.TP814417","7","63993858","-6.8626e-05","71.9169","Inf","2e-04","0.1404","C","",""
"18","Trait33","pLARmEB","PstI.TP532426","7","64966356","-2e-04","11.6386","12.6086","0.0029","0.4693","C","",""
"18","Trait33","pLARmEB","NsiI.TP144538","8","2605496","0.0015","19.7292","Inf","0.2718","0.3991","A","",""
"18","Trait33","pLARmEB","PstI.TP223028","8","3037045","0.0021","4.0051","4.7569","0.2701","0.1009","A","",""
"18","Trait33","pLARmEB","NsiI.TP307845","8","7233444","0.0011","26.5434","Inf","0.0565","0.0614","A","",""
"18","Trait33","pLARmEB","NsiI.TP383484","9","6111601","0.0026","14.596","15.6536","0.4392","0.3158","C","",""
"18","Trait33","pLARmEB","PstI.TP1282314","9","15059279","0.0019","7.4884","8.3668","0.3676","0.1842","A","",""
"18","Trait33","pLARmEB","PstI.TP78387","9","51474982","0.0031","106.8498","Inf","0","0.0921","C","",""
"18","Trait33","pLARmEB","NsiI.TP151058","9","52613984","1e-04","17.6237","Inf","0","0.0351","C","",""
"18","Trait33","pLARmEB","NsiI.TP616446","9","56031936","-0.0032","47.8167","Inf","1.1859","0.4781","C","",""
"18","Trait33","pLARmEB","NsiI.TP610495","10","2254926","-0.0021","24.7858","Inf","0.0571","0.0395","A","",""
"18","Trait33","pLARmEB","NsiI.TP348280","10","2996774","3e-04","5.4449","6.2582","0","0.0439","C","",""
"18","Trait33","pLARmEB","PstI.TP831544","10","5137704","-0.001","42.4056","Inf","0.004","0.1842","C","",""
"18","Trait33","pLARmEB","PstI.TP1264238","10","5451657","0.0022","63.9285","Inf","0.082","0.0526","C","",""
"18","Trait33","pLARmEB","NsiI.TP432157","10","5919237","-0.001","41.012","Inf","0.1272","0.2895","C","",""
"18","Trait33","pLARmEB","PstI.TP149587","10","7615825","5e-04","10.9513","11.9085","0","0.0132","G","",""
"18","Trait33","pLARmEB","PstI.TP271541","10","56172761","7e-04","4.4298","5.2017","0.0286","0.0921","C","",""
"18","Trait33","pLARmEB","NsiI.TP279148","10","56770513","0.0015","78.5436","Inf","0.0184","0.0307","A","",""
"18","Trait33","pLARmEB","PstI.TP736477","10","61193367","-0.0024","5.0388","5.8365","0.1229","0.3026","C","",""
"18","Trait33","pLARmEB","PstI.TP68941","11","572","4e-04","72.9518","Inf","0.0045","0.0877","A","",""
"18","Trait33","pLARmEB","PstI.TP113541","11","940","0.0018","107.3766","Inf","0.0274","0.0395","A","",""
"18","Trait33","pLARmEB","PstI.TP125992","11","1054","-6e-04","57.0696","Inf","0.0098","0.5","C","",""
"18","Trait33","pLARmEB","PstI.TP160805","11","1323","7e-04","88.3454","Inf","0","0.0132","G","",""
"18","Trait33","pLARmEB","PstI.TP187918","11","1532","0.0027","63.9236","Inf","0.8667","0.386","G","",""
"18","Trait33","pLARmEB","PstI.TP511612","11","3858","-0.0024","102.169","Inf","0.681","0.4649","A","",""
"18","Trait33","pLARmEB","PstI.TP614183","11","4326","-7e-04","19.8408","Inf","0.0396","0.136","A","",""
"18","Trait33","pLARmEB","PstI.TP693499","11","4804","-0.0027","76.0302","Inf","0.1806","0.1184","A","",""
"18","Trait33","pLARmEB","PstI.TP874146","11","6098","0.0031","50.7954","Inf","0.4332","0.057","A","",""
"18","Trait33","pLARmEB","PstI.TP878542","11","6131","9e-04","69.4593","Inf","0.0108","0.0132","A","",""
"18","Trait33","pLARmEB","PstI.TP1009395","11","6997","-0.0022","85.2378","Inf","0.1223","0.0307","C","",""
"18","Trait33","pLARmEB","PstI.TP1020545","11","7078","0.004","95.5643","Inf","1.8227","0.4956","A","",""
"18","Trait33","pLARmEB","PstI.TP1046468","11","7261","-5e-04","29.4614","Inf","0.0117","0.1053","A","",""
"18","Trait33","pLARmEB","PstI.TP1078392","11","7528","0.0028","47.2062","Inf","0.926","0.3947","A","",""
"18","Trait33","pLARmEB","PstI.TP1159423","11","8140","0.0018","51.1076","Inf","0.3818","0.3991","C","",""
"18","Trait33","pLARmEB","NsiI.TP59023","11","9822","0.0032","113.3806","Inf","0.6316","0.307","A","",""
"18","Trait33","pLARmEB","NsiI.TP130730","11","10568","0.0015","26.1945","Inf","0.1716","0.1053","A","",""
"18","Trait33","pLARmEB","NsiI.TP243305","11","11873","8e-04","31.0988","Inf","0.0632","0.2237","C","",""
"18","Trait33","pLARmEB","NsiI.TP276353","11","12193","9e-04","32.0917","Inf","0.0609","0.3026","C","",""
"18","Trait33","pLARmEB","NsiI.TP304546","11","12460","0.0042","109.9948","Inf","2.1107","0.3465","G","",""
"18","Trait33","pLARmEB","NsiI.TP434835","11","14151","0.0032","38.6592","Inf","0.8644","0.3289","A","",""
"18","Trait33","pLARmEB","NsiI.TP495572","11","15165","0.0029","99.7111","Inf","1.0411","0.3333","C","",""
"18","Trait33","pLARmEB","NsiI.TP508723","11","15390","0.001","7.2428","8.1143","0","0.0307","C","",""
"18","Trait33","pLARmEB","NsiI.TP535138","11","15754","-0.002","36.5122","Inf","0.0507","0.0482","A","",""
"18","Trait33","pLARmEB","NsiI.TP538891","11","15779","-0.0017","14.8681","15.9546","0.0604","0.0833","C","",""
"18","Trait33","pLARmEB","NsiI.TP705689","11","17810","0.0035","72.8572","Inf","0.2617","0.1184","C","",""
"18","Trait33","pLARmEB","NsiI.TP784220","11","18785","0.0036","84.9909","Inf","0.5536","0.0877","C","",""
