"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"50",50,"fprinM","FASTmrMLM","NsiI.TP614958",6,45639721,0.00000607855009236522
"51",51,"fprinM","FASTmrMLM","PstI.TP351899",6,46132630,0
"52",52,"fprinM","FASTmrMLM","NsiI.TP825923",6,52448208,0
"53",53,"fprinM","FASTmrMLM","PstI.TP109212",6,59782352,0
"54",54,"fprinM","FASTmrMLM","PstI.TP297547",7,5291285,0
"55",55,"fprinM","FASTmrMLM","PstI.TP1278820",7,61813715,0
"56",56,"fprinM","FASTmrMLM","NsiI.TP607068",8,1666575,0
"57",57,"fprinM","FASTmrMLM","PstI.TP1282314",9,15059279,0
"58",58,"fprinM","FASTmrMLM","PstI.TP1192081",9,48933732,0
"59",59,"fprinM","FASTmrMLM","NsiI.TP151058",9,52613984,0
"60",60,"fprinM","FASTmrMLM","NsiI.TP616446",9,56031936,0
"61",61,"fprinM","FASTmrMLM","NsiI.TP90957",9,58754094,0
"62",62,"fprinM","FASTmrMLM","PstI.TP106347",10,268264,0
"63",63,"fprinM","FASTmrMLM","NsiI.TP422808",10,5343480,0
"64",64,"fprinM","FASTmrMLM","PstI.TP1256552",10,47768031,0.0000678890919795585
"65",65,"fprinM","FASTmrMLM","PstI.TP719659",10,54993631,0
"66",66,"fprinM","FASTmrMLM","PstI.TP68941",11,572,0
"67",67,"fprinM","FASTmrMLM","PstI.TP108730",11,899,0.0000000000000366353208991472
"68",68,"fprinM","FASTmrMLM","PstI.TP111598",11,919,0
"69",69,"fprinM","FASTmrMLM","PstI.TP118441",11,979,0
"70",70,"fprinM","FASTmrMLM","PstI.TP187918",11,1532,0
"71",71,"fprinM","FASTmrMLM","PstI.TP365432",11,2887,0
"72",72,"fprinM","FASTmrMLM","PstI.TP393010",11,3057,0
"73",73,"fprinM","FASTmrMLM","PstI.TP434247",11,3327,0
"74",74,"fprinM","FASTmrMLM","PstI.TP511612",11,3858,0
"75",75,"fprinM","FASTmrMLM","PstI.TP607810",11,4293,0
"76",76,"fprinM","FASTmrMLM","PstI.TP641518",11,4507,0.00000000000000310885165988056
"77",77,"fprinM","FASTmrMLM","PstI.TP693499",11,4804,0.000000043561216554647
"78",78,"fprinM","FASTmrMLM","PstI.TP793039",11,5486,0
"79",79,"fprinM","FASTmrMLM","PstI.TP874146",11,6098,0
"80",80,"fprinM","FASTmrMLM","PstI.TP897332",11,6254,0
"81",81,"fprinM","FASTmrMLM","PstI.TP932850",11,6532,0
"82",82,"fprinM","FASTmrMLM","PstI.TP1009395",11,6997,0
"83",83,"fprinM","FASTmrMLM","PstI.TP1020545",11,7078,0
"84",84,"fprinM","FASTmrMLM","PstI.TP1046468",11,7261,0
"85",85,"fprinM","FASTmrMLM","PstI.TP1075605",11,7505,0
"86",86,"fprinM","FASTmrMLM","PstI.TP1159423",11,8140,0
"87",87,"fprinM","FASTmrMLM","NsiI.TP38649",11,9585,0
"88",88,"fprinM","FASTmrMLM","NsiI.TP46117",11,9698,0
"89",89,"fprinM","FASTmrMLM","NsiI.TP59023",11,9822,0
"90",90,"fprinM","FASTmrMLM","NsiI.TP109257",11,10284,0
"91",91,"fprinM","FASTmrMLM","NsiI.TP130730",11,10568,0
"92",92,"fprinM","FASTmrMLM","NsiI.TP293440",11,12365,0
"93",93,"fprinM","FASTmrMLM","NsiI.TP302373",11,12421,0
"94",94,"fprinM","FASTmrMLM","NsiI.TP393109",11,13472,0
"95",95,"fprinM","FASTmrMLM","NsiI.TP416911",11,13756,0
"96",96,"fprinM","FASTmrMLM","NsiI.TP434835",11,14151,0.000000114077501292212
"97",97,"fprinM","FASTmrMLM","NsiI.TP492468",11,15095,0
"98",98,"fprinM","FASTmrMLM","NsiI.TP495572",11,15165,0
"99",99,"fprinM","FASTmrMLM","NsiI.TP578137",11,16313,0
"100",100,"fprinM","FASTmrMLM","NsiI.TP646295",11,17132,0.0000000433211523087223
"101",101,"fprinM","FASTmrMLM","NsiI.TP654668",11,17191,0
"102",102,"fprinM","FASTmrMLM","NsiI.TP685658",11,17582,0
"103",103,"fprinM","FASTmrMLM","NsiI.TP693683",11,17666,0
"104",104,"fprinM","FASTmrMLM","NsiI.TP705689",11,17810,0
"105",105,"fprinM","FASTmrMLM","NsiI.TP709794",11,17871,0
"106",106,"fprinM","FASTmrMLM","NsiI.TP784220",11,18785,0
"107",107,"fprinM","FASTmrMLM","NsiI.TP792425",11,18843,0
"108",108,"fprinM","FASTmrMLM","NsiI.TP832142",11,19332,0
"109",109,"fprinM","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.000124251030692901
"110",110,"fprinM","ISIS EM-BLASSO","NsiI.TP495572",11,15165,0.0000229667741675161
"111",111,"fprinM","ISIS EM-BLASSO","NsiI.TP767179",11,18585,0.0000919813967269626
"112",112,"fprinM","FarmCPU","PstI.TP477722",1,65237049,0.000000000000232167160623676
"113",113,"fprinM","FarmCPU","PstI.TP114049",3,56021694,0.00000033518961202167
"114",114,"fprinM","FarmCPU","NsiI.TP178513",10,44909091,0.000000336911468098776
