"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","fprinW","pLARmEB","PstI.TP1122752",2,56295956,0
"116","fprinW","pLARmEB","PstI.TP133700",2,57163911,0
"116","fprinW","pLARmEB","PstI.TP249296",2,57415075,0
"116","fprinW","pLARmEB","PstI.TP548709",2,61335066,0
"116","fprinW","pLARmEB","PstI.TP634696",2,61336578,0
"116","fprinW","pLARmEB","PstI.TP641744",2,61738293,0
"116","fprinW","pLARmEB","PstI.TP772632",2,65920887,0
"116","fprinW","pLARmEB","PstI.TP1231486",2,73904492,0
"116","fprinW","pLARmEB","PstI.TP541575",2,74276308,0
"116","fprinW","pLARmEB","NsiI.TP436966",3,208286,0
"116","fprinW","pLARmEB","PstI.TP188641",3,6088178,0
"116","fprinW","pLARmEB","PstI.TP211419",3,12715735,0
"116","fprinW","pLARmEB","PstI.TP731882",3,19716780,0
"116","fprinW","pLARmEB","PstI.TP246329",3,29389536,0
"116","fprinW","pLARmEB","PstI.TP325958",3,54129415,0
"116","fprinW","pLARmEB","PstI.TP985838",3,58380810,0
"116","fprinW","pLARmEB","PstI.TP41440",3,59899767,0
"116","fprinW","pLARmEB","PstI.TP1022061",3,61377198,0
"116","fprinW","pLARmEB","NsiI.TP529124",3,63127607,0
"116","fprinW","pLARmEB","PstI.TP269566",3,63644939,0
"116","fprinW","pLARmEB","PstI.TP770204",3,67523376,0
"116","fprinW","pLARmEB","PstI.TP568461",3,74315454,0
"116","fprinW","pLARmEB","PstI.TP708955",4,2043677,0
"116","fprinW","pLARmEB","PstI.TP532669",4,3498516,0
"116","fprinW","pLARmEB","PstI.TP1210085",4,5549411,0
"116","fprinW","pLARmEB","PstI.TP875866",4,64992383,0
"116","fprinW","pLARmEB","PstI.TP935651",4,66370793,0
"116","fprinW","pLARmEB","PstI.TP805691",4,66925540,0
"116","fprinW","pLARmEB","PstI.TP569914",5,1262747,0
"116","fprinW","pLARmEB","PstI.TP979536",5,2060722,0
"116","fprinW","pLARmEB","NsiI.TP421034",5,71242059,0
"116","fprinW","pLARmEB","PstI.TP404885",6,51199851,0
"116","fprinW","pLARmEB","PstI.TP942201",6,51864974,0
"116","fprinW","pLARmEB","NsiI.TP652621",6,56522972,0
"116","fprinW","pLARmEB","PstI.TP788586",6,57442567,0
"116","fprinW","pLARmEB","PstI.TP939692",6,57716221,0
"116","fprinW","pLARmEB","PstI.TP1220434",6,57879537,0
"116","fprinW","pLARmEB","PstI.TP639463",6,60717357,0
"116","fprinW","pLARmEB","PstI.TP822493",7,8114551,0
"116","fprinW","pLARmEB","PstI.TP716056",7,12018520,0
"116","fprinW","pLARmEB","PstI.TP780884",7,54360893,0
"116","fprinW","pLARmEB","PstI.TP838226",7,56380657,0
"116","fprinW","pLARmEB","PstI.TP624170",7,56509983,0
"116","fprinW","pLARmEB","PstI.TP1254872",7,56573064,0
"116","fprinW","pLARmEB","PstI.TP780069",7,60189505,0
"116","fprinW","pLARmEB","PstI.TP1274931",7,61404400,0
"116","fprinW","pLARmEB","PstI.TP195962",7,63734553,0
"116","fprinW","pLARmEB","PstI.TP532426",7,64966356,0
"116","fprinW","pLARmEB","PstI.TP350262",8,2905616,0
"116","fprinW","pLARmEB","PstI.TP1118313",8,3139823,0
"116","fprinW","pLARmEB","PstI.TP417854",8,3908674,0
"116","fprinW","pLARmEB","PstI.TP1064216",8,19305443,0
"116","fprinW","pLARmEB","NsiI.TP179941",8,55948810,0
"116","fprinW","pLARmEB","PstI.TP373660",8,62666468,0
"116","fprinW","pLARmEB","PstI.TP654004",9,2357362,0
"116","fprinW","pLARmEB","PstI.TP1107519",9,3315165,0
"116","fprinW","pLARmEB","PstI.TP1266699",9,13714262,0
"116","fprinW","pLARmEB","NsiI.TP663012",9,52480175,0
"116","fprinW","pLARmEB","PstI.TP1104589",9,56629291,0
"116","fprinW","pLARmEB","PstI.TP583995",10,3085156,0
"116","fprinW","pLARmEB","PstI.TP1156107",10,4914081,0
"116","fprinW","pLARmEB","PstI.TP831544",10,5137704,0
"116","fprinW","pLARmEB","PstI.TP149587",10,7615825,0
"116","fprinW","pLARmEB","PstI.TP719659",10,54993631,0
"116","fprinW","pLARmEB","PstI.TP248498",10,57422064,0
"116","fprinW","pLARmEB","NsiI.TP5731",10,59553714,0
"116","fprinW","pLARmEB","PstI.TP85647",10,60886778,0
"116","fprinW","pLARmEB","PstI.TP47535",11,404,0
"116","fprinW","pLARmEB","PstI.TP65497",11,546,0
"116","fprinW","pLARmEB","PstI.TP96953",11,798,0
"116","fprinW","pLARmEB","PstI.TP160752",11,1322,0
"116","fprinW","pLARmEB","PstI.TP177166",11,1456,0
"116","fprinW","pLARmEB","PstI.TP350552",11,2761,0
"116","fprinW","pLARmEB","PstI.TP394317",11,3076,0
"116","fprinW","pLARmEB","PstI.TP444076",11,3404,0
"116","fprinW","pLARmEB","PstI.TP490779",11,3725,0
"116","fprinW","pLARmEB","PstI.TP527171",11,3934,0
"116","fprinW","pLARmEB","PstI.TP610743",11,4310,0
"116","fprinW","pLARmEB","PstI.TP692748",11,4800,0
"116","fprinW","pLARmEB","PstI.TP762971",11,5268,0
"116","fprinW","pLARmEB","PstI.TP897375",11,6255,0
"116","fprinW","pLARmEB","PstI.TP919648",11,6431,0
"116","fprinW","pLARmEB","PstI.TP938416",11,6563,0
"116","fprinW","pLARmEB","PstI.TP1071296",11,7466,0
"116","fprinW","pLARmEB","PstI.TP1124649",11,7892,0
"116","fprinW","pLARmEB","PstI.TP1159423",11,8140,0
"116","fprinW","pLARmEB","PstI.TP1175461",11,8280,0
"116","fprinW","pLARmEB","NsiI.TP66747",11,9923,0
"116","fprinW","pLARmEB","NsiI.TP560012",11,16067,0
"116","fprinW","ISIS EM-BLASSO","PstI.TP246329",3,29389536,3.8291290212081e-05
