"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GHW_50","pLARmEB","NsiI.TP5731",10,59553714,0
"116","GHW_50","pLARmEB","PstI.TP85647",10,60886778,0
"116","GHW_50","pLARmEB","PstI.TP47535",11,404,0
"116","GHW_50","pLARmEB","PstI.TP65497",11,546,0
"116","GHW_50","pLARmEB","PstI.TP96953",11,798,0
"116","GHW_50","pLARmEB","PstI.TP177166",11,1456,0
"116","GHW_50","pLARmEB","PstI.TP201653",11,1648,0
"116","GHW_50","pLARmEB","PstI.TP394317",11,3076,0
"116","GHW_50","pLARmEB","PstI.TP444076",11,3404,0
"116","GHW_50","pLARmEB","PstI.TP490779",11,3725,0
"116","GHW_50","pLARmEB","PstI.TP527171",11,3934,0
"116","GHW_50","pLARmEB","PstI.TP582448",11,4183,0
"116","GHW_50","pLARmEB","PstI.TP762971",11,5268,0
"116","GHW_50","pLARmEB","PstI.TP865711",11,6040,0
"116","GHW_50","pLARmEB","PstI.TP897375",11,6255,0
"116","GHW_50","pLARmEB","PstI.TP919648",11,6431,0
"116","GHW_50","pLARmEB","PstI.TP1071296",11,7466,0
"116","GHW_50","pLARmEB","PstI.TP1124649",11,7892,0
"116","GHW_50","pLARmEB","PstI.TP1159423",11,8140,0
"116","GHW_50","pLARmEB","PstI.TP1175461",11,8280,0
"116","GHW_50","pLARmEB","PstI.TP1255816",11,8839,0
"116","GHW_50","pLARmEB","NsiI.TP66747",11,9923,0
"116","GHW_50","pLARmEB","NsiI.TP560012",11,16067,0
