"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","FW_50","pLARmEB","PstI.TP65497",11,546,0
"116","FW_50","pLARmEB","PstI.TP96953",11,798,0
"116","FW_50","pLARmEB","PstI.TP160752",11,1322,0
"116","FW_50","pLARmEB","PstI.TP177166",11,1456,0
"116","FW_50","pLARmEB","PstI.TP394317",11,3076,0
"116","FW_50","pLARmEB","PstI.TP444076",11,3404,0
"116","FW_50","pLARmEB","PstI.TP490779",11,3725,0
"116","FW_50","pLARmEB","PstI.TP527171",11,3934,0
"116","FW_50","pLARmEB","PstI.TP610743",11,4310,0
"116","FW_50","pLARmEB","PstI.TP762971",11,5268,0
"116","FW_50","pLARmEB","PstI.TP865711",11,6040,0
"116","FW_50","pLARmEB","PstI.TP897375",11,6255,0
"116","FW_50","pLARmEB","PstI.TP919648",11,6431,0
"116","FW_50","pLARmEB","PstI.TP938416",11,6563,0
"116","FW_50","pLARmEB","PstI.TP1071296",11,7466,0
"116","FW_50","pLARmEB","PstI.TP1124649",11,7892,0
"116","FW_50","pLARmEB","PstI.TP1159423",11,8140,0
"116","FW_50","pLARmEB","PstI.TP1175461",11,8280,0
"116","FW_50","pLARmEB","NsiI.TP66747",11,9923,0
"116","FW_50","pLARmEB","NsiI.TP560012",11,16067,0
"116","FW_50","ISIS EM-BLASSO","PstI.TP772632",2,65920887,1.48593564228701e-05
"116","FW_50","ISIS EM-BLASSO","PstI.TP246329",3,29389536,2.97098185911873e-05
"116","FW_50","ISIS EM-BLASSO","PstI.TP935651",4,66370793,5.42375420696101e-07
"116","FW_50","ISIS EM-BLASSO","PstI.TP532426",7,64966356,8.69360692509415e-07
"116","FW_50","ISIS EM-BLASSO","PstI.TP831544",10,5137704,1.28765642743277e-07
