"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GFW_1","pLARmEB","PstI.TP444076",11,3404,0
"116","GFW_1","pLARmEB","PstI.TP490779",11,3725,0
"116","GFW_1","pLARmEB","PstI.TP527171",11,3934,0
"116","GFW_1","pLARmEB","PstI.TP690712",11,4775,0
"116","GFW_1","pLARmEB","PstI.TP762971",11,5268,0
"116","GFW_1","pLARmEB","PstI.TP865711",11,6040,0
"116","GFW_1","pLARmEB","PstI.TP897375",11,6255,0
"116","GFW_1","pLARmEB","PstI.TP919648",11,6431,0
"116","GFW_1","pLARmEB","PstI.TP938416",11,6563,0
"116","GFW_1","pLARmEB","PstI.TP1071296",11,7466,0
"116","GFW_1","pLARmEB","PstI.TP1124649",11,7892,0
"116","GFW_1","pLARmEB","PstI.TP1159423",11,8140,0
"116","GFW_1","pLARmEB","PstI.TP1175461",11,8280,0
"116","GFW_1","pLARmEB","NsiI.TP66747",11,9923,0
"116","GFW_1","pLARmEB","NsiI.TP560012",11,16067,0
"116","GFW_1","ISIS EM-BLASSO","PstI.TP576366",2,375350,0.000118522280719571
"116","GFW_1","ISIS EM-BLASSO","PstI.TP246329",3,29389536,0.000148798995698602
"116","GFW_1","ISIS EM-BLASSO","PstI.TP568461",3,74315454,1.45244601714184e-05
