"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","SNP effect","-log10(P)","Genotype for code 1"
"1","Trait1","mrMLM","NsiI.TP367540","1","5460609","-0.0508","0.2805","C"
"1","Trait1","mrMLM","PstI.TP928135","1","5502147","-2.049e-05","0.0046","A"
"1","Trait1","mrMLM","PstI.TP476949","1","5536792","-0.0327","0.5823","A"
"1","Trait1","mrMLM","PstI.TP677745","1","5751851","0.0527","0.6785","C"
"1","Trait1","mrMLM","PstI.TP739422","1","5776555","1.0743e-05","0.0024","C"
"1","Trait1","mrMLM","PstI.TP705967","1","5858828","-2.7703e-05","0.0062","C"
"1","Trait1","mrMLM","PstI.TP1252197","1","5912854","0.055","0.538","C"
"1","Trait1","mrMLM","PstI.TP116123","1","5967108","1.5322e-05","0.0034","A"
"1","Trait1","mrMLM","PstI.TP804275","1","5979740","-1.3483e-05","0.003","A"
"1","Trait1","mrMLM","PstI.TP523933","1","6018181","-0.0587","0.9411","C"
"1","Trait1","mrMLM","PstI.TP722242","1","6187691","-3.5987e-06","8e-04","A"
"1","Trait1","mrMLM","NsiI.TP488601","1","6409370","-4.3783e-05","0.0099","C"
"1","Trait1","mrMLM","PstI.TP1015835","1","6514843","-8.7139e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP547229","1","6574881","-2e-04","0.0172","C"
"1","Trait1","mrMLM","PstI.TP272307","1","6679965","-0.0248","0.3567","A"
"1","Trait1","mrMLM","PstI.TP841428","1","6731433","-1.6328e-06","4e-04","A"
"1","Trait1","mrMLM","PstI.TP1136661","1","6752030","-5.0712e-06","0.0011","G"
"1","Trait1","mrMLM","PstI.TP444825","1","6930877","2.1344e-05","0.0048","C"
"1","Trait1","mrMLM","NsiI.TP350497","1","6933742","-0.0199","0.1494","C"
"1","Trait1","mrMLM","NsiI.TP800074","1","6979429","1.551e-05","0.0035","C"
"1","Trait1","mrMLM","PstI.TP806450","1","7007771","-0.0187","0.3069","C"
"1","Trait1","mrMLM","PstI.TP443586","1","7215893","4.4786e-06","0.001","A"
"1","Trait1","mrMLM","PstI.TP488378","1","7260223","0.0884","0.3812","C"
"1","Trait1","mrMLM","NsiI.TP375218","1","7321465","2.6844e-05","0.006","A"
"1","Trait1","mrMLM","PstI.TP712786","1","7449325","1.9721e-05","0.0044","C"
"1","Trait1","mrMLM","PstI.TP1173447","1","7571007","-1.5842e-05","0.0035","C"
"1","Trait1","mrMLM","NsiI.TP432315","1","7822652","-0.0168","0.3308","A"
"1","Trait1","mrMLM","PstI.TP614866","1","7824409","1.8346e-05","0.0041","A"
"1","Trait1","mrMLM","PstI.TP973605","1","7933170","-1.6387e-05","0.0037","G"
"1","Trait1","mrMLM","PstI.TP972953","1","7984963","3.4547e-05","0.0078","C"
"1","Trait1","mrMLM","PstI.TP36329","1","8029204","-1.7601e-05","0.0039","A"
"1","Trait1","mrMLM","PstI.TP308053","1","8330660","1.9082e-05","0.0043","A"
"1","Trait1","mrMLM","PstI.TP424566","1","8533790","1.4639e-05","0.0033","C"
"1","Trait1","mrMLM","PstI.TP302093","1","8923298","-7.1081e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP461927","1","9014162","0.2523","3.5372","A"
"1","Trait1","mrMLM","PstI.TP443245","1","9039678","-1.8962e-05","0.0042","C"
"1","Trait1","mrMLM","PstI.TP550784","1","9140137","-1.8789e-05","0.0042","A"
"1","Trait1","mrMLM","PstI.TP581769","1","9144035","2.1765e-06","5e-04","A"
"1","Trait1","mrMLM","PstI.TP745827","1","9270379","-1.474e-05","0.0033","A"
"1","Trait1","mrMLM","PstI.TP456141","1","9284445","1.53e-05","0.0034","C"
"1","Trait1","mrMLM","PstI.TP974726","1","9504539","1.714e-05","0.0038","G"
"1","Trait1","mrMLM","NsiI.TP134750","1","9511955","5.6755e-06","0.0013","A"
"1","Trait1","mrMLM","PstI.TP701371","1","9558859","0.2247","2.0775","C"
"1","Trait1","mrMLM","PstI.TP390724","1","9756005","-3.5015e-05","0.0079","G"
"1","Trait1","mrMLM","PstI.TP258967","1","9761381","9.8424e-06","0.0022","C"
"1","Trait1","mrMLM","NsiI.TP727325","1","9821700","-0.2368","1.7043","A"
"1","Trait1","mrMLM","PstI.TP377612","1","9851429","1.1298e-05","0.0025","A"
"1","Trait1","mrMLM","PstI.TP377610","1","9851445","2.4314e-05","0.0054","C"
"1","Trait1","mrMLM","PstI.TP1001875","1","9929490","0.03","0.196","C"
"1","Trait1","mrMLM","PstI.TP120265","1","9929566","1.9265e-05","0.0043","A"
"1","Trait1","mrMLM","PstI.TP145867","1","9990979","3.3985e-06","8e-04","C"
"1","Trait1","mrMLM","PstI.TP498398","1","10010021","-4.8174e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP1106149","1","10181736","3.3904e-05","0.0076","C"
"1","Trait1","mrMLM","NsiI.TP664565","1","10300447","-1.198e-05","0.0027","A"
"1","Trait1","mrMLM","PstI.TP593918","1","10465079","-1.838e-05","0.0041","A"
"1","Trait1","mrMLM","NsiI.TP360999","1","10465743","0.0254","0.2429","C"
"1","Trait1","mrMLM","PstI.TP323026","1","10477035","-0.003","0.0495","A"
"1","Trait1","mrMLM","PstI.TP91211","1","10530796","1.9045e-05","0.0043","G"
"1","Trait1","mrMLM","PstI.TP488889","1","10576905","-0.0287","0.3263","G"
"1","Trait1","mrMLM","PstI.TP948493","1","10639570","-1.3105e-05","0.0029","A"
"1","Trait1","mrMLM","PstI.TP980214","1","10687788","0.0206","0.3465","G"
"1","Trait1","mrMLM","PstI.TP667320","1","10965394","0.1192","0.6495","C"
"1","Trait1","mrMLM","PstI.TP869093","1","11187262","3.2281e-05","0.0072","C"
"1","Trait1","mrMLM","PstI.TP835148","1","11456164","0.0282","0.2918","A"
"1","Trait1","mrMLM","PstI.TP319571","1","11815150","2.0868e-05","0.0047","A"
"1","Trait1","mrMLM","PstI.TP1288084","1","11935767","-2.3969e-05","0.0054","A"
"1","Trait1","mrMLM","PstI.TP939213","1","11990855","4.5187e-06","0.001","A"
"1","Trait1","mrMLM","PstI.TP301133","1","12137712","0.1521","0.672","G"
"1","Trait1","mrMLM","NsiI.TP690036","1","12138480","-1.9236e-05","0.0043","C"
"1","Trait1","mrMLM","PstI.TP181460","1","12172878","0.0515","0.6161","C"
"1","Trait1","mrMLM","PstI.TP308387","1","12249163","-0.0288","0.4354","A"
"1","Trait1","mrMLM","PstI.TP419952","1","13194145","-0.0031","0.0648","C"
"1","Trait1","mrMLM","PstI.TP770895","1","13263569","-0.0408","0.468","A"
"1","Trait1","mrMLM","PstI.TP726878","1","13263594","-1.2014e-05","0.0027","A"
"1","Trait1","mrMLM","NsiI.TP146220","1","13426299","-0.1027","0.9836","A"
"1","Trait1","mrMLM","PstI.TP775845","1","13537099","1.6393e-05","0.0037","C"
"1","Trait1","mrMLM","NsiI.TP819777","1","14025316","-0.0115","0.2283","C"
"1","Trait1","mrMLM","PstI.TP473065","1","14979768","-3.578e-07","7.9619e-05","C"
"1","Trait1","mrMLM","PstI.TP994295","1","15000089","-0.1477","1.9427","C"
"1","Trait1","mrMLM","NsiI.TP258606","1","15160092","0.0307","0.432","C"
"1","Trait1","mrMLM","PstI.TP745600","1","15174350","-7.3064e-06","0.0016","A"
"1","Trait1","mrMLM","NsiI.TP190002","1","15394010","3.2811e-05","0.0074","C"
"1","Trait1","mrMLM","PstI.TP37494","1","15597809","1.4811e-05","0.0033","C"
"1","Trait1","mrMLM","PstI.TP364469","1","15807512","1.1309e-05","0.0025","A"
"1","Trait1","mrMLM","PstI.TP548596","1","16432580","-8.4571e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP1150194","1","16733554","-1.9474e-05","0.0044","A"
"1","Trait1","mrMLM","PstI.TP1062903","1","16796019","-0.1307","0.8234","A"
"1","Trait1","mrMLM","PstI.TP875497","1","17132096","1.6889e-05","0.0038","G"
"1","Trait1","mrMLM","PstI.TP270063","1","17132801","-4.4318e-06","0.001","A"
"1","Trait1","mrMLM","NsiI.TP347636","1","17221327","-1.056e-05","0.0024","G"
"1","Trait1","mrMLM","PstI.TP311967","1","17610629","2.0115e-05","0.0045","C"
"1","Trait1","mrMLM","PstI.TP907404","1","18035898","-0.0072","0.0892","A"
"1","Trait1","mrMLM","PstI.TP353784","1","18167193","-2.5214e-07","5.6081e-05","C"
"1","Trait1","mrMLM","PstI.TP510832","1","18167351","-0.0922","0.7795","A"
"1","Trait1","mrMLM","NsiI.TP20060","1","18191763","0.0106","0.1527","A"
"1","Trait1","mrMLM","PstI.TP1183011","1","18308062","1.301e-05","0.0029","G"
"1","Trait1","mrMLM","PstI.TP460935","1","18308167","-1.7464e-05","0.0039","A"
"1","Trait1","mrMLM","PstI.TP533117","1","18662889","2.1011e-05","0.0047","G"
"1","Trait1","mrMLM","PstI.TP166501","1","18793961","3.5518e-05","0.008","A"
"1","Trait1","mrMLM","PstI.TP298371","1","19099334","-3.3442e-05","0.0075","A"
"1","Trait1","mrMLM","PstI.TP458499","1","19100550","-0.0441","0.5999","A"
"1","Trait1","mrMLM","PstI.TP579186","1","19637965","1.788e-05","0.004","C"
"1","Trait1","mrMLM","PstI.TP574132","1","19943823","1.798e-05","0.004","A"
"1","Trait1","mrMLM","PstI.TP890955","1","20013544","1.4435e-05","0.0032","A"
"1","Trait1","mrMLM","PstI.TP890977","1","20013575","-1.257e-05","0.0028","C"
"1","Trait1","mrMLM","NsiI.TP352570","1","20251715","-0.2125","1.117","C"
"1","Trait1","mrMLM","NsiI.TP440927","1","20252244","-0.1612","1.2479","A"
"1","Trait1","mrMLM","PstI.TP1239144","1","20685889","-0.0738","0.9968","C"
"1","Trait1","mrMLM","PstI.TP851166","1","21305923","4.0882e-06","9e-04","C"
"1","Trait1","mrMLM","PstI.TP791712","1","21320307","-0.0433","0.4455","C"
"1","Trait1","mrMLM","PstI.TP198890","1","21626192","-7.035e-06","0.0016","A"
"1","Trait1","mrMLM","PstI.TP1074331","1","21885836","-0.039","0.4471","A"
"1","Trait1","mrMLM","PstI.TP761935","1","22258955","0.0467","0.3541","A"
"1","Trait1","mrMLM","NsiI.TP304101","1","22335385","0.1106","0.7955","C"
"1","Trait1","mrMLM","PstI.TP1133775","1","23057893","-6.0469e-06","0.0013","C"
"1","Trait1","mrMLM","PstI.TP1020277","1","23246220","8.1096e-06","0.0018","C"
"1","Trait1","mrMLM","PstI.TP1256502","1","23777666","3.9481e-06","9e-04","A"
"1","Trait1","mrMLM","PstI.TP884909","1","23972025","2.1862e-05","0.0049","C"
"1","Trait1","mrMLM","PstI.TP399827","1","24803273","-5.2305e-06","0.0012","A"
"1","Trait1","mrMLM","PstI.TP98839","1","25165051","-1.6171e-05","0.0036","C"
"1","Trait1","mrMLM","PstI.TP543090","1","25480362","-0.0654","0.369","A"
"1","Trait1","mrMLM","PstI.TP21552","1","26847368","-3.5624e-06","8e-04","A"
"1","Trait1","mrMLM","PstI.TP757921","1","26848011","1.288e-05","0.0029","A"
"1","Trait1","mrMLM","PstI.TP288641","1","27158173","-2.2361e-05","0.005","A"
"1","Trait1","mrMLM","PstI.TP176880","1","28241729","1.9547e-05","0.0044","A"
"1","Trait1","mrMLM","PstI.TP896979","1","28970255","4.0332e-06","9e-04","G"
"1","Trait1","mrMLM","PstI.TP150197","1","30650620","1.6128e-05","0.0036","G"
"1","Trait1","mrMLM","PstI.TP31070","1","30825121","-0.1222","0.8291","C"
"1","Trait1","mrMLM","PstI.TP510044","1","31327463","4.5906e-06","0.001","C"
"1","Trait1","mrMLM","PstI.TP1104697","1","34536264","7.4729e-06","0.0017","C"
"1","Trait1","mrMLM","PstI.TP231608","1","46403489","-3.4041e-05","0.0076","A"
"1","Trait1","mrMLM","PstI.TP1213378","1","46786394","0.0061","0.0971","C"
"1","Trait1","mrMLM","PstI.TP286748","1","49731278","-1.5545e-05","0.0035","A"
"1","Trait1","mrMLM","PstI.TP261824","1","50142562","-5.2372e-06","0.0012","A"
"1","Trait1","mrMLM","PstI.TP1189297","1","50142670","-3.025e-06","7e-04","A"
"1","Trait1","mrMLM","PstI.TP122157","1","50223254","0.0362","0.2647","A"
"1","Trait1","mrMLM","PstI.TP15027","1","50852753","6.8654e-06","0.0015","C"
"1","Trait1","mrMLM","PstI.TP1138376","1","51888724","-8.7747e-06","0.002","A"
"1","Trait1","mrMLM","PstI.TP481755","1","51889649","-2.3479e-06","5e-04","G"
"1","Trait1","mrMLM","PstI.TP452799","1","52828554","-0.0348","0.5524","A"
"1","Trait1","mrMLM","PstI.TP1134497","1","53143016","-0.0333","0.5363","C"
"1","Trait1","mrMLM","PstI.TP378778","1","54121051","0.0156","0.2366","G"
"1","Trait1","mrMLM","PstI.TP665437","1","54999161","-0.0547","0.3169","C"
"1","Trait1","mrMLM","PstI.TP160672","1","55685308","2.5118e-05","0.0056","A"
"1","Trait1","mrMLM","PstI.TP1167747","1","56262223","8.399e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP1007712","1","56295361","-1.1103e-05","0.0025","A"
"1","Trait1","mrMLM","PstI.TP1255073","1","56318472","8.8449e-06","0.002","C"
"1","Trait1","mrMLM","PstI.TP309283","1","56385216","-5.447e-06","0.0012","A"
"1","Trait1","mrMLM","NsiI.TP742789","1","56568036","-9.5063e-06","0.0021","A"
"1","Trait1","mrMLM","PstI.TP822327","1","56871868","-1.0741e-05","0.0024","A"
"1","Trait1","mrMLM","PstI.TP377200","1","56910407","0.0044","0.1216","G"
"1","Trait1","mrMLM","PstI.TP1041006","1","57001520","3.0301e-05","0.0068","C"
"1","Trait1","mrMLM","PstI.TP807213","1","57183105","-2.0744e-05","0.0046","C"
"1","Trait1","mrMLM","PstI.TP1165736","1","57192298","1.8223e-05","0.0041","C"
"1","Trait1","mrMLM","PstI.TP264010","1","57283338","5.8142e-06","0.0013","A"
"1","Trait1","mrMLM","PstI.TP445858","1","57330069","-0.1973","1.0617","C"
"1","Trait1","mrMLM","NsiI.TP459313","1","57397568","1.0577e-05","0.0024","A"
"1","Trait1","mrMLM","NsiI.TP758763","1","57499558","-1.0037e-05","0.0022","G"
"1","Trait1","mrMLM","PstI.TP1152180","1","57665941","-9.5998e-06","0.0021","C"
"1","Trait1","mrMLM","NsiI.TP755202","1","57718474","-0.0298","0.2822","C"
"1","Trait1","mrMLM","PstI.TP9065","1","57881166","-1.6899e-05","0.0038","A"
"1","Trait1","mrMLM","PstI.TP708344","1","57964831","-2.7023e-05","0.0061","A"
"1","Trait1","mrMLM","PstI.TP720409","1","58165134","-0.0434","0.6821","C"
"1","Trait1","mrMLM","PstI.TP306310","1","58165810","-1.1206e-05","0.0025","C"
"1","Trait1","mrMLM","NsiI.TP20336","1","58285925","-0.1169","0.7953","C"
"1","Trait1","mrMLM","NsiI.TP326794","1","58346265","1.0267e-05","0.0023","C"
"1","Trait1","mrMLM","PstI.TP607895","1","58398018","-1.8857e-05","0.0042","C"
"1","Trait1","mrMLM","NsiI.TP509280","1","58994548","3.5525e-05","0.008","G"
"1","Trait1","mrMLM","PstI.TP975092","1","59040624","-0.0083","0.1238","C"
"1","Trait1","mrMLM","PstI.TP502131","1","59426545","-3.865e-06","9e-04","C"
"1","Trait1","mrMLM","PstI.TP816116","1","59685970","-0.106","0.8122","A"
"1","Trait1","mrMLM","NsiI.TP45219","1","60042018","-1.2961e-06","3e-04","C"
"1","Trait1","mrMLM","PstI.TP457393","1","60097068","-1.4197e-05","0.0032","C"
"1","Trait1","mrMLM","PstI.TP1185674","1","60148122","-0.1385","1.0797","A"
"1","Trait1","mrMLM","NsiI.TP337751","1","60167980","0.0613","1.0303","C"
"1","Trait1","mrMLM","NsiI.TP94007","1","60313546","-5.326e-07","1e-04","C"
"1","Trait1","mrMLM","PstI.TP110030","1","60421130","0.0273","0.4524","A"
"1","Trait1","mrMLM","PstI.TP1014707","1","60949616","2.4871e-05","0.0056","C"
"1","Trait1","mrMLM","PstI.TP774975","1","61157443","1.003e-05","0.0022","C"
"1","Trait1","mrMLM","PstI.TP1246681","1","61289286","0.0259","0.201","C"
"1","Trait1","mrMLM","PstI.TP365645","1","61353360","-0.0345","0.3618","A"
"1","Trait1","mrMLM","PstI.TP1040444","1","61649660","-0.04","0.3364","C"
"1","Trait1","mrMLM","PstI.TP483846","1","61901448","1.2208e-05","0.0027","C"
"1","Trait1","mrMLM","PstI.TP288904","1","62080065","-1.6466e-06","4e-04","C"
"1","Trait1","mrMLM","PstI.TP153019","1","62238600","7.2579e-06","0.0016","A"
"1","Trait1","mrMLM","NsiI.TP462536","1","62433879","-5.3239e-06","0.0012","A"
"1","Trait1","mrMLM","PstI.TP1235985","1","62443684","-1.5056e-05","0.0034","A"
"1","Trait1","mrMLM","PstI.TP116028","1","62738111","-0.1045","0.8407","G"
"1","Trait1","mrMLM","PstI.TP332665","1","62857264","0.0608","0.4589","A"
"1","Trait1","mrMLM","PstI.TP1032405","1","62899325","0.0128","0.1643","G"
"1","Trait1","mrMLM","PstI.TP834485","1","62936010","-2.3195e-05","0.0052","A"
"1","Trait1","mrMLM","PstI.TP420801","1","62946889","-1.4203e-05","0.0032","G"
"1","Trait1","mrMLM","PstI.TP428256","1","63323451","-8.7005e-06","0.0019","C"
"1","Trait1","mrMLM","NsiI.TP56624","1","63509426","-1.5834e-05","0.0035","A"
"1","Trait1","mrMLM","PstI.TP84880","1","63680478","-9.7482e-06","0.0022","C"
"1","Trait1","mrMLM","PstI.TP59594","1","63737514","8.5331e-06","0.0019","C"
"1","Trait1","mrMLM","NsiI.TP267317","1","63808055","-0.0896","1.5228","C"
"1","Trait1","mrMLM","PstI.TP622702","1","63849924","2.5878e-05","0.0058","C"
"1","Trait1","mrMLM","PstI.TP403217","1","63867116","-0.1021","0.678","C"
"1","Trait1","mrMLM","PstI.TP816739","1","64060896","5.7517e-06","0.0013","C"
"1","Trait1","mrMLM","NsiI.TP188409","1","64102768","0.026","0.2002","A"
"1","Trait1","mrMLM","PstI.TP1252633","1","64114120","2.7433e-05","0.0061","A"
"1","Trait1","mrMLM","PstI.TP820348","1","64116607","-1.8637e-05","0.0042","A"
"1","Trait1","mrMLM","NsiI.TP88778","1","64177819","-0.1753","1.5481","A"
"1","Trait1","mrMLM","PstI.TP1281541","1","64484981","0.146","0.886","A"
"1","Trait1","mrMLM","PstI.TP997652","1","64799296","-7.2615e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP833589","1","64801253","-0.031","0.2409","A"
"1","Trait1","mrMLM","PstI.TP691274","1","64882579","0.227","1.0605","A"
"1","Trait1","mrMLM","PstI.TP944748","1","64883503","1.2582e-06","3e-04","A"
"1","Trait1","mrMLM","NsiI.TP55636","1","64902964","6.9772e-06","0.0016","C"
"1","Trait1","mrMLM","PstI.TP876794","1","65066495","-6.6032e-08","1.4685e-05","C"
"1","Trait1","mrMLM","PstI.TP961110","1","65184135","-3.9387e-05","0.0089","C"
"1","Trait1","mrMLM","PstI.TP477712","1","65237054","-2.2112e-05","0.0049","C"
"1","Trait1","mrMLM","PstI.TP197677","1","65249144","0.0248","0.3344","C"
"1","Trait1","mrMLM","PstI.TP669936","1","65249574","6.4113e-06","0.0014","C"
"1","Trait1","mrMLM","PstI.TP358803","1","65256453","5.961e-06","0.0013","C"
"1","Trait1","mrMLM","PstI.TP924658","1","65264909","-2.9176e-05","0.0065","A"
"1","Trait1","mrMLM","NsiI.TP615624","1","65289533","-0.009","0.1593","C"
"1","Trait1","mrMLM","PstI.TP68682","1","65572744","4.3401e-06","0.001","C"
"1","Trait1","mrMLM","PstI.TP966260","1","65795867","1.339e-05","0.003","A"
"1","Trait1","mrMLM","PstI.TP530837","1","65836675","3.1635e-05","0.0071","A"
"1","Trait1","mrMLM","NsiI.TP117758","1","66087512","-1.043e-05","0.0023","A"
"1","Trait1","mrMLM","PstI.TP46198","1","66096584","-2.5828e-06","6e-04","C"
"1","Trait1","mrMLM","PstI.TP69498","1","66230707","-8.7164e-06","0.0019","A"
"1","Trait1","mrMLM","NsiI.TP66906","1","66339343","-1.6255e-05","0.0036","A"
"1","Trait1","mrMLM","NsiI.TP763660","1","66404152","-2.989e-05","0.0067","G"
"1","Trait1","mrMLM","NsiI.TP482264","1","66520178","-0.0248","0.222","A"
"1","Trait1","mrMLM","PstI.TP393536","1","66632271","2.2399e-06","5e-04","C"
"1","Trait1","mrMLM","PstI.TP1084761","1","66720416","-4.9888e-06","0.0011","C"
"1","Trait1","mrMLM","NsiI.TP575744","1","66841969","-2.0045e-05","0.0045","A"
"1","Trait1","mrMLM","NsiI.TP214866","1","66931515","-5.7585e-05","0.0089","A"
"1","Trait1","mrMLM","NsiI.TP459012","1","67058618","-0.0019","0.0436","A"
"1","Trait1","mrMLM","PstI.TP1102564","1","67094571","1.1851e-05","0.0026","A"
"1","Trait1","mrMLM","PstI.TP94366","1","67316019","4.3785e-06","0.001","G"
"1","Trait1","mrMLM","PstI.TP1171121","1","67376990","-1.8466e-06","4e-04","A"
"1","Trait1","mrMLM","PstI.TP787593","1","67474277","-4.2904e-08","9.5428e-06","A"
"1","Trait1","mrMLM","PstI.TP148680","1","67724801","0.0197","0.3166","A"
"1","Trait1","mrMLM","PstI.TP678255","1","67745947","-3.3042e-05","0.0074","A"
"1","Trait1","mrMLM","PstI.TP209249","1","67863639","-1.3046e-05","0.0029","C"
"1","Trait1","mrMLM","NsiI.TP712037","1","67933970","2.8137e-05","0.0063","G"
"1","Trait1","mrMLM","PstI.TP420086","1","68042057","-1.4473e-05","0.0032","A"
"1","Trait1","mrMLM","PstI.TP820370","1","68065605","1.9443e-05","0.0043","G"
"1","Trait1","mrMLM","NsiI.TP624683","1","68159137","0.0588","0.4706","C"
"1","Trait1","mrMLM","NsiI.TP700374","1","68176238","1.7704e-05","0.004","C"
"1","Trait1","mrMLM","PstI.TP1021466","1","68344473","-0.0179","0.2038","C"
"1","Trait1","mrMLM","NsiI.TP576771","1","68414794","-0.0743","0.3948","A"
"1","Trait1","mrMLM","PstI.TP1131578","1","68512918","5.0097e-06","0.0011","A"
"1","Trait1","mrMLM","PstI.TP929783","1","68577350","2.5003e-05","0.0056","A"
"1","Trait1","mrMLM","PstI.TP577286","1","68698894","5.4874e-05","0.0124","C"
"1","Trait1","mrMLM","NsiI.TP252602","1","68982448","-6.4172e-06","0.0014","C"
"1","Trait1","mrMLM","PstI.TP1045708","1","69041513","-1.545e-05","0.0034","C"
"1","Trait1","mrMLM","NsiI.TP801056","1","69044428","-1.3232e-05","0.003","C"
"1","Trait1","mrMLM","PstI.TP871336","1","69055455","-0.0416","0.326","A"
