"","Name","Chromosome","Position","OWA"
"26484","PstI.TP396517",1,1727743,0.507139945742671
"25914","PstI.TP362194",1,1738428,0.120465488983967
"3480","NsiI.TP257038",1,1777966,0.0264221867893331
"4820","NsiI.TP331446",1,1795203,0.336245374556274
"26645","PstI.TP404971",1,1802717,0.494340173098638
"31699","PstI.TP752031",1,1812794,0.555666694592714
"19289","PstI.TP1164925",1,1823087,0.06673780367159
"24237","PstI.TP267190",1,1826471,0.273467973902951
"25842","PstI.TP358550",1,1827875,0
"22221","PstI.TP162847",1,1850794,0
"35576","PstI.TP973765",1,1850824,0.750372004386858
"30159","PstI.TP662746",1,1875120,1.40952574519613
"2297","NsiI.TP198999",1,1902613,0.147223859257842
"28954","PstI.TP569202",1,1913143,0.52200818761566
"22815","PstI.TP193367",1,1929457,0.443487026904555
"16450","PstI.TP1004354",1,1929463,0.143094633392784
"34929","PstI.TP929619",1,1952038,0
"9199","NsiI.TP501075",1,1970427,0.535208452103198
"2559","NsiI.TP212267",1,1974353,0.135320671622709
"17714","PstI.TP1073657",1,1992755,0.0423426890795127
"5117","NsiI.TP346928",1,2007649,0.103559545300726
"8240","NsiI.TP465382",1,2030255,0
"26840","PstI.TP417865",1,2030761,0.000469745383310073
"12731","NsiI.TP666080",1,2031570,0.0986940800210844
"14890","NsiI.TP76995",1,2035657,0.560235334336699
"18290","PstI.TP1108087",1,2058532,1.17052244169734
"9682","NsiI.TP520381",1,2061408,0.121497758567957
"35081","PstI.TP937968",1,2082361,0.204385625926683
"34164","PstI.TP885267",1,2084430,0.156189146101014
"9764","NsiI.TP522007",1,2084710,0.306032045330861
"33920","PstI.TP871791",1,2088837,1.04688958046726
"19440","PstI.TP1172854",1,2090281,1.01811956018335
"6538","NsiI.TP412045",1,2102732,1.58320316596879
"3408","NsiI.TP252447",1,2106782,0.407922556801271
"22828","PstI.TP194713",1,2118577,0.0811057641549434
"35913","PstI.TP992189",1,2128106,0.660238530781359
"2837","NsiI.TP224834",1,2135892,0
"15713","NsiI.TP812198",1,2141115,0
"17722","PstI.TP1074104",1,2141726,1.29112287138444
"19220","PstI.TP1161765",1,2167489,0
"36009","PstI.TP99836",1,2167938,0.610188055937683
"21188","PstI.TP127171",1,2168030,0.608199321572305
"18848","PstI.TP1142098",1,2178144,0.0794395145700903
"14895","NsiI.TP77014",1,2184209,0
"24601","PstI.TP291430",1,2184590,0.256043087429343
"22941","PstI.TP19978",1,2238336,0
"29679","PstI.TP627948",1,2248757,0
"27405","PstI.TP456950",1,2253706,0.35201428333507
"7384","NsiI.TP435455",1,2255018,0.0499703228393916
"231","GFSSContig18743_720",1,2267526,0.488755724426588
"21573","PstI.TP1294018",1,2280325,1.52770242988195
"7939","NsiI.TP452359",1,2295850,0.56542490108222
"28922","PstI.TP56186",1,2315028,0
"28939","PstI.TP56795",1,2315051,0
"25870","PstI.TP35983",1,2316412,0
"17791","PstI.TP1078305",1,2344174,1.08609548853638
"31284","PstI.TP729908",1,2358833,0
"11030","NsiI.TP581618",1,2360930,0
"22292","PstI.TP167208",1,2365447,0.491719815250814
"17660","PstI.TP1070532",1,2365508,0.139099108252029
"27064","PstI.TP435581",1,2382439,0.856954016667283
"15942","NsiI.TP823476",1,2397333,0.302022111566479
"35416","PstI.TP962587",1,2401015,0
"17482","PstI.TP1061070",1,2406219,0.30757933610303
"21158","PstI.TP1270297",1,2407541,0.43259679954419
"7422","NsiI.TP436516",1,2429323,0
"33104","PstI.TP830503",1,2436800,0
"20562","PstI.TP1236997",1,2443424,0.0982689517036373
"30088","PstI.TP653218",1,2466683,0.0531675451171455
"31321","PstI.TP731711",1,2484952,0.175983272783875
"29163","PstI.TP584911",1,2497040,0.0893218542712839
"16634","PstI.TP101400",1,2524399,0.0457072113466321
"33934","PstI.TP87257",1,2524425,0
"9466","NsiI.TP509743",1,2527815,0.127233016813701
"19896","PstI.TP1194780",1,2560012,0.715386092014759
"19898","PstI.TP1194789",1,2560027,0.304276609643665
"19897","PstI.TP1194784",1,2560051,0.51630304585475
"30482","PstI.TP684585",1,2561805,1.136531540564
"17974","PstI.TP108989",1,2588793,0
"20357","PstI.TP1224775",1,2595649,0
"15778","NsiI.TP814891",1,2595684,0.129849853879141
"35468","PstI.TP966432",1,2596832,0
"24773","PstI.TP302196",1,2600097,0.991134947471351
"6842","NsiI.TP421700",1,2601493,0
"8785","NsiI.TP486649",1,2601704,0
"14394","NsiI.TP747936",1,2617302,0.499361893274662
"20311","PstI.TP12220",1,2623236,0.165201063962993
"33370","PstI.TP84372",1,2643915,0.23362761693609
"33371","PstI.TP84374",1,2643932,0.000860992399641092
"20524","PstI.TP1234629",1,2650110,0.0200599514643946
"3577","NsiI.TP262405",1,2659265,0.851952123608376
"18072","PstI.TP1095066",1,2661867,0.371182577750974
"7415","NsiI.TP436355",1,2683471,0.35588732394974
"34656","PstI.TP91366",1,2683935,0.755390155043
"34657","PstI.TP91367",1,2683983,0.296797872096604
"3580","NsiI.TP262723",1,2701695,0
"25920","PstI.TP362461",1,2717854,0.899981558734273
"15642","NsiI.TP810022",1,2736782,0
"5115","NsiI.TP346840",1,2737708,1.28843202090735
"11606","NsiI.TP612",1,2739494,0.410136172020592
"10178","NsiI.TP543728",1,2758860,0.103646042612609
"8559","NsiI.TP476081",1,2787885,0.299561957840867
"20680","PstI.TP1243434",1,2816817,0
"27149","PstI.TP441536",1,2816855,0.759634165079838
"17899","PstI.TP1085601",1,2820903,0.632062933528237
"15604","NsiI.TP807937",1,2822504,0
"4347","NsiI.TP307886",1,2823030,0.0599349712978201
"11453","NsiI.TP603286",1,2837607,0.464070149039545
"25194","PstI.TP322672",1,2846372,0.552600771316846
"30120","PstI.TP65696",1,2848477,0.560003650055403
"17903","PstI.TP1085884",1,2858599,0.228375080177922
"11666","NsiI.TP615715",1,2859563,0.0157603833552375
"11392","NsiI.TP601192",1,2877217,0.326486331778634
"28444","PstI.TP525202",1,2884119,0.454809155373539
"30559","PstI.TP68906",1,2893380,0.387245096420268
"3330","NsiI.TP248493",1,2912143,0.569787580202235
"3331","NsiI.TP248494",1,2912156,0.189382573162644
"15495","NsiI.TP800628",1,2914696,0.1050956634041
"23330","PstI.TP218456",1,2917050,0.278575030659162
"8472","NsiI.TP472422",1,2943582,0.698874408760164
"32761","PstI.TP808618",1,2956046,0.0292127175132128
"33918","PstI.TP87177",1,2958035,0.0844738569355566
"34581","PstI.TP910121",1,2970548,0.217012816244181
"9232","NsiI.TP502177",1,2971516,0.444529916411214
"31481","PstI.TP740841",1,2979318,2.44188211341076
"31403","PstI.TP736503",1,2979376,1.28924563247074
"15385","NsiI.TP795690",1,2979520,0.745550123310381
"23697","PstI.TP23705",1,2985941,0.189726548860707
"21131","PstI.TP1268585",1,2988383,0.140935024529284
"24225","PstI.TP266209",1,3006594,0.924389862669764
"8520","NsiI.TP474256",1,3014149,0
"9813","NsiI.TP523557",1,3014710,0.377399220485821
"21032","PstI.TP1262838",1,3015902,0.127210340551487
"28460","PstI.TP526532",1,3016481,0.0119538161309103
"25923","PstI.TP362775",1,3016582,0.129910660165991
"4325","NsiI.TP307255",1,3020815,0
"30035","PstI.TP648800",1,3026447,0.928568614816361
"29294","PstI.TP59735",1,3027630,0
"33488","PstI.TP849876",1,3050119,0.132689491490716
"21141","PstI.TP1268920",1,3050813,0
"12348","NsiI.TP641200",1,3051168,0
"30130","PstI.TP66009",1,3078783,0
"30612","PstI.TP691644",1,3081682,0
"11445","NsiI.TP603018",1,3084527,0.630924104036994
"4682","NsiI.TP326185",1,3085249,1.58990059580549
"13925","NsiI.TP720846",1,3087651,0
"28066","PstI.TP496269",1,3093556,0
"27705","PstI.TP47659",1,3099267,0
"27704","PstI.TP47658",1,3099273,0.0855933000397384
"15666","NsiI.TP810718",1,3099667,0.243006829397407
"11963","NsiI.TP624882",1,3100006,0.873090550912836
"31980","PstI.TP768785",1,3108150,0.54798965027258
"9698","NsiI.TP520698",1,3113038,0.728880147870925
"26456","PstI.TP394468",1,3118128,1.54138794609248
"14427","NsiI.TP749903",1,3170487,0.908629761604567
"4265","NsiI.TP304061",1,3171203,0
"10163","NsiI.TP542903",1,3218791,0.798864047605982
"2969","NsiI.TP231108",1,3222611,0.0377645158601547
"6226","NsiI.TP400110",1,3226080,0
"23216","PstI.TP21363",1,3287441,0
"17996","PstI.TP1091652",1,3288560,0.597072091278176
"4570","NsiI.TP320544",1,3288804,0.778127811957456
"34766","PstI.TP919804",1,3298099,0.209448187990116
"2544","NsiI.TP211514",1,3302756,0
"23125","PstI.TP209693",1,3305106,0
"24273","PstI.TP269249",1,3305595,0.312371690055977
"19682","PstI.TP1184342",1,3305691,0.148832023923045
"31488","PstI.TP741170",1,3312416,0
"29651","PstI.TP626124",1,3342723,0
"1910","NsiI.TP177729",1,3353639,0.510998666144415
"9640","NsiI.TP518551",1,3353724,0
"21334","PstI.TP1279908",1,3354502,0.769363102478964
"17442","PstI.TP1059573",1,3357749,0.451500952309523
"7127","NsiI.TP428684",1,3363336,0.490272485196471
"11042","NsiI.TP582201",1,3374367,0
"9323","NsiI.TP504485",1,3381640,0
"20672","PstI.TP1243055",1,3389055,0
"29833","PstI.TP637101",1,3390212,0.481619290330516
"3561","NsiI.TP260939",1,3396877,0.00646893744974897
"20694","PstI.TP1244443",1,3397749,0.874263952600028
"3213","NsiI.TP24278",1,3414839,0
"29757","PstI.TP632135",1,3443106,0.629215799756514
"13120","NsiI.TP679512",1,3457260,0
"19977","PstI.TP1199997",1,3471828,0
"31786","PstI.TP757375",1,3471897,0
"30122","PstI.TP65781",1,3479205,0.516275888765061
"22479","PstI.TP17640",1,3513489,0.615355079620513
"27396","PstI.TP456045",1,3516456,0.540381529619524
"31218","PstI.TP726521",1,3535515,1.38218604026128
"22003","PstI.TP149871",1,3568761,0.38764330688658
"26120","PstI.TP374511",1,3576636,0.0138096288501436
"21122","PstI.TP1267977",1,3576713,0.240305184058159
"23154","PstI.TP210807",1,3577073,0.0212256277614148
"23295","PstI.TP217326",1,3620492,0.75630876035164
"19097","PstI.TP1155202",1,3620639,0
"199","GFSSContig18013_689",1,3623605,0.63296262618911
"176","GFSSContig1730_934",1,3627877,0.423608678519162
"23544","PstI.TP227791",1,3658866,0.184470352679313
"30257","PstI.TP669284",1,3667773,0
"35554","PstI.TP972367",1,3682483,1.72936968598168
"20327","PstI.TP12228",1,3683456,0.398483316401041
"26116","PstI.TP374309",1,3692759,0.301263095701818
"35399","PstI.TP961085",1,3705536,0.0901800667525346
"23343","PstI.TP21889",1,3705780,0.0600345640023738
"23682","PstI.TP236358",1,3737433,0.168695028275176
"25508","PstI.TP339980",1,3742769,1.4398596541363
"1895","NsiI.TP177313",1,3751879,0
"22147","PstI.TP15894",1,3778286,0.936508604971636
"25751","PstI.TP353084",1,3778381,0.362104544131295
"5852","NsiI.TP38024",1,3799851,0.112325897640104
"19504","PstI.TP1175821",1,3851577,0
"12866","NsiI.TP670277",1,3855543,0.40043667884285
"20366","PstI.TP12252",1,3868495,0.989321360302803
"33485","PstI.TP84946",1,3887760,0.340074845684535
"14045","NsiI.TP730040",1,3910389,0.557982377636593
"2766","NsiI.TP221823",1,3948125,0
"17323","PstI.TP1053336",1,3955998,0.429425675266754
"6300","NsiI.TP403662",1,3957731,2.22163288318927
"11216","NsiI.TP591769",1,3965582,1.62854089600884
"25550","PstI.TP343137",1,3988996,0.124512598155837
"28304","PstI.TP51305",1,3991347,0.377132942358404
"22650","PstI.TP184548",1,4015875,0.30645314584824
"2900","NsiI.TP227654",1,4023324,0
"34253","PstI.TP891020",1,4033768,0.499437314026798
"18410","PstI.TP1114972",1,4045057,0
"18933","PstI.TP1146887",1,4048849,0.249507327459923
"16503","PstI.TP1007615",1,4064445,0
"6732","NsiI.TP418157",1,4070487,0.51382982896586
"21106","PstI.TP1266866",1,4075813,0
"10650","NsiI.TP564528",1,4080985,0
"23620","PstI.TP231983",1,4083370,1.10486503392307
"12964","NsiI.TP673754",1,4124063,1.115870318083
"26287","PstI.TP384512",1,4144052,1.22531360183576
"27852","PstI.TP48404",1,4196705,0
"9070","NsiI.TP495513",1,4196957,0.306654036857777
"14408","NsiI.TP748831",1,4198755,0.74151395193571
"19188","PstI.TP1160229",1,4204691,0
"22540","PstI.TP17940",1,4209698,0
"25623","PstI.TP346636",1,4227896,0.494480435844226
"28682","PstI.TP539908",1,4267394,0.237893318778964
"29698","PstI.TP629259",1,4276027,1.51893028994716
"29697","PstI.TP629254",1,4276045,0
"2843","NsiI.TP225206",1,4278964,0
"29323","PstI.TP599866",1,4279155,0.0666699991716976
"30842","PstI.TP704354",1,4298455,0.350505322294924
"31396","PstI.TP736289",1,4314719,0
"9109","NsiI.TP497468",1,4342825,0.220187494929816
"34600","PstI.TP911466",1,4343935,2.54800880189878
"25014","PstI.TP314275",1,4369536,0
"32949","PstI.TP820611",1,4393513,0
"2085","NsiI.TP188114",1,4401488,0
"3051","NsiI.TP235210",1,4408895,0.0546615594803256
"23431","PstI.TP222764",1,4421935,0.220085485013846
"80","GFSSContig12925_418",1,4422459,0.946111356196246
"13394","NsiI.TP693921",1,4440364,0.143829247195699
"16642","PstI.TP1014212",1,4444231,0.181562080022952
"19209","PstI.TP1161147",1,4451923,0
"6596","NsiI.TP414259",1,4455947,0
"21829","PstI.TP140451",1,4460094,0.48151180129908
"8305","NsiI.TP467384",1,4465685,0.442562969024842
"6114","NsiI.TP39399",1,4465777,0.273633240053576
"7287","NsiI.TP432788",1,4467622,0.198229541640368
"11393","NsiI.TP601351",1,4467655,0.308211458393591
"8786","NsiI.TP486661",1,4467735,0.686577627211688
"6611","NsiI.TP414683",1,4485212,0.311006798218739
"10850","NsiI.TP574174",1,4493796,0
"13023","NsiI.TP675939",1,4512107,0.248450385524172
"5654","NsiI.TP370249",1,4530033,0
"26624","PstI.TP403796",1,4535758,0
"26625","PstI.TP403850",1,4535788,0
"26626","PstI.TP403890",1,4535793,0.0360286573947208
"2303","NsiI.TP199266",1,4536282,0.373313170666642
"19628","PstI.TP1181755",1,4538349,1.76605616030187
"20799","PstI.TP1250346",1,4555696,0.279448981905852
"5010","NsiI.TP340740",1,4578881,0.0394773463927999
"21643","PstI.TP131557",1,4584058,0.287185384414652
"26959","PstI.TP426347",1,4584143,0.179214367627493
"28229","PstI.TP508233",1,4588529,0.0529402420190551
"5918","NsiI.TP384361",1,4589554,0
"23247","PstI.TP214969",1,4591303,0.450471861264618
"7757","NsiI.TP44353",1,4593181,0.0850632496436119
"4216","NsiI.TP301688",1,4594203,0.642511824887522
"16782","PstI.TP1022656",1,4620609,0.0111408380333556
"8349","NsiI.TP468762",1,4620729,0.911266505080887
"123","GFSSContig15281_3466",1,4622395,0.0867596871573686
"21411","PstI.TP1284267",1,4623696,1.2370133534543
"16547","PstI.TP1009631",1,4625223,0.249645727474038
"15930","NsiI.TP82287",1,4640346,0.0750043174375408
"5146","NsiI.TP348206",1,4668970,0.457006385327173
"19517","PstI.TP1176986",1,4675228,0.150525146732072
"17043","PstI.TP1038860",1,4677799,0.0743073584895738
"35735","PstI.TP982823",1,4677828,1.14752201660843
"23967","PstI.TP253046",1,4690705,0.3197360736849
"6055","NsiI.TP391090",1,4693160,0
"27404","PstI.TP456930",1,4693819,0.130242926489063
"7920","NsiI.TP450894",1,4698796,0.0171523604529404
"24869","PstI.TP307588",1,4762662,0.287636860619406
"34774","PstI.TP920636",1,4777048,0.291747641724681
"19352","PstI.TP1168479",1,4789991,0.377836720294235
"12692","NsiI.TP664576",1,4800417,0.843542740886199
"26474","PstI.TP395577",1,4836167,0
"34168","PstI.TP885531",1,4878428,0.262930204677038
"35240","PstI.TP947391",1,4891496,0
"25889","PstI.TP360448",1,4892312,0.150624368386963
"30472","PstI.TP683907",1,4900973,0.305024682803014
"4501","NsiI.TP31575",1,4926728,0
"960","NsiI.TP12890",1,4931988,0.174482658044429
"34632","PstI.TP912651",1,4932459,0
"2669","NsiI.TP21698",1,4937940,0.560989628924465
"4684","NsiI.TP326387",1,4938046,0.196869429115629
"18166","PstI.TP1100793",1,4939667,0.881193639628496
"17398","PstI.TP1056729",1,4939994,0.223864643337863
"1511","NsiI.TP157838",1,4943014,0
"21523","PstI.TP129148",1,4989914,0.065286265598451
"26584","PstI.TP402201",1,4990012,0.915830797039094
"26591","PstI.TP402429",1,4990016,1.47453584495145
"81","GFSSContig12956_423",1,4994838,0
"4714","NsiI.TP327562",1,5014848,0.0905087841389974
"31635","PstI.TP748688",1,5063937,0.380081972626457
"18813","PstI.TP1139990",1,5067430,0
"23375","PstI.TP220219",1,5091614,0
"21324","PstI.TP1279200",1,5095401,0
"26691","PstI.TP408948",1,5101286,0
"18603","PstI.TP1126882",1,5115206,0
"6158","NsiI.TP396103",1,5130670,0
"469","NsiI.TP104521",1,5158944,0.13700336222158
"14100","NsiI.TP732230",1,5223682,0
"32649","PstI.TP803325",1,5232863,0
"35220","PstI.TP946324",1,5257596,0.384426908745609
"2492","NsiI.TP207745",1,5280145,0
"13412","NsiI.TP694711",1,5307532,0
"30485","PstI.TP684655",1,5379329,0.347739014750392
"33168","PstI.TP833660",1,5379490,0.106315224533202
"20721","PstI.TP1245993",1,5381667,0.630943935958054
"32903","PstI.TP818000",1,5383679,0.966335082012335
"2055","NsiI.TP186834",1,5384525,0
"33165","PstI.TP833532",1,5408760,0.248509019966413
"23215","PstI.TP213596",1,5408780,0.364696928690578
"2011","NsiI.TP183355",1,5408909,0.12504982779016
"15638","NsiI.TP809916",1,5421388,0
"25344","PstI.TP33116",1,5454770,0.0922398248657513
"10478","NsiI.TP556033",1,5459542,0.350862128284483
"13372","NsiI.TP693304",1,5459602,0.0603784308571257
"10866","NsiI.TP574665",1,5460544,0.801117592225521
"5593","NsiI.TP367540",1,5460609,0
"24687","PstI.TP297431",1,5461181,0
"25963","PstI.TP364708",1,5483501,0.28351751524888
"16873","PstI.TP1027235",1,5483548,0.569498366522246
"12625","NsiI.TP66130",1,5486828,0.0140117943943369
"20794","PstI.TP1250143",1,5493583,0.10327107873584
"29207","PstI.TP58802",1,5496161,0.287554965481121
"34906","PstI.TP928135",1,5502147,0
"23112","PstI.TP209171",1,5529947,0.947839628117838
"2310","NsiI.TP199612",1,5531684,0
"35342","PstI.TP9547",1,5534818,0.185130461948836
"27709","PstI.TP476949",1,5536792,0.707477353794971
"19763","PstI.TP118830",1,5536868,0.628861335670288
"21763","PstI.TP137261",1,5540981,0.315692441195736
"27175","PstI.TP44335",1,5558934,0.8579023992875
"18382","PstI.TP1113834",1,5559012,0.244934038755291
"24608","PstI.TP291849",1,5571398,0.255856121422384
"21720","PstI.TP134953",1,5571436,0.576933683758099
"6808","NsiI.TP421037",1,5571751,0.735278622220679
"292","GFSSContig20018_283",1,5572945,0.34876084154387
"19055","PstI.TP1152372",1,5586472,1.48597215974535
"3400","NsiI.TP251927",1,5599747,0.332033533029745
"25244","PstI.TP32476",1,5631986,0.310494656812139
"16127","NsiI.TP83219",1,5636529,1.30038223842206
"29672","PstI.TP627555",1,5638058,0.124775516503868
"35759","PstI.TP984423",1,5649219,0
"3859","NsiI.TP279301",1,5652100,0
"29164","PstI.TP584919",1,5663458,0.27589312617196
"4358","NsiI.TP308650",1,5669500,0
"21349","PstI.TP1280528",1,5674758,0.237517812004838
"20817","PstI.TP125117",1,5706174,0.330077578560257
"20818","PstI.TP125118",1,5706204,0.275401867897761
"35691","PstI.TP980790",1,5717059,0
"9773","NsiI.TP522455",1,5717942,0
"6799","NsiI.TP420896",1,5726246,0.0907774872726431
"4455","NsiI.TP313532",1,5727346,1.16834989345389
"32767","PstI.TP808948",1,5727878,0
"10715","NsiI.TP568156",1,5733174,0.490386506348735
"30376","PstI.TP677745",1,5751851,0.889222035295531
"25814","PstI.TP356699",1,5752437,0
"13094","NsiI.TP678859",1,5757606,0.221876732297759
"6920","NsiI.TP423569",1,5760102,0
"28001","PstI.TP491506",1,5763887,0
"27065","PstI.TP43585",1,5767419,0.0109928650231153
"22151","PstI.TP159233",1,5767483,0.119024378080697
"23469","PstI.TP224103",1,5770168,0.806117283432572
"9015","NsiI.TP494167",1,5774178,0
"31452","PstI.TP739422",1,5776555,0
"31057","PstI.TP716030",1,5777867,0.275428619456056
"22418","PstI.TP174008",1,5805470,0
"9778","NsiI.TP522559",1,5821306,0.0634742033517257
"30877","PstI.TP705967",1,5858828,0.59976471551595
"32018","PstI.TP771091",1,5868071,0.0722048463805391
"9964","NsiI.TP530879",1,5870811,0.149868443444394
"9963","NsiI.TP530878",1,5870812,0
"33886","PstI.TP869720",1,5871355,0.0284540044148523
"21710","PstI.TP134289",1,5884192,0.463146969229946
"4715","NsiI.TP327602",1,5891442,0.0129932743315169
"10566","NsiI.TP560132",1,5891509,0
"25741","PstI.TP352750",1,5892417,0.0170415785841025
"30557","PstI.TP68903",1,5898727,0.317713626635935
"31691","PstI.TP751807",1,5899520,0.0141494191188555
"18056","PstI.TP109454",1,5900665,0
"5749","NsiI.TP375193",1,5909674,0.527800822385082
