"","Name","Chromosome","Position","SRD"
"18224","PstI.TP1132231",1,588023,0.238611864828977
"27985","PstI.TP536170",1,662254,1.11193701349124
"32864","PstI.TP854736",1,683267,0.350663262025113
"32444","PstI.TP83381",1,713539,0.420783414615038
"34479","PstI.TP94792",1,731905,0.588394153794025
"34724","PstI.TP968891",1,748410,0
"15132","NsiI.TP802651",1,754114,0.365267731533581
"16611","PstI.TP1039014",1,759496,0.118792243182954
"20261","PstI.TP1248576",1,760805,0.661895766510555
"3116","NsiI.TP241552",1,773227,0.0897171785000686
"3113","NsiI.TP241535",1,773253,0.212548181080681
"3845","NsiI.TP282375",1,773642,0.0162899661620775
"10278","NsiI.TP559422",1,781613,1.4303060592109
"28449","PstI.TP579974",1,783866,0.187845017456346
"17516","PstI.TP1090052",1,815564,0.029976162778715
"19719","PstI.TP1216290",1,817784,0.270248894375768
"2272","NsiI.TP199750",1,819727,0.549295661559833
"11483","NsiI.TP619705",1,820317,0
"28009","PstI.TP537601",1,822113,0.389755525819471
"10791","NsiI.TP585976",1,829048,0.796376978640706
"5254","NsiI.TP358960",1,864806,0.117852545112008
"18565","PstI.TP1152021",1,865447,0
"21282","PstI.TP139718",1,866121,0
"11157","NsiI.TP603024",1,882892,1.6294342757705
"22862","PstI.TP2218",1,905152,0.192548159974508
"6316","NsiI.TP410050",1,907438,0.219435827854678
"6317","NsiI.TP410051",1,907440,0
"30384","PstI.TP716618",1,918921,0
"25012","PstI.TP34534",1,923689,0.30596936964646
"30516","PstI.TP724910",1,925871,1.18233441845472
"25684","PstI.TP383349",1,950724,0.731302809427558
"15233","NsiI.TP809841",1,955990,0
"25888","PstI.TP39577",1,959521,0
"20229","PstI.TP1246584",1,1015480,1.12291197621254
"7542","NsiI.TP443042",1,1033284,1.12807139775012
"25188","PstI.TP354591",1,1050082,0.259701071189518
"17033","PstI.TP1060928",1,1054924,0.0412774590105241
"34718","PstI.TP968458",1,1145895,0.95544800228925
"32901","PstI.TP856852",1,1153760,0.206121462276814
"16141","PstI.TP1010387",1,1174408,0
"5709","NsiI.TP379925",1,1174994,0.194493799298871
"31422","PstI.TP775725",1,1175417,0.818146195568782
"33423","PstI.TP885953",1,1195721,0.190192570248199
"27886","PstI.TP530416",1,1196937,0.257485055802853
"15235","NsiI.TP809990",1,1199529,0.799258450146044
"11549","NsiI.TP621329",1,1209175,0
"21228","PstI.TP136460",1,1229717,0.346867255160541
"2812","NsiI.TP226174",1,1247110,0
"11570","NsiI.TP622",1,1250740,0.00608344606529598
"34547","PstI.TP952646",1,1257515,0.133795210801918
"6983","NsiI.TP429501",1,1266624,0.267496919563212
"18131","PstI.TP112674",1,1270544,0.0362165502786865
"4472","NsiI.TP321202",1,1270981,0.00397580899186792
"4473","NsiI.TP321203",1,1270985,0.493305469073389
"31159","PstI.TP761288",1,1274696,0
"15732","NsiI.TP83302",1,1275020,0.0660599618036131
"23363","PstI.TP250182",1,1293920,1.18023328296575
"1172","NsiI.TP139486",1,1336169,0.0916026301463208
"22822","PstI.TP219964",1,1343660,0.31226834108994
"3806","NsiI.TP280619",1,1353156,0
"8347","NsiI.TP476134",1,1354429,0.309727078264236
"33997","PstI.TP919568",1,1369588,0
"29338","PstI.TP646654",1,1399111,0.904936483837397
"3775","NsiI.TP279368",1,1408065,0
"6263","NsiI.TP408020",1,1421422,0.314578909578328
"13563","NsiI.TP72077",1,1422420,0
"40","GFSSContig11377_769",1,1481480,0.137170886305551
"13313","NsiI.TP707218",1,1504041,0
"2870","NsiI.TP229070",1,1511230,0
"21230","PstI.TP13650",1,1521127,0.410002882838306
"24736","PstI.TP329515",1,1537490,0.312203432879392
"18049","PstI.TP1121399",1,1542224,1.43983284573282
"13785","NsiI.TP735901",1,1547162,0.236866439622562
"24420","PstI.TP312988",1,1615878,0.830732639837579
"18654","PstI.TP115729",1,1627848,0
"3936","NsiI.TP287495",1,1629591,0.148235393988935
"15677","NsiI.TP830386",1,1644699,0.563579035066636
"16505","PstI.TP1031399",1,1661159,0.787929092995182
"21066","PstI.TP1294494",1,1663938,0
"25869","PstI.TP394777",1,1676644,0.786912602366772
"26767","PstI.TP455158",1,1676669,0.47414482570941
"15007","NsiI.TP796534",1,1682668,0
"13357","NsiI.TP709976",1,1682685,1.51359714221999
"11016","NsiI.TP595268",1,1683111,0
"24930","PstI.TP340129",1,1696284,0.249134237160788
"33311","PstI.TP879262",1,1711195,0.165336628739137
"25894","PstI.TP396517",1,1727743,0.10597390163312
"25329","PstI.TP362194",1,1738428,0.0436464335245735
"3405","NsiI.TP257038",1,1777966,1.19978361965824
"4703","NsiI.TP331446",1,1795203,0.127319994855368
"26050","PstI.TP404971",1,1802717,1.03108152008627
"31008","PstI.TP752031",1,1812794,0.212374092779653
"18807","PstI.TP1164925",1,1823087,0.279165424250521
"23676","PstI.TP267190",1,1826471,0.191643047378738
"25257","PstI.TP358550",1,1827875,0
"21689","PstI.TP162847",1,1850794,0
"34798","PstI.TP973765",1,1850824,0.150944864195694
"29494","PstI.TP662746",1,1875120,0.149621725658445
"2255","NsiI.TP198999",1,1902613,0.116585731485874
"28314","PstI.TP569202",1,1913143,0.290839057983796
"22280","PstI.TP193367",1,1929457,0.358902117719491
"16023","PstI.TP1004354",1,1929463,0.37533059521936
"34164","PstI.TP929619",1,1952038,0
"8968","NsiI.TP501075",1,1970427,0.336583678844585
"2512","NsiI.TP212267",1,1974353,0.588822060666759
"17259","PstI.TP1073657",1,1992755,0.421660093203421
"4992","NsiI.TP346928",1,2007649,0.132975020857832
"8034","NsiI.TP465382",1,2030255,0
"26240","PstI.TP417865",1,2030761,0.213597318099055
"12407","NsiI.TP666080",1,2031570,0.336679580158585
"14503","NsiI.TP76995",1,2035657,0.207919809705979
"17826","PstI.TP1108087",1,2058532,1.19235978451848
"9434","NsiI.TP520381",1,2061408,0.265326613787005
"34315","PstI.TP937968",1,2082361,1.32622305618474
"33414","PstI.TP885267",1,2084430,0.0257882746555546
"9515","NsiI.TP522007",1,2084710,0.0400417790792222
"33179","PstI.TP871791",1,2088837,0.288716361672008
"18956","PstI.TP1172854",1,2090281,0.392099262370677
"6383","NsiI.TP412045",1,2102732,0.312618751007353
"3333","NsiI.TP252447",1,2106782,0.331468945307294
"22293","PstI.TP194713",1,2118577,0.130601331159279
"35128","PstI.TP992189",1,2128106,0.0269361075334882
"2780","NsiI.TP224834",1,2135892,0
"15306","NsiI.TP812198",1,2141115,0
"17267","PstI.TP1074104",1,2141726,0.966158573713676
"18739","PstI.TP1161765",1,2167489,0
"35222","PstI.TP99836",1,2167938,1.18844390881508
"20678","PstI.TP127171",1,2168030,0.176286195547936
"18374","PstI.TP1142098",1,2178144,0.0491131027466232
"14508","NsiI.TP77014",1,2184209,0
"24036","PstI.TP291430",1,2184590,1.10837913213693
"22403","PstI.TP19978",1,2238336,0
"29018","PstI.TP627948",1,2248757,0
"26791","PstI.TP456950",1,2253706,0.031304884432298
"7206","NsiI.TP435455",1,2255018,0.196380620319221
"231","GFSSContig18743_720",1,2267526,0.00972262418871999
"21054","PstI.TP1294018",1,2280325,0.050971615169797
"7739","NsiI.TP452359",1,2295850,0.0186919938289198
"28282","PstI.TP56186",1,2315028,0
"28299","PstI.TP56795",1,2315051,0
"25285","PstI.TP35983",1,2316412,0
"17335","PstI.TP1078305",1,2344174,0.767756311707984
"10748","NsiI.TP581618",1,2360930,0
"21760","PstI.TP167208",1,2365447,0.399644713251471
"17208","PstI.TP1070532",1,2365508,0.0975215576008551
"26459","PstI.TP435581",1,2382439,0.218115144179259
"15530","NsiI.TP823476",1,2397333,0.17433972772675
"34641","PstI.TP962587",1,2401015,0
"17036","PstI.TP1061070",1,2406219,0.022318945151544
"20650","PstI.TP1270297",1,2407541,0.235077960955452
"32378","PstI.TP830503",1,2436800,0
"20058","PstI.TP1236997",1,2443424,0.92738018746883
"29423","PstI.TP653218",1,2466683,0.0325399317971154
"30634","PstI.TP731711",1,2484952,0.0166034746940392
"28520","PstI.TP584911",1,2497040,0.521694021421405
"16206","PstI.TP101400",1,2524399,0.54399027749075
"33192","PstI.TP87257",1,2524425,0
"9225","NsiI.TP509743",1,2527815,0.835899030570035
"19403","PstI.TP1194780",1,2560012,0.041033259145329
"19405","PstI.TP1194789",1,2560027,0.393277051250354
"19404","PstI.TP1194784",1,2560051,0.611564997565067
"29810","PstI.TP684585",1,2561805,0.579750947989638
"17515","PstI.TP108989",1,2588793,0
"19854","PstI.TP1224775",1,2595649,0
"15371","NsiI.TP814891",1,2595684,0.0674441909302907
"34693","PstI.TP966432",1,2596832,0
"24203","PstI.TP302196",1,2600097,0.146226810462098
"6682","NsiI.TP421700",1,2601493,0
"8566","NsiI.TP486649",1,2601704,0
"14023","NsiI.TP747936",1,2617302,0.0968770291226715
"19811","PstI.TP12220",1,2623236,0.0728902182013799
"32638","PstI.TP84372",1,2643915,0.244752737273906
"32639","PstI.TP84374",1,2643932,0.938608527387272
"20021","PstI.TP1234629",1,2650110,0.44783700185255
"3501","NsiI.TP262405",1,2659265,0.434961617330851
"17612","PstI.TP1095066",1,2661867,1.67957469335022
"7237","NsiI.TP436355",1,2683471,0.0377996355162067
"33895","PstI.TP91366",1,2683935,0.108892653507683
"33896","PstI.TP91367",1,2683983,0.168171108196686
"3504","NsiI.TP262723",1,2701695,0
"25335","PstI.TP362461",1,2717854,0.0536138351378469
"15237","NsiI.TP810022",1,2736782,0
"4990","NsiI.TP346840",1,2737708,0.478411733608123
"11313","NsiI.TP612",1,2739494,0.343219410067507
"9920","NsiI.TP543728",1,2758860,0.663630883813174
"8345","NsiI.TP476081",1,2787885,0.489666743387096
"20176","PstI.TP1243434",1,2816817,0
"26541","PstI.TP441536",1,2816855,0.214065558895214
"17441","PstI.TP1085601",1,2820903,0
"15200","NsiI.TP807937",1,2822504,0
"4246","NsiI.TP307886",1,2823030,0.0377457898895718
"11164","NsiI.TP603286",1,2837607,0.855828209865364
"24615","PstI.TP322672",1,2846372,0.25118885055213
"29455","PstI.TP65696",1,2848477,0.609454240853002
"17445","PstI.TP1085884",1,2858599,0.12376341886782
"11373","NsiI.TP615715",1,2859563,0.309529901397107
"11105","NsiI.TP601192",1,2877217,0.39917997333973
"27813","PstI.TP525202",1,2884119,0.315259194786013
"29887","PstI.TP68906",1,2893380,0.0817785919196287
"3257","NsiI.TP248493",1,2912143,0.357154174553144
"3258","NsiI.TP248494",1,2912156,0.181271606628313
"15093","NsiI.TP800628",1,2914696,0.018799868165614
"22784","PstI.TP218456",1,2917050,0.123158261387461
"8259","NsiI.TP472422",1,2943582,1.86662420174868
"32041","PstI.TP808618",1,2956046,0.733314711964498
"33177","PstI.TP87177",1,2958035,0.950185549160586
"33823","PstI.TP910121",1,2970548,0.17438990680212
"9001","NsiI.TP502177",1,2971516,0.138974250433762
"30793","PstI.TP740841",1,2979318,0
"30715","PstI.TP736503",1,2979376,1.40867278528016
"14988","NsiI.TP795690",1,2979520,0.758843160074222
"23145","PstI.TP23705",1,2985941,0.336991672387401
"20623","PstI.TP1268585",1,2988383,0.582391546095004
"23664","PstI.TP266209",1,3006594,0.713928506005797
"8306","NsiI.TP474256",1,3014149,0.266544792408063
"9563","NsiI.TP523557",1,3014710,1.00942635767039
"20525","PstI.TP1262838",1,3015902,0.340257620291297
"27829","PstI.TP526532",1,3016481,0.234768131350926
"25338","PstI.TP362775",1,3016582,0.752368405577852
"4224","NsiI.TP307255",1,3020815,0
"29370","PstI.TP648800",1,3026447,0.434127702291354
"28647","PstI.TP59735",1,3027630,0
"32751","PstI.TP849876",1,3050119,0.473520141240217
"20633","PstI.TP1268920",1,3050813,0
"12038","NsiI.TP641200",1,3051168,0
"29465","PstI.TP66009",1,3078783,0
"29940","PstI.TP691644",1,3081682,0
"11156","NsiI.TP603018",1,3084527,0.106970199922128
"4567","NsiI.TP326185",1,3085249,1.00669076596232
"27441","PstI.TP496269",1,3093556,0
"27086","PstI.TP47659",1,3099267,0
"27085","PstI.TP47658",1,3099273,0.853237788174764
"15261","NsiI.TP810718",1,3099667,0.0547478145171981
"11660","NsiI.TP624882",1,3100006,0.112738332305098
"31283","PstI.TP768785",1,3108150,0.716520382398954
"9450","NsiI.TP520698",1,3113038,0.879023728710217
"25866","PstI.TP394468",1,3118128,0.218238463810759
"14053","NsiI.TP749903",1,3170487,0.869605711654236
"9906","NsiI.TP542903",1,3218791,0.21896455421318
"2906","NsiI.TP231108",1,3222611,0.209378292818749
"6080","NsiI.TP400110",1,3226080,0
"22672","PstI.TP21363",1,3287441,0.175322423948951
"17536","PstI.TP1091652",1,3288560,0.151419190265638
"4459","NsiI.TP320544",1,3288804,0.492054967846733
"34004","PstI.TP919804",1,3298099,0.274163694269393
"2497","NsiI.TP211514",1,3302756,0
"22584","PstI.TP209693",1,3305106,0
"23712","PstI.TP269249",1,3305595,0.148782580639461
"19193","PstI.TP1184342",1,3305691,0.309375121220972
"30800","PstI.TP741170",1,3312416,0
"28991","PstI.TP626124",1,3342723,0.112621585344407
"1874","NsiI.TP177729",1,3353639,0.154397982875136
"9393","NsiI.TP518551",1,3353724,0
"20821","PstI.TP1279908",1,3354502,0.159217983444226
"16996","PstI.TP1059573",1,3357749,0.0903030401218749
"6958","NsiI.TP428684",1,3363336,0.0201528926331072
"10760","NsiI.TP582201",1,3374367,0
"9090","NsiI.TP504485",1,3381640,0
"20168","PstI.TP1243055",1,3389055,2.06766892684308
"29170","PstI.TP637101",1,3390212,0.0902871841401933
"3485","NsiI.TP260939",1,3396877,0.201287408576658
"20190","PstI.TP1244443",1,3397749,0.781516078613369
"3143","NsiI.TP24278",1,3414839,0
"29095","PstI.TP632135",1,3443106,0.592603362607786
"12782","NsiI.TP679512",1,3457260,0
"19482","PstI.TP1199997",1,3471828,0
"31094","PstI.TP757375",1,3471897,0
"29457","PstI.TP65781",1,3479205,0.186177638223049
"21947","PstI.TP17640",1,3513489,1.09566611302392
"30533","PstI.TP726521",1,3535515,0.0377791568864121
"21476","PstI.TP149871",1,3568761,0.706819500953012
"25533","PstI.TP374511",1,3576636,0.538069148952936
"20614","PstI.TP1267977",1,3576713,0.570936654525224
"22613","PstI.TP210807",1,3577073,0.252576830903772
"22750","PstI.TP217326",1,3620492,1.08722746696906
"18618","PstI.TP1155202",1,3620639,0
"199","GFSSContig18013_689",1,3623605,0.303757093672436
"176","GFSSContig1730_934",1,3627877,0.343572269789853
"22994","PstI.TP227791",1,3658866,0.338993784406239
"29591","PstI.TP669284",1,3667773,0
"34777","PstI.TP972367",1,3682483,0.76752423104777
"19826","PstI.TP12228",1,3683456,0.434788053426187
"25529","PstI.TP374309",1,3692759,0.331627430810705
"34624","PstI.TP961085",1,3705536,0.469683884370918
"22797","PstI.TP21889",1,3705780,0.314989496643847
"23130","PstI.TP236358",1,3737433,0.0545770942920532
"24924","PstI.TP339980",1,3742769,0.292092785678773
"1859","NsiI.TP177313",1,3751879,0
"21618","PstI.TP15894",1,3778286,0.274112328202657
"25166","PstI.TP353084",1,3778381,0.0225060736224011
"5714","NsiI.TP38024",1,3799851,0.173580411382557
"19019","PstI.TP1175821",1,3851577,0
"12540","NsiI.TP670277",1,3855543,0.0712130310968305
"19863","PstI.TP12252",1,3868495,0.241453430781392
"32748","PstI.TP84946",1,3887760,1.7083044047919
"13679","NsiI.TP730040",1,3910389,0.434510734726897
"2711","NsiI.TP221823",1,3948125,0
"16880","PstI.TP1053336",1,3955998,0.146804983195378
"6152","NsiI.TP403662",1,3957731,0.408953733765529
"10932","NsiI.TP591769",1,3965582,0.405537981577605
"24966","PstI.TP343137",1,3988996,0.335190849454441
"27676","PstI.TP51305",1,3991347,0.864916136385935
"22116","PstI.TP184548",1,4015875,0.237686754503147
"2840","NsiI.TP227654",1,4023324,0
"33501","PstI.TP891020",1,4033768,0.791323538626277
"17943","PstI.TP1114972",1,4045057,0
"18457","PstI.TP1146887",1,4048849,0.775449801601697
"16076","PstI.TP1007615",1,4064445,0
"6575","NsiI.TP418157",1,4070487,0.0872880901718786
"20598","PstI.TP1266866",1,4075813,0
"23068","PstI.TP231983",1,4083370,0.105995308734698
"12631","NsiI.TP673754",1,4124063,0.625695811234491
"25700","PstI.TP384512",1,4144052,0.99773051536603
"27232","PstI.TP48404",1,4196705,0
"8843","NsiI.TP495513",1,4196957,0.128157804855469
"14036","NsiI.TP748831",1,4198755,0.173104910999268
"18707","PstI.TP1160229",1,4204691,0
"22008","PstI.TP17940",1,4209698,0
"25039","PstI.TP346636",1,4227896,0.00443269365715693
"28048","PstI.TP539908",1,4267394,1.47125789934659
"29037","PstI.TP629259",1,4276027,1.18862424891368
"29036","PstI.TP629254",1,4276045,0
"2786","NsiI.TP225206",1,4278964,0.0429826880663161
"28676","PstI.TP599866",1,4279155,0.108266998671239
"30168","PstI.TP704354",1,4298455,0.0888994782286759
"30708","PstI.TP736289",1,4314719,0
"8881","NsiI.TP497468",1,4342825,0.243187061491093
"33842","PstI.TP911466",1,4343935,1.12170390273905
"32226","PstI.TP820611",1,4393513,0
"2047","NsiI.TP188114",1,4401488,0
"2986","NsiI.TP235210",1,4408895,0.17197426077328
"22884","PstI.TP222764",1,4421935,0.052331525128587
"80","GFSSContig12925_418",1,4422459,0.0467911769751556
"13046","NsiI.TP693921",1,4440364,0.152694351221382
"16214","PstI.TP1014212",1,4444231,0.218260294035058
"18728","PstI.TP1161147",1,4451923,0
"6441","NsiI.TP414259",1,4455947,0
"21303","PstI.TP140451",1,4460094,0.116470946491264
"8098","NsiI.TP467384",1,4465685,0.145560717999994
"5972","NsiI.TP39399",1,4465777,0.836256236368429
"7113","NsiI.TP432788",1,4467622,0.727465699357806
"11106","NsiI.TP601351",1,4467655,0.392834676084953
"8567","NsiI.TP486661",1,4467735,0.138137442849654
"6456","NsiI.TP414683",1,4485212,0.281664406136393
"12688","NsiI.TP675939",1,4512107,0.204862759994272
"5520","NsiI.TP370249",1,4530033,0
"26029","PstI.TP403796",1,4535758,0
"26030","PstI.TP403850",1,4535788,0
"26031","PstI.TP403890",1,4535793,0.0554479548682355
"2260","NsiI.TP199266",1,4536282,0.0457965380343872
"19140","PstI.TP1181755",1,4538349,0.0800087113820091
"20293","PstI.TP1250346",1,4555696,0.107708787918294
"4888","NsiI.TP340740",1,4578881,1.13733549033022
"21123","PstI.TP131557",1,4584058,0.510144732717414
"26358","PstI.TP426347",1,4584143,0.786883036747102
"27604","PstI.TP508233",1,4588529,0.271484395734793
"5778","NsiI.TP384361",1,4589554,0
"22702","PstI.TP214969",1,4591303,1.40373801138545
"7563","NsiI.TP44353",1,4593181,0.216140886873593
"4122","NsiI.TP301688",1,4594203,1.03391594342489
"8139","NsiI.TP468762",1,4620729,0.255894793872371
"123","GFSSContig15281_3466",1,4622395,0.160656216300292
"20897","PstI.TP1284267",1,4623696,0.0059708781861869
"16120","PstI.TP1009631",1,4625223,0.277351898512913
"15518","NsiI.TP82287",1,4640346,0.0217623836035763
"5021","NsiI.TP348206",1,4668970,1.14879470577391
"19032","PstI.TP1176986",1,4675228,0.0412595603092136
"16607","PstI.TP1038860",1,4677799,0.0910097726821218
"34955","PstI.TP982823",1,4677828,0.412252999469069
"23413","PstI.TP253046",1,4690705,0.507019811281674
"5914","NsiI.TP391090",1,4693160,0
"26790","PstI.TP456930",1,4693819,0.215383219518867
"7720","NsiI.TP450894",1,4698796,0.500270566531425
"24298","PstI.TP307588",1,4762662,0.229307854088473
"34012","PstI.TP920636",1,4777048,0.183774014770389
"18870","PstI.TP1168479",1,4789991,0.0594819488165227
"12370","NsiI.TP664576",1,4800417,1.7976332071885
"25884","PstI.TP395577",1,4836167,0
"33418","PstI.TP885531",1,4878428,0.120027216809326
"34469","PstI.TP947391",1,4891496,0
"25304","PstI.TP360448",1,4892312,0.949421394603511
"29800","PstI.TP683907",1,4900973,0.438898752017747
"4394","NsiI.TP31575",1,4926728,0
"947","NsiI.TP12890",1,4931988,0.409037631861123
"33872","PstI.TP912651",1,4932459,0.315593216407145
"2619","NsiI.TP21698",1,4937940,0.634974185499341
"4569","NsiI.TP326387",1,4938046,1.052754799555
"17705","PstI.TP1100793",1,4939667,1.40977717731214
"16954","PstI.TP1056729",1,4939994,1.40175837474869
"1484","NsiI.TP157838",1,4943014,0
"21007","PstI.TP129148",1,4989914,0.0634083061480741
"25990","PstI.TP402201",1,4990012,0.206445131209002
"25997","PstI.TP402429",1,4990016,0.163978608297071
"81","GFSSContig12956_423",1,4994838,0.115661885132907
"4599","NsiI.TP327562",1,5014848,0.0156758800297425
"30945","PstI.TP748688",1,5063937,0.0309484691406686
"18341","PstI.TP1139990",1,5067430,0.16045472952252
"22829","PstI.TP220219",1,5091614,0
"20811","PstI.TP1279200",1,5095401,0
"26096","PstI.TP408948",1,5101286,0
"18133","PstI.TP1126882",1,5115206,0
"6013","NsiI.TP396103",1,5130670,0
"467","NsiI.TP104521",1,5158944,0.377977165677012
"13733","NsiI.TP732230",1,5223682,0
"31934","PstI.TP803325",1,5232863,0
"34449","PstI.TP946324",1,5257596,0.6977916307126
"2446","NsiI.TP207745",1,5280145,0.294684246487349
"13064","NsiI.TP694711",1,5307532,0
"29813","PstI.TP684655",1,5379329,0.430529350666396
"32441","PstI.TP833660",1,5379490,0.155039419565767
"20217","PstI.TP1245993",1,5381667,0.294696927935666
"32180","PstI.TP818000",1,5383679,0.021451543366098
"2018","NsiI.TP186834",1,5384525,0
"32438","PstI.TP833532",1,5408760,0.77167364781592
"22671","PstI.TP213596",1,5408780,0.511448985313687
"1974","NsiI.TP183355",1,5408909,0.51649555594548
"24763","PstI.TP33116",1,5454770,1.1867411162572
"10210","NsiI.TP556033",1,5459542,0.124235039045121
"13025","NsiI.TP693304",1,5459602,0.0345461190491776
"10588","NsiI.TP574665",1,5460544,0
"5463","NsiI.TP367540",1,5460609,0
"24119","PstI.TP297431",1,5461181,0
"25377","PstI.TP364708",1,5483501,0.152607455551127
"16439","PstI.TP1027235",1,5483548,0.273077321074661
"12305","NsiI.TP66130",1,5486828,0.168222760504059
"20288","PstI.TP1250143",1,5493583,0.00799159205485491
"28563","PstI.TP58802",1,5496161,0.239725559801743
"34141","PstI.TP928135",1,5502147,0
"22571","PstI.TP209171",1,5529947,0.0248383029969311
"2267","NsiI.TP199612",1,5531684,0
"34569","PstI.TP9547",1,5534818,0.535130679490216
"27090","PstI.TP476949",1,5536792,0.179016554203717
"19273","PstI.TP118830",1,5536868,0.354378476257002
"21240","PstI.TP137261",1,5540981,0.265007490953323
"26567","PstI.TP44335",1,5558934,0.18399672172934
"17915","PstI.TP1113834",1,5559012,0.116892412638368
"24043","PstI.TP291849",1,5571398,0.195683776446
"21197","PstI.TP134953",1,5571436,0.213403889531962
"6650","NsiI.TP421037",1,5571751,0.357215790651647
"292","GFSSContig20018_283",1,5572945,0.113980168764902
"18576","PstI.TP1152372",1,5586472,1.2286098224571
"3326","NsiI.TP251927",1,5599747,0.348399766706404
"24664","PstI.TP32476",1,5631986,0.514051084982746
"15710","NsiI.TP83219",1,5636529,1.25114895459245
"29011","PstI.TP627555",1,5638058,0.14113869344045
"34979","PstI.TP984423",1,5649219,0
"3771","NsiI.TP279301",1,5652100,0
"28521","PstI.TP584919",1,5663458,0.330976389447792
"4257","NsiI.TP308650",1,5669500,0
"20835","PstI.TP1280528",1,5674758,0.0477077904477722
"20311","PstI.TP125117",1,5706174,0.157836941132818
"20312","PstI.TP125118",1,5706204,0.226814597012033
"34911","PstI.TP980790",1,5717059,0
"9524","NsiI.TP522455",1,5717942,0
"6641","NsiI.TP420896",1,5726246,0.158646769495799
"4349","NsiI.TP313532",1,5727346,0.0323418074221122
"32047","PstI.TP808948",1,5727878,0
"10440","NsiI.TP568156",1,5733174,0.232189330016169
"29704","PstI.TP677745",1,5751851,0.239600643952713
"25229","PstI.TP356699",1,5752437,0
"12757","NsiI.TP678859",1,5757606,1.07829235705551
"6757","NsiI.TP423569",1,5760102,0
"27377","PstI.TP491506",1,5763887,0
"26460","PstI.TP43585",1,5767419,0.519998996291689
"21622","PstI.TP159233",1,5767483,0.22432152150322
"22919","PstI.TP224103",1,5770168,0.882098297877546
"8789","NsiI.TP494167",1,5774178,0.602548324197848
"30764","PstI.TP739422",1,5776555,0
"30374","PstI.TP716030",1,5777867,0.0160961673217391
"21886","PstI.TP174008",1,5805470,0
"9529","NsiI.TP522559",1,5821306,0.0603537238874862
"30202","PstI.TP705967",1,5858828,0.644766491345143
"31320","PstI.TP771091",1,5868071,0.0279560399052302
"9712","NsiI.TP530879",1,5870811,1.23760972250361
"9711","NsiI.TP530878",1,5870812,0
"33145","PstI.TP869720",1,5871355,0.250136476729111
"21187","PstI.TP134289",1,5884192,0.257078827655628
"4600","NsiI.TP327602",1,5891442,0.0368910294683632
"10295","NsiI.TP560132",1,5891509,0
"25157","PstI.TP352750",1,5892417,0.0957798203150241
"29885","PstI.TP68903",1,5898727,0.136928385526155
"31000","PstI.TP751807",1,5899520,0.536146455992035
"17596","PstI.TP109454",1,5900665,0
"5613","NsiI.TP375193",1,5909674,0.0112726609307055
"20337","PstI.TP1252197",1,5912854,0.843392979347417
"24212","PstI.TP302812",1,5912934,0.401421166407117
"8294","NsiI.TP473756",1,5929291,0.94101091384769
"13974","NsiI.TP745811",1,5929386,0
"10164","NsiI.TP554788",1,5933733,0.093014123423962
"6040","NsiI.TP397166",1,5939378,0.167087872680449
"14253","NsiI.TP757731",1,5956239,0
"11616","NsiI.TP623439",1,5964413,0
"18729","PstI.TP116123",1,5967108,0
"31958","PstI.TP804275",1,5979740,0
