"","Name","Chromosome","Position","Surv","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","TFN.","FNMain","FNsmall","FD","SRD","ADD","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM"
"1391","PstI.TP354591",1,1050082,0.0201040813321578,0.0360208989886683,0.016519395876582,0.0254207875341297,0.0603729753719534,0.058137106139689,1.40209917305804,0.240173852441047,0.255128177593903,0.0889667677503537,0.149314007327307,0.930389769554588,0.903516157166419,0.608982223267572,0.583711213246151,1.44046895098377,0.440860735381425,0.259557205202888,0.251021757979557,0.285780680830935,0.256882172457063,0.286248075918599,0.253645169897797,0.308311266492241,0.290135178338432,0.306931372472134,0.25358120921467,0.324592716204233,0.225878887960012,0.316237037698584,0.236994537549744,0.331082629710474,0.38946125819709,0.356399561600724,0.274915307840726,0.301414818955629,0.263899837259653,0.273815657482655
"2411","PstI.TP856852",1,1153760,0.199591436835968,0.0263843565097022,0.0867242579454637,0.176289083129865,0.187905731205782,0.0196794168325391,0.439814608020818,0.196496120299094,0.275850537830419,0.307993326957469,0.464156779979605,1.38334939251067,0.948829018042431,0.422674895125989,0.278526569043133,1.24130339993604,0.221049637075567,0.0852404973781169,1.39290429904117,1.50654672267892,1.20148770217928,1.29439795906787,1.33791187925233,1.50890010154375,1.2143751461358,1.26782145704587,1.2635769079729,1.52052466448467,1.21270473089497,1.23198121598457,1.36350444549669,1.47006470216718,1.20275714987067,1.25111680094103,1.27712464388626,1.25803720072295,1.25584390037912,1.37771354780643
"2212","PstI.TP775725",1,1175417,1.88820301059981,0.378443019450927,0.298567642583134,0.4528309740606,0.430614509266,0.0627403864204142,0.226785411936678,0.152419312056305,0.112869812897657,0.723309210710167,0.288397110086695,0.428471204938866,0.120096056012171,0.656940292403053,0.151759556238017,1.02210512867779,0.779256480401448,0.715083402649237,0.355690757571364,0.387524829334312,0.264119031104164,0.294361366298831,0.3393067785559,0.426318106855285,0.260456137550976,0.323879525523511,0.307147212130675,0.401281334629493,0.234034675309051,0.354594870582839,0.448231256104765,0.624998874432782,0.225051764430107,0.238724483855426,0.290083450313457,0.305023281483214,0.288572152934975,0.446775345721019
"318","NsiI.TP72077",1,1422420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2567","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1518","PstI.TP417865",1,2030761,0.148574303666208,0.219183365607469,0.0437172211676298,0.602106147377224,0.343854991430693,0.0121422813520401,0.320399728645997,0.0942709208257253,0.0870084023842082,0.10857382864074,0.288632162273736,0.475884730261089,0.518455275381725,0.548969958634937,0.412632025760685,3.14630858396889,0.154429086271416,0.672694279848118,0.148510025283468,0.115419320244841,0.21708059582574,0.166197760525954,0.160420765677873,0.120631019654573,0.226117265782909,0.163729143866889,0.151996734665461,0.172174016102817,0.206228485178449,0.0963760595399965,0.193528878136122,0.151582841732075,0.344787852042636,0.11156807797476,0.180618292477802,0.182547035526821,0.165034876457086,0.194575030964368
"2470","PstI.TP885267",1,2084430,0.419183008972154,0.122475243490654,0.264830870034047,0.157036049019867,0.0144235053299935,0.116351402380038,0.700708199589218,0.00571819256626568,0.0901314466249826,0.0167556906427571,0.253975988925879,0.107908667263999,0.143092128652178,0.0151795320226673,0.0778662156359804,0.465415670153331,0.144678195188036,1.80951655569651,0.0972881919583204,0.103876775052435,0.121179779658295,0.165294853087793,0.0933286488253265,0.106567774652945,0.142498205981272,0.151571784366384,0.0841750893344765,0.0414685908918465,0.116700010505265,0.167174300090878,0.148817016829379,0.240503644635342,0.229414044323732,0.107248816329564,0.143846219457662,0.147063381644136,0.122501681026825,0.169858877850663
"1806","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2651","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1562","PstI.TP441536",1,2816855,1.35435989459376,0.0996277683817573,0.0362901800305685,0.484810139521928,0.502536031402295,0.503681141852722,0.0911625050358818,0.0534722554566547,0.200654859650437,0.095222456076415,0.526157772627847,0.597589398212722,0.0742440440509022,0.0251332944269538,0.189574365341532,0.0417661274112588,0.00313327939339825,0.0347581614800718,0.672370597706763,0.600796125843581,0.550786643847431,0.527637404471866,0.634947337216024,0.60694466107303,0.557901212688294,0.505002747505642,0.624655772543029,0.525771295411834,0.521452861950653,0.434936988420285,0.635253233702586,0.67752258062291,0.875077981175017,0.643136469209748,0.545490808523649,0.526212540962759,0.506577383254951,0.667801764061257
"543","PstI.TP1085601",1,2820903,0.17900676304781,0.772395643025367,0.39576594012056,0.756549897027826,0.478939253379141,0.519089901851215,0.365840245141979,0.690971860709154,0.573371219385489,0,0.101604239872285,0.0693325708583186,0.62488521602084,0.744071079739265,0.65923229871827,0.760902348254324,0.318840087295519,0.236371333398634,0.311294167532075,0.312154179359108,0.320357685861795,0.344891405946089,0.300278415319815,0.313361576209124,0.337499944482732,0.333971066784624,0.242946442897176,0.300191926329757,0.275784341018649,0.347822675504999,0.276134809747971,0.388197329239288,0.223728394562357,0.308309051011244,0.333648967393251,0.334669496053605,0.297265993853067,0.293063296192583
"1715","PstI.TP525202",1,2884119,0.346014050137691,0.595274286511216,0.579172621459838,0.439199607667879,0.603139423844933,0.0313829950050926,0.677707146999059,0.498725236408606,0.545539526150844,0.236628952030258,0.293339277838902,1.7166294549936,0.143753366341843,0.384980648752263,0.00191410299321832,0.399701546951713,0.415564912780629,0.125359271248578,0.102045139970437,0.13642976011113,0.196634460468666,0.214987197320622,0.0960122790838122,0.164454472407806,0.194548773818981,0.195366930560291,0.0777795860102629,0.212991060690501,0.217977321819862,0.249923211653026,0.11763943309635,0.129638938275962,0.26027811031798,0.310366318299838,0.200175375875181,0.193412169367786,0.215059556699938,0.13932526777015
"881","PstI.TP1268585",1,2988383,0.364205367251307,0.356257533614822,0.124239306993828,0.445966179607147,0.686118603249875,0.30104286643017,0.045632266960815,0.461050877712425,0.419630686600346,0.925596335904345,0.684668851724648,0.426565771121613,0.881947603926007,1.03408169037692,0.789754283850389,0.747919630990551,0.700774860317848,0.689918645919651,1.69370403243044,1.75205259840474,1.76416380110813,1.8050471295951,1.66786481618857,1.74304859302898,1.7006297493813,1.79534037859919,1.59890243656244,1.68024101586905,1.74530372651055,2.06136476123623,1.36785498816291,1.3037865305128,1.49524242942199,1.92401833329658,1.78701226680885,1.76470846537028,1.83067484476562,1.40344206102455
"1856","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2394","PstI.TP849876",1,3050119,0.463755338122813,0.4188384949244,0.283006083034299,0.314915816655566,0.717781818554063,0.0897828646840959,0.016508493243544,0.233981138131327,0.241366621578646,0.0908386738310952,0.0172428889014932,0.33751237120708,0.379713788386206,0.222135035786924,0.0718684305161285,0.237299146377986,0.179199260029393,0.619674411405431,0.0683121805300639,0.088708987608218,0.0850870584282873,0.0978225376736171,0.0888325828328226,0.0982593447794276,0.0544544582058626,0.0970888092598849,0.0760505399846805,0.0607356687063486,0.0268016735113002,0.123136253967258,0.00535015549526704,0.00671051699032348,0.0582037206898992,0.275902724875427,0.0917432605261363,0.0828796173730791,0.0610064161171799,0.00924105354903255
"1084","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1908","PstI.TP626124",1,3342723,0,0.515491954600598,0.392541412472993,0.093157044068422,0.286064650618322,0.476430943797417,0.0440807149623208,0.239699512735475,0.342348221455711,0.366904424715525,0.131938549401332,0.183199303428953,0.102920172752325,0.0572771588902908,0.0397094034648532,0.50112893109972,0.283444504344574,1.54798012005823,0.250074667331016,0.299179851796136,0.261366138095247,0.287360637351353,0.274571281981851,0.305849284106909,0.284397620865736,0.286696596415722,0.266780055135058,0.262444976720685,0.211825066503474,0.316900952612435,0.395335053181281,0.425200804121175,0.383358611784534,0.117589258154406,0.277458346713622,0.286476344434677,0.251821199160749,0.388253703514577
"493","PstI.TP1059573",1,3357749,0.147345037744603,0.439802734718137,0.776433082017237,0.218170009863898,0.834338057496916,1.13248728537707,1.05174443373784,0.692180269022479,0.602287577919138,0.57683507605635,0.131325108067684,0.0868963029768753,0.423459173282512,0.478002268499101,0.343106284353878,0.636850116093629,0.0710290503492404,0.156857266025132,0.882956378980588,0.89953281403194,1.04718233004767,1.08401997194541,0.869780604896424,0.858335603672643,1.05841373419133,1.05961457052343,0.921913160382725,0.723952922524736,1.12931368721954,0.956025966281918,0.70079067665616,0.676405599503118,1.02877131815771,1.12582240111559,1.05576066192518,1.05450073539634,1.03009561605722,0.746939691574612
"221","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","PstI.TP1244443",1,3397749,1.26820021430909,0.364325416557245,0.41779564736896,0.0969336609171765,0.590968802383578,0.316607717979915,0.614052414641858,0.328596006088464,0.494248416563145,0.815399339499725,0.201911465940074,0.464121312320722,0.37493175107099,0.365996372469479,0.77135662365397,0.569754357738907,0.584030234378725,0.242507409740009,0.244204407286538,0.296824663393033,0.290193417675685,0.344125594376984,0.256140774920119,0.295370705810987,0.302414285046547,0.373424670881336,0.239584287715667,0.305271630748733,0.281526130638659,0.422531892685038,0.318063092102939,0.19358334183878,0.16279442036746,0.18479465064761,0.31887706783251,0.347195827340473,0.321317839829081,0.277028798557978
"764","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2169","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2105","PstI.TP726521",1,3535515,1.39616205425102,0.107352425253494,0.0965271678514276,0.0462439764172284,0.012157076797508,0.00620027795903059,0.25131150897159,0.0810176534013926,0.0910699623467869,0.152609634266092,0.045175941432036,0.16036887237721,0.255933195123563,0.0396410069705201,0.117133769343354,0.229497127668924,0.139313408905257,0.847317215238926,0.0456731026137781,0.0219635402958344,0.00614474966368745,0.00279569671130331,0.0432238639844531,0.00864074348251121,0.00399144694077131,0.00633606076819501,0.0203089001604395,0.0266977509789168,0.0267874037321948,0.00908331958341859,0.021126006702543,0.0748798042767561,0.0246570780283864,0.143433088803756,0.00350865778586976,0.00456131302448765,0.0211110693274891,0.00601335379966636
"1431","PstI.TP374511",1,3576636,0.00442252477356486,1.00162687455165,1.00121429057386,0.599377745347958,0.895278465253814,1.01996156162905,0.646609548967377,0.976636223753902,0.945181661528997,0.624389988898412,1.36469890926459,0.17749087361909,0.907612903529845,1.33132290696902,0.733667542130113,0.696563011298117,0.49335063015481,0.0452028372931805,0.116020883571734,0.0620722814175558,0.233437069209707,0.190678290163816,0.098821891389326,0.0351063795066047,0.22041858541114,0.174450368214406,0.112939106582321,0.0896294533413827,0.21843140148652,0.116106654462745,0.0748749120312532,0.023615864111746,0.151738836381456,0.0814495061223782,0.195322059523845,0.184669188491607,0.166438539678257,0.0337546272221325
"879","PstI.TP1267977",1,3576713,0.0925116807908457,0.190569583023849,0.00476329385944449,0.330527594696498,0.19613014748532,0.0993965548359147,0.145862083704421,0.190835705050131,0.0212197277410914,0.0777558731191108,0.150931969020375,0.0968298739371915,0.108055235083368,0.383292334906092,0.216552378818961,0.19713877187614,0.306042651182479,0.708830574734831,0.725434077417185,0.705144127079448,0.830029177058373,0.820032559806867,0.682400728758901,0.667066829633146,0.812659617743868,0.78838090816764,0.671717427564577,0.734536950439255,0.862861352256571,0.660935363567642,0.556971807985063,0.829426313331066,0.855199249557306,0.51909009104584,0.81597719868693,0.793891285292907,0.779373113466429,0.632423750963279
"667","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2639","PstI.TP961085",1,3705536,0.141940498564605,0.571728908973398,0.06015755468598,0.428419677444666,0.814577793974209,1.30359015526279,0.783156026075806,0.698088184652865,0.770369169898442,0.655380740115653,1.89599298706636,0.0919291362596821,0.500901857967445,0.407223105525039,0.311158966689501,0.135428024412786,0.606376505168413,0.0893756624579326,0.0798905038369774,0.0103627303890507,0.00899667287094768,0.0215761459654807,0.0543808011531789,0.00654344514291499,0.0241957569933714,0.0426240662943729,0.00347876151803417,0.0295022757245977,0.020216685415528,0.0434129607083363,0.0768443113123375,0.135979384269487,0.028907873064694,0.0385333244754281,0.00513560467060971,0.0180149675574417,0.00355520874569071,0.0786692255571212
"1101","PstI.TP21889",1,3705780,0.0289279116126288,1.11640522908002,0.760278528918007,0.718324468468212,1.49399097631063,1.17945313852565,0.43075661498701,0.399356105581544,0.590488637812923,0.739511836109459,0.110956040704382,0.189839054259877,0.756166265046991,0.414066048218096,0.363560331371069,0.0358169887457057,0.172364386001601,0.044621357029189,0.699244334382082,0.574279602881359,0.726963648701285,0.653982160062657,0.717415919465546,0.596239454428591,0.751075697057344,0.67171084590307,0.633992079238738,0.576979624792806,0.692736871107417,0.627489426440021,0.654605997756144,0.461591260599719,0.653335159353445,0.551302645587346,0.678509056084263,0.697180990334099,0.662618911529437,0.619554317136358
"487","PstI.TP1053336",1,3955998,0.51577803318577,0.15274101759701,0.0124860143065567,0.218363772557349,0.383533555349351,0.124126144401985,0.0257349064096093,0.110827868324108,0.0665122759167477,0.213254229923101,0.808004074892137,0.160831536437005,0.00783589626300089,0.185352195493762,0.0313377510318215,0.463372751816866,0.0854982266481172,0.201449634232739,0.156976349096787,0.185255404863664,0.126650273000871,0.142782491073622,0.153790408719963,0.22014175622682,0.143519177656557,0.142843558967985,0.15269551408842,0.215391543223987,0.108054224576496,0.122281286699283,0.392811861765043,0.477777774875409,0.239361650250806,0.151333789261973,0.139679043754643,0.144826453957492,0.124789475582874,0.384426587067096
"136","NsiI.TP403662",1,3957731,1.08513880066927,0.511208944534759,0.30111511840413,0.376398259370693,0.0903097539016565,0.552008851721995,1.17555697519803,0.520261548915312,0.526956478971403,0.320523712513511,0.096460505371212,0.166678038543849,0.287923958256701,0.377271342727984,0.389510560817841,0.0373245656780969,0.465709222426002,1.37829046586481,0.2067892518543,0.211197089145314,0.250929991514682,0.226299475197684,0.203400198149036,0.208789552899794,0.278562083855255,0.23825173867631,0.212924400927636,0.221585846951964,0.294183773658964,0.267884077182343,0.207349116338101,0.276168202707273,0.267376182125719,0.303176873176648,0.23349523189263,0.250169612982916,0.27389439332292,0.228033318978018
"2483","PstI.TP891020",1,4033768,0.368843940959302,1.10650739591652,1.25477789971885,1.02788180439932,0.733963788078795,0.392165595703994,0.804801066436033,0.880861189404538,0.680739018185079,0.510410047767812,0.0153777359622736,0.075770993195747,0.186622173122478,0.246961788573372,0.27900216959876,0.0153542599613975,0.704677141566423,1.26959818711885,0.0667908192411425,0.10803361373107,0.0900659993916381,0.107822729438151,0.0577474700739793,0.110915656374121,0.100413834990466,0.112838706716387,0.0898620575071121,0.0760908590512821,0.109416663173728,0.131506981075742,0.0618685568683248,0.155891664643425,0.1679975988636,0.164315239389106,0.0998037763726819,0.108018948058913,0.111496937878806,0.0897536817762747
"1912","PstI.TP629259",1,4276027,0.777018794103067,0.000532692111598591,0.358358244404777,0.361825487429591,0.0521257393556559,0.0951737077064241,0.18438920161765,0.0813048686812028,0.164439373686667,0.134783896396451,0.632485712605062,0.349847714558893,0.485769749804127,0.238580081402883,0.539897116946011,0.837717309567919,0.916143789046043,0.22937729124661,1.75540950692595,1.91467793985388,1.80165022912939,1.88667059621569,1.75114049476626,1.93077921636247,1.90039893847792,1.89238803836178,1.62329242880676,1.89035945590738,1.88767672427287,1.95264675341069,1.62721078226723,2.26532408684465,1.88661085873858,1.7851959424962,1.85524926153791,1.89670843513808,1.8953735240156,1.77233896787751
"1911","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","PstI.TP140451",1,4460094,0.38928591712271,0.29855086640306,0.151494356320916,0.215270298650675,0.360828570442205,0.0189113763243157,0.180519436919779,0.358529889594091,0.266194236584372,0.687054975006864,1.34517469784376,0.0338970429991252,0.290310364923949,0.495363203596959,0.814623793740337,0.201039360523003,0.169184753450953,0.35520508156568,0.387835729925058,0.354422854055591,0.337195004857205,0.318672936143024,0.357857826793104,0.33880326909482,0.360814576209889,0.298503965075982,0.338131412653584,0.370855898472551,0.334005670539981,0.243708924447569,0.350330817372041,0.363215702989374,0.398868504847614,0.205354411824412,0.329940616816371,0.320166379016478,0.310856375183235,0.352259811831959
"1495","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","NsiI.TP468762",1,4620729,1.02022545643071,0.00409151871125786,0.0271610309491588,0.450179090490596,0.0435160408006813,0.423039159602469,0.150206459531377,0.149124830475074,0.080557637782854,0.103500273000168,0.12658815062547,0.0846840742800619,0.0282987930085764,0.206993247689428,0.0192452221707134,0.179396491565666,0.441126031516011,1.08541990077169,0.848067989486199,0.842552058827155,0.991653176210274,0.997933747180389,0.846339933711835,0.853376826330244,0.982738819106665,0.965364270820423,0.776148027741616,0.967238285086398,0.864058694686333,0.963602539257019,0.84382047866382,1.07259087457685,0.910880755316369,0.505698252019182,0.984185794212427,0.969017341172736,0.900827306926707,0.883505206528686
"1277","PstI.TP307588",1,4762662,0.0466619242863735,0.367872594860691,0.0312454514093963,0.0912678487120022,0.374502983261951,0.00715072950901468,0.118838362176777,0.203787924684065,0.28302832335275,0.323374120557954,1.19988774151247,0.500687506287064,0.0355440490933073,0.0236678084413976,0.651552168313258,0.229352462895831,0.647834486290706,0.206386464120432,0.716989018010577,0.57365960361151,0.575914834056803,0.564374619922111,0.709948783498092,0.586897546988276,0.556179005860465,0.577062826586072,0.770067777782769,0.63618925855227,0.579050642241524,0.563584622578537,0.973184724978807,0.901913693906402,0.863782527948125,0.72264554124583,0.575542222775829,0.572753561822147,0.597963644596308,0.947757825514432
"2546","PstI.TP920636",1,4777048,0.0895152137970881,0.453327659408385,0.568164561595162,0.073125398941423,0.477317687878063,0.722331647831355,0.463019674748048,0.743883056419132,1.15377028587271,0.882591650838849,0.0847572237849847,0.147484421220538,1.83313435635839,1.33668188155038,2.22952615495139,0.685466700423047,0.347033143698521,0.591616775563459,0.460871397979764,0.427573380894509,0.388038718759065,0.364707139094894,0.447005975119365,0.424963360098087,0.384837869996474,0.406814165567977,0.479361721393525,0.427169901020318,0.448362806155989,0.411020148489647,0.386689716521967,0.389083060236258,0.411683764029622,0.346092008871118,0.379861236178942,0.400852768555286,0.439950719116027,0.38918589838945
"2617","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2006","PstI.TP683907",1,4900973,0.027619673300417,0.515932118288594,0.330410505604376,0.500191536642374,0.507073604715105,0.254113969030837,0.924507212182432,0.54720333425706,0.691862987554942,0.436076517456158,0.940714325163113,0.246603993604732,0.694265819103424,0.684811478983008,0.367537596983187,0.136222330357101,0.973287490901059,0.0446558745947574,1.49688433635916,1.47396526953236,1.42098082391386,1.34296026639605,1.52736969997398,1.41120812673691,1.40252741007286,1.34779991605981,1.57945350919446,1.35426922494015,1.39778546673809,1.35851378895829,1.43949296035439,1.23175934520281,1.25590346200138,0.978496294112469,1.38501324403232,1.37119904877376,1.40697659901964,1.37716192824404
"1490","PstI.TP402429",1,4990016,1.19283115576538,0.242111335807671,0.366559343922326,0.124230968476155,0.289475169399768,0.176576448763841,0.171393923233817,0.233840829086139,0.313441799860854,0.531903511485127,2.31197682081526,0.657362567491283,0.348003751148626,0.431988360371479,0.195175931100328,0.30436337474042,0.311459429878893,0.0917015036941122,0.231801168235796,0.224333210081776,0.175514356495571,0.152676166663027,0.251242904584139,0.217621171064038,0.167328258893662,0.179354709450624,0.295004933382621,0.147461407113819,0.154437652734711,0.21692501833576,0.13370668518633,0.0325194050209975,0.0241363111356148,0.00677017661080041,0.167300930577638,0.177332189482315,0.184187264689074,0.0997770786647386
"612","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2007","PstI.TP684655",1,5379329,0.102616876771951,0.158389649515021,0.119532033744766,0.56704036438142,0.0930049836463169,0.20391847878903,0.160137278713785,0.0295885132733779,0.0086280386832318,0.0847102682602387,0.501870846685718,1.0989162396586,0.494716487117526,0.218355089286893,0.430472374712982,0.66617450394253,0.388726748033807,0.248453510774153,0.272739669725141,0.288764279237337,0.289083193520654,0.284417330682739,0.28398554683361,0.276568924782544,0.330431555399317,0.279127783863828,0.297540001141625,0.260438218888685,0.340881455073178,0.252526293666162,0.172884637885858,0.317262251278823,0.239848575463822,0.350009973666978,0.286006429594398,0.29572569802675,0.304515717133066,0.208970673305669
"254","NsiI.TP556033",1,5459542,0.447059084045397,0.264695438394535,0.0412930023691968,0.426649711375218,0.134730029200974,0.156447529392375,0.120396067740486,0.0459202770058482,0.00639873572171682,0.0259077438603043,0.321729115054397,1.30488704825263,0.0175676993624956,0.0919870987291862,0.197874389359593,0.0195796621367567,0.207837472607111,0.336512256804252,0.215353320079243,0.267472717079341,0.284896252633733,0.322436336917871,0.215216588317725,0.289230976375038,0.295652781152338,0.330592573021242,0.231666721166302,0.311157977160661,0.285396578028032,0.26738181610882,0.25425894429844,0.293556730935195,0.255525265555915,0.219502986551608,0.301985898691617,0.316865825198195,0.277997491981287,0.258740667418992
"115","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2564","PstI.TP928135",1,5502147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
