"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"78",78,"HW_50","FASTmrMLM","PstI.TP434247",11,3327,0
"79",79,"HW_50","FASTmrMLM","PstI.TP511612",11,3858,0
"80",80,"HW_50","FASTmrMLM","PstI.TP607350",11,4289,0
"81",81,"HW_50","FASTmrMLM","PstI.TP607810",11,4293,0
"82",82,"HW_50","FASTmrMLM","PstI.TP693499",11,4804,0
"83",83,"HW_50","FASTmrMLM","PstI.TP874146",11,6098,0
"84",84,"HW_50","FASTmrMLM","PstI.TP1009395",11,6997,0
"85",85,"HW_50","FASTmrMLM","PstI.TP1018027",11,7068,0
"86",86,"HW_50","FASTmrMLM","PstI.TP1020545",11,7078,0
"87",87,"HW_50","FASTmrMLM","PstI.TP1046468",11,7261,0
"88",88,"HW_50","FASTmrMLM","PstI.TP1159423",11,8140,0
"89",89,"HW_50","FASTmrMLM","PstI.TP1186542",11,8386,0
"90",90,"HW_50","FASTmrMLM","NsiI.TP16847",11,9317,0
"91",91,"HW_50","FASTmrMLM","NsiI.TP59023",11,9822,0
"92",92,"HW_50","FASTmrMLM","NsiI.TP59527",11,9833,0
"93",93,"HW_50","FASTmrMLM","NsiI.TP109257",11,10284,0
"94",94,"HW_50","FASTmrMLM","NsiI.TP130730",11,10568,0
"95",95,"HW_50","FASTmrMLM","NsiI.TP243305",11,11873,0
"96",96,"HW_50","FASTmrMLM","NsiI.TP245890",11,11906,0
"97",97,"HW_50","FASTmrMLM","NsiI.TP302373",11,12421,0
"98",98,"HW_50","FASTmrMLM","NsiI.TP327219",11,12721,0
"99",99,"HW_50","FASTmrMLM","NsiI.TP370698",11,13230,0
"100",100,"HW_50","FASTmrMLM","NsiI.TP388598",11,13416,0
"101",101,"HW_50","FASTmrMLM","NsiI.TP393109",11,13472,0
"102",102,"HW_50","FASTmrMLM","NsiI.TP416911",11,13756,0
"103",103,"HW_50","FASTmrMLM","NsiI.TP420914",11,13804,0
"104",104,"HW_50","FASTmrMLM","NsiI.TP422576",11,13854,0
"105",105,"HW_50","FASTmrMLM","NsiI.TP434835",11,14151,0
"106",106,"HW_50","FASTmrMLM","NsiI.TP460338",11,14623,0
"107",107,"HW_50","FASTmrMLM","NsiI.TP495572",11,15165,0
"108",108,"HW_50","FASTmrMLM","NsiI.TP508870",11,15392,0
"109",109,"HW_50","FASTmrMLM","NsiI.TP557756",11,16035,0
"110",110,"HW_50","FASTmrMLM","NsiI.TP646295",11,17132,0
"111",111,"HW_50","FASTmrMLM","NsiI.TP654668",11,17191,0
"112",112,"HW_50","FASTmrMLM","NsiI.TP705689",11,17810,0
"113",113,"HW_50","FASTmrMLM","NsiI.TP767179",11,18585,0
"114",114,"HW_50","FASTmrMLM","NsiI.TP784220",11,18785,0
"115",115,"HW_50","FASTmrMLM","NsiI.TP819458",11,19172,0
"116",116,"HW_50","FASTmrMLM","NsiI.TP832142",11,19332,0
"117",117,"HW_50","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.0000323668175701653
"118",118,"HW_50","ISIS EM-BLASSO","PstI.TP1159423",11,8140,0.000000193597613764143
"119",119,"HW_50","ISIS EM-BLASSO","NsiI.TP416911",11,13756,0.000113684171209331
"120",120,"HW_50","FarmCPU","NsiI.TP632002",1,70863814,0.000000000000163878699466387
"121",121,"HW_50","FarmCPU","NsiI.TP422447",1,76155603,0.000000245566635290676
"122",122,"HW_50","FarmCPU","NsiI.TP728788",11,18071,0.00000000124727769889729
