"","SNP","Chromosome","Position","GLM.GHW_1","MLM.GHW_1","CMLM.GHW_1","SUPER.GHW_1","rrBLUP.GHW_1","Adj.P.GLM.GHW_1","Adj.P.MLM.GHW_1","Adj.P.CMLM.GHW_1","Adj.P.SUPER.GHW_1","Adj.P.rrBLUP.GHW_1"
"7021","PstI.TP189070",11,1540,0.018072081658047,0.067998356792743,0.067998356792743,4.56107388183214e-06,1,0.380900082908141,0.998859000583534,0.998859000583534,0.0323285235157236,1
"7043","PstI.TP191473",11,1566,0.00228631900894022,0.0134958458227974,0.0134958458227974,9.21197999778802e-05,0.150684441195803,0.27779242704136,0.998859000583534,0.998859000583534,0.0392836703931519,1
"7949","PstI.TP344604",11,2716,0.0050470807425044,0.0107365402754631,0.0107365402754631,1.13015311179404e-05,1,0.303040779832531,0.998859000583534,0.998859000583534,0.0323285235157236,1
"8097","PstI.TP366962",11,2898,0.00245679967227425,0.146694012669772,0.146694012669772,0.000134136433845764,0.549365244974025,0.278304374757101,0.998859000583534,0.998859000583534,0.0393368760082111,1
"8443","PstI.TP434344",11,3329,0.0086979237432033,0.0893847578242678,0.0893847578242678,6.09005130731896e-05,0.180840535130013,0.328841711072866,0.998859000583534,0.998859000583534,0.0343402768091448,1
"8597","PstI.TP460830",11,3521,0.0133702982447741,0.0836930967874581,0.0836930967874581,9.32810217605731e-05,1,0.36122201534314,0.998859000583534,0.998859000583534,0.0392836703931519,1
"8780","PstI.TP492157",11,3737,0.0049381873928877,0.0518987083724971,0.0518987083724971,6.00375863189721e-05,0.673284950781765,0.303040779832531,0.998859000583534,0.998859000583534,0.0343402768091448,1
"9022","PstI.TP543485",11,4036,0.0417421930505609,0.0684884800740511,0.0684884800740511,6.73874506991385e-05,1,0.466174433867154,0.998859000583534,0.998859000583534,0.0353814676721947,1
"9342","PstI.TP632245",11,4440,0.0187261815079195,0.0369956238844276,0.0369956238844276,0.000110483450772836,0.148485344208482,0.38133859153416,0.998859000583534,0.998859000583534,0.0393264391695552,1
"9572","PstI.TP685319",11,4739,0.00403775498362887,0.041673637234285,0.041673637234285,6.80496365943793e-05,0.492393286054129,0.300846553370326,0.998859000583534,0.998859000583534,0.0353814676721947,1
"9583","PstI.TP687504",11,4751,0.0254272679771528,0.257430621501244,0.257430621501244,2.60488943847851e-05,0.335988135975942,0.412935552866009,0.998859000583534,0.998859000583534,0.0323285235157236,1
"9759","PstI.TP719900",11,4970,0.00643817719769671,0.139360168479347,0.139360168479347,9.90763942592886e-05,1,0.314446116151052,0.998859000583534,0.998859000583534,0.0392836703931519,1
"10434","PstI.TP836762",11,5799,0.000166018912248639,0.0181994802515703,0.0181994802515703,2.86705800713527e-05,1,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"10541","PstI.TP854160",11,5944,0.0111954850974796,0.067918605672619,0.067918605672619,9.39607947899066e-05,0.574922147705687,0.347099482983208,0.998859000583534,0.998859000583534,0.0392836703931519,1
"10977","PstI.TP926161",11,6485,0.000529118351364691,0.00383203266552215,0.00383203266552215,0.000142276856068601,0.549179189707288,0.269151213341188,0.998859000583534,0.998859000583534,0.0393368760082111,1
"11059","PstI.TP941024",11,6587,0.00620747827773634,0.0647313082973889,0.0647313082973889,7.97593415147842e-05,0.191369313635163,0.312253383050567,0.998859000583534,0.998859000583534,0.0378182888427303,1
"11287","PstI.TP989816",11,6875,0.00907756124713957,0.0220117204187206,0.0220117204187206,2.67282175776963e-05,1,0.331109542714652,0.998859000583534,0.998859000583534,0.0323285235157236,1
"11418","PstI.TP1016686",11,7060,0.000613663044594927,0.00568537907690982,0.00568537907690982,1.69956918426423e-05,0.273557042683669,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"12451","PstI.TP1188882",11,8398,0.0208214277204416,0.0948943521303256,0.0948943521303256,3.6200658348453e-05,0.796860478037683,0.388724099107758,0.998859000583534,0.998859000583534,0.0333202614513565,1
"13146","NsiI.TP13900",11,9274,0.00502090210835159,0.0274303129261611,0.0274303129261611,3.90581103250418e-05,0.335236911435062,0.303040779832531,0.998859000583534,0.998859000583534,0.0333202614513565,1
"13696","NsiI.TP84023",11,10066,0.00050375654942721,0.0227558376154194,0.0227558376154194,4.1169771434968e-05,0.334882202998704,0.269151213341188,0.998859000583534,0.998859000583534,0.0337666979896619,1
"13745","NsiI.TP91546",11,10135,0.00579818415818786,0.0167913962099936,0.0167913962099936,0.00010760003950881,1,0.311610046078124,0.998859000583534,0.998859000583534,0.0392836703931519,1
"13912","NsiI.TP115990",11,10376,0.00104717774669282,0.037245027071896,0.037245027071896,2.77007956663805e-05,0.566185781841274,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"14485","NsiI.TP185826",11,11195,0.0107981864945317,0.0322612901240252,0.0322612901240252,1.66412442541885e-05,0.256031734536139,0.343810053873035,0.998859000583534,0.998859000583534,0.0323285235157236,1
"14674","NsiI.TP208407",11,11453,0.00778344203708821,0.225321250876146,0.225321250876146,0.00014027158999676,0.718926510567813,0.325396721852774,0.998859000583534,0.998859000583534,0.0393368760082111,1
"14677","NsiI.TP208628",11,11458,0.0276297681805872,0.117555566627011,0.117555566627011,5.90831189097256e-05,0.941947211563715,0.417547350963581,0.998859000583534,0.998859000583534,0.0343402768091448,1
"15072","NsiI.TP257521",11,12015,0.0111128523221891,0.164988660414547,0.164988660414547,0.000105047269149371,0.968023647122212,0.347081505881588,0.998859000583534,0.998859000583534,0.0392836703931519,1
"15508","NsiI.TP318460",11,12617,0.000597638498701635,0.00660833555320265,0.00660833555320265,1.8132384207594e-05,0.933645173347598,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"15511","NsiI.TP319204",11,12621,0.0315340783138203,0.294512578701321,0.294512578701321,3.88508712503794e-05,0.060661326721329,0.429004125074594,0.998859000583534,0.998859000583534,0.0333202614513565,1
"16078","NsiI.TP384887",11,13387,0.0086807367662266,0.0419499077541188,0.0419499077541188,6.26923584148493e-05,0.243920233129804,0.328841711072866,0.998859000583534,0.998859000583534,0.0348067973919243,1
"16493","NsiI.TP426523",11,13953,0.000108742499239682,0.00384264709823212,0.00384264709823212,3.25224694117084e-05,0.27807507619689,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"16617","NsiI.TP433644",11,14118,0.000607183853447655,0.0108085851360845,0.0108085851360845,2.48023720053251e-05,1,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"16775","NsiI.TP442306",11,14326,0.0162241926187378,0.0383756620131682,0.0383756620131682,5.67364059987405e-05,0.61396639820425,0.37451330214915,0.998859000583534,0.998859000583534,0.0343402768091448,1
"16832","NsiI.TP446863",11,14405,0.0300722751999404,0.247301196040436,0.247301196040436,0.000135203682615249,0.951443557335094,0.427306742927328,0.998859000583534,0.998859000583534,0.0393368760082111,1
"17451","NsiI.TP503326",11,15286,0.00323361626372643,0.0290379965935249,0.0290379965935249,5.1017189295111e-05,0.0477399308367806,0.288206466602908,0.998859000583534,0.998859000583534,0.0338906369288992,1
"18438","NsiI.TP609571",11,16656,0.0720935355020533,0.71464544471743,0.71464544471743,4.49722042273511e-05,0.411732874062058,0.541422128766933,0.998859000583534,0.998859000583534,0.0338906369288992,1
"18447","NsiI.TP610850",11,16672,0.00197345054831514,0.0268029202106232,0.0268029202106232,7.17005642137106e-05,0.956230150620451,0.27779242704136,0.998859000583534,0.998859000583534,0.0359379161297832,1
"18475","NsiI.TP613708",11,16706,0.0126800145362124,0.0835228664127459,0.0835228664127459,0.000120912679008664,0.433602766124176,0.357218083202836,0.998859000583534,0.998859000583534,0.0393368760082111,1
"18550","NsiI.TP621298",11,16809,0.00239340845538744,0.00390775223949103,0.00390775223949103,0.000127716640537376,0.561849337263474,0.27779242704136,0.998859000583534,0.998859000583534,0.0393368760082111,1
"18764","NsiI.TP644167",11,17110,5.49174662663935e-05,0.000792701636952885,0.000792701636952885,8.83536988594156e-05,0.412614005047186,0.269151213341188,0.998859000583534,0.998859000583534,0.0392836703931519,1
"19002","NsiI.TP675510",11,17441,0.00101937177854815,0.00762924353591687,0.00762924353591687,2.32025340789465e-05,0.311685839592295,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"19142","NsiI.TP689875",11,17622,4.68629771597894e-05,0.0006467065814292,0.0006467065814292,3.15477802247927e-06,1,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"19240","NsiI.TP701971",11,17760,0.000305873162796408,0.00131958816014522,0.00131958816014522,2.14171752450056e-05,0.491996888992191,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"19900","NsiI.TP777080",11,18691,0.00109956567360724,0.0294093089853934,0.0294093089853934,0.000132233965672867,0.872135323861928,0.269151213341188,0.998859000583534,0.998859000583534,0.0393368760082111,1
"20826","PstI.TP1065484",2,9592436,0.019438929466313,0.0787713819925157,0.0787713819925157,0.00014045088391059,0.785054785649197,0.382870280369824,0.998859000583534,0.998859000583534,0.0393368760082111,1
"20914","PstI.TP706479",2,14264983,0.00376067519546617,0.0155028604394556,0.0155028604394556,0.00014296770777566,0.228703243060814,0.297028223879336,0.998859000583534,0.998859000583534,0.0393368760082111,1
"21226","PstI.TP671098",2,54577903,0.00617030207016823,0.0105913279004483,0.0105913279004483,0.000133815360474814,0.995635713662244,0.312253383050567,0.998859000583534,0.998859000583534,0.0393368760082111,1
"21525","PstI.TP359942",2,60451936,0.0558675737060668,0.34456083094386,0.34456083094386,0.000115552375188783,0.235039219656011,0.503645849672875,0.998859000583534,0.998859000583534,0.0393368760082111,1
"21844","GFSSContig11619_923",2,63686436,0.0185125079419093,0.0864626729852672,0.0864626729852672,5.05142563233054e-05,0.328783405372962,0.381144652790311,0.998859000583534,0.998859000583534,0.0338906369288992,1
"22721","PstI.TP875140",2,72930521,0.012916036237191,0.157454053142508,0.157454053142508,1.03720735979298e-05,0.217273069642628,0.359435656052336,0.998859000583534,0.998859000583534,0.0323285235157236,1
"22874","PstI.TP749093",2,74477521,0.00179283049706804,0.010201323685376,0.010201323685376,0.000136346908762268,1,0.277565879856885,0.998859000583534,0.998859000583534,0.0393368760082111,1
"22920","NsiI.TP167396",2,75013814,0.00116678796821098,0.0252776355176249,0.0252776355176249,0.000119535896381621,0.12591992388558,0.270601505080825,0.998859000583534,0.998859000583534,0.0393368760082111,1
"23213","PstI.TP875104",3,1447825,0.0337497921369977,0.293976076511507,0.293976076511507,0.000134447852322439,0.989222404368475,0.433052981519221,0.998859000583534,0.998859000583534,0.0393368760082111,1
"23284","PstI.TP444619",3,2190567,0.00117775046994544,0.0205175963769189,0.0205175963769189,4.65446118627765e-05,0.112907048600209,0.270717572989752,0.998859000583534,0.998859000583534,0.0338906369288992,1
"23347","PstI.TP33762",3,2698512,0.0183174239112695,0.239716116265926,0.239716116265926,0.000116953007585814,0.957516982458016,0.381144652790311,0.998859000583534,0.998859000583534,0.0393368760082111,1
"23606","GFSSContig16256_300",3,5453936,0.0305291163342506,0.0972213240603174,0.0972213240603174,0.000107193722242795,0.715529037248668,0.428693802452943,0.998859000583534,0.998859000583534,0.0392836703931519,1
"23754","PstI.TP166748",3,7900736,0.00269856676008692,0.0434305194476105,0.0434305194476105,3.28015448155872e-05,0.78556956475328,0.286970762993404,0.998859000583534,0.998859000583534,0.0323285235157236,1
"24685","PstI.TP892247",3,57467578,0.00815913606784344,0.0347410973551901,0.0347410973551901,1.43174039073274e-05,0.896077088638727,0.326957871114421,0.998859000583534,0.998859000583534,0.0323285235157236,1
"24769","NsiI.TP146180",3,58570743,0.0541904397320274,0.313292880844585,0.313292880844585,0.000125844070381102,0.903719074904577,0.498756589913136,0.998859000583534,0.998859000583534,0.0393368760082111,1
"25443","PstI.TP1128716",3,65668248,0.000303066063106827,0.00329713388505144,0.00329713388505144,4.32998202637248e-05,0.972761748611219,0.269151213341188,0.998859000583534,0.998859000583534,0.0338906369288992,1
"25603","PstI.TP318338",3,67023794,0.00728212518018824,0.115531895255802,0.115531895255802,2.40006841133379e-05,1,0.321888467071538,0.998859000583534,0.998859000583534,0.0323285235157236,1
"25749","NsiI.TP370880",3,68111215,0.00434438068437711,0.111516771704495,0.111516771704495,3.97021514744051e-05,0.246464098987132,0.300846553370326,0.998859000583534,0.998859000583534,0.0333202614513565,1
"25905","PstI.TP410209",3,69602329,0.0010052590086163,0.0201520919087134,0.0201520919087134,1.5035118873448e-05,0.85117518869283,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"26248","NsiI.TP376338",3,73019311,0.0047552665911135,0.0860440902227661,0.0860440902227661,1.09129932674522e-05,0.963285376413403,0.301692614154355,0.998859000583534,0.998859000583534,0.0323285235157236,1
"26407","PstI.TP1250993",4,666401,0.0147742723848424,0.138154974871985,0.138154974871985,0.000111153203150483,0.326392444364413,0.369250303544054,0.998859000583534,0.998859000583534,0.0393264391695552,1
"26445","NsiI.TP340042",4,1007876,0.0060765504039339,0.0661759843937258,0.0661759843937258,2.52002712504802e-05,0.881415815204704,0.312253383050567,0.998859000583534,0.998859000583534,0.0323285235157236,1
"26693","PstI.TP297382",4,4364885,0.0128860296781001,0.191548309260711,0.191548309260711,3.00721867853044e-05,1,0.35937483695771,0.998859000583534,0.998859000583534,0.0323285235157236,1
"26993","PstI.TP408444",4,9160208,0.00365534415496152,0.0424269897753054,0.0424269897753054,5.657236090018e-05,1,0.294669202164063,0.998859000583534,0.998859000583534,0.0343402768091448,1
"27164","PstI.TP1194303",4,15320890,0.0129286427166925,0.0490958481283247,0.0490958481283247,0.000106577911219639,1,0.359435656052336,0.998859000583534,0.998859000583534,0.0392836703931519,1
"27516","NsiI.TP773756",4,53789013,0.00206843712242309,0.0419144496481245,0.0419144496481245,2.87357179440101e-05,1,0.27779242704136,0.998859000583534,0.998859000583534,0.0323285235157236,1
"28410","NsiI.TP205252",4,63574731,0.00899424921546796,0.0772378682808697,0.0772378682808697,0.000115694561494519,0.936753120647407,0.331109542714652,0.998859000583534,0.998859000583534,0.0393368760082111,1
"28533","PstI.TP796634",4,64652977,0.00547650716654408,0.0337854181745353,0.0337854181745353,7.8293313802259e-05,1,0.308322510542919,0.998859000583534,0.998859000583534,0.0378182888427303,1
"28837","NsiI.TP120901",4,67265395,0.0873582569230957,0.387843651086114,0.387843651086114,0.000131860831034488,0.661689767549477,0.568033292944266,0.998859000583534,0.998859000583534,0.0393368760082111,1
"28849","NsiI.TP211144",4,67377179,0.0175912252673854,0.0482114420306177,0.0482114420306177,0.000144787039911704,0.0531891785302747,0.3792306675325,0.998859000583534,0.998859000583534,0.0393368760082111,1
"28982","PstI.TP747686",5,191126,0.014536889036127,0.226037885667034,0.226037885667034,0.000109857403990242,0.895541714905333,0.369009264064304,0.998859000583534,0.998859000583534,0.0393264391695552,1
"29723","PstI.TP719892",5,64652954,0.000354841631328445,0.00207864168374892,0.00207864168374892,9.32457609893875e-05,1,0.269151213341188,0.998859000583534,0.998859000583534,0.0392836703931519,1
"29731","PstI.TP861953",5,64737000,0.0128756933202265,0.11197561752922,0.11197561752922,0.000134181458863949,1,0.359364285027327,0.998859000583534,0.998859000583534,0.0393368760082111,1
"29919","PstI.TP724345",5,71593518,0.0276162398828268,0.22928786104416,0.22928786104416,4.71397536900197e-05,1,0.417517748174048,0.998859000583534,0.998859000583534,0.0338906369288992,1
"29970","NsiI.TP352026",6,555824,0.0040910717382163,0.105878456513583,0.105878456513583,1.67175748720939e-05,0.736344534477069,0.300846553370326,0.998859000583534,0.998859000583534,0.0323285235157236,1
"30421","PstI.TP29028",6,45093133,0.0057682510087356,0.0242571701311368,0.0242571701311368,3.68265375781834e-05,1,0.311610046078124,0.998859000583534,0.998859000583534,0.0333202614513565,1
"30567","PstI.TP1090311",6,47330022,0.0422178713953136,0.301579053804411,0.301579053804411,0.000143020561724394,0.0975256279526141,0.466812235588931,0.998859000583534,0.998859000583534,0.0393368760082111,1
"30645","PstI.TP1135019",6,48321116,0.00277022928706559,0.229090805764545,0.229090805764545,8.227075357196e-05,0.577146537496884,0.286970762993404,0.998859000583534,0.998859000583534,0.0378182888427303,1
"31487","NsiI.TP364137",6,56610072,0.00306262582785825,0.0967436440033039,0.0967436440033039,1.24323329393569e-05,1,0.286970762993404,0.998859000583534,0.998859000583534,0.0323285235157236,1
"31518","PstI.TP663240",6,56975360,0.0720470357747234,0.575149150221401,0.575149150221401,0.000117104388615291,0.0799619970877457,0.541335296072917,0.998859000583534,0.998859000583534,0.0393368760082111,1
"31623","NsiI.TP159695",6,57820247,0.00165413761120594,0.152054615819837,0.152054615819837,0.000144973523306697,0.532998881757623,0.277565879856885,0.998859000583534,0.998859000583534,0.0393368760082111,1
"31652","PstI.TP607682",6,57995101,0.00413502044964459,0.178734261205323,0.178734261205323,3.83815384642323e-05,1,0.300846553370326,0.998859000583534,0.998859000583534,0.0333202614513565,1
"31787","NsiI.TP255006",6,59462133,0.000937259426298796,0.0936024772093411,0.0936024772093411,0.00012939202390984,0.292935524610668,0.269151213341188,0.998859000583534,0.998859000583534,0.0393368760082111,1
"31860","PstI.TP230384",6,60169404,0.00588354149804371,0.0597384070716691,0.0597384070716691,0.00012294300479525,0.542648150930854,0.311610046078124,0.998859000583534,0.998859000583534,0.0393368760082111,1
"32044","PstI.TP1064114",7,1325659,0.00431726933728903,0.0761943792034759,0.0761943792034759,2.60067386967981e-05,0.637764131751257,0.300846553370326,0.998859000583534,0.998859000583534,0.0323285235157236,1
"32280","PstI.TP1105337",7,5792076,0.000716077110470791,0.00361465064797567,0.00361465064797567,5.35007639795144e-05,0.926097043425963,0.269151213341188,0.998859000583534,0.998859000583534,0.0340236540391353,1
"32306","NsiI.TP31742",7,6509038,0.00146851731441074,0.0607861780465767,0.0607861780465767,4.26119575044585e-06,1,0.274004182588398,0.998859000583534,0.998859000583534,0.0323285235157236,1
"32317","NsiI.TP668488",7,6826349,0.000338339324364274,0.00403702239984192,0.00403702239984192,2.46606870097447e-05,0.671742529579431,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"32427","NsiI.TP644424",7,12799384,0.00582030863188005,0.12340325337548,0.12340325337548,9.58950882564253e-05,0.0388601307062142,0.311610046078124,0.998859000583534,0.998859000583534,0.0392836703931519,1
"32586","PstI.TP220192",7,42063325,0.0782763298324361,0.38473517639184,0.38473517639184,8.19545209930941e-05,0.670608758213891,0.554780009803349,0.998859000583534,0.998859000583534,0.0378182888427303,1
"33069","PstI.TP940968",7,61142166,0.00033619974002731,0.00366655103254369,0.00366655103254369,3.31455156861498e-05,1,0.269151213341188,0.998859000583534,0.998859000583534,0.0323285235157236,1
"33427","PstI.TP817327",7,65354956,0.000675723014145472,0.00488958598743743,0.00488958598743743,4.85686108439215e-05,0.571851418097853,0.269151213341188,0.998859000583534,0.998859000583534,0.0338906369288992,1
"33520","PstI.TP991040",8,1163254,0.00416610293145998,0.0358916818730098,0.0358916818730098,0.000101881791692944,0.615438420951595,0.300846553370326,0.998859000583534,0.998859000583534,0.0392836703931519,1
"33637","GFSSContig19372_585",8,3609225,0.0001975800328245,0.000527969165087279,0.000527969165087279,6.62189366655127e-05,0.259743094292685,0.269151213341188,0.998859000583534,0.998859000583534,0.0353814676721947,1
"33877","NsiI.TP744537",8,15911288,0.0271604329241912,0.34990288285922,0.34990288285922,0.000135383918921347,1,0.415413587895505,0.998859000583534,0.998859000583534,0.0393368760082111,1
"34267","PstI.TP734535",8,59703274,0.0226082053436292,0.0260575030611466,0.0260575030611466,5.16511037211665e-05,0.545594494805272,0.39998907289442,0.998859000583534,0.998859000583534,0.0338906369288992,1
"34449","PstI.TP731358",8,62664658,0.00525288134550167,0.0902350477726484,0.0902350477726484,0.000144646358514227,0.513466143608199,0.30674107119169,0.998859000583534,0.998859000583534,0.0393368760082111,1
"34741","NsiI.TP127048",9,4573547,0.000382852360237689,0.00142476140853496,0.00142476140853496,0.000106202860969745,0.914886316862282,0.269151213341188,0.998859000583534,0.998859000583534,0.0392836703931519,1
"35025","NsiI.TP753743",9,41089177,0.00659033354099422,0.216330821974955,0.216330821974955,4.62954537355709e-05,1,0.315028987144291,0.998859000583534,0.998859000583534,0.0338906369288992,1
"35070","NsiI.TP347216",9,44790414,0.00182686611353165,0.0790335090403378,0.0790335090403378,0.000105832715112868,0.436537429349545,0.277565879856885,0.998859000583534,0.998859000583534,0.0392836703931519,1
"35146","NsiI.TP509742",9,47862370,0.00552021528578021,0.0893396666174804,0.0893396666174804,1.23798105819102e-05,0.555631788531141,0.308322510542919,0.998859000583534,0.998859000583534,0.0323285235157236,1
"35582","NsiI.TP415575",9,53923129,0.0213227400164249,0.398111921313214,0.398111921313214,0.000128471711297488,1,0.391655779541801,0.998859000583534,0.998859000583534,0.0393368760082111,1
"35648","NsiI.TP125412",9,54877907,0.195149757581476,0.250336677362953,0.250336677362953,0.000106069821804705,0.303501826209003,0.691937228017964,0.998859000583534,0.998859000583534,0.0392836703931519,1
"35701","PstI.TP940076",9,55493743,0.0207014173235124,0.133469123345692,0.133469123345692,5.76814063403945e-05,0.423599303867957,0.38756881112764,0.998859000583534,0.998859000583534,0.0343402768091448,1
"36078","PstI.TP53013",9,59327122,0.0149167702959747,0.357076559258441,0.357076559258441,0.00014085774754893,0.902659729478025,0.369250303544054,0.998859000583534,0.998859000583534,0.0393368760082111,1
