"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM"
"2297","PstI.TP885267",1,2084430,0.016458660180576,0.0871517193109242,0.00387152218499575,0.0093234206773042,0.00792752673825012,0.0138580753498702,0.0418518314579265,0.00129601340001271,0.011489889653271,0.035026725157738,0.0358529693798447,0.0156689667824211,0.0426080669999098,0.0172834560974125,0.0454773178551945,0.0491042313536974,0.108347350080318,0.140449708263039,0.0192120723015259,0.0288592572874755,0.03461350850654,0.017812074820632,0.064486574350422
"816","PstI.TP1294018",1,2280325,0.20777831242956,0.157085191618799,0.462730672782796,0.0836525469814974,0.0992381806307818,0.0453289696407314,0.0426956186987234,0.0585736585319899,0.0984668472434938,0.0785739046229066,0.0454256253157842,0.0614972316996098,0.146952273196682,0.0511135396014751,0.0184120144340187,0.168903347873358,0.267287365191628,0.00220162343303824,0.0482606210487844,0.0478953842426228,0.0573044292062437,0.049576451219752,0.159450578611842
"1649","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2463","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1424","PstI.TP441536",1,2816855,0.0780719467609335,0.127467735909027,0.0985996574170065,0.818294575047181,0.710029409067412,0.69231308984479,0.654163104948653,0.775083620991248,0.711486702897079,0.69608553245674,0.629330821890619,0.758998993359218,0.61260366702201,0.654805645653631,0.538977106960981,0.801725100967867,0.773222407462047,0.994287363802394,0.771840028521043,0.677421528130393,0.654994623178749,0.627998890261743,0.819240908498249
"474","PstI.TP1085601",1,2820903,0.696099186688724,0.865184465331562,0.695581474513616,0.23512373291335,0.247534557157713,0.261456034055603,0.285024625231444,0.222079819357019,0.251807628493497,0.276174015897078,0.274741917295792,0.169454942062947,0.246875732094314,0.223747465412448,0.282198787118024,0.179270883262898,0.321573113117645,0.179866178730277,0.241905069252805,0.272985963799089,0.274341680583619,0.238721386148401,0.205594168926597
"1564","PstI.TP525202",1,2884119,0.387518285363176,0.666353092124547,0.117955851406786,0.0325024320419265,0.0756966010192142,0.110191750338158,0.128970551757267,0.0243814437726899,0.0965817210438917,0.108248220737982,0.11963129521905,0.00358846897781227,0.138909462381679,0.122875166766553,0.15864223294816,0.0339105920976835,0.0656339995242564,0.195347818166472,0.225147230825282,0.115869966157032,0.114358220655799,0.124077127592079,0.0594666867679611
"793","PstI.TP1268585",1,2988383,0.708229585196963,0.928381040814617,0.801763158108599,1.66042069724209,1.73895429429865,1.77155008198527,1.77273723719624,1.60857080315244,1.72583727364235,1.7015621706185,1.74750394575615,1.52602480990421,1.66813688342661,1.7641621495689,1.96596396465627,1.47142767796566,1.31948197981079,1.4928774219163,1.7518219375167,1.76948167603129,1.73332264661767,1.80608139137284,1.4739730698336
"1697","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2216","PstI.TP849876",1,3050119,0.266398292089781,0.0807226465811364,0.229713613364791,0.0596143013969892,0.0739121959259637,0.0735033367815376,0.0777546268367241,0.0765661178550431,0.0867269634729565,0.0444435682138791,0.074220823705099,0.0689289143331354,0.0434249497306211,0.0222517350540364,0.101333861446791,0.0139338211204672,0.0379915387348593,0.0452262783161919,0.251295339188748,0.0753493346425503,0.0646588872311357,0.0503225838396109,0.0038635003962596
"963","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1742","PstI.TP626124",1,3342723,0.15837010186934,0.0322098371931908,0.0960293331204125,0.2390935139246,0.307907033985625,0.24088464767985,0.289297968974767,0.263554802260797,0.308448967857814,0.26621674814897,0.299536187700793,0.245145782439112,0.282994023699498,0.189456107192439,0.32902934698621,0.285007101878326,0.401465209351916,0.425545278721383,0.149468036718665,0.271045754317057,0.288592268163283,0.241925724574133,0.310782592867218
"434","PstI.TP1059573",1,3357749,0.32533241227907,0.219005243245807,0.236688564418552,0.69705816841127,0.733670300480208,0.832499834143896,0.871203169927724,0.680492262757779,0.700301655896667,0.8372493422655,0.849076394727213,0.71160463106608,0.590654543163678,0.883950443784907,0.764131804839995,0.556951534733967,0.631220836056683,0.871912796663785,0.875167618123129,0.845250656725999,0.841459154852369,0.812788805890491,0.614249222846557
"185","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743","PstI.TP1244443",1,3397749,0.467102095899607,0.438029631755279,0.930067917200709,0.240414265415305,0.285967636592262,0.305433315549882,0.330674870708916,0.247592522539113,0.290105057461246,0.318792264153154,0.361633773056447,0.233809092160256,0.31291728979773,0.308641891539705,0.416063780182591,0.352802626549552,0.221633017635597,0.175161077883678,0.161313238075356,0.316268901540278,0.345013217470656,0.334570776821014,0.30583629284869
"677","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1938","PstI.TP726521",1,3535515,0.359275322975401,0.119295662674355,0.164887243765918,0.0753070542925197,0.122221229195126,0.135451209455347,0.15381922268305,0.0730855269147972,0.132541674472466,0.148191879362421,0.159836904278171,0.0874547908020772,0.127170555999846,0.109341410806125,0.127728608352507,0.128721508751423,0.0777407551054373,0.14687099320689,0.0194051567748342,0.142491859975884,0.154322908315412,0.114751442274901,0.11525464602766
"1301","PstI.TP374511",1,3576636,1.14516791146834,1.46736823004222,0.763828865365003,0.407873447498616,0.336816399333142,0.540771823123279,0.481247507900327,0.380050253910621,0.286302304874704,0.525248564048178,0.446565444696522,0.41249576273533,0.371584866145304,0.529108418577439,0.354499311425831,0.178135184148848,0.280636924470436,0.42882260995765,0.323434335196029,0.491826926776862,0.467299887003318,0.453523838182781,0.218116290503069
"792","PstI.TP1267977",1,3576713,0.0581124328177499,0.207764618658112,0.1350660126779,0.456575080584371,0.427852572685495,0.506311401412453,0.519602710258508,0.429434353938742,0.406989254010702,0.495852921701357,0.509017458671733,0.420568827606127,0.443522816911119,0.525537509643116,0.423248793823823,0.273203423350188,0.497463535704218,0.56365929217538,0.316204935878529,0.509026847734064,0.502656606734356,0.48233416651091,0.339073457234104
"581","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2452","PstI.TP961085",1,3705536,0.593933539765823,0.348295992413805,0.309472370895861,0.164237081560912,0.263413582922196,0.267388148949811,0.317978175368842,0.192786587243379,0.261910067121782,0.258493205639958,0.334651574241369,0.270008825050361,0.322231850414388,0.26747024325808,0.341018231454898,0.164295243900209,0.112096621455872,0.21022231651814,0.350618063177455,0.290970819190742,0.306160558704092,0.294602160866307,0.165595629988334
"983","PstI.TP21889",1,3705780,0.69836533497104,0.287928758566358,0.318050404648995,1.03721643073269,0.907315338059618,1.13570544840713,1.06176757874176,1.07749205972913,0.93833386110121,1.1496563417474,1.07904799794381,0.955460011792208,0.922577594309632,1.10146032627653,1.04135376973302,0.985258739602585,0.834433767767525,1.07072440114861,0.933224083474446,1.08101565418479,1.10064479224747,1.0629353065766,0.972614208593079
"2310","PstI.TP891020",1,4033768,0.122250967718917,0.10904128430574,0.244014031600729,0.0757732512161099,0.112042067746616,0.0879982563175724,0.0966247491538711,0.0648315670795376,0.110985206239411,0.0906161380409172,0.0936918622431279,0.0926353725500583,0.0754648816308974,0.101320579711919,0.109590826264887,0.0861846314919612,0.147193156809654,0.137779396399358,0.10805875250714,0.0933365435441849,0.0925683097692313,0.100661723843183,0.100952061751566
"1744","PstI.TP629259",1,4276027,0.374823711110466,0.180547134055996,0.536961193047107,1.81361713148059,1.99748285379561,1.88144721248263,1.95201493461443,1.80289819033141,1.99483250826943,1.97087545166785,1.93804523874535,1.67492040316789,1.97730107663436,1.95887433821222,2.00372804863085,1.60883729006197,2.28025721642786,1.94962011631491,1.85501292740876,1.92649659362115,1.9508444136393,1.96030324425357,1.76858257374844
"1743","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847","PstI.TP140451",1,4460094,0.211467045435758,0.214569382648917,0.539472201562043,0.559877328364069,0.502436070385604,0.516784305853661,0.458388373023947,0.534982822441699,0.491521913448435,0.555198716383604,0.428810378562247,0.505522078067362,0.531879706982329,0.553723084690171,0.367699943671775,0.567506651473532,0.507495521149207,0.536216450991547,0.339111784916157,0.485325282096545,0.471477241470513,0.492178423555568,0.546922579006233
"104","NsiI.TP39399",1,4465777,0.159736783927318,0.492232428005522,0.125241356078921,0.031799201461894,0.0630868020186462,0.0537136839124607,0.0745015917581629,0.042850829433093,0.084874721938553,0.0382703310691307,0.11015081567759,0.079851683661458,0.0774217588163224,0.0161292007571821,0.117799846138491,0.214932424065126,0.150123081116156,0.13423151397709,0.157894816546609,0.0647025601522002,0.0843870119489869,0.0546146358589357,0.194151583929205
"1363","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","NsiI.TP468762",1,4620729,0.147615069873066,0.324513093337398,0.0741153906971936,0.802332589049055,0.782350288653408,0.91724367274952,0.9045238442984,0.790712433353181,0.798609044120828,0.917870831275175,0.888184690387892,0.693931649435281,0.926162122981502,0.796882568094372,0.886671431926653,0.764707986715056,0.98889481440567,0.865320811766873,0.451465704289469,0.900762959994104,0.896421341067565,0.830840123743478,0.805817224090632
"1150","PstI.TP307588",1,4762662,0.04944429010107,0.0903183921726916,0.411268156492322,0.724924597677372,0.609138558938924,0.650378201825941,0.619427491026051,0.704458701661965,0.623294291267002,0.618257306766032,0.621428135190896,0.719602548699347,0.685953539936422,0.657128194270012,0.623159521425994,1.02174417165489,0.950782245818129,0.906069668728493,0.710582667583263,0.634846004116772,0.622267291456017,0.658372321581904,0.993597189543315
"2363","PstI.TP920636",1,4777048,1.71591989259502,1.24807423678255,2.02121680717171,0.296362090491718,0.247332013249387,0.221153648895143,0.193111027051536,0.273502898335966,0.244051045114682,0.217885038430117,0.223664428544843,0.303403831535843,0.241667095185394,0.260974765380915,0.224688108643855,0.23753477542291,0.202832229239416,0.230651216993135,0.160311818064019,0.209320123102118,0.222833859097816,0.252586972284676,0.22741785471501
"2429","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1836","PstI.TP683907",1,4900973,0.684469706666653,0.512324775635888,0.205483033863196,1.33624975413251,1.28451761274167,1.22580027115081,1.16403502859466,1.3642461586374,1.22464591089945,1.20477486527915,1.15567101265072,1.37809461664988,1.14532115459971,1.20919724106203,1.14989671281448,1.30238402444607,0.974657386380776,1.02139199865686,0.766561111862451,1.20006326917149,1.17732983960533,1.20788727504918,1.20408101189515
"1360","PstI.TP402429",1,4990016,0.306045112089752,0.382086729081055,0.226711616676458,0.0236830052995187,0.0189389088156223,0.0446103109422639,0.0558636958028473,0.0369942888547005,0.0115580410523138,0.0523371074013719,0.0274475249717944,0.0626185243444458,0.0395806042904256,0.0812629544069991,0.00264117970608889,0.108506136526299,0.139532719555474,0.172511600461037,0.19721455061121,0.044848027712181,0.0337761383409765,0.0410880799032824,0.123797276424635
"530","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1837","PstI.TP684655",1,5379329,0.390802318401008,0.139460806139121,0.296570252111377,0.212707413657498,0.23963904948109,0.238487965613982,0.225800261494794,0.221170936827147,0.227311726842695,0.279493468062168,0.211337865039105,0.209349931124882,0.22497926585611,0.288109548421345,0.196197898156842,0.136603915846493,0.309003368459354,0.196122389712119,0.275548630878539,0.230574639619922,0.233466779655387,0.248676037298386,0.174327915607103
"92","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1119","PstI.TP291849",1,5571398,0.254431803869308,0.148262556187673,0.256143331375937,0.362471125458765,0.321271261704815,0.263646605590484,0.266218450054411,0.365034783227204,0.325554891322147,0.239284443494327,0.289083871301965,0.407495495420035,0.333050908422124,0.252806739861605,0.345985237901704,0.479606748573701,0.30970487267468,0.259319401956561,0.406281732119748,0.271893648785558,0.274549949661697,0.300177445228196,0.428702870444003
"1822","PstI.TP677745",1,5751851,0.901131353792713,0.585527522907552,0.413104421642619,0.725501228446262,0.72176192572133,0.563873135800853,0.554199137390341,0.686307786486463,0.691207121177946,0.572731166069258,0.528463663755297,0.664005576700623,0.7287946196104,0.635037946681348,0.488161193005335,0.912732051611883,0.782216156171878,0.661990226787441,0.446188060041717,0.572001925996797,0.548008068773086,0.601832148757207,0.84836983929446
"1265","PstI.TP356699",1,5752437,0.206764288904631,0.248729047319405,0.359438774581716,0.981836894412458,1.11183829261842,0.968752786828334,1.02056065831249,1.00142683859292,1.08864589425505,0.988183402972076,1.02919107096742,0.964694744387714,1.10590626082001,0.830058216466666,1.02998865619607,1.14008541314674,1.30835724154449,1.14168888126847,0.721557895708288,1.00645832698873,1.01813576070223,0.926084104545307,1.1589897743641
"1885","PstI.TP705967",1,5858828,0.0762910639240273,0.121740612594996,0.0385345854930614,0.546949508710255,0.456715191946279,0.627335007046608,0.610085258841434,0.572125436729021,0.468588394159553,0.632932120820814,0.610130748020214,0.604272872319338,0.511086769292537,0.701225724536198,0.616432995720691,0.710990052855353,0.381032109987268,0.642960793214764,0.354438753212386,0.606589115853602,0.614550280126639,0.654722475572115,0.627208591454218
"763","PstI.TP1252197",1,5912854,0.843272909934844,0.51851830400818,0.577520944724763,0.227127050879755,0.286267906813645,0.307709682036313,0.345188814647268,0.22762190129259,0.24849562019547,0.29686464114434,0.293276297465605,0.225851086889137,0.208383681633813,0.332175384131669,0.305254869593416,0.0792421260238777,0.166378012550628,0.216569218026218,0.338424009329556,0.324689693053583,0.293194538092024,0.306164589103994,0.115148874087679
"595","PstI.TP116123",1,5967108,0.448127374530807,0.725842996142394,0.698730845285856,0.15264669697839,0.101907048859292,0.214090722996679,0.175623978090272,0.169242111494939,0.0872738004308319,0.21228829802271,0.205979894433549,0.0920477829155235,0.0742128118954722,0.210567616507263,0.241393648666762,0.148958014238052,0.0838897102011779,0.302945197241586,0.223532122443237,0.184157082576649,0.204833210575279,0.196725861540407,0.150579828146292
"2104","PstI.TP804275",1,5979740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","PstI.TP523933",1,6018181,0.819945140054056,0.611264179233395,0.3779783505953,0.0422095883282523,0.00278002545508043,0.0438188625390757,0.0527518073832501,0.0526086645441,0.021010077550883,0.024271073566081,0.0714815220910397,0.0397632707687191,0.0275804171051744,0.0022217494831023,0.0766491164616,0.0294987817421758,0.108174312561373,0.0681802835538993,0.0223493016708525,0.0466022096057754,0.0543142116770168,0.0281542703073644,0.00833739043857098
"1928","PstI.TP722242",1,6187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","NsiI.TP488601",1,6409370,0.586065839684602,0.206671366070676,0.0204452916636802,0.0643844737379481,0.0413668312407812,0.0578372133565126,0.0421488044658151,0.0866233166804503,0.0557015520465,0.0493759721011939,0.0529408507484165,0.0241266286189149,0.0447913351597232,0.0260517114348251,0.0466602982641726,0.0445332858526279,0.0262071746071876,0.0144227179045615,0.010539326878201,0.0487424397197723,0.0524188076814448,0.033971964419947,0.0380180730620592
"346","PstI.TP1015835",1,6514843,0.377611819578048,0.333469570907216,0.215455896294873,1.49170354175873,1.41674471189789,1.57265096516697,1.46660431798439,1.53310932765441,1.41555090251357,1.58427418450416,1.45455218765379,1.52834810370813,1.48390688670019,1.64048753199751,1.4731412317184,1.40627311302974,1.09355571178913,1.55079854301889,1.54552830998775,1.5053349564426,1.49908437701318,1.57887846526158,1.38328453792881
"1620","PstI.TP547229",1,6574881,0.0515260993668897,0.212289308815849,0.0694683021050919,0.49405077241338,0.473367293666342,0.406845942089979,0.432522414750976,0.462090519219731,0.484136876835009,0.353032362084042,0.472154996732479,0.46217978692392,0.482244612103795,0.391845602516317,0.465177502582056,0.445532507100143,0.413153208488205,0.42624284236918,0.57578354699438,0.428398116292663,0.432766805316208,0.428961701058546,0.448297409834645
"536","PstI.TP1129801",1,6608649,0.634338643347621,0.611784040949333,1.14216393689354,0.350282547731076,0.367607804717605,0.355309577712969,0.347313521786739,0.347551556568723,0.370231981142312,0.356381885193653,0.34719619054555,0.416932131187779,0.340238110292836,0.363645313482617,0.275811124567478,0.194726264709498,0.256766945824907,0.332129519346088,0.335348226668571,0.351721483394083,0.351146505056224,0.340905470164501,0.224179662379784
"745","PstI.TP1245357",1,6748280,0.513480869873684,0.323425412868801,0.415705409589758,0.0595280954945385,0.0246391965079176,0.044237110563793,0.0558380896765983,0.0466689348822359,0.0342782146401272,0.0327314969788726,0.0445779575562001,0.0377778131875365,0.0149294354173413,0.0913129029749984,0.0730683577933968,0.166458377750161,0.20694153721099,0.181337246817307,0.136812870298668,0.0506815322458292,0.0407610751966821,0.0755223938459664,0.175782145340983
"549","PstI.TP1136661",1,6752030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1433","PstI.TP444825",1,6930877,0.0454614135018746,0.393864717221925,0.1005378014155,0.0264928113571743,0.036182761499304,0.00454189651013192,0.00946801209708612,0.0273317044873739,0.0414686154452485,0.0234207588987445,0.0136985497177658,0.00174862097313751,0.0172586782868839,0.0158913411145503,0.00242651517459524,0.137930574491777,0.08914766442499,0.0528000668960742,0.128583611237608,0.00110152280772833,0.000270668927498986,0.00648545183452528,0.108434406855795
"1657","PstI.TP572285",1,6947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","NsiI.TP800074",1,6979429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2108","PstI.TP806450",1,7007771,0.818534372768598,0.360500332668167,0.502800167315174,0.900993223378637,0.828073938014838,0.969768752627889,0.979670838056945,0.879665234069361,0.850543955753576,1.01273908449444,0.904296189768512,0.840187748325724,0.84757480461111,1.08188185384655,0.923796186418901,1.0815289470714,0.978717391134924,0.974376874986329,0.947810751490585,0.967377973581702,0.938913601199645,0.99977955496945,1.05989866878333
"1428","PstI.TP443586",1,7215893,0.655297700626897,0.0803040919328737,0.393574575138921,0.0691370797388922,0.0950664384121122,0.0456171269892393,0.0523240891265113,0.0882310767662012,0.10735386234854,0.0770676681495579,0.0877845088494961,0.00345391855030269,0.140533339548416,0.0550715022674181,0.126561596547573,0.0485792768894615,0.128555995288102,0.0666396235477184,0.120565938867111,0.0525859353507776,0.0847196971084258,0.0776030438038192,0.0658571553181007
"1512","PstI.TP488378",1,7260223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","NsiI.TP375218",1,7321465,0.536536317288022,0.176989395699626,0.0841155694786756,0.187222526905492,0.166729775120188,0.20738131539974,0.205313844359918,0.190135531455144,0.178214016676841,0.184811502351046,0.206954197394947,0.178836543621904,0.163431134967275,0.166406926915969,0.215039922208817,0.164295273108465,0.106506981144825,0.347723056368876,0.1281883916964,0.203563375252452,0.198992733469033,0.181564804989228,0.166121330440303
"1449","PstI.TP451905",1,7339832,0.768710139048736,1.16928512644883,0.557545506260506,0.0346536270464892,0.0016879932637744,0.0730151202439004,0.0237359388389528,0.0273764439563427,0.00816691656523925,0.0705202769307135,0.0281676420752344,0.0395162993847427,0.0569580612980407,0.126325553188595,0.0261386788435812,0.105016693976717,0.161472423362141,0.0955245643160542,0.0610551733182971,0.0398640941672172,0.041155627400478,0.0821439113293886,0.107365700421382
"1904","PstI.TP712786",1,7449325,0.54722225724041,0.062325749228287,0.089103869012685,0.504020976425141,0.441590433703368,0.466198945908634,0.46153082278633,0.523829031321064,0.421025214822063,0.476324197050405,0.400912964880975,0.482748543047287,0.383481253219057,0.456429868198366,0.420866642283479,0.615717380956755,0.590708466145228,0.513411984510524,0.588678151174527,0.464527662487143,0.427297478317962,0.444214348790425,0.606567925858742
"552","PstI.TP1137764",1,7486769,0.0476795102763357,0.20629017339968,0.201334202823125,0.109338277171142,0.15378934563665,0.0667116011790624,0.0534607133131651,0.155695537581377,0.160872160921093,0.0520455817496481,0.064011514347577,0.135751718274053,0.139929844629993,0.044140568822297,0.0373545422477077,0.138124047461663,0.125780017281257,0.164491144687081,0.0343750532045325,0.064824217418073,0.0630840690586622,0.057180328246816,0.134989086634999
"623","PstI.TP1173447",1,7571007,0.13889823487003,0.165849173728257,0.272879740724591,0.640567033439359,0.629890452392956,0.587365217684124,0.598912156968034,0.603881517024332,0.580760414354639,0.622483703837623,0.51498636556868,0.601275633732991,0.527393689955204,0.644033512828085,0.420971734449311,0.415910856032683,0.533019391401991,0.562828769416763,0.605011970368253,0.599335396979398,0.55256177766801,0.565348990627316,0.461943559281903
"2480","PstI.TP973605",1,7933170,0.0186506798180684,0.156967039375346,0.0767456615300509,1.17045600521615,1.29066686723461,1.15261593992232,1.20599826848351,1.20434790765258,1.31341690551305,1.13676154373028,1.22420870167905,1.1606431673186,1.37322515637772,1.15875632204826,1.24588965623448,1.15300804255221,1.18582405056618,1.10003154835419,1.35695338196275,1.19164379851938,1.19878940569706,1.20939904982497,1.17305021689041
"2479","PstI.TP972953",1,7984963,0.572695247986996,0.329596208507778,0.030783101187598,1.47283097964016,1.37242424672832,1.37558437090377,1.3248342435786,1.4726596529413,1.37070747842965,1.38212225366538,1.3341269141458,1.46551571709508,1.45344301888151,1.37606866116446,1.34275666711774,1.57554119268424,1.52296962903546,1.39312142526559,1.1449603492612,1.35329666952189,1.35436091610721,1.38985109709785,1.54555223788675
"1278","PstI.TP36329",1,8029204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","PstI.TP308053",1,8330660,0.0155913265448469,0.424612580149516,0.202845952916051,2.11534872153566,2.14928114651965,2.27553437362361,2.08890860165092,2.08903853305175,2.14582763066429,2.30364109365877,2.07434193964963,2.04560367086458,2.11218365681747,2.20600870572699,2.04757132500054,2.30955023552326,2.60332215120065,2.49088114297411,2.02807662674309,2.16249406792846,2.15303375292019,2.15304927784385,2.39031545868733
"1392","PstI.TP424566",1,8533790,0.597497894650659,0.383287393569313,0.194351935083421,0.528155083038393,0.505222902530588,0.550691095212037,0.592220768372284,0.486789638680861,0.528748353776766,0.573596629850349,0.575903450500234,0.463345442525017,0.521292894407534,0.521531514840991,0.610703232920795,0.642812899867172,0.63114506104918,0.491833879668352,0.552254498819285,0.571555878587804,0.573786404174852,0.545097493914654,0.627879178460292
"2500","PstI.TP983141",1,8569458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
