"","Name","Chromosome","Position","OWA","rrBLUP.OWA"
"1068","PstI.TP1009631",1,4625223,0.232539099645201,0.585411029240721
"4178","PstI.TP982823",1,4677828,0.731473164672794,0.185578147578701
"2320","PstI.TP307588",1,4762662,0.244868776636938,0.569024837410226
"3999","PstI.TP920636",1,4777048,0.0106454006512292,0.975786037135633
"1501","PstI.TP1168479",1,4789991,0.189337117277878,0.646640471893498
"4093","PstI.TP947391",1,4891496,0,1
"3272","PstI.TP683907",1,4900973,0.120930253900499,0.756954449365915
"2605","PstI.TP402429",1,4990016,1.45600454897793,0.0349941501578827
"3477","PstI.TP748688",1,5063937,0.109290628050539,0.777516066407042
"1377","PstI.TP1126882",1,5115206,0,1
"874","NsiI.TP694711",1,5307532,0,1
"3273","PstI.TP684655",1,5379329,0.341739002110115,0.455261576435849
"2052","PstI.TP213596",1,5408780,0.618587695387451,0.240664650525907
"695","NsiI.TP556033",1,5459542,0.0446982490101517,0.902197773512204
"327","NsiI.TP367540",1,5460609,0,1
"4026","PstI.TP928135",1,5502147,0,1
"2802","PstI.TP476949",1,5536792,0.854217002246606,0.139888817086586
"1843","PstI.TP137261",1,5540981,0.0360942363223266,0.920249867690342
"1020","NsiI.TP83219",1,5636529,1.41287262574262,0.0386480311269463
"3048","PstI.TP584919",1,5663458,0.286034942623282,0.517565187827275
"649","NsiI.TP522455",1,5717942,0.0163219238804643,0.963114843218168
"3254","PstI.TP677745",1,5751851,0.990046754660093,0.102318283398317
"2474","PstI.TP356699",1,5752437,1.51394471950082,0.0306235320986196
"3341","PstI.TP705967",1,5858828,0.227696054698432,0.591975789362128
"665","NsiI.TP530878",1,5870812,0,1
"1717","PstI.TP1252197",1,5912854,0.236898290678357,0.579564411255349
"1478","PstI.TP116123",1,5967108,0.0732456424759275,0.844800879892012
"3640","PstI.TP804275",1,5979740,0,1
"2897","PstI.TP523933",1,6018181,0.895430129173389,0.12722424164646
"3400","PstI.TP722242",1,6187691,0,1
"568","NsiI.TP488601",1,6409370,0.537457727905939,0.290096355051038
"1090","PstI.TP1015835",1,6514843,0.164368237904531,0.684907247936168
"2978","PstI.TP547229",1,6574881,0.531050440273924,0.294407967962792
"1388","PstI.TP1129801",1,6608649,0.790099995618885,0.162143672113048
"2224","PstI.TP272307",1,6679965,1.40154315636729,0.0396695106901003
"3763","PstI.TP841428",1,6731433,0,1
"1692","PstI.TP1245357",1,6748280,0.448335091656089,0.356176209987446
"1408","PstI.TP1136661",1,6752030,0,1
"2715","PstI.TP444825",1,6930877,0.379220835516306,0.417617957019495
"292","NsiI.TP350497",1,6933742,0,1
"991","NsiI.TP800074",1,6979429,0,1
"3646","PstI.TP806450",1,7007771,0.641334760662594,0.228383770856256
"2709","PstI.TP443586",1,7215893,0.0877182383766039,0.817112325655733
"2828","PstI.TP488378",1,7260223,0,1
"2473","PstI.TP356624",1,7268772,0.146795066472087,0.713189488372047
"338","NsiI.TP375218",1,7321465,0.275755676653112,0.529961503293172
"2739","PstI.TP451905",1,7339832,1.61311285583063,0.0243717741077812
"3843","PstI.TP867155",1,7342618,0.342566276937074,0.454395187446648
"547","NsiI.TP481176",1,7350098,0.830869223455589,0.147615097102168
"3368","PstI.TP712786",1,7449325,0.0527380732651731,0.885649591671087
"1411","PstI.TP1137764",1,7486769,0.242613706628067,0.571987177828222
"1520","PstI.TP1173447",1,7571007,0.406182024602246,0.392480401735153
"425","NsiI.TP432315",1,7822652,0.62383155405773,0.237776234935474
"3108","PstI.TP614866",1,7824409,0,1
"4150","PstI.TP973605",1,7933170,0.235219121496459,0.581809594063578
"4149","PstI.TP972953",1,7984963,0.287615554373142,0.515684936577832
"2494","PstI.TP36329",1,8029204,0,1
"207","NsiI.TP273737",1,8121676,0,1
"44","NsiI.TP137978",1,8153110,0,1
"2321","PstI.TP308053",1,8330660,0.162890956229018,0.687240972577162
"2659","PstI.TP424566",1,8533790,0.33540821608422,0.461946609503685
"4179","PstI.TP983141",1,8569458,0,1
"2665","PstI.TP426455",1,8609159,0.799500685401008,0.158671641480305
"2973","PstI.TP545486",1,8870035,0.0822070328664038,0.827547568809087
"2304","PstI.TP302093",1,8923298,0.0610730646085938,0.868814249871471
"2773","PstI.TP461927",1,9014162,3.08998270101537,0.000812862893786288
"3293","PstI.TP691225",1,9036250,0,1
"2707","PstI.TP443245",1,9039678,0.378859039680699,0.417966005167621
"4163","PstI.TP978811",1,9073364,0,1
"2995","PstI.TP550784",1,9140137,0,1
"3038","PstI.TP581769",1,9144035,0,1
"232","NsiI.TP300557",1,9206508,0,1
"3467","PstI.TP745827",1,9270379,0.0556680518428632,0.8796946447494
"2751","PstI.TP456141",1,9284445,0.155140083040736,0.699616296184037
"1257","PstI.TP107393",1,9287566,1.06857738282897,0.0853930680025416
"4152","PstI.TP974726",1,9504539,0.0378626971063723,0.916510200486108
"42","NsiI.TP134750",1,9511955,0,1
"3330","PstI.TP701371",1,9558859,2.01432013102911,0.00967564373632511
"1521","PstI.TP1174311",1,9559149,0.0300826408981978,0.933076730877554
"2409","PstI.TP336334",1,9630139,1.01316871883168,0.0970133007573027
"2570","PstI.TP390724",1,9756005,0.445075311367964,0.358859699089578
"906","NsiI.TP727325",1,9821700,2.12374006184488,0.00752072897316059
"1783","PstI.TP1278278",1,9821711,0.475160781988051,0.334841453144866
"2533","PstI.TP377612",1,9851429,0.353632124987128,0.442963431654648
"2532","PstI.TP377610",1,9851445,0.40792326568795,0.390909958509456
"1043","PstI.TP1001875",1,9929490,0,1
"1605","PstI.TP120265",1,9929566,0.1401356609515,0.724209702713233
"1876","PstI.TP145867",1,9990979,0,1
"3696","PstI.TP821356",1,10005335,0,1
"2850","PstI.TP498398",1,10010021,0.0492140989030381,0.892865209686203
"1327","PstI.TP1106149",1,10181736,0.354457701211876,0.442122175957285
"2442","PstI.TP345581",1,10284848,0,1
"840","NsiI.TP664565",1,10300447,0.170505417728583,0.675296629764918
"3061","PstI.TP593918",1,10465079,0,1
"310","NsiI.TP360999",1,10465743,1.1183695532381,0.0761430811651537
"2371","PstI.TP323026",1,10477035,0,1
"3976","PstI.TP91211",1,10530796,0.411524351255884,0.387682010245447
"2829","PstI.TP488889",1,10576905,0.20463847778819,0.624254270767408
"4097","PstI.TP948493",1,10639570,0.0670142868011242,0.857009652084095
"4167","PstI.TP980214",1,10687788,0.679912653715053,0.208971637705943
"3223","PstI.TP667320",1,10965394,0,1
"3851","PstI.TP869093",1,11187262,0.753129339600514,0.17655119456732
"3739","PstI.TP835148",1,11456164,0.383346406404329,0.413669587828076
"1181","PstI.TP1045636",1,11697258,0.13678475780324,0.729819128829218
"2363","PstI.TP319571",1,11815150,0.407651037532887,0.391155068822193
"1802","PstI.TP1288084",1,11935767,0.297932394302981,0.50357899375615
"4068","PstI.TP939213",1,11990855,0,1
"2300","PstI.TP301133",1,12137712,0,1
"868","NsiI.TP690036",1,12138480,0,1
"1968","PstI.TP181460",1,12172878,0.928391988228845,0.117925577510914
"2325","PstI.TP308387",1,12249163,0.771562965295935,0.169214289477934
"2599","PstI.TP401102",1,12714512,0.846966891489691,0.142243722272198
"2650","PstI.TP419952",1,13194145,0,1
"3527","PstI.TP770895",1,13263569,0.838738045984626,0.144964597490367
"3413","PstI.TP726878",1,13263594,0.0766032326443728,0.838294790632406
"51","NsiI.TP146220",1,13426299,1.23424368788848,0.0583117817997158
"3555","PstI.TP775845",1,13537099,0,1
"3239","PstI.TP672785",1,13856592,0,1
"1011","NsiI.TP819777",1,14025316,0.0590251061700346,0.872920904163869
"1304","PstI.TP1098610",1,14727981,2.08562514947377,0.00821059916111117
"2791","PstI.TP473065",1,14979768,0.149868587609171,0.708160032846234
"4208","PstI.TP994295",1,15000089,2.42100790780931,0.00379308078316135
"4168","PstI.TP980794",1,15035098,0,1
"183","NsiI.TP258606",1,15160092,0.91309874717788,0.122152188653845
"3464","PstI.TP745600",1,15174350,0,1
"98","NsiI.TP190002",1,15394010,0.523663760507588,0.299458220490167
"2499","PstI.TP364469",1,15807512,0.165553652417452,0.683040330472142
"2943","PstI.TP537488",1,15836219,0.846662664865067,0.142343400002043
"2179","PstI.TP256999",1,15936570,0.195908673297743,0.636929445128864
"2982","PstI.TP548596",1,16432580,0,1
"1440","PstI.TP1150194",1,16733554,0.428802086361929,0.372561448667465
"1222","PstI.TP1062903",1,16796019,0,1
"3866","PstI.TP875497",1,17132096,0,1
"2217","PstI.TP270063",1,17132801,0,1
"289","NsiI.TP347636",1,17221327,0,1
"4157","PstI.TP97518",1,17476051,1.28409732233578,0.0519879482147196
"1595","PstI.TP1199192",1,17514476,0.414368682985805,0.385151254719246
"1897","PstI.TP155582",1,17577155,0.37912746159574,0.417707755116917
"121","NsiI.TP210953",1,17586467,0.0223147353591032,0.949916135227748
"2335","PstI.TP311967",1,17610629,0,1
"2574","PstI.TP392482",1,17611146,0,1
"3965","PstI.TP907404",1,18035898,0,1
"1879","PstI.TP147052",1,18036670,0,1
"230","NsiI.TP297192",1,18054455,0.196037865201195,0.63674000249725
"2466","PstI.TP353784",1,18167193,0.4503515631352,0.35452628258622
"2873","PstI.TP510832",1,18167351,1.1414935353208,0.0721948909408865
"110","NsiI.TP20060",1,18191763,0.265835038369646,0.542206802143434
"1694","PstI.TP1245745",1,18203316,0,1
"2767","PstI.TP460935",1,18308167,0,1
"1784","PstI.TP1279895",1,18383885,1.41112842126808,0.038803560654713
"1376","PstI.TP1126710",1,18437271,0,1
"975","NsiI.TP772843",1,18447607,0,1
"2931","PstI.TP533117",1,18662889,0.337290319900384,0.459949001194433
"1929","PstI.TP166501",1,18793961,0.116714029605163,0.764338913048354
"512","NsiI.TP463409",1,18837893,0.268237371767316,0.539215823470667
"86","NsiI.TP175150",1,19077723,0.00636465898908517,0.985451695402528
"2293","PstI.TP298371",1,19099334,0.261719973902504,0.547368783723969
"2757","PstI.TP458499",1,19100550,0.725627706140456,0.18809285298523
"915","NsiI.TP731560",1,19407596,0,1
"3033","PstI.TP579186",1,19637965,0.0456413231192353,0.900240769076729
"3020","PstI.TP574132",1,19943823,0.169140519663337,0.677422286420434
"3916","PstI.TP890955",1,20013544,0.418334094372122,0.381650561462996
"3917","PstI.TP890977",1,20013575,0.0330697788001648,0.926680920088054
"2555","PstI.TP385421",1,20238710,0,1
"296","NsiI.TP352570",1,20251715,0,1
"452","NsiI.TP440927",1,20252244,1.62310268831435,0.0238175623988868
"1678","PstI.TP1239144",1,20685889,1.28564878236369,0.0518025594297507
"3795","PstI.TP851166",1,21305923,0.279189466059768,0.525787835240423
"3605","PstI.TP791712",1,21320307,0.920457350587541,0.120099901001194
"2206","PstI.TP265375",1,21509659,0.353071768407446,0.443535342388837
"2209","PstI.TP265643",1,21534801,0,1
"2012","PstI.TP198890",1,21626192,0.0554419459197862,0.880152757768347
"1258","PstI.TP1074331",1,21885836,0.54760580491501,0.28339631256241
"3504","PstI.TP761935",1,22258955,0,1
"2964","PstI.TP543648",1,22275588,0.00857074661100127,0.980458584518831
"235","NsiI.TP304101",1,22335385,0,1
"1400","PstI.TP1133775",1,23057893,0.215972874734803,0.608172985501482
"1102","PstI.TP1020277",1,23246220,0,1
"1733","PstI.TP1256502",1,23777666,0,1
"3898","PstI.TP884909",1,23972025,1.08722734258955,0.081803645386258
"202","NsiI.TP269540",1,24901828,0,1
"2872","PstI.TP510443",1,25088662,0,1
"4193","PstI.TP98839",1,25165051,0,1
"2959","PstI.TP543090",1,25480362,0,1
"2063","PstI.TP21552",1,26847368,0,1
"3495","PstI.TP757921",1,26848011,0.332910208961709,0.464611324384392
"344","NsiI.TP378252",1,26880821,0.0452196200431415,0.901115333895914
"2263","PstI.TP288641",1,27158173,0,1
"2329","PstI.TP309238",1,27158767,0,1
"1952","PstI.TP176880",1,28241729,0,1
"3936","PstI.TP896979",1,28970255,0.175105534421664,0.668181528400478
"1885","PstI.TP150197",1,30650620,0.145789381747094,0.714842916857576
"2333","PstI.TP31070",1,30825121,0,1
"786","NsiI.TP61845",1,30836654,0.147994274886366,0.711222889330874
"2870","PstI.TP510044",1,31327463,0.23262165305256,0.585299761231891
"2110","PstI.TP231608",1,46403489,0.0721151072353713,0.847002891180356
"1631","PstI.TP1213378",1,46786394,0,1
"2259","PstI.TP286748",1,49731278,0,1
"2193","PstI.TP261824",1,50142562,0,1
"1565","PstI.TP1189297",1,50142670,0,1
"1483","PstI.TP1162168",1,50144561,0.351562604894432,0.445079298736316
"1648","PstI.TP122157",1,50223254,0,1
"1886","PstI.TP15027",1,50852753,0.0743996335665338,0.842559086243899
"1414","PstI.TP1138376",1,51888724,0.105935787060095,0.783545485913869
"2813","PstI.TP481755",1,51889649,0,1
"2743","PstI.TP452799",1,52828554,0.0596710525739068,0.871623533318736
"1404","PstI.TP1134497",1,53143016,0.618624366394665,0.240644330114497
"3175","PstI.TP643290",1,53455562,0.113753608342218,0.76956692083064
"2536","PstI.TP378778",1,54121051,0.241179487286649,0.573879237652439
"67","NsiI.TP160863",1,54752388,1.1428181111241,0.0719750356856408
"1912","PstI.TP160672",1,55685308,0.111682636753262,0.773245432334983
"1499","PstI.TP1167747",1,56262223,0.560482131124754,0.27511727985819
"1061","PstI.TP1007712",1,56295361,0.501989351438255,0.314782549537948
"1727","PstI.TP1255073",1,56318472,0,1
"2330","PstI.TP309283",1,56385216,0,1
"930","NsiI.TP742789",1,56568036,0,1
"714","NsiI.TP565063",1,56578610,0.20991658991958,0.616713435735193
"1014","NsiI.TP824820",1,56735765,0.0726007131441527,0.846056345095094
"3698","PstI.TP822327",1,56871868,0.109580634817487,0.776997041502701
"2530","PstI.TP377200",1,56910407,0.337357465062923,0.459877895148981
"1169","PstI.TP1041006",1,57001520,0.424879578832368,0.375941630927757
"1793","PstI.TP1282088",1,57117988,1.60056613035495,0.0250861416177228
"3648","PstI.TP807213",1,57183105,0.347261288531735,0.449509331143013
"1496","PstI.TP1165736",1,57192298,0.47863871265466,0.332170673719948
"2203","PstI.TP264010",1,57283338,0.223945918156172,0.597109638851679
"2718","PstI.TP445858",1,57330069,0,1
"4136","PstI.TP96755",1,57367730,0,1
"506","NsiI.TP459313",1,57397568,0,1
"4141","PstI.TP968463",1,57418406,0,1
"957","NsiI.TP758763",1,57499558,0.170446847152833,0.675387708931878
"951","NsiI.TP755202",1,57718474,0,1
"509","NsiI.TP46196",1,57778864,0,1
"571","NsiI.TP489836",1,57849492,0.382275899282784,0.414690513692716
"3963","PstI.TP9065",1,57881166,0.167833204650347,0.679464537992727
"3351","PstI.TP708344",1,57964831,0.0180546122287592,0.959279995139549
"3396","PstI.TP720409",1,58165134,1.11010951383729,0.0776051399007067
"2315","PstI.TP306310",1,58165810,0,1
"3932","PstI.TP894259",1,58263461,1.20807133471597,0.0619339337600978
"115","NsiI.TP20336",1,58285925,0,1
"257","NsiI.TP326794",1,58346265,0,1
"3094","PstI.TP607895",1,58398018,0.0562196889346751,0.878577973569139
"3064","PstI.TP59473",1,58631638,0.50838579054526,0.310180298409222
"624","NsiI.TP509280",1,58994548,0.108027752871266,0.779780278360824
"4156","PstI.TP975092",1,59040624,0.837393870595432,0.145413969319541
"2975","PstI.TP546331",1,59140499,0.529344867850927,0.295566447798992
"2853","PstI.TP502131",1,59426545,0,1
"2765","PstI.TP460627",1,59468543,0,1
"3679","PstI.TP816116",1,59685970,0,1
"1253","PstI.TP1072427",1,59994659,0.665527197046556,0.216009475781478
"481","NsiI.TP45219",1,60042018,0,1
"3543","PstI.TP773822",1,60097008,0,1
"2753","PstI.TP457393",1,60097068,0.0104822075050671,0.976152773353943
"1559","PstI.TP1185674",1,60148122,0,1
"275","NsiI.TP337751",1,60167980,0.441127827370727,0.362136393893365
"1030","NsiI.TP94007",1,60313546,0,1
"2322","PstI.TP308061",1,60402946,0,1
"1311","PstI.TP110030",1,60421130,0.836936653947644,0.145567138885491
"1273","PstI.TP1081772",1,60516578,0.284586085443853,0.519294729191634
"1088","PstI.TP1014707",1,60949616,0.0408919824067627,0.910139614135047
"1450","PstI.TP1152227",1,60999485,0.085681976182173,0.820952488819401
"3552","PstI.TP774975",1,61157443,0.246859187772579,0.566422911778884
"1698","PstI.TP1246681",1,61289286,0,1
"2506","PstI.TP365645",1,61353360,0.475409077660201,0.334650071662313
"1167","PstI.TP1040444",1,61649660,0,1
"2266","PstI.TP288904",1,62080065,0.0856863549103968,0.820944211694406
"1892","PstI.TP153019",1,62238600,0,1
"510","NsiI.TP462536",1,62433879,0,1
"1675","PstI.TP1235985",1,62443684,0.0692160651897012,0.852675795032279
"767","NsiI.TP610817",1,62492981,0,1
"3371","PstI.TP71345",1,62705763,0.113234327463454,0.770487633411985
"1472","PstI.TP116028",1,62738111,0.730063430282589,0.186181519194971
"2393","PstI.TP332665",1,62857264,0,1
"1148","PstI.TP1032405",1,62899325,0.414154182547568,0.385341530031868
"3737","PstI.TP834485",1,62936010,0.398230921420021,0.399732149177387
"2653","PstI.TP420801",1,62946889,0.462753053676662,0.344545788951333
"2670","PstI.TP428256",1,63323451,0.160088503171772,0.691689999759048
"1474","PstI.TP1160645",1,63359101,0.746365580664493,0.179322349059506
"716","NsiI.TP56624",1,63509426,0,1
"3790","PstI.TP84880",1,63680478,0.425216419263075,0.375650162234068
"3066","PstI.TP59594",1,63737514,0.0406692196896302,0.910606571897139
"218","NsiI.TP280338",1,63802216,1.99527796726,0.0101093220679421
"200","NsiI.TP267317",1,63808055,2.25353504209913,0.0055778259428973
"3095","PstI.TP608352",1,63849910,0.674634411410091,0.211526892149906
"3124","PstI.TP622702",1,63849924,0.153853628621423,0.701691751534922
"2607","PstI.TP403217",1,63867116,0,1
"554","NsiI.TP484505",1,63970510,0,1
"3680","PstI.TP816739",1,64060896,0.204205386358455,0.62487710627617
"96","NsiI.TP188409",1,64102768,0,1
"587","NsiI.TP499343",1,64103746,0,1
"1719","PstI.TP1252633",1,64114120,0.449762556835177,0.355007430494423
"1028","NsiI.TP88778",1,64177819,0,1
"1792","PstI.TP1281541",1,64484981,0,1
"335","NsiI.TP374015",1,64625827,0,1
"4223","PstI.TP997652",1,64799296,0.163625650023133,0.686079353304784
"3731","PstI.TP833589",1,64801253,0,1
"4085","PstI.TP944748",1,64883503,0,1
"696","NsiI.TP55636",1,64902964,0,1
"3874","PstI.TP876794",1,65066495,0,1
"4120","PstI.TP961110",1,65184135,0.846803027953169,0.142297402339934
"2803","PstI.TP477712",1,65237054,0.129845307612288,0.741574337396209
"2004","PstI.TP197677",1,65249144,0.607944901354191,0.246635222181665
"3231","PstI.TP669936",1,65249574,0.0932227490175543,0.806821106717817
"2480","PstI.TP358803",1,65256453,0,1
"4012","PstI.TP924658",1,65264909,0.37993871075771,0.416928217769697
"4042","PstI.TP931830",1,65273426,0.576119760197282,0.265387363405768
"776","NsiI.TP615624",1,65289533,0.245574264809152,0.568101237349581
"678","NsiI.TP545512",1,65564544,0.00144651575578824,0.996674815097267
"4128","PstI.TP966260",1,65795867,0.038396598541923,0.915384177757409
"2917","PstI.TP530837",1,65836675,0.666385147846981,0.215583169265644
"2024","PstI.TP204021",1,65922833,0,1
"17","NsiI.TP117758",1,66087512,0,1
"2774","PstI.TP46198",1,66096584,0,1
"3309","PstI.TP69498",1,66230707,0,1
"847","NsiI.TP66906",1,66339343,0.595721947799054,0.253675223803729
"963","NsiI.TP763660",1,66404152,0.669713705813218,0.213937193451832
"549","NsiI.TP482264",1,66520178,0,1
"2579","PstI.TP393536",1,66632271,0.0381679931872284,0.91586614752438
"1279","PstI.TP1084761",1,66720416,0,1
"538","NsiI.TP475064",1,66777724,0,1
"728","NsiI.TP575744",1,66841969,0,1
"445","NsiI.TP43891",1,66864733,0.142106092446222,0.720931343597634
"1105","PstI.TP1020853",1,66882875,0.269473885658115,0.537682763280583
"131","NsiI.TP214866",1,66931515,0.196724147318035,0.635734605902837
"504","NsiI.TP459012",1,67058618,0,1
"1315","PstI.TP1102564",1,67094571,0,1
"4081","PstI.TP94366",1,67316019,0,1
"1512","PstI.TP1171121",1,67376990,0.0760243621585159,0.839412897540579
"3589","PstI.TP787593",1,67474277,0.31646552350325,0.482541285111743
"2064","PstI.TP216091",1,67620053,0.264800581955589,0.543499836837947
"1882","PstI.TP148680",1,67724801,0.496229582192505,0.318985115021963
"3255","PstI.TP678255",1,67745947,0.0701447862556197,0.850854330821567
"2035","PstI.TP209249",1,67863639,0,1
"891","NsiI.TP712037",1,67933970,0.097779115450644,0.79840065496139
"3246","PstI.TP674379",1,67954429,0.0354652536711607,0.921583618353584
"2652","PstI.TP420086",1,68042057,0.0331400522121736,0.926530985505733
"3691","PstI.TP820370",1,68065605,0,1
"3114","PstI.TP618427",1,68135205,0.115699047349801,0.766127325556797
"796","NsiI.TP624683",1,68159137,0.452000242578156,0.353182972519135
"878","NsiI.TP700374",1,68176238,0,1
"2033","PstI.TP2084",1,68344425,0,1
"1110","PstI.TP1021466",1,68344473,0,1
"731","NsiI.TP576771",1,68414794,0,1
"421","NsiI.TP430940",1,68502125,0.0150920137474795,0.965846223970086
"1393","PstI.TP1131578",1,68512918,0,1
"4033","PstI.TP929783",1,68577350,0.411885234712137,0.387359993926144
"3026","PstI.TP577286",1,68698894,0.395447796450843,0.402302011046943
"2162","PstI.TP251999",1,68828244,0,1
"176","NsiI.TP252602",1,68982448,0,1
"1182","PstI.TP1045708",1,69041513,0.159436599425355,0.692729050257573
"993","NsiI.TP801056",1,69044428,0,1
"3856","PstI.TP871336",1,69055455,0.775319715327101,0.167756858483837
"3896","PstI.TP884447",1,69119836,0.0284567255503456,0.936576538637168
"2781","PstI.TP468115",1,69143489,0.361288674859878,0.435222485815771
"2296","PstI.TP299690",1,69193739,0.021699204666425,0.951263417106315
"3489","PstI.TP754866",1,69204551,0.476958895134496,0.333457972216639
"31","NsiI.TP127610",1,69282032,0.399019868775497,0.399006647571484
"1130","PstI.TP1026778",1,69284392,0,1
"2445","PstI.TP345976",1,69318742,0.647505745929206,0.225161562656741
"108","NsiI.TP19909",1,69328566,0.433824149361522,0.368278063316999
"2489","PstI.TP361742",1,69400386,0.680206947636403,0.208830078803036
"465","NsiI.TP444157",1,69418722,0.756955925702303,0.175002428051368
"3069","PstI.TP59721",1,69434073,0.105035927046719,0.785170678614426
"163","NsiI.TP239839",1,69493415,0.268042694968787,0.539457586480953
"564","NsiI.TP487740",1,69506499,0.428956561937651,0.372428954674281
"565","NsiI.TP487741",1,69506512,0.503546216557106,0.313656132720851
"312","NsiI.TP361622",1,69534233,0,1
"2159","PstI.TP250224",1,69664479,0,1
"2084","PstI.TP222462",1,69790547,0.108333036467357,0.779232331085419
"2353","PstI.TP317631",1,69806063,0,1
"3695","PstI.TP821118",1,69831632,0,1
"1551","PstI.TP1183728",1,69834022,0.0193065207585397,0.956518731519602
"3281","PstI.TP687743",1,69969234,0.610848357356104,0.244991853079246
"279","NsiI.TP340695",1,70223476,0.101358886276431,0.791846704692844
"3082","PstI.TP603122",1,70276636,0,1
"4002","PstI.TP921276",1,70382591,0,1
"2742","PstI.TP452364",1,70416615,0,1
"887","NsiI.TP706847",1,70445342,0.213871568067292,0.611122722730239
"1965","PstI.TP180949",1,70527436,0.541191494919582,0.287612995349537
"3213","PstI.TP663427",1,70529598,0.0609736614768735,0.869013130458767
"2827","PstI.TP488184",1,70532632,0.34077283684063,0.45627551415812
"4142","PstI.TP969142",1,70558586,0.0200024383831784,0.954987224149671
"2726","PstI.TP448080",1,70586488,0.437657853225299,0.365041421357059
"2844","PstI.TP494387",1,70689700,0,1
"1612","PstI.TP1205408",1,70741243,0.697681746360259,0.200594145500435
