"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"38",38,"MLM","FD","PstI.TP1241013",7,59177544,0.000295752610658432
"39",39,"CMLM","FD","PstI.TP1029976",10,44209597,0.0000240028039078554
"40",40,"CMLM","FD","PstI.TP534866",10,59187610,0.000476656905441831
"41",41,"CMLM","FD","PstI.TP44840",11,382,0.000390056244876633
"42",42,"CMLM","FD","PstI.TP271519",11,2208,0.00047189198488698
"43",43,"CMLM","FD","PstI.TP956101",11,6669,0.000452837176280744
"44",44,"CMLM","FD","NsiI.TP323814",11,12684,0.000142689077753434
"45",45,"CMLM","FD","PstI.TP649005",5,24767427,0.000448635414932581
"46",46,"SUPER","FD","PstI.TP665587",1,70753604,0.000118198277026309
"47",47,"SUPER","FD","PstI.TP1172052",1,77997430,0.000489153022104461
"48",48,"SUPER","FD","NsiI.TP387064",1,78909565,0.000049804540660557
"49",49,"SUPER","FD","NsiI.TP165793",10,3009186,0.0000927687249684043
"50",50,"SUPER","FD","PstI.TP348121",10,10315566,0.000267600544820741
"51",51,"SUPER","FD","PstI.TP1029976",10,44209597,0.0000313824632935662
"52",52,"SUPER","FD","PstI.TP534866",10,59187610,0.000000577527213920308
"53",53,"SUPER","FD","NsiI.TP760848",10,61039702,0.00000115672123781048
"54",54,"SUPER","FD","PstI.TP44840",11,382,0.0000105349965697451
"55",55,"SUPER","FD","PstI.TP65972",11,551,0.000395413587963858
"56",56,"SUPER","FD","PstI.TP132651",11,1113,0.000167527782749156
"57",57,"SUPER","FD","PstI.TP271519",11,2208,0.000056752055727903
"58",58,"SUPER","FD","PstI.TP308974",11,2449,0.0000935196869103318
"59",59,"SUPER","FD","PstI.TP320947",11,2541,0.000196578611013778
"60",60,"SUPER","FD","PstI.TP505412",11,3819,0.000367836484579766
"61",61,"SUPER","FD","PstI.TP691752",11,4785,0.000443765607502372
"62",62,"SUPER","FD","PstI.TP866769",11,6044,0.000105892417593462
"63",63,"SUPER","FD","PstI.TP988557",11,6865,0.000479710609108763
"64",64,"SUPER","FD","PstI.TP988916",11,6868,0.000252040572156247
"65",65,"SUPER","FD","NsiI.TP33741",11,9513,0.000183380932121303
"66",66,"SUPER","FD","NsiI.TP294470",11,12372,0.000341580971526535
"67",67,"SUPER","FD","NsiI.TP323814",11,12684,0.0000614034930536482
"68",68,"SUPER","FD","NsiI.TP401000",11,13530,0.0000320558758441906
"69",69,"SUPER","FD","NsiI.TP544309",11,15834,0.000425408397716275
"70",70,"SUPER","FD","NsiI.TP574075",11,16234,0.00026922992641779
"71",71,"SUPER","FD","NsiI.TP619165",11,16771,0.000179181614211573
"72",72,"SUPER","FD","NsiI.TP737957",11,18168,0.000374150422074395
"73",73,"SUPER","FD","NsiI.TP746605",11,18270,0.000342598672460974
"74",74,"SUPER","FD","NsiI.TP822151",11,19210,0.000349704390198216
"75",75,"SUPER","FD","PstI.TP1239894",2,61692152,0.0000345981098964603
"76",76,"SUPER","FD","NsiI.TP512453",2,63293916,0.000386718346909758
"77",77,"SUPER","FD","NsiI.TP444478",2,69620378,0.00000466241510454739
"78",78,"SUPER","FD","PstI.TP871858",2,70468202,0.000273827528956826
"79",79,"SUPER","FD","PstI.TP1127453",3,9694051,0.00026759321710729
"80",80,"SUPER","FD","PstI.TP256389",3,10043104,0.000114525469167316
"81",81,"SUPER","FD","PstI.TP415068",3,55917741,0.000272833443433176
"82",82,"SUPER","FD","NsiI.TP680522",3,59306518,0.000130499722935692
"83",83,"SUPER","FD","PstI.TP1226824",3,61052168,0.0000631782301145464
"84",84,"SUPER","FD","PstI.TP47906",4,62352139,0.00000142388641632636
"85",85,"SUPER","FD","NsiI.TP762729",5,13386033,0.000364850213434526
"86",86,"SUPER","FD","NsiI.TP487191",6,60542053,0.000197247184747046
"87",87,"SUPER","FD","PstI.TP786393",7,39096773,0.000389899555322703
"88",88,"SUPER","FD","PstI.TP5927",7,58863404,0.00017652182956599
"89",89,"SUPER","FD","PstI.TP1059426",7,64073475,0.000432988589853937
"90",90,"SUPER","FD","PstI.TP318978",8,917514,0.0000323797366079889
"91",91,"SUPER","FD","NsiI.TP499109",8,49890615,0.000493302560897952
"92",92,"SUPER","FD","PstI.TP152342",8,57310803,0.000139832301502818
"93",93,"SUPER","FD","NsiI.TP709887",9,2527994,0.00037623640469892
"94",94,"rrBLUP","FD","PstI.TP417865",1,2030761,0.000346145111397789
"95",95,"rrBLUP","FD","PstI.TP267968",1,8374215,0.000470567930724731
"96",96,"rrBLUP","FD","NsiI.TP425091",1,12156938,0.000202102486304107
"97",97,"rrBLUP","FD","NsiI.TP427434",1,58058621,0.0003115032148805
"98",98,"rrBLUP","FD","NsiI.TP575795",1,58162267,0.0000786991534754869
"99",99,"rrBLUP","FD","PstI.TP883521",1,60919432,0.000342362054422758
"100",100,"rrBLUP","FD","NsiI.TP74711",10,58910118,0.000243654847659256
"101",101,"rrBLUP","FD","PstI.TP105717",11,874,0.000334489886063843
"102",102,"rrBLUP","FD","PstI.TP322847",11,2554,0.000323094668599352
"103",103,"rrBLUP","FD","PstI.TP914241",11,6384,0.000104382758618855
"104",104,"rrBLUP","FD","NsiI.TP34761",11,9524,0.0000187282138933918
"105",105,"rrBLUP","FD","NsiI.TP167553",11,10991,0.000325938878491512
"106",106,"rrBLUP","FD","NsiI.TP192802",11,11259,0.000219191600818151
"107",107,"rrBLUP","FD","NsiI.TP812818",11,19095,0.000320592255270667
"108",108,"rrBLUP","FD","PstI.TP995173",2,70172526,0.000418902625754131
"109",109,"rrBLUP","FD","PstI.TP836656",2,74973104,0.000494924036935086
"110",110,"rrBLUP","FD","NsiI.TP348354",3,61890086,0.000417486778618724
"111",111,"rrBLUP","FD","NsiI.TP112465",6,42506943,0.000102876059388616
"112",112,"rrBLUP","FD","PstI.TP852075",7,63221771,0.000231838060452917
"113",113,"rrBLUP","FD","PstI.TP1059831",9,42337221,0.000199475810806141
"114",114,"rrBLUP","FD","NsiI.TP329755",9,55493512,0.000325464627767353
