"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM","rrBLUP.TFN.","rrBLUP.FNMain","rrBLUP.FNsmall","rrBLUP.HD_1","rrBLUP.FD_1","rrBLUP.HD_50.","rrBLUP.FD_50.","rrBLUP.HW_1","rrBLUP.FW_1","rrBLUP.HW_50","rrBLUP.FW_50","rrBLUP.GHW_1","rrBLUP.GFW_1","rrBLUP.GHW_50","rrBLUP.GFW_50","rrBLUP.HM_1","rrBLUP.FM_1","rrBLUP.HM_50","rrBLUP.FM_50","rrBLUP.fprind","rrBLUP.fprinW","rrBLUP.fprinGW","rrBLUP.fprinM"
"1122","PstI.TP354591",1,1050082,0.81148061648738,0.618757454957537,0.530554464571306,0.191103850985927,0.188983129620203,0.154940231261458,0.171951910813442,0.204241264110469,0.222650036698759,0.190813820585792,0.195335026607123,0.206887710156036,0.225312919034971,0.129730104641721,0.200246382618874,0.181900158349157,0.212463356505996,0.260976247927381,0.215822774481844,0.167710975223212,0.194867963016814,0.16486211084747,0.197606566611018,0.154354531359056,0.240570596501496,0.294744381653235,0.644015246483663,0.647167754805644,0.699938316709629,0.673051178741201,0.624825486325248,0.598894001600108,0.644445476178761,0.637771302197501,0.621029584970636,0.595233110012703,0.74177107694072,0.630599493203994,0.657809046258807,0.613107520769283,0.548306951648636,0.608383217728272,0.679655795889895,0.638457564634608,0.684128824735425,0.634444202792237
"1989","PstI.TP856852",1,1153760,1.38078571798302,0.985329759621832,0.826010997893978,0.30657029913046,0.335197279212585,0.188609632225805,0.210297708702848,0.273176230725503,0.333268122482935,0.201581595981092,0.2069704401899,0.231993635518925,0.33113055451768,0.176099862967581,0.160740780000719,0.26845171712325,0.229697886303555,0.147715857039568,0.120580579584405,0.211783002725184,0.208534263258109,0.188555384697338,0.245189845649523,0.0416115872495691,0.103435648197989,0.149275660714895,0.493662002846877,0.46217103151284,0.647724564640541,0.61617247106015,0.533118519429119,0.464228583689781,0.628663728617992,0.620911294484589,0.586146754290656,0.466519117574534,0.66665345930464,0.690651914463925,0.538949760015239,0.589253422533679,0.711678986840178,0.757564160348349,0.614068750856429,0.6186795154844,0.647805476677918,0.568604319226605
"2136","PstI.TP929619",1,1952038,0,0.00294910200522018,0.271404914627848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.993232445427306,0.535297340098445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1229","PstI.TP417865",1,2030761,0.314463706286215,0.344071212274436,0.26998185367417,0.247844212656774,0.197494002177725,0.256987091916503,0.195674336053186,0.250101641721255,0.191316379157059,0.273040464877791,0.183640725736562,0.239694141708829,0.234293054167991,0.234103091662004,0.110191139915951,0.328812452755985,0.193421438679542,0.312982163547946,0.119879381234916,0.219280461404142,0.212817500996395,0.196576457867953,0.294131666327353,0.484770622904436,0.452823323324196,0.537054235885282,0.565139661747435,0.634608665181302,0.553366556110318,0.637273213176988,0.562209730950465,0.643700165579568,0.533285204950692,0.655177952167407,0.575845342135454,0.583051538727264,0.583306624072788,0.775905553083211,0.469015879872088,0.640587649631705,0.486427182820631,0.758788287809343,0.603558733565053,0.61260776736448,0.63595083536178,0.508005405728285
"2052","PstI.TP885267",1,2084430,0.00972175297581965,0.16560936422861,0.171282380866211,0.0326238767680093,0.0282185326474376,0.0418356979105068,0.0709963592493221,0.0192607524232703,0.036182242294071,0.0614249126771681,0.0613074990468094,0.00315608388563741,0.0244934836580611,0.041120748239559,0.0778024377228023,0.0564650582302967,0.119640404722553,0.194319523128286,0.0457205522279936,0.0569377301308682,0.0602659508648204,0.0422635364861897,0.0768685144122661,0.977863525190204,0.682952714868385,0.67408958809877,0.927632857360384,0.937090353759846,0.908164041399801,0.849187593863464,0.956619540023274,0.920063406010352,0.868110656266761,0.86834538594343,0.992759190190847,0.945162573961726,0.909660321793575,0.835983223820518,0.878081731547899,0.759205936399702,0.639264336989968,0.900076551544221,0.877126576003327,0.870430397339389,0.907269818002772,0.83778288816247
"725","PstI.TP1294018",1,2280325,0.211340947638355,0.176610035194037,0.578506624646412,0.00279550718782703,0.0138862833434557,0.0370561750580986,0.0396085849376237,0.0173145663752398,0.0130474798260696,0.00449254637587536,0.0356191282473315,0.0139608520983761,0.0566532042343712,0.0303468349290817,0.0703344330255607,0.0880457364843657,0.173438601021516,0.0867427326325639,0.138423142431786,0.0342849304601653,0.024015648869027,0.0330966847608448,0.0766283445478461,0.614694110893546,0.665870791306436,0.263932806224441,0.993583779239681,0.968531425537177,0.918213819817296,0.912833174677902,0.960916019558444,0.97040387074278,0.989708849704205,0.921257150540714,0.968365142092279,0.877701409450108,0.932509285635902,0.850482862714496,0.81649637984383,0.670751108357954,0.818949773943984,0.727071058387637,0.924091700044818,0.94620306635596,0.926623510958752,0.838246319905423
"2203","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"423","PstI.TP1085601",1,2820903,0,0.781468439360286,0.729201727817206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165398497724311,0.186551296724296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"704","PstI.TP1268585",1,2988383,0.742011816984968,0.776876542819855,0.8758062922626,1.88567067896805,1.9695761433066,2.03211172856552,2.02377774378188,1.83012072482962,1.94637401036346,1.95797528145397,1.99718792748723,1.73828741606689,1.88080320166232,2.04061927975694,2.23783744646634,1.675731495964,1.50153123977166,1.70078468262162,2.02897322268878,2.02246572828972,1.984871987521,2.07271044378388,1.6812394010376,0.181129080742641,0.16715657238736,0.133104797099199,0.0130115585712662,0.0107256558224147,0.00928727427418789,0.00946721535274882,0.0147869728395391,0.0113142557038969,0.0110160200714903,0.0100649604461436,0.0182689077975569,0.0131582095469659,0.00910711289427631,0.00578312465407501,0.021099322195179,0.0315114770296259,0.0199166053282372,0.00935463350268468,0.00949585931422705,0.0103544732976978,0.00845842604003752,0.0208334214236128
"1517","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1978","PstI.TP849876",1,3050119,0.273938002795426,0.0441607442546327,0.342369636364036,0.168034323160892,0.191191164513219,0.201204530438963,0.205543706064301,0.186809656876832,0.206161856220136,0.164730870193366,0.199361432777799,0.177674388704659,0.154578879196546,0.136841474712216,0.234589728454758,0.0871974020347765,0.0539207091720832,0.159570589942081,0.395904905035586,0.202015113196085,0.188107366449167,0.170244551841775,0.0984298667118843,0.532184225185684,0.903315070250054,0.454600975835439,0.679149955917749,0.64388578227685,0.629209787512657,0.622954452049469,0.650414692439583,0.622068404707099,0.684335594763194,0.631885758379733,0.664240896850934,0.700520938450831,0.729723823951846,0.582653381858068,0.818092851791997,0.883241142459739,0.69251535929385,0.401878798304183,0.628036503126982,0.648474097713592,0.675702379272059,0.797205219163769
"1557","PstI.TP626124",1,3342723,0.0582256900000739,0.178342442523119,0.214877238966731,0.113685640159951,0.166711315178951,0.146314102405958,0.189580696654288,0.13180056944901,0.170293217459057,0.166971902512233,0.197140079506469,0.0794631122254107,0.132319957722673,0.117271153969982,0.221801500413532,0.126255115428263,0.202027837434792,0.343924172032972,0.0837089712487778,0.169899143288424,0.185915116554929,0.14483323386697,0.153793372064158,0.874529190160327,0.663219913249794,0.609709218001953,0.769687369420596,0.681222031065288,0.713979755208138,0.646277897355946,0.738243157854437,0.675626666518575,0.680813403756012,0.635126042091716,0.832792658091077,0.737360794239566,0.763359027666888,0.600065280737102,0.747730136115146,0.628018102779638,0.452976662881763,0.82469057026548,0.676240001158453,0.651755768160904,0.716418457225906,0.701789115108027
"384","PstI.TP1059573",1,3357749,0.366512746047088,0.274136111671366,0.124178801009935,0.739398130025898,0.764724940849864,0.846997401313875,0.866819473543157,0.720824123663355,0.727470370620023,0.854541185598317,0.85208364260296,0.756095086720309,0.637855910368359,0.918355969483234,0.766112457390666,0.615172375227503,0.693220528033874,0.891548258905808,0.932683648767702,0.851335808313367,0.850149614706806,0.839695598670846,0.67147470104905,0.430018612890128,0.531941518036529,0.751313511151839,0.182222445173946,0.171899676407439,0.142233729793126,0.135887818432971,0.190184831594372,0.187296486012925,0.13978443467821,0.140577675359203,0.175349654004583,0.230220551332182,0.120682425607549,0.171351354821269,0.242564714371035,0.202665335490671,0.128366512137435,0.116765986072532,0.140819951915154,0.141205100841099,0.144645324901889,0.213071468442311
"164","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"658","PstI.TP1244443",1,3397749,0.528481802924584,0.449133610494383,1.05549924774741,0.307833295397616,0.361189345401494,0.394448898560067,0.420862554001525,0.315428409484619,0.361288733560856,0.405728960218046,0.452272284691187,0.294519312411988,0.384333062066007,0.394711679932108,0.515178130632438,0.417367985040217,0.294929611017412,0.239864219616915,0.231003539625382,0.404530582110583,0.43390114635423,0.421462401493828,0.373393435576326,0.296154405242217,0.35552192558825,0.0880036636019988,0.492228442064898,0.435322038906319,0.403228389687533,0.37943504999825,0.483694991586733,0.435222426989365,0.392890058507799,0.35296180794083,0.507552168457698,0.412730855746803,0.402984479476512,0.305366836083619,0.382500506839221,0.507072886275483,0.575619874393037,0.587484564341494,0.393975683722919,0.368212776303207,0.378911336107514,0.423259353669754
"601","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1785","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1730","PstI.TP726521",1,3535515,0.410664063469868,0.105929546523884,0.016003879332533,0.0464232315154775,0.0199859232333775,0.00318552333307456,0.0102436181649206,0.0483500556499397,0.00972468987839469,0.0111980208129541,0.0188830202542385,0.0246615422957007,0.0203884187706268,0.0386262153425233,0.0170691535744775,0.00651059503916182,0.107497983303355,0.0216538809640115,0.18758038553814,0.00165475504473712,0.0147581789646117,0.0298416498763961,0.0330456002804601,0.388450725163654,0.783556745046354,0.963820414266164,0.898621424218241,0.955023540652888,0.992691896470436,0.976689191940416,0.894643362848237,0.977856912441679,0.974545182998897,0.957451931814199,0.944796895806747,0.954138853740383,0.914900330873805,0.961459171137348,0.985120609528946,0.780732065549113,0.951362697736565,0.64926144570387,0.996197035357428,0.966588938957425,0.933594641015125,0.926732512722847
"1157","PstI.TP374511",1,3576636,1.07656022129698,1.47895080634756,0.564161969426862,0.305380072672487,0.248770019500376,0.433928295702581,0.393230132330559,0.279289857251892,0.20939966503658,0.417443597999732,0.357304742730439,0.309212575534738,0.275455656232677,0.406470504236001,0.282051683339873,0.0879052130787182,0.18940163020569,0.31754497534884,0.185435228965553,0.396434795956219,0.372161392256289,0.349918968829317,0.12341860525113,0.0838377817185753,0.033193205422034,0.272796020470741,0.495016787407925,0.563936209003052,0.368189758685236,0.404361564017307,0.525666308558773,0.61744792427683,0.382433917280861,0.439233298999281,0.490667648672628,0.530327739136478,0.392219783625564,0.522334024789233,0.816760613955277,0.646544422844886,0.481343403704105,0.652476344598064,0.401388757387786,0.424461796393821,0.446766942671855,0.752629773575445
"703","PstI.TP1267977",1,3576713,0.0958577002983933,0.213748251087717,0.0979183088407551,0.463834001614153,0.431807943690557,0.506082461006428,0.518959910946231,0.43621301453839,0.411498697008545,0.497900619990173,0.510668041586663,0.429076614789732,0.449196404661357,0.527945451168725,0.42274637074988,0.281905381630193,0.496434622616539,0.566925444003039,0.314644204682584,0.509178590909049,0.504634203993547,0.484849876463758,0.346458472119701,0.801940781992975,0.611296274345287,0.798144804861542,0.343689289576391,0.369991763582939,0.311829744587936,0.302719285070748,0.366257886914164,0.387704911719795,0.317760112087783,0.308554552438645,0.372326017656098,0.355470524775636,0.296520380559497,0.377792758591195,0.522510014209061,0.318834550350219,0.271065693456575,0.484569187834285,0.309614583793788,0.312871349927598,0.327453867021545,0.450341041505362
"516","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2194","PstI.TP961085",1,3705536,0.662173050797181,0.413316442048823,0.35606065464033,0.173341572879475,0.285925102661668,0.290753315610416,0.349403507649825,0.204207380423721,0.285504377565657,0.28400284685584,0.364234065666255,0.290845524112564,0.355457024718771,0.289616000631939,0.373385374055181,0.189843764967481,0.129277930329277,0.202370277956049,0.35848145266461,0.318089831170646,0.334064940604518,0.320676214223634,0.186464570178716,0.217684220586012,0.38608555918836,0.440493338822306,0.670900981329418,0.517696104825737,0.511972559419264,0.44729752213887,0.624874237156427,0.518197868692816,0.519992587904465,0.432280787867087,0.511863870007838,0.441106010272721,0.513315052059588,0.423267210426034,0.645886541348641,0.742543788800072,0.627523106663107,0.43804481827122,0.480739900042194,0.463377625111764,0.477885425633738,0.65093171179952
"876","PstI.TP21889",1,3705780,0.738539296943298,0.25178385458329,0.36277220504753,0.92633577782747,0.797359945549962,1.00503624605671,0.943518020410772,0.959182575982226,0.825583648848449,1.01762021000578,0.961258672571574,0.845460332831944,0.803381495804954,0.949120695957237,0.923667100728069,0.836455110893641,0.722032496697723,0.94158523719137,0.761318884319927,0.958855675076957,0.978168038900047,0.926403544712229,0.829893072452685,0.182583153204507,0.560036258392174,0.433738321970257,0.118485231705354,0.159455702217674,0.0988470593824354,0.113889052430803,0.109854391806778,0.149422621384182,0.096023999315379,0.109330498279301,0.142738019687879,0.157260084321423,0.112429247537445,0.119215547951105,0.145728632349918,0.189656400282261,0.114397033543082,0.17325314050734,0.109937112220275,0.10515549234023,0.118466744828449,0.147947260394875
"2064","PstI.TP891020",1,4033768,0.129155479706019,0.0957090439473001,0.273327556698248,0.0821198709981763,0.123907104822055,0.0928799911040501,0.0997206416202232,0.0709537837755054,0.120993201157134,0.0938321684971343,0.0944070818926871,0.102859126784729,0.0899224697148914,0.106337086196867,0.106041131609138,0.0918982618661576,0.16033166761264,0.136424823055921,0.128539858892954,0.0976306902004598,0.0943617511641472,0.104540354853083,0.107959712747145,0.742753180751868,0.802215328414316,0.532932791476417,0.827713672303038,0.751783682638311,0.807458124888175,0.794839347902399,0.849270846904694,0.756844743267776,0.805689736876824,0.804623880904341,0.789116043704172,0.812975635684841,0.782821804376422,0.783355448418124,0.809285460761034,0.691302826213816,0.730424239324005,0.74380679430835,0.798673564413552,0.804707870206201,0.786067146015499,0.779902454684668
"1558","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"754","PstI.TP140451",1,4460094,0.269924097670815,0.314212218210113,0.590412011296703,0.809111101682895,0.756361418776407,0.77364360056036,0.691677350113789,0.779532710026248,0.73845718341477,0.817837889788911,0.650079721315139,0.735821159859596,0.78758476430874,0.831100191643665,0.581036172878442,0.841496944031841,0.748296988128304,0.769825750451625,0.62580249931843,0.728928563261405,0.706930983365155,0.7457705746303,0.814714147042194,0.537125662463683,0.485051421629136,0.256795842757491,0.155198992743162,0.17524215340547,0.168405549752748,0.203386746854038,0.166137354235507,0.182617678083407,0.152111521433859,0.223831022518801,0.183729477573343,0.163085457280492,0.147536612736303,0.262399997835723,0.14404661462333,0.178526632002743,0.169892516598436,0.236699587283888,0.186668671533017,0.196367231231537,0.179568198381611,0.153209555634001
"93","NsiI.TP39399",1,4465777,0.20851244338683,0.630759417152309,0.190465039709397,0.00979651592908523,0.0419049798026931,0.0364804664658895,0.0618478074860474,0.0216864665676949,0.0637547789522355,0.0211359446492683,0.0985575967970845,0.0538439457815885,0.055648762729565,0.00152461079692896,0.110409839433286,0.164510517417727,0.116690791586332,0.0940375845614906,0.108889563091322,0.0495153820679738,0.0704263905678996,0.0402120750143025,0.147362127166399,0.618710600029751,0.234013322566436,0.644963236702413,0.977695202368377,0.908019175859454,0.919431827733457,0.867265743835626,0.951291318600659,0.86346595957784,0.952497962514695,0.796970788098848,0.883397272873361,0.879733717100559,0.996495608669012,0.775514925390719,0.684682901753851,0.764379812018974,0.80530874543491,0.778234423407194,0.892246016994403,0.850302800480729,0.911565594243817,0.712258880615483
"1211","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"140","NsiI.TP468762",1,4620729,0.0830043293116857,0.254315801460121,0.0154542449091852,0.968040661614297,0.937852124631716,1.08221729316048,1.03902050521649,0.951270509536943,0.949173835455333,1.08285764526797,1.01099764053585,0.823052493820253,1.09062148138005,0.984728772210124,1.00659659446259,0.970031959121549,1.12546025819075,1.06493778885753,0.684903146574633,1.04859203255619,1.034010327715,0.99320228592109,1.00415438148805,0.826029715169254,0.556780733164139,0.965040978332609,0.107636443232556,0.115384607047338,0.0827528018063053,0.0914070082627116,0.111874083492709,0.112415491736856,0.0826308755885078,0.0974994934720784,0.150296029006387,0.0811668176370356,0.103578884082016,0.0984925554283345,0.107144045653664,0.0749099904680847,0.0861117095316466,0.206584081432327,0.0894145031084493,0.0924676184467832,0.101577545422046,0.0990479790003114
"1020","PstI.TP307588",1,4762662,0.081410127535748,0.000685220376982443,0.506312714558984,0.62989284896459,0.527168114160282,0.588675271836955,0.55456115473262,0.613798838329695,0.536425164883233,0.5634415019574,0.559703497677345,0.598229099360425,0.58680205728598,0.611427536283571,0.549710530732034,0.878249649973088,0.805656258075537,0.828061750531447,0.623661682976266,0.568952506810827,0.561813429777743,0.593170714096471,0.856564956206088,0.829067464911627,0.998423465812251,0.31166446301182,0.234480726506943,0.297051593087325,0.257824822934621,0.278893790725366,0.243333084713173,0.290786898346446,0.27324894764638,0.275610971742537,0.252214993500809,0.258939283955943,0.244665347560436,0.282026208752074,0.132358046906736,0.156438535599036,0.148572437827965,0.237869257546327,0.269803446556288,0.274275218824498,0.255169807449144,0.139134567961528
"2113","PstI.TP920636",1,4777048,1.72031940343499,1.19168954392594,1.78399636124135,0.355267880610102,0.300327211346228,0.283430781739516,0.254139857988326,0.329024284090191,0.300052954064928,0.275589565891652,0.283947552025023,0.358519790167954,0.292485984351507,0.32342906671148,0.285432198674264,0.285402759771469,0.246442579504741,0.305503694129201,0.217709674996271,0.270446088178258,0.282195450865303,0.313397518565725,0.277546401148894,0.0190405985523922,0.0643147307863804,0.0164438550072569,0.441298162781116,0.500809765359648,0.520677988333181,0.557006344553161,0.468787168622781,0.501126126971626,0.53016424394532,0.52005879812328,0.43800615141226,0.509934054014979,0.474865844414454,0.51828399931976,0.518319132691355,0.566966528374206,0.49487590146479,0.605745679223987,0.536480464144676,0.522161141538038,0.485962190987105,0.527780814297944
"2174","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1640","PstI.TP683907",1,4900973,0.716722627577169,0.470622155020773,0.142173322965928,1.08259793273947,1.02778297358305,0.964906249277421,0.906275860796875,1.11089994333269,0.9730101075106,0.950238622480446,0.903017236738927,1.12135141877127,0.908215782369571,0.951767576375367,0.900953786232586,1.05007696411346,0.767581534212933,0.784863705159427,0.549116409585059,0.94079000694643,0.923561769933486,0.952690910176539,0.959573230193549,0.191989453515327,0.33835908743171,0.720819749185202,0.0826803044726781,0.093803064417689,0.108416092551485,0.124086386922133,0.0774640245829816,0.106411825228295,0.112140213220501,0.125020940959913,0.0756220735022771,0.123533349651209,0.11174611252331,0.125616362637653,0.0891093007827192,0.170772708219664,0.164110472105505,0.28241228871531,0.114606696166918,0.119244465176148,0.111508786554943,0.109755620611207
"1207","PstI.TP402429",1,4990016,0.313563153621257,0.414916617601153,0.183245251153984,0.0120915286044429,0.0155917178676222,0.0823807180881845,0.0977242543265561,0.00134090191970579,0.023258401709008,0.0873484900309354,0.0667705190285465,0.0260174818709508,0.0701136584890579,0.118806320363679,0.0392952894226852,0.134112991384842,0.176892904010192,0.238450137986904,0.259478672057176,0.084590471159803,0.0715984222537211,0.07740136524569,0.156263193987527,0.485776885784415,0.384665628859817,0.655774838028568,0.972542236566325,0.964735549531131,0.827216678015685,0.798501517223932,0.99691722078077,0.947854329819527,0.817808292542895,0.85749082323454,0.941851682937337,0.850915317422292,0.760665430588402,0.913491920598238,0.734322792867864,0.665437231214555,0.577497172240734,0.550200939887061,0.823018369896813,0.848011179619723,0.836755613857075,0.697809384894038
"472","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1641","PstI.TP684655",1,5379329,0.355468462723275,0.077077681620218,0.210460719902062,0.188001967462907,0.216351443625749,0.2080821035792,0.197147175751627,0.197200845858492,0.203133052731346,0.248519823311857,0.183184740213514,0.190073193551814,0.205175345037882,0.25339938177986,0.169920755558844,0.114989189060701,0.303509029711496,0.154153217135452,0.251053626148893,0.201670303667207,0.204512942232013,0.219045106175399,0.153100776291252,0.441094393026122,0.837379487883522,0.61594123587418,0.648631495078258,0.607643079954061,0.619323980514466,0.635115664402228,0.635037181665586,0.626421921371821,0.564261185133149,0.655866214544767,0.645545423267639,0.623483055325806,0.557956855735694,0.676206349526356,0.767380591611753,0.497154036950592,0.701207871800855,0.560978702794873,0.628535332766812,0.6244347414792,0.603885906041605,0.702909193701282
"83","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
