"","X","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","Method2","Trait.name"
"2081",2081,"PstI.TP1188882",11,8398,7.6933354598186e-05,0.293158528625697,106,NA,NA,0.0369880070419216,NA,0.0369880070419215,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2082",2082,"PstI.TP522628",7,55214011,7.83276825540119e-05,0.188166172602709,106,NA,NA,0.0369880070419216,NA,0.0369880070419215,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2083",2083,"NsiI.TP74711",10,58910118,7.99488077145882e-05,0.353543130250757,106,NA,NA,0.0369880070419216,NA,0.0369880070419215,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2084",2084,"PstI.TP892247",3,57467578,8.03658001596984e-05,0.227237188011795,106,NA,NA,0.0369880070419216,NA,0.0369880070419215,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2085",2085,"NsiI.TP257521",11,12015,8.44040643831821e-05,0.316993464052288,106,NA,NA,0.0381768314660069,NA,0.0381768314660069,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2086",2086,"PstI.TP48338",2,71250737,8.5986787996341e-05,0.231414623005607,106,NA,NA,0.0382335151914578,NA,0.0382335151914578,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2087",2087,"PstI.TP101546",11,832,8.76157915748916e-05,0.289437407017739,106,NA,NA,0.0383085446029285,NA,0.0383085446029284,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2088",2088,"NsiI.TP705623",2,62012470,9.09255526512368e-05,0.0700505401664517,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2089",2089,"NsiI.TP585806",11,16391,9.16244436014611e-05,0.162748114841099,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2090",2090,"PstI.TP316265",4,62619548,9.45274375023442e-05,0.215686274509804,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2091",2091,"NsiI.TP604461",11,16608,9.45362916337267e-05,0.153685985315824,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2092",2092,"PstI.TP525648",11,3922,9.50366388243457e-05,0.177995937227806,106,NA,NA,0.0383567874295059,NA,0.0383567874295059,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2093",2093,"PstI.TP14467",10,3103147,9.86236649159561e-05,0.366898611747841,106,NA,NA,0.0386809792909983,NA,0.0386809792909982,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2094",2094,"PstI.TP1239894",2,61692152,9.93506827502646e-05,0.159034344108099,106,NA,NA,0.0386809792909983,NA,0.0386809792909982,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2095",2095,"PstI.TP112712",8,62314513,0.000100586587476923,0.345997859137384,106,NA,NA,0.0386809792909983,NA,0.0386809792909982,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2096",2096,"PstI.TP466257",9,44644886,0.000101737728561366,0.135462635743592,106,NA,NA,0.0386809792909983,NA,0.0386809792909982,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2097",2097,"PstI.TP392273",3,6332867,0.000104035851576511,0.0557339282265371,106,NA,NA,0.038989664717974,NA,0.0389896647179741,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2098",2098,"PstI.TP136422",3,60253262,0.000106143252017598,0.234345132464857,106,NA,NA,0.0392191841328121,NA,0.0392191841328122,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2099",2099,"PstI.TP545057",3,54934171,0.000109168773862419,0.192036896010007,106,NA,NA,0.039407819526982,NA,0.039407819526982,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2100",2100,"PstI.TP924331",9,50766409,0.000109658108769905,0.37057879065746,106,NA,NA,0.039407819526982,NA,0.039407819526982,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2101",2101,"NsiI.TP486661",1,4467735,0.000112949347943155,0.347185371273452,106,NA,NA,0.0400078353401569,NA,0.0400078353401569,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2102",2102,"NsiI.TP576208",1,19994793,0.000116455562433401,0.173685248330706,106,NA,NA,0.0400078353401569,NA,0.0400078353401569,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2103",2103,"NsiI.TP674601",1,69112506,0.000116574745420145,0.242303572725163,106,NA,NA,0.0400078353401569,NA,0.0400078353401569,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2104",2104,"PstI.TP150197",1,30650620,0.000117427892093927,0.410210296027345,106,NA,NA,0.0400078353401569,NA,0.0400078353401569,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2105",2105,"PstI.TP59735",1,3027630,0.000119139699084511,0.394644836436136,106,NA,NA,0.0400706521254238,NA,0.0400706521254239,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2106",2106,"PstI.TP100020",11,817,0.000123089761737047,0.285813801285566,106,NA,NA,0.0404857328870277,NA,0.0404857328870276,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2107",2107,"PstI.TP1017493",9,52843173,0.000123460342721743,0.314568552868365,106,NA,NA,0.0404857328870277,NA,0.0404857328870276,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2108",2108,"PstI.TP355533",11,2805,0.000128323062155055,0.340496765416152,106,NA,NA,0.0410786738885909,NA,0.0410786738885911,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2109",2109,"PstI.TP1128716",3,65668248,0.00012871478160393,0.119305623498789,106,NA,NA,0.0410786738885909,NA,0.0410786738885911,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2110",2110,"NsiI.TP827467",11,19281,0.000130733570811647,0.283513905534068,106,NA,NA,0.0410786738885909,NA,0.0410786738885911,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2111",2111,"PstI.TP842850",6,56119362,0.000131531928285494,0.493337474048008,106,NA,NA,0.0410786738885909,NA,0.0410786738885911,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2112",2112,"PstI.TP992016",10,54553654,0.000139209339310915,0.136798216786706,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2113",2113,"PstI.TP609049",11,4301,0.000139597973014409,0.0532763673712373,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2114",2114,"PstI.TP410209",3,69602329,0.000140254284880771,0.382526862764667,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2115",2115,"PstI.TP671098",2,54577903,0.000143746479030366,0.459491373424771,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2116",2116,"PstI.TP124053",11,1030,0.000143792864315326,0.0905802833363465,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2117",2117,"PstI.TP141528",2,61974919,0.000145638421570341,0.296810841379607,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2118",2118,"PstI.TP359942",2,60451936,0.000145812237809249,0.207123273170435,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2119",2119,"PstI.TP875140",2,72930521,0.000148644143014389,0.215940601727195,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2120",2120,"NsiI.TP579782",3,63115213,0.000150776676327276,0.367732409427233,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2121",2121,"NsiI.TP769469",11,18608,0.000152219508135705,0.122527701654553,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2122",2122,"PstI.TP1022814",3,70684115,0.000153330302305412,0.42156862745098,106,NA,NA,0.0423417594808441,NA,0.042341759480844,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2123",2123,"NsiI.TP755634",3,63871706,0.000158625135925606,0.225859794946894,106,NA,NA,0.0429376286568461,NA,0.0429376286568462,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2124",2124,"NsiI.TP553662",11,15975,0.000158761530064576,0.175590764043997,106,NA,NA,0.0429376286568461,NA,0.0429376286568462,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2125",2125,"NsiI.TP123778",1,60586278,0.000163895911616651,0.469758302310189,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2126",2126,"PstI.TP166135",8,57118094,0.000165447916947484,0.235294117647059,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2127",2127,"NsiI.TP196097",11,11301,0.000166739227560818,0.289711769543893,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2128",2128,"PstI.TP1231136",3,52841481,0.000167860616009177,0.240853969876429,106,NA,NA,0.0436005485186609,NA,0.0436005485186609,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2129",2129,"NsiI.TP443169",3,67453878,0.000170537093220099,0.16195483612757,106,NA,NA,0.0437092616146234,NA,0.0437092616146236,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2130",2130,"NsiI.TP135373",11,10639,0.00017161141824755,0.347866112111672,106,NA,NA,0.0437092616146234,NA,0.0437092616146236,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2131",2131,"PstI.TP175806",11,1446,0.000180531214178406,0.380806360497827,106,NA,NA,0.0455389987765029,NA,0.0455389987765029,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2132",2132,"PstI.TP270543",6,54368545,0.000186064453815029,0.127450980392157,106,NA,NA,0.0460559258065471,NA,0.0460559258065472,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2133",2133,"PstI.TP1236277",3,57259501,0.000186091641972021,0.340450954411435,106,NA,NA,0.0460559258065471,NA,0.0460559258065472,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
"2134",2134,"NsiI.TP278971",11,12213,0.000202297497089317,0.186274509803922,106,NA,NA,0.0495988087723471,NA,0.0495988087723471,"+36088im","CMLM+SUPER","PS_Y","GAPIT","SUPER","GHW_50"
