"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"14752","NsiI.TP218161",11,11567,7.70701277419629e-05,0.0209892312242023,124,0.568596895061751,0.631752878846864,0.0255165758711189,-0.0153837426581617,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15035","NsiI.TP251198",11,11959,3.88936417678938e-05,0.169181035461555,124,0.568596895061751,0.637389721091901,0.0164754861737647,-0.0514418511890453,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15237","NsiI.TP280624",11,12244,0.000173594395744149,0.0214638784456169,124,0.568596895061751,0.625172803440553,0.0417644970240989,-0.0364428262386757,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15663","NsiI.TP336234",11,12829,3.9262131759692e-05,0.122775345466312,124,0.568596895061751,0.637311415370118,0.0164754861737647,0.0246120652908448,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15683","NsiI.TP337434",11,12851,1.14054651490933e-06,0.024957593669709,124,0.568596895061751,0.667817545241449,0.00152337358341937,0.000917606997066167,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15746","NsiI.TP346121",11,12935,9.60334218818027e-05,0.0969082956655456,124,0.568596895061751,0.629958067144531,0.0288804510739208,-0.0675856479037251,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15754","NsiI.TP347686",11,12949,6.12752500366998e-05,0.0396519965298995,124,0.568596895061751,0.633633602048972,0.0216794237580826,-0.84610328130902,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15797","NsiI.TP353473",11,13012,1.60579403514198e-06,0.0631381281853496,124,0.568596895061751,0.664771166487311,0.00190249582826063,0.004859707303706,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15846","NsiI.TP359033",11,13078,4.8024056595526e-05,0.0247948051583535,124,0.568596895061751,0.635642488165759,0.018818884178027,-0.103923568433293,"GAPIT.CMLM.GS.GWAS.Results.csv"
"17449","NsiI.TP503099",11,15282,8.54360052309351e-06,0.052907276925599,124,0.568596895061751,0.650184671088419,0.00656003097185954,-0.0687029834202167,"GAPIT.CMLM.GS.GWAS.Results.csv"
"17512","NsiI.TP507399",11,15357,2.83805536320508e-05,0.0771605785269654,124,0.568596895061751,0.640015883298253,0.0138405056685601,-0.0481142937746254,"GAPIT.CMLM.GS.GWAS.Results.csv"
"17918","NsiI.TP550633",11,15924,0.000209294338972838,0.404316776377437,124,0.568596895061751,0.623674961292023,0.0484167570823832,0.00341001873979219,"GAPIT.CMLM.GS.GWAS.Results.csv"
"17942","NsiI.TP552744",11,15957,3.88143529879358e-05,0.105482126175798,124,0.568596895061751,0.637406669456772,0.0164754861737647,-0.0358827776172658,"GAPIT.CMLM.GS.GWAS.Results.csv"
"18048","NsiI.TP562854",11,16098,4.2502724293047e-05,0.0207659001429233,124,0.568596895061751,0.636653473074194,0.0174299808441759,-0.0117467135863246,"GAPIT.CMLM.GS.GWAS.Results.csv"
"18927","NsiI.TP669395",11,17349,5.26969108851199e-05,0.0169098867497142,124,0.568596895061751,0.634875693831763,0.0196028115646765,0.0247522114696693,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19198","NsiI.TP696722",11,17702,4.9395680839939e-08,0.0164865444033754,124,0.568596895061751,0.696743303925682,0.000222823916268965,-0.0586568310869203,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19256","NsiI.TP704052",11,17783,1.28877955955782e-05,0.0417363309734121,124,0.568596895061751,0.64667344231742,0.00789094999047757,0.0317799010493665,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19319","NsiI.TP709190",11,17866,0.000162772361067134,0.0229829759162304,124,0.568596895061751,0.625689877447627,0.0407925622652133,0.0455341759007127,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19355","NsiI.TP713435",11,17915,4.05841669651596e-05,0.0802843948361387,124,0.568596895061751,0.63703653050411,0.0168344990510193,-0.0447384936713825,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19614","NsiI.TP747164",11,18278,1.04813617972463e-05,0.0877481439645665,124,0.568596895061751,0.648434960753709,0.00737265556319682,-0.191457826261126,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19725","NsiI.TP757313",11,18428,0.000220203113796356,0.1682804418286,124,0.568596895061751,0.62326919309424,0.0496717183170529,0.0307618303599663,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19880","NsiI.TP774057",11,18659,0.000100135977930506,0.029112214304322,124,0.568596895061751,0.629617775223436,0.029164049583525,-0.156452294099297,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20332","NsiI.TP829280",11,19304,1.77557071279623e-05,0.0262843792788383,124,0.568596895061751,0.643957627682388,0.00970860543687735,0.00583128002382631,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20444","PstI.TP42145",2,578489,8.24622716153041e-05,0.0249667617498781,124,0.568596895061751,0.631200170798718,0.0267173120806614,0.0841290186447111,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20692","NsiI.TP487965",2,5838121,2.1114561658544e-09,0.0417345064203625,124,0.568596895061751,0.727577317413749,3.80991150566768e-05,-0.142670225361896,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20751","PstI.TP1264070",2,7827620,3.35316241759883e-08,0.08212589006936,124,0.568596895061751,0.700434631456637,0.000172869893323295,0.00610856383574353,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20851","PstI.TP615083",2,11176998,7.86104055436124e-05,0.043044464246338,124,0.568596895061751,0.631591058686658,0.025789930138708,-0.0034748340137625,"GAPIT.CMLM.GS.GWAS.Results.csv"
"21562","NsiI.TP755285",2,61017687,0.000168408335478473,0.0425340474985121,124,0.568596895061751,0.625416345089662,0.0417644970240989,-0.0120783744860674,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22212","PstI.TP674426",2,67595892,8.7991423180646e-06,0.0607507956390978,124,0.568596895061751,0.649931946366369,0.0066154884994649,-0.0429301171010984,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22349","NsiI.TP25279",2,69225463,1.1819568924779e-06,0.0333807383734371,124,0.568596895061751,0.66749900314433,0.00152337358341937,0.029552931289032,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22638","NsiI.TP530279",2,72212478,4.392290092189e-07,0.0164624782712594,124,0.568596895061751,0.676424278151689,0.000959994439815769,0.0484567855891389,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22712","PstI.TP1071759",2,72760203,9.35723084558443e-09,0.0166628548405948,124,0.568596895061751,0.712789339663756,0.000112561248918484,0.0216788140634426,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23084","NsiI.TP776707",2,77323616,3.00123130472769e-05,0.0787961206293816,124,0.568596895061751,0.639548686048288,0.0140133526556707,0.0175142181092254,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23411","PstI.TP761602",3,3266703,5.3728989675682e-06,0.0526227347837296,124,0.568596895061751,0.654182327531661,0.00484742944854003,0.095328333318131,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23430","PstI.TP1014785",3,3504439,0.000118801614699277,0.0444983242215061,124,0.568596895061751,0.628230767707162,0.0326865112617298,-0.00645833740014543,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23602","NsiI.TP430147",3,5430407,0.000102349653223142,0.0912518142549797,124,0.568596895061751,0.629440035779031,0.029548754284134,0.0619142192979712,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23603","NsiI.TP430145",3,5430441,1.06234230017245e-05,0.0504941628739231,124,0.568596895061751,0.648319988517116,0.00737265556319682,0.078947337670243,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23707","NsiI.TP557979",3,7233715,9.8873846711795e-05,0.0887096774193549,124,0.568596895061751,0.629720922012918,0.029164049583525,0.211451388770801,"GAPIT.CMLM.GS.GWAS.Results.csv"
"24417","PstI.TP1266759",3,52149252,9.03221089634376e-06,0.0573034765556845,124,0.568596895061751,0.649707896292565,0.00665213115973987,0.0404778865946181,"GAPIT.CMLM.GS.GWAS.Results.csv"
"24956","PstI.TP1242803",3,60735069,0.000116219990282065,0.0269870909203251,124,0.568596895061751,0.628408741169811,0.0322626693023013,0.00691359252199858,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25728","PstI.TP413531",3,67991446,0.000162360503288575,0.0326155374888141,124,0.568596895061751,0.625710245193375,0.0407925622652133,0.0192972825720839,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25818","PstI.TP1176205",3,68891880,8.365398178049e-06,0.0124893090056649,124,0.568596895061751,0.650365518328244,0.00656003097185954,0.0339912274516528,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25979","PstI.TP489028",3,70489937,0.000223472208896839,0.0839513450876236,124,0.568596895061751,0.623151596163886,0.049931909611366,0.00256089303878661,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26539","NsiI.TP460741",4,2309395,3.02882262010174e-05,0.0863208727333276,124,0.568596895061751,0.63947226047418,0.0140133526556707,0.0141087265695318,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26608","PstI.TP39944",4,3373898,0.000172341444911025,0.0416620586519485,124,0.568596895061751,0.625230953555652,0.0417644970240989,0.0288894816637748,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26942","PstI.TP229107",4,8064474,5.46669196624273e-05,0.0424808820298151,124,0.568596895061751,0.634573044924332,0.0197359507013074,-0.0570109392026794,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26956","PstI.TP403553",4,8282587,1.210549896481e-05,0.0163011132969038,124,0.568596895061751,0.647206344012443,0.00789094999047757,0.0106562032956165,"GAPIT.CMLM.GS.GWAS.Results.csv"
"27096","NsiI.TP308600",4,11755266,0.000125748913117084,0.0213469588660989,124,0.568596895061751,0.627770808012132,0.0336150131597727,0.180119028936312,"GAPIT.CMLM.GS.GWAS.Results.csv"
"27126","PstI.TP106489",4,12822062,6.55493745334408e-05,0.0561939578493432,124,0.568596895061751,0.633079646784561,0.0229664643510953,0.018943735699367,"GAPIT.CMLM.GS.GWAS.Results.csv"
"27139","NsiI.TP265079",4,13841233,9.28705867377878e-05,0.0685483870967742,124,0.568596895061751,0.630230723689127,0.0284026587643499,0.0565518612812034,"GAPIT.CMLM.GS.GWAS.Results.csv"
"27971","PstI.TP1231044",4,59447790,3.26869697185603e-07,0.0282258064516129,124,0.568596895061751,0.679121896137335,0.000842576688002431,-0.0777023104675989,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28044","PstI.TP1012985",4,59909080,4.66582558588136e-05,0.0460479184277051,124,0.568596895061751,0.635881071457283,0.018708923749254,0.0217098808153257,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28246","PstI.TP329049",4,61906990,7.70115915348686e-07,0.0386204715385462,124,0.568596895061751,0.671340143370788,0.00120834535448276,-0.138404634745807,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28367","PstI.TP907753",4,63007722,1.27190549967479e-05,0.026060374722726,124,0.568596895061751,0.646785541154689,0.00789094999047757,-0.0408561767556916,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28543","PstI.TP574508",4,64705794,7.4423516667643e-05,0.0245971100333591,124,0.568596895061751,0.632038810763335,0.0253376968820934,0.00532024492628061,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28616","PstI.TP249032",4,65257396,2.11713132668968e-05,0.0145426066175683,124,0.568596895061751,0.642474270319908,0.0111550112909695,-0.00438608862374068,"GAPIT.CMLM.GS.GWAS.Results.csv"
"29337","PstI.TP576497",5,12791280,7.62691660195196e-05,0.0432282681933751,124,0.568596895061751,0.63183833953168,0.0254852005862262,0.00249438883833392,"GAPIT.CMLM.GS.GWAS.Results.csv"
