"","Name","Chromosome","Position","OWA"
"850","PstI.TP1045636",1,11697258,0.00181115646456436
"1900","PstI.TP319571",1,11815150,0.176274963554276
"1400","PstI.TP1288084",1,11935767,0.325410506623155
"3428","PstI.TP939213",1,11990855,0
"1840","PstI.TP301133",1,12137712,0
"611","NsiI.TP690036",1,12138480,0
"1553","PstI.TP181460",1,12172878,1.09572071471172
"1864","PstI.TP308387",1,12249163,0.634488216698685
"2111","PstI.TP401102",1,12714512,0.896270708121039
"2156","PstI.TP419952",1,13194145,0
"2947","PstI.TP770895",1,13263569,0.739321582137741
"2842","PstI.TP726878",1,13263594,0.00486299331761113
"33","NsiI.TP146220",1,13426299,1.42934814481082
"2972","PstI.TP775845",1,13537099,0
"2692","PstI.TP672785",1,13856592,0
"710","NsiI.TP819777",1,14025316,0.0231917326928384
"959","PstI.TP1098610",1,14727981,2.05832652822187
"2280","PstI.TP473065",1,14979768,0.249543327030734
"3562","PstI.TP994295",1,15000089,2.29345832010568
"3523","PstI.TP980794",1,15035098,0
"128","NsiI.TP258606",1,15160092,0.490381726969541
"2887","PstI.TP745600",1,15174350,0
"67","NsiI.TP190002",1,15394010,0.566389952150634
"2021","PstI.TP364469",1,15807512,0.222833637126082
"2421","PstI.TP537488",1,15836219,0.768842173643232
"2459","PstI.TP548596",1,16432580,0
"1085","PstI.TP1150194",1,16733554,0.424284517339242
"884","PstI.TP1062903",1,16796019,0
"3249","PstI.TP875497",1,17132096,0
"1767","PstI.TP270063",1,17132801,0
"200","NsiI.TP347636",1,17221327,0
"3513","PstI.TP97518",1,17476051,1.30349162910284
"1873","PstI.TP311967",1,17610629,0
"2089","PstI.TP392482",1,17611146,0
"3338","PstI.TP907404",1,18035898,0
"1472","PstI.TP147052",1,18036670,0
"1993","PstI.TP353784",1,18167193,0.268397125745442
"2354","PstI.TP510832",1,18167351,0.934182287516013
"78","NsiI.TP20060",1,18191763,0.210087346471739
"1304","PstI.TP1245745",1,18203316,0
"2258","PstI.TP460935",1,18308167,0
"1386","PstI.TP1279895",1,18383885,1.42037104538396
"2409","PstI.TP533117",1,18662889,0.450391080990182
"1518","PstI.TP166501",1,18793961,0.199158504765456
"58","NsiI.TP175150",1,19077723,0.0606071276962731
"1834","PstI.TP298371",1,19099334,0.0110544310758675
"2250","PstI.TP458499",1,19100550,0.732191535560742
"644","NsiI.TP731560",1,19407596,0
"2507","PstI.TP579186",1,19637965,0.0223347272166233
"2495","PstI.TP574132",1,19943823,0.369158605863805
"3293","PstI.TP890955",1,20013544,0.177383391961362
"3294","PstI.TP890977",1,20013575,0.0852807323350385
"2072","PstI.TP385421",1,20238710,0
"206","NsiI.TP352570",1,20251715,0
"319","NsiI.TP440927",1,20252244,1.26274849309076
"1293","PstI.TP1239144",1,20685889,1.11279224338719
"3185","PstI.TP851166",1,21305923,0.18474191227121
"3017","PstI.TP791712",1,21320307,1.04461068465433
"1590","PstI.TP198890",1,21626192,0.0968241747374342
"918","PstI.TP1074331",1,21885836,0.487819562607924
"2925","PstI.TP761935",1,22258955,0
"2441","PstI.TP543648",1,22275588,0.0407757227523739
"160","NsiI.TP304101",1,22335385,0
"1047","PstI.TP1133775",1,23057893,0.153755939535478
"782","PstI.TP1020277",1,23246220,0
"1341","PstI.TP1256502",1,23777666,0
"3278","PstI.TP884909",1,23972025,0.8561500750471
"141","NsiI.TP269540",1,24901828,0
"2353","PstI.TP510443",1,25088662,0
"3548","PstI.TP98839",1,25165051,0
"2436","PstI.TP543090",1,25480362,0
"1635","PstI.TP21552",1,26847368,0
"2916","PstI.TP757921",1,26848011,0.296244618541908
"1809","PstI.TP288641",1,27158173,0
"1867","PstI.TP309238",1,27158767,0
"1537","PstI.TP176880",1,28241729,0
"3309","PstI.TP896979",1,28970255,0.184882462823032
"1478","PstI.TP150197",1,30650620,0.135938799929785
"1871","PstI.TP31070",1,30825121,0
"2351","PstI.TP510044",1,31327463,0.159701985492569
"1675","PstI.TP231608",1,46403489,0.0334581592820274
"1253","PstI.TP1213378",1,46786394,0
"1805","PstI.TP286748",1,49731278,0
"1747","PstI.TP261824",1,50142562,0
"1194","PstI.TP1189297",1,50142670,0
"1121","PstI.TP1162168",1,50144561,0.399971192110414
"1268","PstI.TP122157",1,50223254,0
"1479","PstI.TP15027",1,50852753,0.159817514442524
"1061","PstI.TP1138376",1,51888724,0.0860974849517602
"2301","PstI.TP481755",1,51889649,0.494789472967062
"2238","PstI.TP452799",1,52828554,0.182762575862593
"1051","PstI.TP1134497",1,53143016,0.668332267717221
"2056","PstI.TP378778",1,54121051,0.186688354318631
"1502","PstI.TP160672",1,55685308,0.11966153410368
"1136","PstI.TP1167747",1,56262223,0.348494101250835
"747","PstI.TP1007712",1,56295361,0.303797647340081
"1337","PstI.TP1255073",1,56318472,0
"1868","PstI.TP309283",1,56385216,0
"654","NsiI.TP742789",1,56568036,0
"712","NsiI.TP824820",1,56735765,0
"3100","PstI.TP822327",1,56871868,0.114122435235881
"2050","PstI.TP377200",1,56910407,0.342990263482045
"840","PstI.TP1041006",1,57001520,0.501140712578172
"1394","PstI.TP1282088",1,57117988,1.89746414547681
"3056","PstI.TP807213",1,57183105,0.419765279748667
"1133","PstI.TP1165736",1,57192298,0.501496568552429
"1756","PstI.TP264010",1,57283338,0.194726146944313
"2215","PstI.TP445858",1,57330069,0
"3494","PstI.TP96755",1,57367730,0
"361","NsiI.TP459313",1,57397568,0
"672","NsiI.TP758763",1,57499558,0.305120245943045
"668","NsiI.TP755202",1,57718474,0
"363","NsiI.TP46196",1,57778864,0
"404","NsiI.TP489836",1,57849492,0.400331509307544
"3336","PstI.TP9065",1,57881166,0.239658752108326
"2786","PstI.TP708344",1,57964831,0.0578765618140848
"2825","PstI.TP720409",1,58165134,0.878713896627757
"1854","PstI.TP306310",1,58165810,0
"3307","PstI.TP894259",1,58263461,1.61899202529762
"82","NsiI.TP20336",1,58285925,0
"178","NsiI.TP326794",1,58346265,0
"2558","PstI.TP607895",1,58398018,0.162414377908306
"443","NsiI.TP509280",1,58994548,0.191927462217329
"3512","PstI.TP975092",1,59040624,0.658171652024832
"2452","PstI.TP546331",1,59140499,0.278458831795331
"2336","PstI.TP502131",1,59426545,0
"3082","PstI.TP816116",1,59685970,0.982076531566859
"914","PstI.TP1072427",1,59994659,1.26725807204871
"343","NsiI.TP45219",1,60042018,0
"2960","PstI.TP773822",1,60097008,0
"2247","PstI.TP457393",1,60097068,0.150872210104907
"1188","PstI.TP1185674",1,60148122,0
"190","NsiI.TP337751",1,60167980,0.581752522086596
"723","NsiI.TP94007",1,60313546,0
"1861","PstI.TP308061",1,60402946,0
"966","PstI.TP110030",1,60421130,1.00368746805227
"771","PstI.TP1014707",1,60949616,0.0135887098748007
"1094","PstI.TP1152227",1,60999485,0.092333387241179
"2969","PstI.TP774975",1,61157443,0.262309801866617
"1308","PstI.TP1246681",1,61289286,0
"2027","PstI.TP365645",1,61353360,0.446952347929396
"838","PstI.TP1040444",1,61649660,0
"1812","PstI.TP288904",1,62080065,0.0635164914755387
"1485","PstI.TP153019",1,62238600,0
"364","NsiI.TP462536",1,62433879,0
"1291","PstI.TP1235985",1,62443684,0.0494745233440273
"2804","PstI.TP71345",1,62705763,0.281641225807627
"1114","PstI.TP116028",1,62738111,0
"1927","PstI.TP332665",1,62857264,0
"820","PstI.TP1032405",1,62899325,0.492486003057339
"3137","PstI.TP834485",1,62936010,0.542701204917939
"2159","PstI.TP420801",1,62946889,0.443650834485995
"2174","PstI.TP428256",1,63323451,0.0795051780951233
"1115","PstI.TP1160645",1,63359101,0.661746171145692
"511","NsiI.TP56624",1,63509426,0
"3180","PstI.TP84880",1,63680478,0.0654735308782293
"2535","PstI.TP59594",1,63737514,0.0234193072932746
"139","NsiI.TP267317",1,63808055,1.73927851444687
"2585","PstI.TP622702",1,63849924,0.135602475816125
"2118","PstI.TP403217",1,63867116,0
"3083","PstI.TP816739",1,64060896,0.140421756694492
"65","NsiI.TP188409",1,64102768,0
"1329","PstI.TP1252633",1,64114120,0
"721","NsiI.TP88778",1,64177819,0
"1393","PstI.TP1281541",1,64484981,0
"3575","PstI.TP997652",1,64799296,0.234342134692376
"3132","PstI.TP833589",1,64801253,0
"3444","PstI.TP944748",1,64883503,0.0882032836369348
"496","NsiI.TP55636",1,64902964,0
"3257","PstI.TP876794",1,65066495,0
"3479","PstI.TP961110",1,65184135,0.669406368877608
"2292","PstI.TP477712",1,65237054,0.215535993869893
"1583","PstI.TP197677",1,65249144,0.71888198276813
"2685","PstI.TP669936",1,65249574,0.0620762688247813
"2005","PstI.TP358803",1,65256453,0
"3380","PstI.TP924658",1,65264909,0.656036309510453
"3404","PstI.TP931830",1,65273426,0.371173880955857
"548","NsiI.TP615624",1,65289533,0.352750704406926
"3486","PstI.TP966260",1,65795867,0.068044426551537
"2396","PstI.TP530837",1,65836675,0.411517688531842
"1602","PstI.TP204021",1,65922833,0
"12","NsiI.TP117758",1,66087512,0
"2263","PstI.TP46198",1,66096584,0
"2751","PstI.TP69498",1,66230707,0
"596","NsiI.TP66906",1,66339343,0.45895382810927
"678","NsiI.TP763660",1,66404152,0.517412227909971
"388","NsiI.TP482264",1,66520178,0
"2094","PstI.TP393536",1,66632271,0.0136388040293537
"936","PstI.TP1084761",1,66720416,0
"383","NsiI.TP475064",1,66777724,0
"520","NsiI.TP575744",1,66841969,0
"312","NsiI.TP43891",1,66864733,0.243493992575808
"93","NsiI.TP214866",1,66931515,0.0824288739093872
"359","NsiI.TP459012",1,67058618,0
"969","PstI.TP1102564",1,67094571,0
"3440","PstI.TP94366",1,67316019,0
"1146","PstI.TP1171121",1,67376990,0.033483851079684
"3003","PstI.TP787593",1,67474277,0.115591073861556
"1636","PstI.TP216091",1,67620053,0.204239174380828
"1475","PstI.TP148680",1,67724801,0.797822914384271
"2707","PstI.TP678255",1,67745947,0.17001921673885
"1611","PstI.TP209249",1,67863639,0
"627","NsiI.TP712037",1,67933970,0.118143731454709
"2699","PstI.TP674379",1,67954429,0.093447554314393
"2158","PstI.TP420086",1,68042057,0.0996819065705612
"3094","PstI.TP820370",1,68065605,0
"561","NsiI.TP624683",1,68159137,0
"617","NsiI.TP700374",1,68176238,0
"789","PstI.TP1021466",1,68344473,0
"523","NsiI.TP576771",1,68414794,0
"1040","PstI.TP1131578",1,68512918,0
"3396","PstI.TP929783",1,68577350,0.373721588383332
"2500","PstI.TP577286",1,68698894,0.396238257609429
"121","NsiI.TP252602",1,68982448,0
"851","PstI.TP1045708",1,69041513,0.266406715070122
"697","NsiI.TP801056",1,69044428,0
"3241","PstI.TP871336",1,69055455,0.869422116714299
"3276","PstI.TP884447",1,69119836,0.103710263936191
"2270","PstI.TP468115",1,69143489,0.242377156796083
"1836","PstI.TP299690",1,69193739,0.0048736930861257
"2911","PstI.TP754866",1,69204551,0.117485996027866
"1973","PstI.TP345976",1,69318742,0.529192719018956
"76","NsiI.TP19909",1,69328566,0.480454096798923
"329","NsiI.TP444157",1,69418722,0.698688307396544
"398","NsiI.TP487741",1,69506512,0.540033072975843
"215","NsiI.TP361622",1,69534233,0
"1654","PstI.TP222462",1,69790547,0.137175831973943
"1890","PstI.TP317631",1,69806063,0
"1181","PstI.TP1183728",1,69834022,0.0824428322741541
"2728","PstI.TP687743",1,69969234,0.635250579568762
"194","NsiI.TP340695",1,70223476,0.18284765700729
"2547","PstI.TP603122",1,70276636,0
"3371","PstI.TP921276",1,70382591,0.50969270129236
"2237","PstI.TP452364",1,70416615,0
"1550","PstI.TP180949",1,70527436,0.481825757979213
"2669","PstI.TP663427",1,70529598,0.20734359995046
"2313","PstI.TP488184",1,70532632,0.261251346725837
"3499","PstI.TP969142",1,70558586,0.00530899551085513
"2223","PstI.TP448080",1,70586488,0.339903245590065
"2329","PstI.TP494387",1,70689700,0
"1234","PstI.TP1205408",1,70741243,0.497486264177188
"1530","PstI.TP173623",1,70746071,0
"3012","PstI.TP790103",1,70752961,0
"2467","PstI.TP549992",1,70753172,0
"2676","PstI.TP665587",1,70753604,0.161800845934237
"1659","PstI.TP225232",1,70799952,0
"2757","PstI.TP69823",1,70805200,0.589660637160395
"334","NsiI.TP44825",1,70914156,0.893849243740977
"853","PstI.TP1046209",1,71112715,0
"1349","PstI.TP1260916",1,71157310,0
"1454","PstI.TP142395",1,71238859,0.27570511315533
"320","NsiI.TP441114",1,71250822,0.436142669553651
"3051","PstI.TP805461",1,71344044,0.313886658011027
"1162","PstI.TP1177494",1,71370263,1.17637585072718
"3324","PstI.TP901545",1,71391273,0
"350","NsiI.TP456517",1,71506832,0
"3111","PstI.TP826904",1,71509086,0.468172794070429
"2956","PstI.TP773311",1,71563448,0
"455","NsiI.TP520596",1,71567399,0.423529791730914
"1991","PstI.TP352846",1,71717994,0.00959072982098358
"674","NsiI.TP760095",1,71718657,0.514969102157029
"2523","PstI.TP586874",1,71729101,0.297637280355732
"92","NsiI.TP214519",1,71815536,1.34016235188785
"2193","PstI.TP436494",1,71906250,0.311442225023506
"1346","PstI.TP1259220",1,71924579,0
"2529","PstI.TP590182",1,71928782,0.0518313508396405
"199","NsiI.TP345468",1,71931769,1.12639437422019
"1796","PstI.TP283526",1,71936668,0
"1251","PstI.TP1212724",1,72123046,0
"2478","PstI.TP55623",1,72147488,0
"419","NsiI.TP499949",1,72170440,0.0362456221021361
"1912","PstI.TP324568",1,72175111,0.388214001960915
"3189","PstI.TP852297",1,72235992,0.0262412010699898
"1137","PstI.TP1168372",1,72238288,0.218708277206811
"3165","PstI.TP843326",1,72291957,0.124158797138304
"1580","PstI.TP197060",1,72303333,0.461004625771037
"1053","PstI.TP1136034",1,72327412,2.00322063848917
"1084","PstI.TP1150061",1,72347889,0.092927650736749
"3345","PstI.TP91130",1,72585815,0.188376196307322
"2637","PstI.TP645994",1,72633618,0.152363976315197
"1239","PstI.TP1207347",1,72663921,0.208871929939492
"3115","PstI.TP82716",1,72737215,0.045832345598332
"1110","PstI.TP1158409",1,72860093,0
"3288","PstI.TP889862",1,72868614,0
"1954","PstI.TP339412",1,72911521,0
"3387","PstI.TP927424",1,73127829,0
"1250","PstI.TP1212476",1,73145262,0.515191757184442
"858","PstI.TP1047587",1,73170480,0.468490328771124
"2225","PstI.TP448761",1,73324734,0.144068235586792
"3148","PstI.TP837664",1,73498170,0.0410891735165862
"1713","PstI.TP249057",1,73523293,0.665414846761509
"3047","PstI.TP80388",1,73626823,0.273417701458318
"946","PstI.TP1088043",1,73790447,2.3969788635211
"2446","PstI.TP544748",1,73791429,1.01951980469075
"1565","PstI.TP189129",1,73890221,1.07508182654269
"1561","PstI.TP187405",1,73910743,0.219624284860341
"2356","PstI.TP513006",1,73971974,0.0583148148070458
"2417","PstI.TP535893",1,73975816,0
"3043","PstI.TP802577",1,74132587,0
"1932","PstI.TP334182",1,74360210,0.485128449466541
"1736","PstI.TP258621",1,74361721,0.0460359528882294
"821","PstI.TP1032632",1,74402757,0
"690","NsiI.TP783071",1,74489443,0.0304896903474261
"2783","PstI.TP706856",1,74539608,0.451988076909724
"1231","PstI.TP1203869",1,74588086,0.113265141161995
"3472","PstI.TP95450",1,74768149,0.15572178661429
"173","NsiI.TP323224",1,74770262,0
"1191","PstI.TP1187680",1,74780008,0
"368","NsiI.TP465791",1,74820948,0.373122203147481
"572","NsiI.TP635035",1,74846699,0
"1425","PstI.TP13346",1,74849030,0
"1851","PstI.TP304860",1,74969305,0
"2125","PstI.TP405184",1,75082559,0
"2795","PstI.TP710507",1,75154807,0
"3518","PstI.TP978043",1,75183592,0
"2063","PstI.TP38227",1,75241998,1.17083851568704
"1693","PstI.TP241635",1,75313297,0.0041312683868351
"2555","PstI.TP606465",1,75416261,0.231336435741769
"1755","PstI.TP263305",1,75579096,0
"1100","PstI.TP1155269",1,75726570,0
"1037","PstI.TP1131100",1,75760470,0.555229413175567
"437","NsiI.TP506838",1,75823936,0.0296177292686038
"891","PstI.TP1065133",1,75825553,0.324331848811918
"1857","PstI.TP306856",1,75848833,0
"3194","PstI.TP854771",1,75863530,0
"3005","PstI.TP788147",1,75896649,0
"209","NsiI.TP35373",1,75917930,0
"2244","PstI.TP455545",1,75986610,0.241108542296531
"207","NsiI.TP352765",1,76099839,0
"2881","PstI.TP744556",1,76101544,0.118446856971457
"2003","PstI.TP357677",1,76102511,0.160305968551462
"2897","PstI.TP747261",1,76107837,0
"1688","PstI.TP24084",1,76155984,0
"2474","PstI.TP551527",1,76166616,0
"2873","PstI.TP742499",1,76179984,0.875725160984019
"716","NsiI.TP832364",1,76203935,0.164565275257584
"1877","PstI.TP314244",1,76274649,0.00534562877010647
"417","NsiI.TP499934",1,76362422,0.282875075564704
"418","NsiI.TP499936",1,76362441,0
"847","PstI.TP104467",1,76678896,0
"2384","PstI.TP52592",1,76810927,0.578517237687807
"990","PstI.TP111007",1,76814269,0
"354","NsiI.TP457548",1,76928921,0.284734178126827
"352","NsiI.TP457459",1,76936701,0
"509","NsiI.TP56323",1,76939788,0
"568","NsiI.TP631040",1,76939823,0.913695460645318
"459","NsiI.TP521277",1,77064058,1.12133815072431
"3221","PstI.TP864305",1,77077806,0.00564308144957412
"501","NsiI.TP559086",1,77166683,0.722978081921473
"1650","PstI.TP221089",1,77184045,0.559591110747416
"1088","PstI.TP1151255",1,77213117,0.0510409790509889
"1568","PstI.TP189885",1,77223222,0
"3131","PstI.TP833275",1,77225365,0.0845378531496909
"1880","PstI.TP315020",1,77386737,0.151199643457143
"2477","PstI.TP553319",1,77643893,0.610324296142699
"2136","PstI.TP411298",1,77771698,0.119206923631068
"3465","PstI.TP952321",1,77832524,0.299298118939184
"68","NsiI.TP193091",1,77956626,0.711554576238032
"2294","PstI.TP478966",1,78077218,0
"1582","PstI.TP197596",1,78145007,0.745884709826732
"534","NsiI.TP590554",1,78156460,0
"1411","PstI.TP130255",1,78156903,1.36286730097083
"2253","PstI.TP459121",1,78162835,0.264170067474723
"2654","PstI.TP652837",1,78182401,0.0116257343566301
"2525","PstI.TP588109",1,78200524,0.181454511218744
"1521","PstI.TP168334",1,78240700,0.42892167012086
"1076","PstI.TP1144768",1,78240904,0.206731933934179
"3487","PstI.TP966300",1,78332944,0
"1638","PstI.TP217199",1,78396312,0
"2214","PstI.TP445406",1,78397054,0.198795202704563
"3438","PstI.TP942471",1,78400363,0.752288040373131
"2698","PstI.TP674153",1,78459110,0.299796217355074
"1825","PstI.TP294664",1,78489046,0
"1247","PstI.TP1210862",1,78496398,0
"1267","PstI.TP1221179",1,78509132,0.225540356878196
"937","PstI.TP1084987",1,78521283,0.46554885780894
"389","NsiI.TP482275",1,78563222,0
"3045","PstI.TP803259",1,78564283,0
"3149","PstI.TP837802",1,78565577,0.235930535129309
"3140","PstI.TP835300",1,78565589,0.182179280700999
"2620","PstI.TP639503",1,78579633,0
"2382","PstI.TP525604",1,78648237,0.430403181268253
"1481","PstI.TP151617",1,78724834,0.218230607727435
"3496","PstI.TP96766",1,78742126,0
"916","PstI.TP1072616",1,78788131,0
"1210","PstI.TP1195390",1,78927004,0.352251198845113
"1994","PstI.TP353803",1,78947488,1.0237791380263
"1381","PstI.TP1276462",1,78952828,0.109245040425116
"3203","PstI.TP856970",1,78963659,0.397599402729007
"2530","PstI.TP593279",1,78992355,0
"2191","PstI.TP434977",1,79165905,0.0456080676732339
"148","NsiI.TP276241",1,79202469,0.540367848660855
"758","PstI.TP1010512",1,79440784,0
"3318","PstI.TP898259",1,79442910,0.496223424332835
"559","NsiI.TP621776",1,79466998,0.334336333165968
"1817","PstI.TP291200",1,79471623,0
"1529","PstI.TP172804",1,79485436,0.209660397215268
"2577","PstI.TP619305",1,79505879,0.204564739460154
"1258","PstI.TP1216566",1,79599777,1.85923262372034
"2946","PstI.TP77067",1,79664579,0
"803","PstI.TP1025772",1,79665639,0.589581390135711
"348","NsiI.TP454955",1,79688846,0.232880934257679
"1345","PstI.TP1259171",1,79892318,1.11642433096892
"1701","PstI.TP245404",1,79960134,0.0745615835987206
"2323","PstI.TP49139",1,80477608,0.266080522030306
"3186","PstI.TP851463",1,80479917,0
"2404","PstI.TP532395",1,80511189,0.460095358416987
"585","NsiI.TP655257",1,80728948,1.66714491325495
"277","NsiI.TP418719",1,80872893,0.504756938811054
"2772","PstI.TP703969",1,80877289,0.0479327612492475
"3553","PstI.TP989477",2,124717,0
"51","NsiI.TP168250",2,153697,0.360630217553813
"257","NsiI.TP39740",2,186613,0.46925900794595
"1496","PstI.TP157588",2,329470,0
