"","SNP","Chromosome","Position","GLM.CmN.","MLM.CmN.","CMLM.CmN.","SUPER.CmN.","rrBLUP.CmN.","Adj.P.GLM.CmN.","Adj.P.MLM.CmN.","Adj.P.CMLM.CmN.","Adj.P.SUPER.CmN.","Adj.P.rrBLUP.CmN."
"11835","PstI.TP1087763",11,7590,0.000174218752493501,0.0149436171428278,0.0148799019675264,0.0000000866856984083265,0.0031913811123571,0.0474957451909017,0.752262852068047,0.741137645262411,0.000070544564002592,0.747228605667194
"12717","PstI.TP1237979",11,8717,0.0000853021503466053,0.0171999875693441,0.0209243703805812,0.0000000249063516591909,0.603008707027228,0.0392378187179306,0.752262852068047,0.746361047492638,0.0000404248377320022,1
"12955","PstI.TP1278414",11,9007,0.0000103345339319261,0.00110350594735957,0.00210905416954246,0.00000000100575181780993,0.432146066225971,0.0266394757525249,0.61479828452461,0.591692470279454,0.0000198374040635467,1
"13100","NsiI.TP5718",11,9195,0.000182392806483658,0.0448723239395069,0.0440995439407114,0.0000000574174078586738,0.862341008145438,0.0478210336686173,0.832161176978893,0.785285050640996,0.0000598114283828973,1
"13459","NsiI.TP51472",11,9740,0.000128714091972292,0.0321527640057607,0.0586123772615589,0.0000000643558833156821,0.91021684386956,0.0449759345228588,0.821582821431674,0.81462809150295,0.0000598114283828973,1
"13794","NsiI.TP101339",11,10216,0.000334879569733751,0.0346301416855384,0.0365239973286522,0.000000249956181363698,1,0.0601250443410528,0.822341773690302,0.776695765443303,0.000136673010197775,1
"13973","NsiI.TP122100",11,10465,0.00000216472370766703,0.0000576679502081513,0.0000430094668520978,0.0000000546607974029725,1,0.0111600784517554,0.61479828452461,0.388031409939626,0.0000597757229296506,1
"14776","NsiI.TP220467",11,11596,0.000150990116352042,0.025935102231682,0.0216360084266422,0.000000130212939772192,0.518067666849028,0.0461899265105028,0.791395418936271,0.746361047492638,0.0000886627277452616,1
"15511","NsiI.TP319204",11,12621,0.000177674728462972,0.0577967662900633,0.0576980586216164,0.000000227193694216509,0.0232991707583014,0.0474957451909017,0.83911055899544,0.813998256269309,0.0001301423180458,1
"16139","NsiI.TP395697",11,13483,0.000146448234548233,0.0255995465262853,0.0311340244684498,0.000000051603292879318,1,0.0461899265105028,0.791395418936271,0.774813933631091,0.0000581956135446509,1
"16322","NsiI.TP415579",11,13731,0.0000926780883692548,0.0326683005383853,0.0212524596026717,0.0000000235901586819227,0.3779773384455,0.0392378187179306,0.821582821431674,0.746361047492638,0.0000404248377320022,1
"16838","NsiI.TP448134",11,14419,0.0000978319392938484,0.0170742679804069,0.00686233031172295,0.000000107274726211471,0.512644219392302,0.0392378187179306,0.752262852068047,0.737105519750486,0.0000774266063903913,1
"17123","NsiI.TP473151",11,14822,0.0000797163893873575,0.0175638020244397,0.0290742912154563,0.000000071231167102658,0.55799442856128,0.0392378187179306,0.752262852068047,0.771325996957412,0.0000598114283828973,1
"17932","NsiI.TP551733",11,15940,0.000232183286616451,0.0665834825652171,0.0344989746334477,0.000000184524214889072,0.383112206120463,0.050531893606084,0.849601229726003,0.77515402516211,0.000116826488893278,1
"18481","NsiI.TP615473",11,16715,0.000395423378384326,0.0777591810716412,0.0528081073135033,0.000000317668617733911,0.114352285985269,0.0670801970754712,0.855102661084249,0.79905198185732,0.000168588604070314,1
"18504","NsiI.TP617608",11,16746,0.000450751308290484,0.0953422163449831,0.0619177719059661,0.00000034404110962799,0.631612452022426,0.0689267509050296,0.873994355575985,0.821752309262626,0.000179938486438477,1
"19982","NsiI.TP787181",11,18814,0.000262854346621711,0.0859535219820973,0.140738912870277,0.000000244955012394873,0.0298984493804643,0.0532133828724985,0.865257299696764,0.870410730126867,0.000135999022881634,1
"20525","NsiI.TP575555",2,2228424,0.0000680202195476047,0.00686479911958536,0.00477551990251548,0.0000000643243810062233,0.39148301675653,0.0389637092545073,0.696158185740531,0.689355848967915,0.0000598114283828973,1
"21320","NsiI.TP555571",2,57514367,0.000214938547122662,0.0411621433983718,0.0278259354993291,0.000000157650941386477,1,0.0502982111930959,0.828402927443694,0.759421687529541,0.000103441948595549,1
"21954","NsiI.TP409721",2,65096533,0.000255731513212056,0.00248607769880884,0.00195038173017864,0.0000000204310982488292,0.414954956371126,0.0530502815843004,0.645450158234629,0.591692470279454,0.0000404248377320022,1
"22243","PstI.TP1238700",2,67899877,0.000164544288697953,0.0145291550196215,0.0183401360846405,0.00000010717184604399,1,0.0474957451909017,0.752262852068047,0.746361047492638,0.0000774266063903913,1
"23620","PstI.TP785543",3,5771227,0.0000865062444331247,0.0135850799736068,0.0162888047352069,0.0000000228474187387811,0.876960666802169,0.0392378187179306,0.752262852068047,0.741137645262411,0.0000404248377320022,1
"24209","PstI.TP679532",3,18260932,0.00012479925289753,0.032544229559389,0.0470063093739029,0.0000000457341748552214,1,0.0449759345228588,0.821582821431674,0.792610667827827,0.0000572087449974432,1
"24838","PstI.TP21924",3,59388087,0.000263287358434272,0.0874634517544317,0.0749985221577666,0.000000156091018265977,1,0.0532133828724985,0.865257299696764,0.827267073594264,0.000103441948595549,1
"26144","PstI.TP704102",3,72097083,0.0000125476751546768,0.0017018228816695,0.00242903902953319,0.00000000169146931717747,0.265589425538719,0.0283813611679919,0.637986070680806,0.602849862469003,0.0000198374040635467,1
"26407","PstI.TP1250993",4,666401,0.0000865920646021369,0.0172438704025033,0.0401796289742323,0.000000034299540454885,0.613946154012858,0.0392378187179306,0.752262852068047,0.780877875327524,0.0000495120726374356,1
"26993","PstI.TP408444",4,9160208,0.000217583760765711,0.116482960614151,0.0746879357577131,0.000000235242175772601,1,0.0502982111930959,0.888506057175881,0.827267073594264,0.000132647181863775,1
"27065","PstI.TP171745",4,10542305,0.00035059531560792,0.14205143167774,0.108544962489581,0.00000021317541292814,0.208548102342522,0.0622722494894677,0.896942164633901,0.848216625003273,0.000124081843576624,1
"27148","PstI.TP257951",4,14228269,0.0000757365011750211,0.0206422014945404,0.0191413445021683,0.0000000158561353269375,0.339959819063602,0.0392378187179306,0.762659890202405,0.746361047492638,0.0000357635132299075,1
"27580","NsiI.TP127922",4,54754163,0.000000156339450284736,0.0000145517083224929,0.00000830766540795671,0.000000182776991129361,0.409932749024517,0.00564197808187555,0.525142049942124,0.299807029242342,0.000116826488893278,1
"28490","PstI.TP1235909",4,64295006,0.0000463324443096031,0.00548710237330121,0.0137336942008007,0.000000091660380901415,0.273662941304502,0.0354247697147015,0.696158185740531,0.741137645262411,0.0000719095614341362,1
"28934","PstI.TP344513",4,68212618,0.000230658983608422,0.0255129604260035,0.0370625520499582,0.000000120807222527336,0.681568421797423,0.050531893606084,0.791395418936271,0.777220171070563,0.0000838402124339712,1
"28982","PstI.TP747686",5,191126,0.000149319141776754,0.0349811869620179,0.0416742489676778,0.0000000484710122218509,0.766634121816234,0.0461899265105028,0.822341773690302,0.784730673629877,0.0000572087449974432,1
"29970","NsiI.TP352026",6,555824,0.00000054810308100395,0.000194793610886427,0.000318197269459346,0.00000000122710367351574,0.716842373121736,0.00760628030498025,0.61479828452461,0.591692470279454,0.0000198374040635467,1
"30193","NsiI.TP312592",6,32294349,0.000187438614613581,0.0389356801081954,0.027685094419734,0.000000106085001059771,1,0.0479736505260632,0.825424291249104,0.759421687529541,0.0000774266063903913,1
"31767","NsiI.TP194597",6,59271134,0.000284383399402353,0.0703109146132229,0.0305253775887596,0.000000202324605909293,1,0.0545895112640006,0.854527530181926,0.774813933631091,0.000121691506300909,1
"32023","NsiI.TP762015",7,823818,0.0000730524778440851,0.0208614370435241,0.0314952048178494,0.0000000137447532520185,0.232024297859384,0.0392378187179306,0.762659890202405,0.774813933631091,0.0000346549613850924,1
"32455","NsiI.TP11666",7,14339016,0.000096533089822882,0.0138428906238047,0.0139182865524957,0.0000000634747681419114,0.574589517776968,0.0392378187179306,0.752262852068047,0.741137645262411,0.0000598114283828973,1
"33093","PstI.TP344899",7,61484903,0.0000960731234076744,0.0227670911812157,0.0311904597022185,0.0000000220275527953917,0.249920067364299,0.0392378187179306,0.774381514182575,0.774813933631091,0.0000404248377320022,1
"33504","PstI.TP1248844",8,1028461,0.000102204471278139,0.00497405242101496,0.00623563838626025,0.0000000594773884410075,0.0869059777892847,0.0392378187179306,0.696158185740531,0.737105519750486,0.0000598114283828973,1
"34444","PstI.TP107240",8,62622087,0.00000723280839924171,0.00487206783971202,0.00424991459711645,0.00000000584613062178022,0.500997717279692,0.0255999623540608,0.694929156637048,0.661574293779623,0.0000210975161878805,1
"35025","NsiI.TP753743",9,41089177,0.0000473130768002818,0.0175139023392948,0.0253510662143204,0.0000000144043565943357,1,0.0354247697147015,0.752262852068047,0.746361047492638,0.0000346549613850924,1
"35326","PstI.TP136026",9,50973667,0.0000224956803197001,0.00344590315926137,0.00321827727088002,0.00000000267550711165955,0.734788018377452,0.0352085227530553,0.680883987703641,0.637931036762792,0.0000198374040635467,1
"35582","NsiI.TP415575",9,53923129,0.0000401959106332778,0.01175618277771,0.0103789370574371,0.0000000105460500074185,1,0.0352085227530553,0.752262852068047,0.738857317537717,0.0000292758348205938,1
"35641","NsiI.TP85450",9,54712296,0.0000378863943702869,0.00950208269964122,0.00887501755695208,0.00000000738512916050828,0.143040154686423,0.0352085227530553,0.732225780473389,0.737105519750486,0.000024228594649493,1
"35853","PstI.TP485114",9,57032697,0.0000991341198364547,0.0239801078758458,0.0237421784315743,0.0000000302820614305661,0.162654799048298,0.0392378187179306,0.783831769031693,0.746361047492638,0.0000455341263710946,1
"36023","NsiI.TP90957",9,58754094,0.000214197069747647,0.0375549477959493,0.0458118312680225,0.0000001891605852317,0.99754535712081,0.0502982111930959,0.822341773690302,0.788974988162266,0.000117697020686924,1
"36078","PstI.TP53013",9,59327122,0.0000298989178813067,0.00964319637690889,0.0136861312078686,0.0000000043975624171019,0.315029367541378,0.0352085227530553,0.732225780473389,0.741137645262411,0.0000198374040635467,1
