"","SNP","Chromosome","Position","GLM.CmN.","MLM.CmN.","CMLM.CmN.","SUPER.CmN.","rrBLUP.CmN.","Adj.P.GLM.CmN.","Adj.P.MLM.CmN.","Adj.P.CMLM.CmN.","Adj.P.SUPER.CmN.","Adj.P.rrBLUP.CmN."
"17932","NsiI.TP551733",11,15940,0.000232183286616451,0.0665834825652171,0.0344989746334477,0.000000184524214889072,0.383112206120463,0.050531893606084,0.849601229726003,0.77515402516211,0.000116826488893278,1
"18024","NsiI.TP559974",11,16066,0.000528084832142248,0.143357019076645,0.0977707528246918,0.000000653194276448881,0.595392118876716,0.0728280300656281,0.896942164633901,0.8407405005228,0.00028400572347575,1
"18058","NsiI.TP564326",11,16115,0.000754618350704295,0.107856907874387,0.0532329937535283,0.00000120978403696058,1,0.0815349312581335,0.883924385255382,0.802755278307912,0.000440996831574075,1
"18239","NsiI.TP583138",11,16375,0.000823140423639111,0.0294307095427466,0.0293989956806864,0.00000178956644361143,0.373280532235817,0.0844474124405672,0.810759882426442,0.774813933631091,0.000587107943791357,1
"18481","NsiI.TP615473",11,16715,0.000395423378384326,0.0777591810716412,0.0528081073135033,0.000000317668617733911,0.114352285985269,0.0670801970754712,0.855102661084249,0.79905198185732,0.000168588604070314,1
"18504","NsiI.TP617608",11,16746,0.000450751308290484,0.0953422163449831,0.0619177719059661,0.00000034404110962799,0.631612452022426,0.0689267509050296,0.873994355575985,0.821752309262626,0.000179938486438477,1
"18687","NsiI.TP632953",11,16997,0.000993337236004218,0.261670432907039,0.212176622217749,0.00000142832218313891,0.209582698844206,0.0919168055715903,0.936141487737074,0.909331977845185,0.000495627797549202,1
"18994","NsiI.TP674451",11,17431,0.000434328841007951,0.0857775684611861,0.107933388596198,0.0000012790629842356,0.896880636253067,0.0687458737469076,0.865257299696764,0.847997967966773,0.000454529243170681,1
"19948","NsiI.TP782857",11,18763,0.000573124819087669,0.076583097495415,0.0802524523988478,0.000000500441487279486,1,0.0757324973407237,0.855102661084249,0.829444723941366,0.000240799098572561,1
"19982","NsiI.TP787181",11,18814,0.000262854346621711,0.0859535219820973,0.140738912870277,0.000000244955012394873,0.0298984493804643,0.0532133828724985,0.865257299696764,0.870410730126867,0.000135999022881634,1
"20525","NsiI.TP575555",2,2228424,0.0000680202195476047,0.00686479911958536,0.00477551990251548,0.0000000643243810062233,0.39148301675653,0.0389637092545073,0.696158185740531,0.689355848967915,0.0000598114283828973,1
"20934","PstI.TP743010",2,14880369,0.000401609276258423,0.0480512073971195,0.0276402826413544,0.000000751568804130733,0.650258113419469,0.0670801970754712,0.832161176978893,0.759421687529541,0.000304748483185055,1
"21320","NsiI.TP555571",2,57514367,0.000214938547122662,0.0411621433983718,0.0278259354993291,0.000000157650941386477,1,0.0502982111930959,0.828402927443694,0.759421687529541,0.000103441948595549,1
"21954","NsiI.TP409721",2,65096533,0.000255731513212056,0.00248607769880884,0.00195038173017864,0.0000000204310982488292,0.414954956371126,0.0530502815843004,0.645450158234629,0.591692470279454,0.0000404248377320022,1
"22221","NsiI.TP213158",2,67720379,0.0016761670568082,0.0790149014424095,0.0628244769437626,0.00000251115895953448,0.0507933186867975,0.112643420383788,0.855102661084249,0.822374343440796,0.000785754565911281,1
"22243","PstI.TP1238700",2,67899877,0.000164544288697953,0.0145291550196215,0.0183401360846405,0.00000010717184604399,1,0.0474957451909017,0.752262852068047,0.746361047492638,0.0000774266063903913,1
"23620","PstI.TP785543",3,5771227,0.0000865062444331247,0.0135850799736068,0.0162888047352069,0.0000000228474187387811,0.876960666802169,0.0392378187179306,0.752262852068047,0.741137645262411,0.0000404248377320022,1
"24209","PstI.TP679532",3,18260932,0.00012479925289753,0.032544229559389,0.0470063093739029,0.0000000457341748552214,1,0.0449759345228588,0.821582821431674,0.792610667827827,0.0000572087449974432,1
"24838","PstI.TP21924",3,59388087,0.000263287358434272,0.0874634517544317,0.0749985221577666,0.000000156091018265977,1,0.0532133828724985,0.865257299696764,0.827267073594264,0.000103441948595549,1
"25443","PstI.TP1128716",3,65668248,0.0000583574749206726,0.0076424750710088,0.00806172703876907,0.000000549475914907043,0.206412653687843,0.0379162683833949,0.715065750211084,0.737105519750486,0.000253255479605746,1
"25588","PstI.TP724939",3,66915295,0.00250179219568164,0.138083278906403,0.215065707181468,0.00000261646610524211,1,0.130855879890953,0.896942164633901,0.912107280975605,0.000807034434239122,1
"26144","PstI.TP704102",3,72097083,0.0000125476751546768,0.0017018228816695,0.00242903902953319,0.00000000169146931717747,0.265589425538719,0.0283813611679919,0.637986070680806,0.602849862469003,0.0000198374040635467,1
"26407","PstI.TP1250993",4,666401,0.0000865920646021369,0.0172438704025033,0.0401796289742323,0.000000034299540454885,0.613946154012858,0.0392378187179306,0.752262852068047,0.780877875327524,0.0000495120726374356,1
"26699","NsiI.TP493269",4,4423181,0.000603462868437296,0.109179881750402,0.0478181612195206,0.000000831905092500262,0.955145914844563,0.0762478329587537,0.884676821908752,0.793407725098878,0.000326323814979885,1
"26993","PstI.TP408444",4,9160208,0.000217583760765711,0.116482960614151,0.0746879357577131,0.000000235242175772601,1,0.0502982111930959,0.888506057175881,0.827267073594264,0.000132647181863775,1
"27065","PstI.TP171745",4,10542305,0.00035059531560792,0.14205143167774,0.108544962489581,0.00000021317541292814,0.208548102342522,0.0622722494894677,0.896942164633901,0.848216625003273,0.000124081843576624,1
"27148","PstI.TP257951",4,14228269,0.0000757365011750211,0.0206422014945404,0.0191413445021683,0.0000000158561353269375,0.339959819063602,0.0392378187179306,0.762659890202405,0.746361047492638,0.0000357635132299075,1
"27572","NsiI.TP202440",4,54558796,0.000966130625181425,0.0555996583115059,0.0296183674367637,0.00000252570188554945,0.144619681709541,0.0911625472957174,0.837113115113384,0.774813933631091,0.000785754565911281,1
"27580","NsiI.TP127922",4,54754163,0.000000156339450284736,0.0000145517083224929,0.00000830766540795671,0.000000182776991129361,0.409932749024517,0.00564197808187555,0.525142049942124,0.299807029242342,0.000116826488893278,1
"28490","PstI.TP1235909",4,64295006,0.0000463324443096031,0.00548710237330121,0.0137336942008007,0.000000091660380901415,0.273662941304502,0.0354247697147015,0.696158185740531,0.741137645262411,0.0000719095614341362,1
"28743","GFSSContig20159_1535",4,66481522,0.000480283481359546,0.0411032640031435,0.0357664477888434,0.00000165668710060001,0.481598597258094,0.0698889930455778,0.828402927443694,0.77515402516211,0.000558752561555637,1
"28934","PstI.TP344513",4,68212618,0.000230658983608422,0.0255129604260035,0.0370625520499582,0.000000120807222527336,0.681568421797423,0.050531893606084,0.791395418936271,0.777220171070563,0.0000838402124339712,1
"28982","PstI.TP747686",5,191126,0.000149319141776754,0.0349811869620179,0.0416742489676778,0.0000000484710122218509,0.766634121816234,0.0461899265105028,0.822341773690302,0.784730673629877,0.0000572087449974432,1
"29723","PstI.TP719892",5,64652954,0.000071322794842671,0.00841833303658689,0.0354066053752169,0.00000040918566284582,1,0.0392378187179306,0.725061581442357,0.77515402516211,0.000209022480424777,1
"29970","NsiI.TP352026",6,555824,0.00000054810308100395,0.000194793610886427,0.000318197269459346,0.00000000122710367351574,0.716842373121736,0.00760628030498025,0.61479828452461,0.591692470279454,0.0000198374040635467,1
"30193","NsiI.TP312592",6,32294349,0.000187438614613581,0.0389356801081954,0.027685094419734,0.000000106085001059771,1,0.0479736505260632,0.825424291249104,0.759421687529541,0.0000774266063903913,1
"31440","PstI.TP537170",6,56260618,0.000690489023347395,0.196767870171217,0.171202102819737,0.000000597859905079664,0.71717897456257,0.0801674220380192,0.92154963811926,0.891278344858435,0.000265958339171516,1
"31767","NsiI.TP194597",6,59271134,0.000284383399402353,0.0703109146132229,0.0305253775887596,0.000000202324605909293,1,0.0545895112640006,0.854527530181926,0.774813933631091,0.000121691506300909,1
"31838","NsiI.TP495563",6,59994547,0.000290862173573175,0.0726869873976136,0.0400119014172859,0.000000681494872897906,0.249223859527397,0.0555377466661838,0.854987127312108,0.780430456086353,0.000289338670272231,1
"32023","NsiI.TP762015",7,823818,0.0000730524778440851,0.0208614370435241,0.0314952048178494,0.0000000137447532520185,0.232024297859384,0.0392378187179306,0.762659890202405,0.774813933631091,0.0000346549613850924,1
"32455","NsiI.TP11666",7,14339016,0.000096533089822882,0.0138428906238047,0.0139182865524957,0.0000000634747681419114,0.574589517776968,0.0392378187179306,0.752262852068047,0.741137645262411,0.0000598114283828973,1
"32536","PstI.TP729133",7,37735277,0.000747020416031754,0.116755967508392,0.0954320699804274,0.000000950425333414454,0.966436157060723,0.0814965589326735,0.888546890645898,0.8407405005228,0.000364882440768732,1
"33093","PstI.TP344899",7,61484903,0.0000960731234076744,0.0227670911812157,0.0311904597022185,0.0000000220275527953917,0.249920067364299,0.0392378187179306,0.774381514182575,0.774813933631091,0.0000404248377320022,1
"33504","PstI.TP1248844",8,1028461,0.000102204471278139,0.00497405242101496,0.00623563838626025,0.0000000594773884410075,0.0869059777892847,0.0392378187179306,0.696158185740531,0.737105519750486,0.0000598114283828973,1
"33987","PstI.TP178455",8,50346825,0.000555471828012176,0.104497179290685,0.115848219305029,0.00000112463626709507,1,0.0747980124227739,0.880687890430326,0.856003521542365,0.000414141567417621,1
"34444","PstI.TP107240",8,62622087,0.00000723280839924171,0.00487206783971202,0.00424991459711645,0.00000000584613062178022,0.500997717279692,0.0255999623540608,0.694929156637048,0.661574293779623,0.0000210975161878805,1
"34599","PstI.TP1185359",9,2350553,0.000896497616605128,0.138436486100739,0.0994567989888482,0.00000146359724128202,1,0.0879152336631681,0.896942164633901,0.841667080863498,0.000503031402317958,1
"35025","NsiI.TP753743",9,41089177,0.0000473130768002818,0.0175139023392948,0.0253510662143204,0.0000000144043565943357,1,0.0354247697147015,0.752262852068047,0.746361047492638,0.0000346549613850924,1
"35027","NsiI.TP102287",9,41271971,0.000410844225235301,0.029942484082344,0.0644816847621411,0.00000316895754393172,1,0.0676342441692441,0.816047715015556,0.823255058020431,0.000961019662566453,1
"35326","PstI.TP136026",9,50973667,0.0000224956803197001,0.00344590315926137,0.00321827727088002,0.00000000267550711165955,0.734788018377452,0.0352085227530553,0.680883987703641,0.637931036762792,0.0000198374040635467,1
"35582","NsiI.TP415575",9,53923129,0.0000401959106332778,0.01175618277771,0.0103789370574371,0.0000000105460500074185,1,0.0352085227530553,0.752262852068047,0.738857317537717,0.0000292758348205938,1
"35641","NsiI.TP85450",9,54712296,0.0000378863943702869,0.00950208269964122,0.00887501755695208,0.00000000738512916050828,0.143040154686423,0.0352085227530553,0.732225780473389,0.737105519750486,0.000024228594649493,1
"35853","PstI.TP485114",9,57032697,0.0000991341198364547,0.0239801078758458,0.0237421784315743,0.0000000302820614305661,0.162654799048298,0.0392378187179306,0.783831769031693,0.746361047492638,0.0000455341263710946,1
"35920","PstI.TP69959",9,57639787,0.000211761700069115,0.057464046791831,0.094238195140295,0.000000428400146014707,1,0.0502982111930959,0.83911055899544,0.8407405005228,0.000211782253005188,1
"36023","NsiI.TP90957",9,58754094,0.000214197069747647,0.0375549477959493,0.0458118312680225,0.0000001891605852317,0.99754535712081,0.0502982111930959,0.822341773690302,0.788974988162266,0.000117697020686924,1
"36078","PstI.TP53013",9,59327122,0.0000298989178813067,0.00964319637690889,0.0136861312078686,0.0000000043975624171019,0.315029367541378,0.0352085227530553,0.732225780473389,0.741137645262411,0.0000198374040635467,1
