"","SNP","Chromosome","Position","GLM.CmN.","MLM.CmN.","CMLM.CmN.","SUPER.CmN.","rrBLUP.CmN.","Adj.P.GLM.CmN.","Adj.P.MLM.CmN.","Adj.P.CMLM.CmN.","Adj.P.SUPER.CmN.","Adj.P.rrBLUP.CmN."
"4712","PstI.TP1160897",10,17579080,0.00000917428984387594,0.00164768275166806,0.0020918839673225,0.000041839146614598,0.00147522807614693,0.0255999623540608,0.637875357376081,0.591692470279454,0.00825077116408532,0.686951045743486
"5074","NsiI.TP423891",10,51417287,0.0173765912458878,0.543807331829211,0.620942249646701,0.00000543020198814111,1,0.279131659670205,0.976584140638835,0.974292053119572,0.00144092006873556,1
"5208","NsiI.TP561668",10,53807106,0.00922051365041619,0.39285107335491,0.48929934129794,0.00000368418370110811,0.875984301966584,0.223489714308364,0.956368695037236,0.957844407530751,0.0010988001769057,1
"5243","PstI.TP891669",10,54262693,0.0000398648289564813,0.000826099143493569,0.00124905408581486,0.0000000257640009930185,0.74114324036613,0.0352085227530553,0.61479828452461,0.591692470279454,0.0000404248377320022,1
"5680","PstI.TP311752",10,59788353,0.00247070376162886,0.355713515647924,0.30265621555076,0.0000196350971068835,0.189205271311526,0.130706279456043,0.950787468908253,0.931109878213406,0.0041928484283622,1
"5732","NsiI.TP637025",10,60487236,0.00577163121293059,0.39033168278186,0.413124049970734,0.0000400663839513854,0.996217152009977,0.182569693962521,0.955715433084454,0.948777401630979,0.00798848433169943,1
"5989","PstI.TP30419",11,232,0.000234067684320526,0.110683279884079,0.124638124151845,0.000000101796125188127,0.670201249290796,0.050531893606084,0.88505240726859,0.859368722507327,0.0000774266063903913,1
"6263","PstI.TP69599",11,579,0.00445738076371487,0.285899802995508,0.551497288776669,0.0000171009866445567,0.551423839496737,0.166519624224578,0.942619417812618,0.970317992593597,0.00371771328932989,1
"6718","PstI.TP139250",11,1151,0.0000441648242389604,0.0048802868517217,0.0156365682882492,0.0000000712672195872474,0.633677319661505,0.0354247697147015,0.694929156637048,0.741137645262411,0.0000598114283828973,1
"6759","PstI.TP143038",11,1201,0.00127879194593918,0.0500789141728259,0.054516081318127,0.00000484342987135659,0.113189823480513,0.100000265210185,0.832161176978893,0.803580140738581,0.0013278014169741,1
"7314","PstI.TP230626",11,1904,0.000685980992493214,0.215580854874083,0.153413680363381,0.000000669074797604076,0.780018010348822,0.0801674220380192,0.92433141992571,0.882715704233688,0.00028744727733257,1
"7433","PstI.TP253210",11,2060,0.0000640616165766216,0.00852372970642375,0.00371513987889959,0.000000713126257354524,1,0.0379907843335748,0.72757485709825,0.646144217936902,0.000299247678783838,1
"7806","PstI.TP320220",11,2536,0.0019630576542435,0.0724748687215953,0.0834404363168486,0.00000630088410057231,0.975433449586331,0.118938076867866,0.854987127312108,0.829444723941366,0.00162418789586752,1
"7830","PstI.TP323391",11,2564,0.000147285372684874,0.0471044068407149,0.0381191972185116,0.0000000369757681635588,0.968834885540979,0.0461899265105028,0.832161176978893,0.777220171070563,0.0000513223662110196,1
"7934","PstI.TP340194",11,2692,0.000765333692034453,0.142448104337923,0.0664653395194483,0.00000130020806282466,1,0.0824458575466846,0.896942164633901,0.823255058020431,0.000455552510400159,1
"8292","PstI.TP404167",11,3138,0.000939382188988601,0.0846862896951344,0.0741096744425702,0.00000464784402134217,1,0.0908858563973744,0.865257299696764,0.827267073594264,0.00130024337242013,1
"8443","PstI.TP434344",11,3329,0.000574393007400574,0.316407401201068,0.20054746458115,0.000000604316775993802,0.365218513945977,0.0757324973407237,0.945115964577448,0.90857545799133,0.000265958339171516,1
"8464","PstI.TP438663",11,3360,0.000216271843071564,0.041098920318619,0.0722794151548453,0.000000197993580791932,0.356828580283954,0.0502982111930959,0.828402927443694,0.827267073594264,0.000121104954976597,1
"8472","PstI.TP440570",11,3369,0.00224925395364602,0.116860353308794,0.129265070101182,0.0000016828156006655,0.717822626476031,0.126631944897313,0.888591746777867,0.862263513250545,0.00056230971663719,1
"8507","PstI.TP445381",11,3416,0.000797762915534659,0.0253327255178555,0.0199080928558915,0.0000221795012606361,0.270061767709255,0.0838052229526603,0.790986922037368,0.746361047492638,0.00470831671466962,1
"8536","PstI.TP451164",11,3454,0.000166495875695495,0.0337051793676547,0.0312376703604232,0.000000070201140248911,0.801767479832384,0.0474957451909017,0.821586714045587,0.774813933631091,0.0000598114283828973,1
"8618","PstI.TP465891",11,3546,0.0000485490544665199,0.0121346370678612,0.014316489058591,0.00000000897047013967946,0.662969655226059,0.0354247697147015,0.752262852068047,0.741137645262411,0.0000269771938667294,1
"8750","PstI.TP488827",11,3703,0.00248537760774766,0.0787541271120494,0.0512941855683933,0.0000360611804915874,0.197867528582944,0.130706279456043,0.855102661084249,0.798923882358627,0.00739418114534322,1
"8820","PstI.TP498655",11,3785,0.000153590977091009,0.016645479129571,0.0218047569713384,0.0000000400479572986222,0.97386017284435,0.0461899265105028,0.752262852068047,0.746361047492638,0.0000535278030738029,1
"8960","PstI.TP530663",11,3963,0.000595710002493181,0.0323225983316246,0.0501583491828296,0.000000116868318950931,0.703178953498577,0.075787389843368,0.821582821431674,0.798509556575098,0.0000826969391039451,1
"9102","PstI.TP574038",11,4131,0.0000226704038212166,0.00371093640436878,0.00296830756569865,0.00000000428843196034176,0.532797622798398,0.0352085227530553,0.680883987703641,0.62294640965037,0.0000198374040635467,1
"9168","PstI.TP588590",11,4212,0.0000368245427957,0.0106711296297686,0.00738570707150508,0.0000000676966252265953,0.294667205156625,0.0352085227530553,0.734260709935358,0.737105519750486,0.0000598114283828973,1
"9781","PstI.TP724007",11,4995,0.000031130150253207,0.00875830766622416,0.0141777931480941,0.000000208216203807666,0.982250001937853,0.0352085227530553,0.729201924464408,0.741137645262411,0.000123182071524771,1
"10354","PstI.TP823292",11,5698,0.000265970526061022,0.0314338630597869,0.0384485618415833,0.000000526152543435001,0.885507896633164,0.0532133828724985,0.821582821431674,0.778616693116993,0.000246601017737359,1
"10443","PstI.TP838694",11,5810,0.00139697259029262,0.116808060396453,0.103277198250795,0.0000051972357377189,0.272153105981191,0.103205398151672,0.888565496382023,0.845061671676783,0.00139968539778209,1
"10487","PstI.TP846513",11,5867,0.0000287497989508638,0.0014360901782507,0.00294208074021582,0.0000000051440081409629,1,0.0352085227530553,0.632019784789162,0.62294640965037,0.000020626329532341,1
"10861","PstI.TP908218",11,6342,0.0000751450255927693,0.0142778438921253,0.0217874139382798,0.0000000173140848889335,1,0.0392378187179306,0.752262852068047,0.746361047492638,0.0000367547467924607,1
"10865","PstI.TP909123",11,6347,0.0002296225872139,0.0160325784009266,0.0111307864759633,0.000000775826490233712,1,0.050531893606084,0.752262852068047,0.738857317537717,0.00031102771280035,1
"10916","PstI.TP916844",11,6407,0.000135057121107298,0.0337114237975908,0.0355262218795287,0.000000049142958737551,1,0.0455508540796278,0.821586714045587,0.77515402516211,0.0000572087449974432,1
"11026","PstI.TP936322",11,6550,0.000999940770147553,0.104971987398705,0.0473756671317256,0.0000075678109325777,1,0.0920557717170533,0.880687890430326,0.793407725098878,0.00185787184309431,1
"11059","PstI.TP941024",11,6587,0.00104965458723149,0.378586847730066,0.2247634077849,0.00000195667049791327,0.530503675612509,0.0930710927371253,0.953272552020788,0.91856203640955,0.000636147071429676,1
"11202","PstI.TP976164",11,6772,0.00181860650295614,0.297338176543503,0.201967081983836,0.00000224812917359976,1,0.115342480630371,0.943746801665035,0.90857545799133,0.000711670926463756,1
"11236","PstI.TP982415",11,6812,0.000354866472988917,0.036700502643641,0.0390595653969741,0.000000273338312695281,0.928782646764079,0.0622722494894677,0.822341773690302,0.779809733588672,0.000147227358635034,1
"11418","PstI.TP1016686",11,7060,0.0000202583587588608,0.00262779663540115,0.00984371599453629,0.0000341257088703573,0.720692322053027,0.0352085227530553,0.658555034571922,0.737105519750486,0.00707775046961755,1
"11419","PstI.TP1016825",11,7061,0.0000916600422882525,0.00622062971191183,0.00490874598554889,0.0000000666320265588159,0.376227643086169,0.0392378187179306,0.696158185740531,0.693325489506152,0.0000598114283828973,1
"11464","PstI.TP1025405",11,7123,0.00115703390164523,0.155286514585481,0.067137437877379,0.0000090976573468886,0.831650658806481,0.0970181535243913,0.901342557560841,0.823255058020431,0.00214585789761121,1
"11835","PstI.TP1087763",11,7590,0.000174218752493501,0.0149436171428278,0.0148799019675264,0.0000000866856984083265,0.0031913811123571,0.0474957451909017,0.752262852068047,0.741137645262411,0.000070544564002592,0.747228605667194
"12156","PstI.TP1142887",11,8007,0.000684150124171429,0.0504141164620635,0.113936506332804,0.00000163389283212931,1,0.0801674220380192,0.832161176978893,0.854746156792528,0.00055626343892342,1
"12170","PstI.TP1145679",11,8027,0.000587212876841392,0.151099056456554,0.132972094893481,0.00000105103344448299,0.864889446372788,0.0757324973407237,0.899983889554241,0.864785900255171,0.000399259946784233,1
"12314","PstI.TP1169013",11,8216,0.000656085114751642,0.159418918653955,0.0746255818971947,0.0000010628507422026,0.352132413290416,0.0783999987455538,0.90539112031659,0.827267073594264,0.000399543308172994,1
"12559","PstI.TP1210955",11,8534,0.00131524444610461,0.1711670265482,0.0961566689866702,0.00000409528848640692,0.862169529714722,0.100347868014848,0.915723449562925,0.8407405005228,0.00118232616717962,1
"12717","PstI.TP1237979",11,8717,0.0000853021503466053,0.0171999875693441,0.0209243703805812,0.0000000249063516591909,0.603008707027228,0.0392378187179306,0.752262852068047,0.746361047492638,0.0000404248377320022,1
"12904","PstI.TP1271055",11,8949,0.00188976959762035,0.134720269457543,0.106406379033749,0.00000819506498491895,1,0.11713417418826,0.896338676063904,0.846415008212222,0.0019848557394346,1
"12955","PstI.TP1278414",11,9007,0.0000103345339319261,0.00110350594735957,0.00210905416954246,0.00000000100575181780993,0.432146066225971,0.0266394757525249,0.61479828452461,0.591692470279454,0.0000198374040635467,1
"13100","NsiI.TP5718",11,9195,0.000182392806483658,0.0448723239395069,0.0440995439407114,0.0000000574174078586738,0.862341008145438,0.0478210336686173,0.832161176978893,0.785285050640996,0.0000598114283828973,1
"13459","NsiI.TP51472",11,9740,0.000128714091972292,0.0321527640057607,0.0586123772615589,0.0000000643558833156821,0.91021684386956,0.0449759345228588,0.821582821431674,0.81462809150295,0.0000598114283828973,1
"13794","NsiI.TP101339",11,10216,0.000334879569733751,0.0346301416855384,0.0365239973286522,0.000000249956181363698,1,0.0601250443410528,0.822341773690302,0.776695765443303,0.000136673010197775,1
"13973","NsiI.TP122100",11,10465,0.00000216472370766703,0.0000576679502081513,0.0000430094668520978,0.0000000546607974029725,1,0.0111600784517554,0.61479828452461,0.388031409939626,0.0000597757229296506,1
"14300","NsiI.TP163069",11,10927,0.00244722503480775,0.158581265305554,0.146522132617553,0.00000573774296508395,1,0.130706279456043,0.90539112031659,0.876845906931664,0.00150046136321703,1
"14333","NsiI.TP167218",11,10984,0.00185818813700686,0.0567686351208415,0.04703912636023,0.0000130241155371339,0.702624993077878,0.116420648417194,0.838752731651941,0.792610667827827,0.00288864783261765,1
"14358","NsiI.TP170068",11,11018,0.00324325694021263,0.178791855841606,0.218001225521156,0.0000358699778204081,1,0.146854023159841,0.92019815278615,0.913190814825472,0.00739418114534322,1
"14776","NsiI.TP220467",11,11596,0.000150990116352042,0.025935102231682,0.0216360084266422,0.000000130212939772192,0.518067666849028,0.0461899265105028,0.791395418936271,0.746361047492638,0.0000886627277452616,1
"15511","NsiI.TP319204",11,12621,0.000177674728462972,0.0577967662900633,0.0576980586216164,0.000000227193694216509,0.0232991707583014,0.0474957451909017,0.83911055899544,0.813998256269309,0.0001301423180458,1
"16056","NsiI.TP382582",11,13360,0.00684611936320875,0.0738006213542414,0.116821959172953,0.0000103741313152414,0.0705555371116886,0.196069860156346,0.854987127312108,0.856003521542365,0.00239988237759251,1
"16139","NsiI.TP395697",11,13483,0.000146448234548233,0.0255995465262853,0.0311340244684498,0.000000051603292879318,1,0.0461899265105028,0.791395418936271,0.774813933631091,0.0000581956135446509,1
"16281","NsiI.TP411670",11,13675,0.00143610623453531,0.0522933741707651,0.0285861214135517,0.00000677883204868336,0.940913264515019,0.103990807939652,0.832161176978893,0.767399224631229,0.00172277810544285,1
"16322","NsiI.TP415579",11,13731,0.0000926780883692548,0.0326683005383853,0.0212524596026717,0.0000000235901586819227,0.3779773384455,0.0392378187179306,0.821582821431674,0.746361047492638,0.0000404248377320022,1
"16636","NsiI.TP434358",11,14139,0.00108563022252739,0.118537149595253,0.0795595635878764,0.00000112355142997003,0.0850535628549846,0.094859112103714,0.889595757259068,0.829444723941366,0.000414141567417621,1
"16679","NsiI.TP437121",11,14197,0.00108693088833459,0.121264881385318,0.0410939932765056,0.00000707632255627231,1,0.094859112103714,0.889595757259068,0.784656100191817,0.00177340505840802,1
"16689","NsiI.TP437451",11,14208,0.000000632311042865793,0.000299015055018189,0.000139939991054527,0.511515561488904,1,0.00760628030498025,0.61479828452461,0.561128266352863,0.88948544035805,1
"16761","NsiI.TP441664",11,14308,0.000100597760784699,0.0150129601124168,0.0154255808134591,0.000000588839429803141,0.965616563744943,0.0392378187179306,0.752262852068047,0.741137645262411,0.000265625466784197,1
"16838","NsiI.TP448134",11,14419,0.0000978319392938484,0.0170742679804069,0.00686233031172295,0.000000107274726211471,0.512644219392302,0.0392378187179306,0.752262852068047,0.737105519750486,0.0000774266063903913,1
"17123","NsiI.TP473151",11,14822,0.0000797163893873575,0.0175638020244397,0.0290742912154563,0.000000071231167102658,0.55799442856128,0.0392378187179306,0.752262852068047,0.771325996957412,0.0000598114283828973,1
"17218","NsiI.TP484589",11,14960,0.0013614084236567,0.126729825137414,0.0850856205012529,0.0000114267617282876,0.118058226651877,0.102142426596513,0.89342805024289,0.829444723941366,0.0026099302357623,1
"17252","NsiI.TP486964",11,15008,0.000437997580765777,0.0565702978967576,0.0496515074726973,0.000000722583626943778,0.411613658934289,0.0689267509050296,0.838752731651941,0.797074555905116,0.000299731010679851,1
"17861","NsiI.TP545368",11,15846,0.000586900555392012,0.0756404301589055,0.0982789872733795,0.000000784291782998002,0.975813823948144,0.0757324973407237,0.855102661084249,0.8407405005228,0.00031102771280035,1
"17932","NsiI.TP551733",11,15940,0.000232183286616451,0.0665834825652171,0.0344989746334477,0.000000184524214889072,0.383112206120463,0.050531893606084,0.849601229726003,0.77515402516211,0.000116826488893278,1
"18024","NsiI.TP559974",11,16066,0.000528084832142248,0.143357019076645,0.0977707528246918,0.000000653194276448881,0.595392118876716,0.0728280300656281,0.896942164633901,0.8407405005228,0.00028400572347575,1
"18058","NsiI.TP564326",11,16115,0.000754618350704295,0.107856907874387,0.0532329937535283,0.00000120978403696058,1,0.0815349312581335,0.883924385255382,0.802755278307912,0.000440996831574075,1
"18239","NsiI.TP583138",11,16375,0.000823140423639111,0.0294307095427466,0.0293989956806864,0.00000178956644361143,0.373280532235817,0.0844474124405672,0.810759882426442,0.774813933631091,0.000587107943791357,1
"18313","NsiI.TP592770",11,16487,0.00247804805916179,0.354068257725278,0.201845586244803,0.00000902195991046276,0.725956903335955,0.130706279456043,0.950693013190386,0.90857545799133,0.00214200321874197,1
"18447","NsiI.TP610850",11,16672,0.0012339077845037,0.313448667450038,0.392233145862433,0.0000244519613853391,0.372659180639662,0.0989402026517313,0.945115964577448,0.945566090937061,0.00516036480979016,1
"18481","NsiI.TP615473",11,16715,0.000395423378384326,0.0777591810716412,0.0528081073135033,0.000000317668617733911,0.114352285985269,0.0670801970754712,0.855102661084249,0.79905198185732,0.000168588604070314,1
"18504","NsiI.TP617608",11,16746,0.000450751308290484,0.0953422163449831,0.0619177719059661,0.00000034404110962799,0.631612452022426,0.0689267509050296,0.873994355575985,0.821752309262626,0.000179938486438477,1
"18512","NsiI.TP618265",11,16759,0.00145149241542718,0.024044052547054,0.0266634307553042,0.0000047297918450116,0.304324336524727,0.104553808957956,0.783831769031693,0.752684540208849,0.00131299021617522,1
"18687","NsiI.TP632953",11,16997,0.000993337236004218,0.261670432907039,0.212176622217749,0.00000142832218313891,0.209582698844206,0.0919168055715903,0.936141487737074,0.909331977845185,0.000495627797549202,1
"18955","NsiI.TP671270",11,17382,0.00781721623391076,0.53916321210791,0.583475317623101,0.00000949440403571423,0.416919125133758,0.207737628460509,0.975935213096946,0.971579843181733,0.00222489644701854,1
"18994","NsiI.TP674451",11,17431,0.000434328841007951,0.0857775684611861,0.107933388596198,0.0000012790629842356,0.896880636253067,0.0687458737469076,0.865257299696764,0.847997967966773,0.000454529243170681,1
"19553","NsiI.TP740692",11,18200,0.00966904627515154,0.499278348213616,0.303948905570217,0.00000385748840883699,0.60470030618208,0.22668381532108,0.975408547436297,0.931109878213406,0.00112265356208153,1
"19948","NsiI.TP782857",11,18763,0.000573124819087669,0.076583097495415,0.0802524523988478,0.000000500441487279486,1,0.0757324973407237,0.855102661084249,0.829444723941366,0.000240799098572561,1
"19982","NsiI.TP787181",11,18814,0.000262854346621711,0.0859535219820973,0.140738912870277,0.000000244955012394873,0.0298984493804643,0.0532133828724985,0.865257299696764,0.870410730126867,0.000135999022881634,1
"20266","NsiI.TP822322",11,19214,0.000810463943983553,0.0357732810633235,0.0223251768806902,0.00000346357861959377,1,0.0838052229526603,0.822341773690302,0.746361047492638,0.0010416135435325,1
"20525","NsiI.TP575555",2,2228424,0.0000680202195476047,0.00686479911958536,0.00477551990251548,0.0000000643243810062233,0.39148301675653,0.0389637092545073,0.696158185740531,0.689355848967915,0.0000598114283828973,1
"20934","PstI.TP743010",2,14880369,0.000401609276258423,0.0480512073971195,0.0276402826413544,0.000000751568804130733,0.650258113419469,0.0670801970754712,0.832161176978893,0.759421687529541,0.000304748483185055,1
"21320","NsiI.TP555571",2,57514367,0.000214938547122662,0.0411621433983718,0.0278259354993291,0.000000157650941386477,1,0.0502982111930959,0.828402927443694,0.759421687529541,0.000103441948595549,1
"21954","NsiI.TP409721",2,65096533,0.000255731513212056,0.00248607769880884,0.00195038173017864,0.0000000204310982488292,0.414954956371126,0.0530502815843004,0.645450158234629,0.591692470279454,0.0000404248377320022,1
"22221","NsiI.TP213158",2,67720379,0.0016761670568082,0.0790149014424095,0.0628244769437626,0.00000251115895953448,0.0507933186867975,0.112643420383788,0.855102661084249,0.822374343440796,0.000785754565911281,1
"22243","PstI.TP1238700",2,67899877,0.000164544288697953,0.0145291550196215,0.0183401360846405,0.00000010717184604399,1,0.0474957451909017,0.752262852068047,0.746361047492638,0.0000774266063903913,1
"22547","PstI.TP425751",2,71461615,0.000945506957988614,0.146951980268512,0.052807111319383,0.00000831148988186467,0.641421038029496,0.0909905469330483,0.898429371011635,0.79905198185732,0.00199963364571155,1
"22742","PstI.TP163618",2,73163982,0.00316083493725341,0.260658898603776,0.147120981114809,0.0000192493971291366,0.841131949916649,0.146241296430258,0.936141487737074,0.876845906931664,0.00413495383093025,1
"23521","PstI.TP96410",3,4423816,0.00150597938434601,0.205771631465197,0.13121924338928,0.0000157538019638585,0.915946036232394,0.106355741726573,0.922489673922869,0.863762708727734,0.003445595183465,1
"23620","PstI.TP785543",3,5771227,0.0000865062444331247,0.0135850799736068,0.0162888047352069,0.0000000228474187387811,0.876960666802169,0.0392378187179306,0.752262852068047,0.741137645262411,0.0000404248377320022,1
"23913","PstI.TP600909",3,10254363,0.00226174533938028,0.258733722162427,0.164418782881028,0.0000119652501298459,0.574768246952467,0.126939138114394,0.936037926144274,0.887360538450716,0.00271573551374767,1
"24192","PstI.TP1146105",3,17294985,0.000508018567468334,0.0633206238861796,0.186094216946769,0.00000787752455722289,0.648928154122731,0.0721786380425088,0.84643411095625,0.903578890756816,0.0019208385555477,1
"24193","PstI.TP1146103",3,17295026,0.0049449181708707,0.645068637064033,0.276116380635227,0.0000363773010308938,0.0544237809594212,0.174099714097933,0.98475477195047,0.931109878213406,0.00741685898080732,1
"24209","PstI.TP679532",3,18260932,0.00012479925289753,0.032544229559389,0.0470063093739029,0.0000000457341748552214,1,0.0449759345228588,0.821582821431674,0.792610667827827,0.0000572087449974432,1
"24838","PstI.TP21924",3,59388087,0.000263287358434272,0.0874634517544317,0.0749985221577666,0.000000156091018265977,1,0.0532133828724985,0.865257299696764,0.827267073594264,0.000103441948595549,1
"25443","PstI.TP1128716",3,65668248,0.0000583574749206726,0.0076424750710088,0.00806172703876907,0.000000549475914907043,0.206412653687843,0.0379162683833949,0.715065750211084,0.737105519750486,0.000253255479605746,1
"25588","PstI.TP724939",3,66915295,0.00250179219568164,0.138083278906403,0.215065707181468,0.00000261646610524211,1,0.130855879890953,0.896942164633901,0.912107280975605,0.000807034434239122,1
"26144","PstI.TP704102",3,72097083,0.0000125476751546768,0.0017018228816695,0.00242903902953319,0.00000000169146931717747,0.265589425538719,0.0283813611679919,0.637986070680806,0.602849862469003,0.0000198374040635467,1
"26407","PstI.TP1250993",4,666401,0.0000865920646021369,0.0172438704025033,0.0401796289742323,0.000000034299540454885,0.613946154012858,0.0392378187179306,0.752262852068047,0.780877875327524,0.0000495120726374356,1
"26577","PstI.TP347648",4,2836741,0.00263360077905447,0.140483747039588,0.13093397593805,0.0000383390703089065,0.871625451080583,0.134429115862118,0.896942164633901,0.863513399790268,0.00777292342307763,1
"26699","NsiI.TP493269",4,4423181,0.000603462868437296,0.109179881750402,0.0478181612195206,0.000000831905092500262,0.955145914844563,0.0762478329587537,0.884676821908752,0.793407725098878,0.000326323814979885,1
"26827","NsiI.TP358286",4,6118094,0.00437861215845051,0.43525714703689,0.6735863282134,0.0000395603555310431,0.191309157520036,0.165690653596674,0.963382681582393,0.976276169759648,0.00793508272030457,1
"26993","PstI.TP408444",4,9160208,0.000217583760765711,0.116482960614151,0.0746879357577131,0.000000235242175772601,1,0.0502982111930959,0.888506057175881,0.827267073594264,0.000132647181863775,1
"27016","PstI.TP998275",4,9701801,0.00329771549281505,0.208490349315212,0.337376813689747,0.00000991766618419496,1,0.147759606924836,0.922759315857782,0.936743346357967,0.00230908862745308,1
"27065","PstI.TP171745",4,10542305,0.00035059531560792,0.14205143167774,0.108544962489581,0.00000021317541292814,0.208548102342522,0.0622722494894677,0.896942164633901,0.848216625003273,0.000124081843576624,1
"27148","PstI.TP257951",4,14228269,0.0000757365011750211,0.0206422014945404,0.0191413445021683,0.0000000158561353269375,0.339959819063602,0.0392378187179306,0.762659890202405,0.746361047492638,0.0000357635132299075,1
"27516","NsiI.TP773756",4,53789013,0.00109592575098073,0.253004828474895,0.205593264104389,0.00000443689711268342,1,0.094859112103714,0.934695834974542,0.90857545799133,0.00126077750395684,1
"27552","PstI.TP1287189",4,54422890,0.00141734618910276,0.113620745683162,0.0908220936247309,0.00000539666605469624,0.0352317080036199,0.103750891018946,0.88848209997653,0.837156560224327,0.00144092006873556,1
"27572","NsiI.TP202440",4,54558796,0.000966130625181425,0.0555996583115059,0.0296183674367637,0.00000252570188554945,0.144619681709541,0.0911625472957174,0.837113115113384,0.774813933631091,0.000785754565911281,1
