"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
85,"Lg","MLM","NsiI.TP708836",11,17857,0.00000003870151763765
86,"Lg","MLM","NsiI.TP771175",11,18628,0.00000157509149272526
87,"Lg","MLM","PstI.TP200848",2,69223364,0.00000219408463565231
88,"Lg","MLM","GFSSContig14716_1047",2,75444144,0.00000174416273238642
89,"Lg","MLM","PstI.TP105120",4,11122087,0.00000227977162612422
90,"Lg","MLM","PstI.TP969702",4,58874917,0.00000204353068297565
91,"Lg","MLM","NsiI.TP95031",6,54950661,0.0000023298432354113
92,"Lg","MLM","PstI.TP175766",7,62320486,0.0000023213668530682
93,"Lg","MLM","PstI.TP767870",7,63639615,0.000000299562353333718
94,"Lg","MLM","NsiI.TP423888",9,7279333,0.00000121854055417224
95,"Lg","CMLM","PstI.TP81008",11,677,0.0000000677914868490522
96,"Lg","CMLM","PstI.TP186444",11,1527,0.00000000798965221399826
97,"Lg","CMLM","PstI.TP413792",11,3203,0.0000016736514191673
98,"Lg","CMLM","PstI.TP488963",11,3705,0.00000115830792362576
99,"Lg","CMLM","PstI.TP522119",11,3902,0.000000000015752868867176
100,"Lg","CMLM","PstI.TP877080",11,6119,0.0000021581274076903
101,"Lg","CMLM","NsiI.TP56527",11,9790,0.0000000561017543818628
102,"Lg","CMLM","NsiI.TP59114",11,9826,0.000000918458793525207
103,"Lg","CMLM","NsiI.TP397080",11,13499,0.000000110897403398595
104,"Lg","CMLM","NsiI.TP630333",11,16949,0.00000175446351665437
105,"Lg","CMLM","NsiI.TP708836",11,17857,0.00000003870151763765
106,"Lg","CMLM","NsiI.TP771175",11,18628,0.00000157509149272526
107,"Lg","CMLM","PstI.TP200848",2,69223364,0.00000219408463565231
108,"Lg","CMLM","GFSSContig14716_1047",2,75444144,0.00000174416273238642
109,"Lg","CMLM","PstI.TP105120",4,11122087,0.00000227977162612422
110,"Lg","CMLM","PstI.TP969702",4,58874917,0.00000204353068297565
111,"Lg","CMLM","NsiI.TP95031",6,54950661,0.0000023298432354113
112,"Lg","CMLM","PstI.TP175766",7,62320486,0.0000023213668530682
113,"Lg","CMLM","PstI.TP767870",7,63639615,0.000000299562353333718
114,"Lg","CMLM","NsiI.TP423888",9,7279333,0.00000121854055417224
115,"Lg","SUPER","PstI.TP706227",1,6336683,0.0000000000250653862247152
116,"Lg","SUPER","NsiI.TP717159",1,21610202,0.00000000105771271177655
117,"Lg","SUPER","NsiI.TP641784",1,75379851,0.000000000779556910920936
118,"Lg","SUPER","NsiI.TP560502",1,75823863,0.000000000288061641246251
119,"Lg","SUPER","NsiI.TP193091",1,77956626,0.000000000977289122765226
120,"Lg","SUPER","PstI.TP852620",10,6797132,0.0000000000104386854959821
121,"Lg","SUPER","NsiI.TP521066",10,56914882,0.00000000000000791513633369904
122,"Lg","SUPER","PstI.TP86865",11,732,0.00000000000052045855795932
123,"Lg","SUPER","PstI.TP99018",11,812,0.0000000000000184573408834484
124,"Lg","SUPER","PstI.TP118720",11,980,0.0000000000000566005081894016
125,"Lg","SUPER","PstI.TP186444",11,1527,0.00000000000000000000162880883586671
126,"Lg","SUPER","PstI.TP189102",11,1542,0.000000000692138741965934
127,"Lg","SUPER","PstI.TP198603",11,1615,0.00000000000387520627010273
128,"Lg","SUPER","PstI.TP273013",11,2218,0.00000000048565701671444
129,"Lg","SUPER","PstI.TP381085",11,2985,0.00000000000000026545985774812
130,"Lg","SUPER","PstI.TP522119",11,3902,0.00000000000000000000000127243173528444
131,"Lg","SUPER","PstI.TP624372",11,4381,0.000000000000139306970238913
132,"Lg","SUPER","PstI.TP735528",11,5072,0.000000000000284569011732213
133,"Lg","SUPER","PstI.TP791664",11,5479,0.0000000000000454228479085601
134,"Lg","SUPER","PstI.TP834553",11,5778,0.00000000000145349527499967
135,"Lg","SUPER","PstI.TP927154",11,6490,0.00000000000048230238372316
136,"Lg","SUPER","PstI.TP967303",11,6716,0.000000000668011052937058
137,"Lg","SUPER","PstI.TP996826",11,6920,0.00000000000000126955035442887
138,"Lg","SUPER","PstI.TP1107629",11,7755,0.000000000809818074413707
139,"Lg","SUPER","PstI.TP1176715",11,8291,0.0000000000000000840033908732509
140,"Lg","SUPER","PstI.TP1180478",11,8320,0.000000000000000000170060517285019
141,"Lg","SUPER","NsiI.TP56527",11,9790,0.00000000000000000347036602094179
142,"Lg","SUPER","NsiI.TP59114",11,9826,0.0000000000000000000249721661453044
143,"Lg","SUPER","NsiI.TP72613",11,9972,0.000000000128428586411987
144,"Lg","SUPER","NsiI.TP147878",11,10746,0.00000000000000163873146179198
145,"Lg","SUPER","NsiI.TP234877",11,11766,0.000000000000290686681504478
146,"Lg","SUPER","NsiI.TP397080",11,13499,0.0000000000000000672657975710746
147,"Lg","SUPER","NsiI.TP401109",11,13532,0.0000000000173278810108249
148,"Lg","SUPER","NsiI.TP433871",11,14125,0.000000000000395013553857493
149,"Lg","SUPER","NsiI.TP435468",11,14158,0.000000000681273419064775
150,"Lg","SUPER","NsiI.TP436166",11,14170,0.000000000794061913250592
151,"Lg","SUPER","NsiI.TP443949",11,14366,0.00000000067489769647757
152,"Lg","SUPER","NsiI.TP484793",11,14967,0.00000000118689689370533
153,"Lg","SUPER","NsiI.TP512091",11,15453,0.00000000000601052920506732
154,"Lg","SUPER","NsiI.TP516545",11,15502,0.000000000234124475042354
155,"Lg","SUPER","NsiI.TP516848",11,15505,0.00000000000743466403079331
156,"Lg","SUPER","NsiI.TP538514",11,15772,0.00000000000000412123920793219
157,"Lg","SUPER","NsiI.TP582062",11,16365,0.000000000692088851204816
158,"Lg","SUPER","NsiI.TP589380",11,16451,0.0000000000000000422094502307367
159,"Lg","SUPER","NsiI.TP748803",11,18299,0.000000000269460932461427
160,"Lg","SUPER","NsiI.TP771870",11,18640,0.0000000000000000241462289327348
161,"Lg","SUPER","NsiI.TP780472",11,18739,0.0000000000000000851605448549625
162,"Lg","SUPER","PstI.TP571203",2,749077,0.0000000000018081953857534
163,"Lg","SUPER","PstI.TP458571",2,3669039,0.00000000123507617045626
164,"Lg","SUPER","NsiI.TP750600",2,56869336,0.0000000000883247163233924
165,"Lg","SUPER","NsiI.TP252714",2,62096963,0.000000000211105090264753
166,"Lg","SUPER","NsiI.TP506374",2,63219829,0.00000000120867219166281
167,"Lg","SUPER","NsiI.TP364999",2,63498766,0.000000000854229753060035
168,"Lg","SUPER","PstI.TP1231564",2,67297003,0.0000000000825343473907617
169,"Lg","SUPER","PstI.TP200848",2,69223364,0.0000000000259398798933303
170,"Lg","SUPER","NsiI.TP297190",2,69347483,0.0000000000000358026452310564
171,"Lg","SUPER","NsiI.TP188428",2,74244645,0.000000000997882252124918
172,"Lg","SUPER","PstI.TP476220",2,74636899,0.00000000123504795783826
173,"Lg","SUPER","NsiI.TP424626",2,75047684,0.000000000170154567353498
174,"Lg","SUPER","GFSSContig14716_1047",2,75444144,0.000000000000000562044967202535
175,"Lg","SUPER","PstI.TP378617",2,76813654,0.0000000000899197824225294
176,"Lg","SUPER","PstI.TP1289056",3,2011598,0.0000000000899186159047478
177,"Lg","SUPER","PstI.TP1264005",3,2578488,0.000000000000124186113992103
178,"Lg","SUPER","PstI.TP770506",3,68857417,0.00000000000184314031731868
179,"Lg","SUPER","NsiI.TP630701",3,72384480,0.0000000000000927957537869145
180,"Lg","SUPER","PstI.TP5232",3,72451142,0.00000000000110038113927236
181,"Lg","SUPER","PstI.TP704363",4,180971,0.0000000000000000154464951279272
182,"Lg","SUPER","NsiI.TP800527",4,1112622,0.00000000000241079595113654
183,"Lg","SUPER","PstI.TP818107",4,5840211,0.0000000000587711542624724
184,"Lg","SUPER","PstI.TP105120",4,11122087,0.00000000000000000217176824374242
185,"Lg","SUPER","PstI.TP1047556",4,52082699,0.000000000000417570059246489
186,"Lg","SUPER","PstI.TP602657",4,55651202,0.0000000000853223735269051
187,"Lg","SUPER","NsiI.TP379289",4,56401529,0.000000000553077827959477
188,"Lg","SUPER","PstI.TP1091010",4,63784704,0.0000000000000795190975066958
189,"Lg","SUPER","NsiI.TP241821",4,65458789,0.0000000000954056917332994
190,"Lg","SUPER","NsiI.TP339003",5,3276964,0.0000000000000683099906518639
191,"Lg","SUPER","NsiI.TP237",5,9520936,0.000000000684795932731346
192,"Lg","SUPER","NsiI.TP436044",5,71762287,0.000000000742019922005139
193,"Lg","SUPER","PstI.TP924198",6,7200427,0.000000000740551323267766
194,"Lg","SUPER","NsiI.TP40837",6,48435571,0.000000000406249621743293
195,"Lg","SUPER","NsiI.TP401025",6,55865568,0.0000000000000150567867513778
196,"Lg","SUPER","NsiI.TP383667",7,419094,0.00000000000104365201562451
197,"Lg","SUPER","NsiI.TP352047",7,5611318,0.0000000000000989952351808982
198,"Lg","SUPER","NsiI.TP216625",7,57473921,0.0000000000849530275855517
199,"Lg","SUPER","NsiI.TP193811",7,59357559,0.00000000000171664032455495
200,"Lg","SUPER","PstI.TP862004",7,62011344,0.000000000000128568684773969
201,"Lg","SUPER","NsiI.TP676974",7,62034862,0.000000000749264258446641
202,"Lg","SUPER","PstI.TP175766",7,62320486,0.000000000000263501213167949
203,"Lg","SUPER","PstI.TP858495",8,3962414,0.000000000018350250726065
204,"Lg","SUPER","NsiI.TP423749",8,52745949,0.0000000000000126199963935036
205,"Lg","SUPER","NsiI.TP423888",9,7279333,0.000000000000179856329904376
206,"Lg","SUPER","GFSSContig19578_877",9,52518574,0.000000000198992627915605
207,"Lg","SUPER","PstI.TP210243",9,55242138,0.00000000128529540179066
208,"Lg","SUPER","NsiI.TP529142",9,56879095,0.00000000035819343313435
209,"Lg","SUPER","PstI.TP63042",9,59079217,0.0000000000784442079403236
210,"Lg","rrBLUP","PstI.TP731711",1,2484952,0.00000991599899899364
211,"Lg","rrBLUP","NsiI.TP546327",1,64568428,0.0000368783668518783
212,"Lg","rrBLUP","PstI.TP98014",11,806,0.000000344810989506518
213,"Lg","rrBLUP","PstI.TP119679",11,995,0.0000312711862742448
214,"Lg","rrBLUP","PstI.TP316592",11,2507,0.00000000149986562729554
215,"Lg","rrBLUP","PstI.TP350131",11,2755,0.00000971780415902666
216,"Lg","rrBLUP","PstI.TP378319",11,2960,0.00000147009080323669
217,"Lg","rrBLUP","PstI.TP421743",11,3266,0.0000148819926655856
218,"Lg","rrBLUP","PstI.TP602083",11,4266,0.0000390317376292596
219,"Lg","rrBLUP","PstI.TP949153",11,6629,0.0000000572884863604527
220,"Lg","rrBLUP","PstI.TP1047764",11,7272,0.00000966800492843222
221,"Lg","rrBLUP","PstI.TP1181998",11,8335,0.0000000326132764157318
222,"Lg","rrBLUP","NsiI.TP23333",11,9380,0.00000491426160674108
223,"Lg","rrBLUP","NsiI.TP199794",11,11348,0.00000222713314879826
224,"Lg","rrBLUP","NsiI.TP213251",11,11497,0.0000268704745529198
225,"Lg","rrBLUP","NsiI.TP233866",11,11754,0.000000788327598925951
226,"Lg","rrBLUP","NsiI.TP394647",11,13479,0.00000620907125676779
227,"Lg","rrBLUP","NsiI.TP438128",11,14231,0.00000057381193571684
228,"Lg","rrBLUP","NsiI.TP484341",11,14956,0.00000000000390538766819381
229,"Lg","rrBLUP","NsiI.TP510204",11,15423,0.0000111832305403743
230,"Lg","rrBLUP","NsiI.TP673888",11,17425,0.000000645278355433246
231,"Lg","rrBLUP","NsiI.TP765334",11,18553,0.0000368087193907069
232,"Lg","rrBLUP","NsiI.TP827803",11,19285,0.00000608697101500062
233,"Lg","rrBLUP","PstI.TP1043092",2,8205665,0.0000086086549182928
234,"Lg","rrBLUP","PstI.TP1080568",2,60958321,0.00003280773025626
235,"Lg","rrBLUP","NsiI.TP736796",2,69108801,0.0000104791715082056
236,"Lg","rrBLUP","NsiI.TP487878",3,16015288,0.0000198008108407593
237,"Lg","rrBLUP","PstI.TP309206",3,45627127,0.0000162164432922209
238,"Lg","rrBLUP","NsiI.TP36218",3,63029747,0.0000029630075939946
239,"Lg","rrBLUP","NsiI.TP128994",3,70221019,0.000000624692570340868
240,"Lg","rrBLUP","PstI.TP930933",4,68012745,0.0000250804756594887
241,"Lg","rrBLUP","PstI.TP814438",6,50194797,0.0000172504179912248
242,"Lg","rrBLUP","PstI.TP1000965",6,57296544,0.0000258041508445696
243,"Lg","rrBLUP","PstI.TP775944",6,58413507,0.0000218631305815777
244,"Lg","rrBLUP","PstI.TP717722",8,162336,0.0000180415128221421
245,"Lg","rrBLUP","NsiI.TP558275",8,61989511,0.0000105813851584455
