"ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
71,"HD_1","FarmCPU","NsiI.TP171506",1,15417277,0.101647890800907
72,"HD_1","FarmCPU","GFSSContig17245_347",1,15924838,0.475823311417723
73,"HD_1","FarmCPU","PstI.TP1062903",1,16796019,0.481362525575809
74,"HD_1","FarmCPU","PstI.TP38431",1,17117695,0.893875779682233
75,"HD_1","FarmCPU","PstI.TP1126710",1,18437271,0.555122108334176
76,"HD_1","FarmCPU","NsiI.TP562524",1,21213159,0.952036470452214
77,"HD_1","FarmCPU","NsiI.TP442728",1,22435882,0.440779082148788
78,"HD_1","FarmCPU","PstI.TP420365",1,23556111,0.0472755682580084
79,"HD_1","FarmCPU","NsiI.TP442212",1,25199008,0.937075779254382
80,"HD_1","FarmCPU","PstI.TP938342",1,25465702,0.196828102418961
81,"HD_1","FarmCPU","NsiI.TP481995",1,25592128,0.579084057921307
82,"HD_1","FarmCPU","PstI.TP288641",1,27158173,0.89887811702847
83,"HD_1","FarmCPU","NsiI.TP789014",1,28276920,0.00000000837085479899855
84,"HD_1","FarmCPU","NsiI.TP425431",1,29611471,0.817104014287109
85,"HD_1","FarmCPU","NsiI.TP783625",1,49738878,0.177503624055352
86,"HD_1","FarmCPU","PstI.TP109752",1,50256891,0.262549210694515
87,"HD_1","FarmCPU","NsiI.TP30868",1,51136397,0.844318422912667
88,"HD_1","FarmCPU","NsiI.TP215254",1,52805646,0.0501096307720948
89,"HD_1","FarmCPU","PstI.TP1134497",1,53143016,0.623454891176665
90,"HD_1","FarmCPU","NsiI.TP45485",1,55585048,0.663224045803697
91,"HD_1","FarmCPU","PstI.TP8983",1,56910028,0.609701180272505
92,"HD_1","FarmCPU","PstI.TP35482",1,57202156,0.803532118638262
93,"HD_1","FarmCPU","PstI.TP1248141",1,57379416,0.552138224727062
94,"HD_1","FarmCPU","NsiI.TP421863",1,57943909,0.346587656503269
95,"HD_1","FarmCPU","NsiI.TP413314",1,58050134,0.425253434750574
96,"HD_1","FarmCPU","PstI.TP502131",1,59426545,0.742907039078602
97,"HD_1","FarmCPU","PstI.TP96778",1,59686732,0.213273603845132
98,"HD_1","FarmCPU","PstI.TP244063",1,59701281,0.468610807260428
99,"HD_1","FarmCPU","PstI.TP457393",1,60097068,0.750120513359366
100,"HD_1","FarmCPU","NsiI.TP370890",1,60850547,0.607239232438228
101,"HD_1","FarmCPU","PstI.TP365645",1,61353360,0.732399663862971
102,"HD_1","FarmCPU","PstI.TP54382",1,61364779,0.361518089748559
103,"HD_1","FarmCPU","PstI.TP929267",1,63290479,0.324866754380321
104,"HD_1","FarmCPU","PstI.TP88375",1,63599328,0.998528136005034
105,"HD_1","FarmCPU","PstI.TP820348",1,64116607,0.783334985858758
106,"HD_1","FarmCPU","PstI.TP477722",1,65237049,0.000000000202154912640674
107,"HD_1","FarmCPU","PstI.TP530837",1,65836675,0.828836447883872
108,"HD_1","FarmCPU","NsiI.TP705076",1,67211049,0.891747447590159
109,"HD_1","FarmCPU","PstI.TP842695",1,67465056,0.883243536181119
110,"HD_1","FarmCPU","PstI.TP94114",1,68081418,0.63003270042905
111,"HD_1","FarmCPU","PstI.TP49463",1,68578559,0.363514349737283
112,"HD_1","FarmCPU","NsiI.TP551048",1,70577911,0.121727364922008
113,"HD_1","FarmCPU","PstI.TP799393",1,70645621,0.786631429672103
114,"HD_1","FarmCPU","PstI.TP1295242",1,70821690,0.710142372770941
115,"HD_1","FarmCPU","PstI.TP352846",1,71717994,0.971799916375076
116,"HD_1","FarmCPU","NsiI.TP345468",1,71931769,0.942506731176052
117,"HD_1","FarmCPU","NsiI.TP267471",1,71949181,0.0467451621030863
118,"HD_1","FarmCPU","NsiI.TP247746",1,72265162,0.942516942531799
119,"HD_1","FarmCPU","PstI.TP634894",1,72331899,0.914044270005063
120,"HD_1","FarmCPU","PstI.TP273518",1,72860991,0.720407061086334
121,"HD_1","FarmCPU","PstI.TP1004938",1,72895372,0.45052130187051
122,"HD_1","FarmCPU","NsiI.TP690845",1,73173149,0.840935711856911
123,"HD_1","FarmCPU","NsiI.TP222587",1,73275339,0.0871926579411099
124,"HD_1","FarmCPU","NsiI.TP282407",1,73542574,0.0691489711708363
125,"HD_1","FarmCPU","PstI.TP134743",1,73610397,0.755118449378256
126,"HD_1","FarmCPU","NsiI.TP294842",1,73707059,0.967678256602861
127,"HD_1","FarmCPU","PstI.TP535893",1,73975816,0.602901506894833
128,"HD_1","FarmCPU","NsiI.TP244932",1,74100659,0.614600424029142
129,"HD_1","FarmCPU","PstI.TP154471",1,74295208,0.456594868476659
130,"HD_1","FarmCPU","NsiI.TP156088",1,74340900,0.225007013692362
131,"HD_1","FarmCPU","NsiI.TP323223",1,74770267,0.0294212545601124
132,"HD_1","FarmCPU","NsiI.TP591143",1,75079868,0.161747995828892
133,"HD_1","FarmCPU","NsiI.TP446938",1,75897062,0.0131820120618182
134,"HD_1","FarmCPU","NsiI.TP827059",1,76090300,0.8610776925229
135,"HD_1","FarmCPU","NsiI.TP494537",1,76989799,0.766559662573325
136,"HD_1","FarmCPU","NsiI.TP696475",1,77183589,0.702903084310735
137,"HD_1","FarmCPU","PstI.TP414687",1,77796873,0.573966086733002
138,"HD_1","FarmCPU","PstI.TP537292",1,78162057,0.35502784635063
139,"HD_1","FarmCPU","GFSSContig11183_265",1,78604057,0.414023638092138
140,"HD_1","FarmCPU","PstI.TP1028829",1,79187692,0.609211689503721
141,"HD_1","FarmCPU","PstI.TP245404",1,79960134,0.784707232140684
142,"HD_1","FarmCPU","PstI.TP640960",1,80209769,0.983007248273859
143,"HD_1","FarmCPU","NsiI.TP39335",2,128242,0.710084162416388
144,"HD_1","FarmCPU","PstI.TP576366",2,375350,0.881203762773306
145,"HD_1","FarmCPU","NsiI.TP332585",2,388641,0.48494703952876
146,"HD_1","FarmCPU","PstI.TP360841",2,2832783,0.282844615838951
147,"HD_1","FarmCPU","NsiI.TP214321",2,7479442,0.373544249996562
148,"HD_1","FarmCPU","NsiI.TP61267",2,7889439,0.19102767702306
149,"HD_1","FarmCPU","PstI.TP749310",2,9525754,0.976497264838611
150,"HD_1","FarmCPU","NsiI.TP646776",2,13780096,0.0605990317814413
151,"HD_1","FarmCPU","NsiI.TP135552",2,15989917,0.0146730223922696
152,"HD_1","FarmCPU","NsiI.TP765685",2,16612091,0.963924503135364
153,"HD_1","FarmCPU","PstI.TP995869",2,18919482,0.054101109649884
154,"HD_1","FarmCPU","PstI.TP77189",2,18920943,0.974081757994734
155,"HD_1","FarmCPU","NsiI.TP282845",2,21883367,0.677127039337271
156,"HD_1","FarmCPU","PstI.TP654111",2,47489621,0.840991395985435
157,"HD_1","FarmCPU","PstI.TP478931",2,50018891,0.48695960775106
158,"HD_1","FarmCPU","PstI.TP306976",2,55357057,0.500262327598813
159,"HD_1","FarmCPU","NsiI.TP352028",2,55395652,0.552198982600002
160,"HD_1","FarmCPU","NsiI.TP775055",2,57703433,0.707249316882543
161,"HD_1","FarmCPU","NsiI.TP133232",2,58224541,0.767766028712511
162,"HD_1","FarmCPU","PstI.TP993272",2,58286678,0.995058226234071
163,"HD_1","FarmCPU","NsiI.TP205114",2,58611885,0.902727921854343
164,"HD_1","FarmCPU","PstI.TP243328",2,58674737,0.827431390625341
165,"HD_1","FarmCPU","NsiI.TP152407",2,59441712,0.373666636174659
166,"HD_1","FarmCPU","PstI.TP1044904",2,60586200,0.259145804178916
167,"HD_1","FarmCPU","PstI.TP1167243",2,61742988,0.448948424022807
168,"HD_1","FarmCPU","NsiI.TP561171",2,62521030,0.0814244847570875
169,"HD_1","FarmCPU","PstI.TP114021",2,64240526,0.45553098443195
170,"HD_1","FarmCPU","PstI.TP688032",2,65120135,0.548652051873045
171,"HD_1","FarmCPU","PstI.TP293151",2,65329772,0.847098456081188
172,"HD_1","FarmCPU","NsiI.TP315024",2,65833623,0.869837310541928
173,"HD_1","FarmCPU","PstI.TP772632",2,65920887,0.745253530630147
174,"HD_1","FarmCPU","NsiI.TP366067",2,66089943,0.571771845125655
175,"HD_1","FarmCPU","PstI.TP688814",2,66114697,0.256999855838891
176,"HD_1","FarmCPU","NsiI.TP279812",2,66497329,0.0477758276220847
177,"HD_1","FarmCPU","PstI.TP800800",2,66545388,0.676291233808276
178,"HD_1","FarmCPU","NsiI.TP741168",2,66652960,0.0671543883168374
179,"HD_1","FarmCPU","NsiI.TP602190",2,69281568,0.0797539151753393
180,"HD_1","FarmCPU","NsiI.TP628132",2,69312977,0.45149087128341
181,"HD_1","FarmCPU","PstI.TP305253",2,70153729,0.860202911580832
182,"HD_1","FarmCPU","PstI.TP778374",2,70165447,0.135229727130274
183,"HD_1","FarmCPU","NsiI.TP179335",2,70933511,0.590509440032506
184,"HD_1","FarmCPU","PstI.TP785517",2,70940396,0.419189545183657
185,"HD_1","FarmCPU","NsiI.TP346359",2,70972957,0.895087728100989
186,"HD_1","FarmCPU","NsiI.TP388907",2,71256645,0.98224329629072
187,"HD_1","FarmCPU","PstI.TP935052",2,71937638,0.713780743857024
188,"HD_1","FarmCPU","PstI.TP857297",2,71950355,0.567504286955321
189,"HD_1","FarmCPU","PstI.TP674366",2,72225136,0.638977229294118
190,"HD_1","FarmCPU","PstI.TP1071968",2,72265698,0.195168985642498
191,"HD_1","FarmCPU","PstI.TP944645",2,72305368,0.751531372479694
192,"HD_1","FarmCPU","PstI.TP729769",2,72439495,0.638303116317538
193,"HD_1","FarmCPU","PstI.TP210905",2,72650615,0.61843225057078
194,"HD_1","FarmCPU","PstI.TP1066472",2,73495691,0.271925172724113
195,"HD_1","FarmCPU","PstI.TP1009658",2,73789690,0.231776579160114
196,"HD_1","FarmCPU","NsiI.TP394376",2,73795096,0.795153262368755
197,"HD_1","FarmCPU","NsiI.TP777037",2,73985749,0.586805439784382
198,"HD_1","FarmCPU","PstI.TP541575",2,74276308,0.433929987159269
199,"HD_1","FarmCPU","PstI.TP5429",2,74605041,0.621729460929743
200,"HD_1","FarmCPU","NsiI.TP133835",2,74932493,0.689255304901899
201,"HD_1","FarmCPU","NsiI.TP482616",2,75179365,0.188777948594817
202,"HD_1","FarmCPU","NsiI.TP286304",2,75224496,0.968132996930578
203,"HD_1","FarmCPU","PstI.TP1270963",2,75367949,0.473102549107445
204,"HD_1","FarmCPU","NsiI.TP144719",2,75734550,0.103557177479145
205,"HD_1","FarmCPU","NsiI.TP486731",2,76163097,0.216140569351264
206,"HD_1","FarmCPU","PstI.TP702471",2,76427378,0.966621489182194
207,"HD_1","FarmCPU","NsiI.TP431512",2,76812635,0.494828472752049
208,"HD_1","FarmCPU","PstI.TP40160",2,77518912,0.613419678986475
209,"HD_1","FarmCPU","NsiI.TP578589",3,199949,0.174595657855036
210,"HD_1","FarmCPU","NsiI.TP436966",3,208286,0.94764968422347
211,"HD_1","FarmCPU","NsiI.TP45036",3,389776,0.114517111501383
212,"HD_1","FarmCPU","GFSSContig11879_277",3,432163,0.98348822830098
213,"HD_1","FarmCPU","NsiI.TP533643",3,471619,0.170177001398173
214,"HD_1","FarmCPU","PstI.TP1102391",3,553598,0.680563810361776
215,"HD_1","FarmCPU","PstI.TP387943",3,1681135,0.302308646441362
216,"HD_1","FarmCPU","PstI.TP707831",3,1962270,0.883554422048389
217,"HD_1","FarmCPU","NsiI.TP144962",3,2170945,0.602210216130279
218,"HD_1","FarmCPU","PstI.TP629964",3,2191405,0.343220633428293
219,"HD_1","FarmCPU","PstI.TP365886",3,2326972,0.878800321672732
220,"HD_1","FarmCPU","PstI.TP487081",3,2424586,0.826870084672786
221,"HD_1","FarmCPU","PstI.TP513843",3,2577255,0.88844216552998
222,"HD_1","FarmCPU","PstI.TP1264009",3,2578481,0.723158898979349
223,"HD_1","FarmCPU","PstI.TP1257104",3,2916484,0.406569842505476
224,"HD_1","FarmCPU","PstI.TP968973",3,2980616,0.833260720546315
225,"HD_1","FarmCPU","NsiI.TP747304",3,3069848,0.999672420990717
226,"HD_1","FarmCPU","PstI.TP698798",3,3070871,0.665099723471965
227,"HD_1","FarmCPU","NsiI.TP409255",3,3241188,0.313604995510779
228,"HD_1","FarmCPU","PstI.TP217258",3,3992070,0.378438743471275
229,"HD_1","FarmCPU","NsiI.TP683157",3,4058114,0.0651206361319999
230,"HD_1","FarmCPU","PstI.TP838373",3,4277724,0.513053356617913
231,"HD_1","FarmCPU","PstI.TP415985",3,4782932,0.816007318961336
232,"HD_1","FarmCPU","NsiI.TP145943",3,4782932,0.617710777474904
233,"HD_1","FarmCPU","PstI.TP278960",3,5435168,0.229710582295624
234,"HD_1","FarmCPU","PstI.TP186433",3,6088211,0.83243015411639
235,"HD_1","FarmCPU","NsiI.TP614930",3,6164151,0.805727328711723
236,"HD_1","FarmCPU","PstI.TP1153192",3,6746550,0.949008313575948
237,"HD_1","FarmCPU","PstI.TP1246626",3,7356019,0.258036346650451
238,"HD_1","FarmCPU","PstI.TP1280623",3,7412529,0.249172743852892
239,"HD_1","FarmCPU","PstI.TP541042",3,7567947,0.190285324210563
240,"HD_1","FarmCPU","PstI.TP312198",3,8384639,0.740168822401916
241,"HD_1","FarmCPU","PstI.TP740179",3,8414014,0.574750129005424
242,"HD_1","FarmCPU","PstI.TP1023093",3,8895686,0.545831020829653
243,"HD_1","FarmCPU","PstI.TP1080743",3,8926434,0.448253148339489
244,"HD_1","FarmCPU","PstI.TP1064078",3,9621608,0.682760240319683
245,"HD_1","FarmCPU","GFSSContig12794_648",3,10010768,0.550818251028135
246,"HD_1","FarmCPU","PstI.TP210857",3,10749271,0.454466820800123
247,"HD_1","FarmCPU","PstI.TP799567",3,12474394,0.860708813960364
248,"HD_1","FarmCPU","NsiI.TP775735",3,13550015,0.454885147784103
249,"HD_1","FarmCPU","NsiI.TP467649",3,17996178,0.58117708352923
250,"HD_1","FarmCPU","PstI.TP731882",3,19716780,0.705215465979353
251,"HD_1","FarmCPU","NsiI.TP216176",3,20518674,0.473026344871587
252,"HD_1","FarmCPU","NsiI.TP386998",3,27744393,0.556471542430806
253,"HD_1","FarmCPU","NsiI.TP571751",3,39398206,0.0171921572176272
254,"HD_1","FarmCPU","NsiI.TP819503",3,48628844,0.370290547608046
255,"HD_1","FarmCPU","NsiI.TP101439",3,50050903,0.293977352127364
256,"HD_1","FarmCPU","PstI.TP463155",3,51816930,0.982895329437425
257,"HD_1","FarmCPU","NsiI.TP772099",3,52480890,0.18158870943627
258,"HD_1","FarmCPU","GFSSContig10620_634",3,52781343,0.528498792257404
259,"HD_1","FarmCPU","NsiI.TP455635",3,53468049,0.288275724906348
260,"HD_1","FarmCPU","NsiI.TP48583",3,53683290,0.290272156923896
261,"HD_1","FarmCPU","NsiI.TP682055",3,53727323,0.349893541806704
262,"HD_1","FarmCPU","PstI.TP325958",3,54129415,0.107964786582169
263,"HD_1","FarmCPU","PstI.TP661215",3,54129611,0.189949612942831
264,"HD_1","FarmCPU","PstI.TP343739",3,54134760,0.552435365362939
265,"HD_1","FarmCPU","PstI.TP21217",3,54903763,0.284623054575614
266,"HD_1","FarmCPU","PstI.TP258402",3,55103333,0.67722644972914
267,"HD_1","FarmCPU","NsiI.TP299172",3,55365719,0.860422936736169
268,"HD_1","FarmCPU","NsiI.TP123780",3,55955099,0.724575350779135
269,"HD_1","FarmCPU","PstI.TP114049",3,56021694,0.000000725588733713076
270,"HD_1","FarmCPU","NsiI.TP465198",3,56187895,0.45046219596082
271,"HD_1","FarmCPU","NsiI.TP215974",3,56338222,0.255470033567206
272,"HD_1","FarmCPU","NsiI.TP441453",3,57267022,0.813185783992365
273,"HD_1","FarmCPU","PstI.TP819138",3,57316499,0.345591237638392
274,"HD_1","FarmCPU","NsiI.TP680522",3,59306518,0.158346729120595
275,"HD_1","FarmCPU","PstI.TP142391",3,59390022,0.507138704759204
276,"HD_1","FarmCPU","NsiI.TP496851",3,61267172,0.821639501034446
277,"HD_1","FarmCPU","NsiI.TP741130",3,61288684,0.763719518498383
278,"HD_1","FarmCPU","PstI.TP513949",3,61369495,0.231527551908584
279,"HD_1","FarmCPU","PstI.TP1100263",3,62171167,0.467284476226305
280,"HD_1","FarmCPU","NsiI.TP590626",3,62733679,0.618499446849775
281,"HD_1","FarmCPU","NsiI.TP529124",3,63127607,0.522721089596517
282,"HD_1","FarmCPU","NsiI.TP63915",3,63176148,0.722146418612872
283,"HD_1","FarmCPU","PstI.TP218170",3,63210084,0.721365508243051
284,"HD_1","FarmCPU","PstI.TP269566",3,63644939,0.799752473860442
285,"HD_1","FarmCPU","NsiI.TP102678",3,64512906,0.904316153269819
286,"HD_1","FarmCPU","PstI.TP964683",3,64769478,0.474304808428809
287,"HD_1","FarmCPU","PstI.TP622176",3,65129470,0.825816478965205
288,"HD_1","FarmCPU","NsiI.TP281579",3,65419972,0.155071129629764
289,"HD_1","FarmCPU","PstI.TP131097",3,65620414,0.408292944616271
290,"HD_1","FarmCPU","PstI.TP918301",3,66190813,0.174294616291084
291,"HD_1","FarmCPU","NsiI.TP119499",3,66557695,0.444269517197344
292,"HD_1","FarmCPU","PstI.TP87374",3,67022428,0.406722979396495
293,"HD_1","FarmCPU","NsiI.TP580439",3,67091331,0.288998194435552
294,"HD_1","FarmCPU","NsiI.TP525457",3,67707475,0.647909541267614
295,"HD_1","FarmCPU","PstI.TP336333",3,67925080,0.329682990960501
296,"HD_1","FarmCPU","PstI.TP332845",3,68039381,0.54796181286861
297,"HD_1","FarmCPU","NsiI.TP150749",3,69413427,0.653781384512908
298,"HD_1","FarmCPU","GFSSContig11128_893",3,69715214,0.125216796994631
299,"HD_1","FarmCPU","PstI.TP1245442",3,69765933,0.659561515612346
300,"HD_1","FarmCPU","PstI.TP57935",3,70455343,0.473649946821374
301,"HD_1","FarmCPU","NsiI.TP692636",3,70540355,0.502157175589184
302,"HD_1","FarmCPU","PstI.TP572438",3,71178778,0.552436001681592
303,"HD_1","FarmCPU","PstI.TP346735",3,71414448,0.0454065482529434
304,"HD_1","FarmCPU","PstI.TP973509",3,71631915,0.664259562190742
305,"HD_1","FarmCPU","NsiI.TP187793",3,71720682,0.737645985249781
306,"HD_1","FarmCPU","PstI.TP754993",3,72228785,0.826658527212921
307,"HD_1","FarmCPU","NsiI.TP253420",3,72398140,0.772234252457277
308,"HD_1","FarmCPU","PstI.TP456192",3,73032770,0.791211513654062
309,"HD_1","FarmCPU","PstI.TP1100905",3,73743770,0.657228346198984
310,"HD_1","FarmCPU","PstI.TP477812",3,73744508,0.991694507213035
311,"HD_1","FarmCPU","PstI.TP568461",3,74315454,0.200722353263339
312,"HD_1","FarmCPU","PstI.TP621994",3,74383503,0.540387605528732
313,"HD_1","FarmCPU","NsiI.TP12005",4,443266,0.642279734903302
314,"HD_1","FarmCPU","NsiI.TP415605",4,763962,0.388309933857436
315,"HD_1","FarmCPU","NsiI.TP469730",4,834771,0.776845629997839
316,"HD_1","FarmCPU","NsiI.TP676052",4,1055463,0.0836628139587779
317,"HD_1","FarmCPU","PstI.TP708955",4,2043677,0.307115378255847
318,"HD_1","FarmCPU","PstI.TP256804",4,2309598,0.150586805053621
319,"HD_1","FarmCPU","PstI.TP242436",4,2670410,0.797950445986787
320,"HD_1","FarmCPU","PstI.TP18130",4,3460810,0.261167726374285
321,"HD_1","FarmCPU","PstI.TP532669",4,3498516,0.58510661191617
322,"HD_1","FarmCPU","NsiI.TP56457",4,4041209,0.615356639338614
323,"HD_1","FarmCPU","NsiI.TP797595",4,4693672,0.617111532310345
324,"HD_1","FarmCPU","PstI.TP742556",4,5083145,0.404263784747225
325,"HD_1","FarmCPU","PstI.TP504809",4,5155593,0.991724377782848
326,"HD_1","FarmCPU","NsiI.TP358286",4,6118094,0.304436409453041
327,"HD_1","FarmCPU","PstI.TP480760",4,6374848,0.212608737483286
328,"HD_1","FarmCPU","NsiI.TP34695",4,6508508,0.707426713380203
329,"HD_1","FarmCPU","PstI.TP876839",4,6887064,0.945904820462437
330,"HD_1","FarmCPU","PstI.TP379728",4,7125702,0.0880508936953473
331,"HD_1","FarmCPU","NsiI.TP65983",4,7204395,0.859351131414639
332,"HD_1","FarmCPU","PstI.TP403553",4,8282587,0.580310914917212
333,"HD_1","FarmCPU","NsiI.TP588890",4,9914641,0.243852462734023
334,"HD_1","FarmCPU","PstI.TP738123",4,10269389,0.893035834851144
335,"HD_1","FarmCPU","PstI.TP224340",4,14926882,0.674176110430556
336,"HD_1","FarmCPU","GFk45ctg179201_418",4,22559183,0.362596611870973
337,"HD_1","FarmCPU","NsiI.TP739519",4,35759871,0.824473737643189
338,"HD_1","FarmCPU","PstI.TP337951",4,40615943,0.575660324467815
339,"HD_1","FarmCPU","PstI.TP982139",4,41445278,0.515629881829422
340,"HD_1","FarmCPU","NsiI.TP821811",4,48427329,0.162028213224238
341,"HD_1","FarmCPU","PstI.TP793792",4,49516153,0.362365270968118
342,"HD_1","FarmCPU","PstI.TP253849",4,51966861,0.981479610515438
343,"HD_1","FarmCPU","PstI.TP949990",4,52404605,0.986622189106206
344,"HD_1","FarmCPU","PstI.TP1068462",4,53925785,0.0220983508240322
345,"HD_1","FarmCPU","NsiI.TP62383",4,54490647,0.0873962538909448
346,"HD_1","FarmCPU","NsiI.TP324593",4,54954569,0.754214426386268
347,"HD_1","FarmCPU","NsiI.TP750468",4,55101918,0.706891992039515
348,"HD_1","FarmCPU","PstI.TP475894",4,58148297,0.874574644429378
349,"HD_1","FarmCPU","PstI.TP33069",4,58971457,0.0516203410714956
350,"HD_1","FarmCPU","PstI.TP840334",4,59482155,0.221839184925222
351,"HD_1","FarmCPU","PstI.TP77737",4,59482294,0.390761252233567
352,"HD_1","FarmCPU","PstI.TP1160",4,60173873,0.0882427266796413
353,"HD_1","FarmCPU","NsiI.TP458371",4,60173927,0.999416264533719
354,"HD_1","FarmCPU","NsiI.TP6762",4,60357138,0.280356168903764
355,"HD_1","FarmCPU","PstI.TP665836",4,60532632,0.380925770586079
356,"HD_1","FarmCPU","PstI.TP94963",4,60699101,0.125361815701248
357,"HD_1","FarmCPU","PstI.TP675318",4,60844616,0.899804889078186
358,"HD_1","FarmCPU","PstI.TP704667",4,61217694,0.612743252123177
359,"HD_1","FarmCPU","PstI.TP861790",4,61306266,0.558913557913493
