"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"5891","PstI.TP13205",11,107,2.27443652291909e-05,0.0147016397488341,114,NA,NA,0.0474726594661048,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"7433","PstI.TP253210",11,2060,1.34054170134863e-06,0.0926454998758028,114,NA,NA,0.00806291148637826,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"7805","PstI.TP320216",11,2535,8.58635224960061e-06,0.314525607719387,114,NA,NA,0.0238357138448913,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"13973","NsiI.TP122100",11,10465,6.50589227937138e-09,0.13244964990062,114,NA,NA,0.000234784640577954,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"17861","NsiI.TP545368",11,15846,5.04354456071657e-07,0.468912920199333,114,NA,NA,0.00455028590267849,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"19124","NsiI.TP687653",11,17599,2.36784490797463e-05,0.0114814910754822,114,NA,NA,0.0474726594661048,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"21581","NsiI.TP494603",2,61270017,6.74308457542107e-06,0.20157902457985,114,NA,NA,0.0238357138448913,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"21954","NsiI.TP409721",2,65096533,7.12623074939799e-06,0.0915032679738562,114,NA,NA,0.0238357138448913,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"22547","PstI.TP425751",2,71461615,1.20864288981329e-05,0.289217037858686,114,NA,NA,0.0311553604339872,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"22785","PstI.TP387550",2,73605960,2.34149254363314e-05,0.029438317383303,114,NA,NA,0.0474726594661048,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"24192","PstI.TP1146105",3,17294985,8.26913088184292e-06,0.380626427824795,114,NA,NA,0.0238357138448913,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"26144","PstI.TP704102",3,72097083,2.75550123059305e-05,0.0626416273417331,114,NA,NA,0.049720264204821,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"26407","PstI.TP1250993",4,666401,2.96468590727716e-07,0.108633316093001,114,NA,NA,0.00356631950072727,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"27016","PstI.TP998275",4,9701801,2.35047426311284e-05,0.277524671005593,114,NA,NA,0.0474726594661048,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"27580","NsiI.TP127922",4,54754163,1.13214960842369e-07,0.178547981653753,114,NA,NA,0.00204285075343971,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"29970","NsiI.TP352026",6,555824,6.56452358791794e-06,0.0670675047294071,114,NA,NA,0.0238357138448913,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"32333","PstI.TP543083",7,7619505,8.07365279154314e-06,0.186626308756478,114,NA,NA,0.0238357138448913,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"33184","PstI.TP116046",7,62490129,1.28505203732955e-06,0.159430558232684,114,NA,NA,0.00806291148637826,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"333521","PstI.TP687359",7,64303520,3.829625237265e-06,0.0264092891232628,114,NA,NA,0.0197433593660599,NA,"GAPIT.SUPER.CmN..GWAS.Results.csv"
"4917","PstI.TP1029976",10,44209597,6.25199320509292e-07,0.397127973654572,114,NA,NA,0.0225621930785393,NA,"GAPIT.SUPER.FD.GWAS.Results.csv"
"10620","PstI.TP866769",11,6044,3.80265409294582e-06,0.155042631648683,114,NA,NA,0.0457433936354096,NA,"GAPIT.SUPER.FD.GWAS.Results.csv"
"21629","PstI.TP1239894",2,61692152,3.25008760840836e-06,0.159034344108099,114,NA,NA,0.0457433936354096,NA,"GAPIT.SUPER.FD.GWAS.Results.csv"
"2862","NsiI.TP632002",1,70863814,8.76976619432155e-07,0.220740537148694,106,NA,NA,0.0316483322420676,NA,"GAPIT.SUPER.FD_50..GWAS.Results.csv"
"159","NsiI.TP76995",1,2035657,0.000886244493777292,0.446355344625195,114,NA,NA,0.0286071478456484,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"168","NsiI.TP252447",1,2106782,5.61602875673961e-05,0.412891665006402,114,NA,NA,0.00304768790636419,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"196","PstI.TP962587",1,2401015,0.00129545268947739,0.343386324526919,114,NA,NA,0.038893757618852,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"289","NsiI.TP542903",1,3218791,0.000894192985329417,0.329646965208601,114,NA,NA,0.0287608168044278,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"314","PstI.TP632135",1,3443106,0.000503411681024631,0.36979425716509,114,NA,NA,0.0179339790175882,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"426","PstI.TP982823",1,4677828,0.000851377596155761,0.0478532491013715,114,NA,NA,0.0277798505335164,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"430","NsiI.TP450894",1,4698796,6.841563072025e-05,0.0199681639010507,114,NA,NA,0.00357823663975707,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"454","PstI.TP1139990",1,5067430,0.000286503474838855,0.020094476900623,114,NA,NA,0.0114373201327263,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"470","NsiI.TP186834",1,5384525,5.81979340970765e-08,0.0252320000755499,114,NA,NA,9.42032185867486e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"484","PstI.TP1250143",1,5493583,0.000324705533997633,0.24828306702008,114,NA,NA,0.0126407479082056,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"491","PstI.TP118830",1,5536868,4.92410859192079e-05,0.0873069643806726,114,NA,NA,0.00273386509023442,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"510","PstI.TP125118",1,5706204,7.63917962155449e-07,0.0127896802359964,114,NA,NA,8.25397347852271e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"517","PstI.TP677745",1,5751851,0.00107758612730255,0.23514091145384,114,NA,NA,0.0336983779567543,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"537","PstI.TP352750",1,5892417,0.00147894916334235,0.0253917230229228,114,NA,NA,0.0432164513414565,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"539","PstI.TP751807",1,5899520,7.01933597640666e-08,0.0480390209461947,114,NA,NA,1.10617378478849e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"546","NsiI.TP554788",1,5933733,0.000412016670048566,0.485224857633429,114,NA,NA,0.0152501103473976,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"560","PstI.TP942384",1,6032710,1.17935337844479e-05,0.0242653331381647,114,NA,NA,0.000817100209090142,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"561","PstI.TP635333",1,6032769,1.80402893440013e-05,0.0111195529714121,114,NA,NA,0.00116256778901128,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"596","PstI.TP1060862",1,6247131,0.000421717358688996,0.0188523500368555,114,NA,NA,0.0155136962694888,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"634","PstI.TP1260294",1,6732655,0.000182505976455722,0.0422160010665358,114,NA,NA,0.00796405765215729,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"726","GFSSContig11950_1194",1,7790962,0.000409153334216486,0.0600034991123772,114,NA,NA,0.0151908698818977,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"812","PstI.TP461927",1,9014162,1.67952577610268e-05,0.0191090249649524,114,NA,NA,0.00110606381536306,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"883","PstI.TP1286999",1,9623485,6.11593034307388e-14,0.0210032490974505,114,NA,NA,9.19632059253542e-11,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"908","NsiI.TP804217",1,9918277,0.000402783134939934,0.0424836601307189,114,NA,NA,0.0150586875826284,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"916","PstI.TP821356",1,10005335,0.000409082697335342,0.0601219512525282,114,NA,NA,0.0151908698818977,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"917","PstI.TP498398",1,10010021,0.000194957289057079,0.0270858282834994,114,NA,NA,0.00839572630965619,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"925","PstI.TP750529",1,10140721,0.00152496706180842,0.0457516339869281,114,NA,NA,0.044238755085645,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"927","PstI.TP308125",1,10181847,0.00132450816234334,0.0463295955779304,114,NA,NA,0.0394705619840186,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"947","PstI.TP851583",1,10583893,9.74697520563193e-05,0.335712712531763,114,NA,NA,0.00480531203853614,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"979","PstI.TP163797",1,11126733,3.10373876835819e-06,0.0417588415196517,114,NA,NA,0.000275203254723613,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1007","NsiI.TP48159",1,11432982,1.55518159366465e-14,0.109512710690008,114,NA,NA,3.50771208451063e-11,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1031","PstI.TP1045636",1,11697258,1.96404186467836e-06,0.0723337963729775,114,NA,NA,0.000185891218520816,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1040","NsiI.TP306536",1,11832551,0.000181007782304305,0.0463218956717174,114,NA,NA,0.00791782890642154,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1109","PstI.TP544906",1,12628073,0.00127225947706062,0.194791447537808,114,NA,NA,0.0384211715549486,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1119","NsiI.TP476800",1,12738693,1.1355756864092e-10,0.0326797385620915,114,NA,NA,6.1165157270351e-08,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1130","PstI.TP787741",1,13021367,7.4837887301538e-11,0.0410900065728956,114,NA,NA,4.28690424910778e-08,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1270","PstI.TP364469",1,15807512,0.000780287367225015,0.0299063692217016,114,NA,NA,0.0257394977225012,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1276","NsiI.TP618751",1,15855923,1.92534691147509e-10,0.0300239446077999,114,NA,NA,9.34990306338739e-08,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1305","NsiI.TP598222",1,17012247,2.17883314611479e-08,0.100528236655172,114,NA,NA,4.29670658890658e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1316","NsiI.TP301063",1,17242293,8.69908276923058e-09,0.0231692009517224,114,NA,NA,2.03852272062333e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1331","NsiI.TP474832",1,17489398,9.03001773164203e-05,0.023809798857198,114,NA,NA,0.00453523844687414,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1366","NsiI.TP753912",1,18081527,0.000872151859556637,0.0121295480564687,114,NA,NA,0.0283041513558273,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1396","NsiI.TP168692",1,18509909,0.000358452682055489,0.0279322719427901,114,NA,NA,0.0137032207521382,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1407","PstI.TP207690",1,18619316,0.000733986153599333,0.119650281330028,114,NA,NA,0.0243680702033972,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1449","NsiI.TP764230",1,19561377,2.06422257800595e-09,0.0367848829721983,114,NA,NA,6.10603806517039e-07,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1482","NsiI.TP319812",1,20221389,3.21320058090205e-10,0.0277747087094189,114,NA,NA,1.44947478204491e-07,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1520","PstI.TP82406",1,21456943,6.44894044785793e-06,0.0688709694370571,114,NA,NA,0.000501571902763571,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1540","PstI.TP198890",1,21626192,0.000977559997059279,0.0144154654180174,114,NA,NA,0.0310001627186953,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1601","PstI.TP871493",1,23884762,0.00111454931525076,0.0521390612020303,114,NA,NA,0.0345251980161111,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1606","GFSSContig17336_1550",1,23965526,1.3148331045939e-05,0.0180227276273233,114,NA,NA,0.000895277303369523,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1633","PstI.TP1092153",1,24809634,5.66994727736295e-07,0.0736371582741416,114,NA,NA,6.45479676168688e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1641","NsiI.TP442212",1,25199008,6.40364499538903e-17,0.0619816475892858,114,NA,NA,3.30135343705142e-13,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1655","NsiI.TP388888",1,25587993,0.000187616494324262,0.0808214344481712,114,NA,NA,0.00811835017646759,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1661","PstI.TP47054",1,26095269,9.3835210998916e-05,0.0821058630086028,114,NA,NA,0.00467556771171861,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1839","PstI.TP665440",1,54999158,2.71231881864594e-08,0.0482427498523877,114,NA,NA,5.15169271196288e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1856","NsiI.TP45485",1,55585048,1.80365346702647e-07,0.0505974434661803,114,NA,NA,2.40185410767717e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1875","NsiI.TP31929",1,55925238,0.00124395224522964,0.0240873444415938,114,NA,NA,0.0376608629411471,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1878","PstI.TP1065657",1,56061646,5.20071279135796e-07,0.0269378124018884,114,NA,NA,6.01549112867071e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1935","PstI.TP798526",1,57130081,5.35422385756285e-07,0.012208325617181,114,NA,NA,6.15360606916332e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"1962","NsiI.TP459313",1,57397568,5.87716773410918e-05,0.0268779406951144,114,NA,NA,0.003151489289577,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2051","PstI.TP652781",1,59167621,0.000113816424657464,0.024459435458183,114,NA,NA,0.00540448306978757,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2205","PstI.TP775577",1,62350118,0.00164219120222152,0.0900060550522721,114,NA,NA,0.0469227205904751,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2266","NsiI.TP504046",1,63405202,5.64409799396456e-05,0.206951728079477,114,NA,NA,0.00305373625796391,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2391","NsiI.TP545512",1,65564544,1.33248517516895e-11,0.0195880492114163,114,NA,NA,1.04536358698907e-08,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2421","NsiI.TP591702",1,66071779,3.48491359262452e-08,0.0450250720166341,114,NA,NA,6.383937143687e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2457","NsiI.TP459832",1,66718699,4.94615184593899e-05,0.0423174894121101,114,NA,NA,0.00274188521991162,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2472","PstI.TP873698",1,66791800,2.47292238640918e-08,0.0136374925652883,114,NA,NA,4.77743769268629e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2518","PstI.TP120060",1,67290007,1.43696038121905e-05,0.0386142727667997,114,NA,NA,0.000971105360251554,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2587","PstI.TP1128427",1,67833322,1.30344428378414e-13,0.110418311930175,114,NA,NA,1.88154789252808e-10,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2606","NsiI.TP348909",1,67965400,9.87610199656052e-09,0.0798122102217413,114,NA,NA,2.25575170159415e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2619","PstI.TP1065325",1,68123704,0.000315138999128113,0.116736662415447,114,NA,NA,0.0124070688777573,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2625","NsiI.TP700374",1,68176238,1.9772696254674e-08,0.0104620493573151,114,NA,NA,4.05430149112883e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2663","PstI.TP784618",1,68529560,1.67956930508467e-05,0.0588442664784016,114,NA,NA,0.00110606381536306,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2689","NsiI.TP831304",1,68898466,0.000198406133629585,0.0544809911473421,114,NA,NA,0.0085036586109554,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2704","PstI.TP374675",1,69016680,0.000228402149577303,0.0866485293560049,114,NA,NA,0.00949308697041135,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2766","NsiI.TP604920",1,69617612,0.00139808432230192,0.0361739948655618,114,NA,NA,0.0413219222139489,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2774","PstI.TP327202",1,69771717,8.89486615523405e-06,0.0577642946480611,114,NA,NA,0.000653763604501194,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2775","NsiI.TP716051",1,69775028,1.4533268515618e-05,0.0125293413593438,114,NA,NA,0.000978501108566461,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2796","PstI.TP1260746",1,70070968,0.000322776372655957,0.0173270256151627,114,NA,NA,0.0126201015562385,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2805","NsiI.TP758512",1,70300341,0.000108393762542305,0.0305647921343393,114,NA,NA,0.0052017474768972,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2863","NsiI.TP603054",1,70882642,0.00153963743700464,0.0168490295249892,114,NA,NA,0.0445926451257009,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2880","PstI.TP1046209",1,71112715,5.77611438388188e-06,0.415032679738562,114,NA,NA,0.000457123719047213,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2891","GFSSContig18694_969",1,71184431,4.29356108791381e-08,0.0575603507755842,114,NA,NA,7.41368576749442e-06,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2962","NsiI.TP59960",1,71875702,7.66977110754677e-08,0.0135725068737755,114,NA,NA,1.18284914414166e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2972","NsiI.TP351499",1,71949166,0.000127900560292286,0.0392417694987718,114,NA,NA,0.00593913860327326,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2973","NsiI.TP267471",1,71949181,3.06353504091405e-07,0.0197411832809095,114,NA,NA,3.82549662825281e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2985","PstI.TP1168153",1,72122981,3.22100857005695e-07,0.0157295492749434,114,NA,NA,3.99449337718953e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2987","NsiI.TP211798",1,72131324,4.73502203034312e-07,0.031272113613801,114,NA,NA,5.53001537317225e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"2989","PstI.TP916434",1,72137966,0.000985427835246191,0.0294117647058824,114,NA,NA,0.0312222297790734,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3078","NsiI.TP200059",1,72872198,0.000906091507779454,0.0163398692810458,114,NA,NA,0.0291175693078762,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3105","NsiI.TP151812",1,73122816,6.25258016134372e-10,0.0163398692810458,114,NA,NA,2.45264253111491e-07,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3118","NsiI.TP397168",1,73183621,5.11479045322632e-06,0.0871276939668012,114,NA,NA,0.000412936371087318,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3126","PstI.TP827589",1,73240480,1.05810248768092e-07,0.0360266637323806,114,NA,NA,1.5397097812673e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3210","PstI.TP187405",1,73910743,3.50475396814323e-06,0.0341108100325405,114,NA,NA,0.000301860527929244,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3275","NsiI.TP501226",1,74548397,0.000495625829989904,0.176406551876436,114,NA,NA,0.0177441914213052,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3282","NsiI.TP301475",1,74664233,0.00157227220908983,0.0470775452105707,114,NA,NA,0.0453558429109782,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3306","PstI.TP180742",1,74850089,3.74947459864592e-06,0.0292572457899722,114,NA,NA,0.000319884253701972,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3310","NsiI.TP369014",1,74970143,5.74279526351481e-06,0.0163398692810458,114,NA,NA,0.00045548570432906,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3375","NsiI.TP454231",1,75616421,0.000729898113581127,0.014117904800477,114,NA,NA,0.0242770167031481,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3379","NsiI.TP74770",1,75620191,7.34123795715248e-06,0.0326797385620915,114,NA,NA,0.000557748621889934,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3411","PstI.TP178749",1,75987001,6.50961428427012e-08,0.0261879371022677,114,NA,NA,1.03034631706465e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3476","NsiI.TP385607",1,76681155,3.73978317838606e-07,0.0522875816993464,114,NA,NA,4.55950322099987e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3483","NsiI.TP796587",1,76740694,0.000908299667607488,0.0318132679710649,114,NA,NA,0.0291366385818836,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3506","PstI.TP214169",1,76984999,1.4865421696933e-05,0.0620915032679739,114,NA,NA,0.000997143751299103,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3538","NsiI.TP501566",1,77214818,0.000540204243224873,0.0439749794078312,114,NA,NA,0.0190194055897553,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3567","NsiI.TP621997",1,77441060,0.000847750860691859,0.0318006623304132,114,NA,NA,0.0276865457562424,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3584","NsiI.TP206581",1,77638270,5.33006691765477e-05,0.0718954248366014,114,NA,NA,0.0029144159837019,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3662","PstI.TP1198075",1,78377478,0.00161397545338771,0.0956416259450041,114,NA,NA,0.046288131005608,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3664","PstI.TP79407",1,78385917,0.00120590536327244,0.0294547827718682,114,NA,NA,0.0367246521095153,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3717","NsiI.TP241059",1,78778389,0.000800717803718815,0.112729296739711,114,NA,NA,0.0263412070196943,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3734","NsiI.TP387106",1,78909568,0.00083974011731733,0.127169514566183,114,NA,NA,0.0274497657189745,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3748","NsiI.TP623899",1,79001152,9.94782053301606e-16,0.0236421466415173,114,NA,NA,3.98885497106093e-12,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3799","NsiI.TP437351",1,79473769,0.000128038401500404,0.0151014176115101,114,NA,NA,0.00593913860327326,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3823","PstI.TP277871",1,79649997,5.91960989660824e-05,0.023923597472292,114,NA,NA,0.00315549308639288,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3886","NsiI.TP507448",1,80310430,0.000133680866955891,0.0440991163044615,114,NA,NA,0.00616914977839409,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3902","NsiI.TP655257",1,80728948,0.000150588909997655,0.0259219767636788,114,NA,NA,0.00678818597565008,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3907","NsiI.TP761406",10,14964,2.29853402635338e-06,0.0386982598257681,114,NA,NA,0.000209840420894045,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3944","PstI.TP1223981",10,451139,0.00127883908767871,0.0216419450544808,114,NA,NA,0.0384910300218094,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3960","PstI.TP1031077",10,689016,0.00173196439820797,0.0620915032679739,114,NA,NA,0.0489069884213844,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3964","PstI.TP1128550",10,731651,3.98402195508557e-07,0.0346511248745,114,NA,NA,4.72945343141869e-05,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3973","GFSSContig16519_1139",10,959253,0.00136672707354545,0.047259698926142,114,NA,NA,0.0404946195649491,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"3976","PstI.TP478568",10,1035796,3.85311789523152e-05,0.102492365225166,114,NA,NA,0.0022212670703373,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"4078","PstI.TP645546",10,2263742,0.000501442870642249,0.0784313725490197,114,NA,NA,0.017913270882203,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"4088","PstI.TP5324",10,2342904,1.93765030524816e-06,0.0572567281738841,114,NA,NA,0.000184015590041567,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"4127","NsiI.TP249293",10,3006315,6.49842667714926e-19,0.0554188668855672,114,NA,NA,1.16645891120757e-14,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
"4164","NsiI.TP440251",10,3456302,9.49072467429765e-05,0.014204908469115,114,NA,NA,0.00470468780283041,NA,"GAPIT.SUPER.GS.GWAS.Results.csv"
