"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","filename"
"14196","NsiI.TP149692",11,10781,3.07666201490244e-05,0.0903075859891929,124,0.591823826194539,0.658852433203521,0.0176239013958412,0.0186834581876788,"GAPIT.CMLM.GS.GWAS.Results.csv"
"14211","NsiI.TP151265",11,10803,3.64069353622653e-06,0.0534568813596007,124,0.591823826194539,0.676120047624026,0.00453052925294286,-0.0306754449091812,"GAPIT.CMLM.GS.GWAS.Results.csv"
"14315","NsiI.TP165379",11,10955,9.48378624000796e-05,0.0245239507504719,124,0.591823826194539,0.650058562619333,0.0352835956525162,0.00638530390631464,"GAPIT.CMLM.GS.GWAS.Results.csv"
"14409","NsiI.TP176373",11,11091,1.5623633807037e-05,0.0253735062679689,124,0.591823826194539,0.664251349751885,0.0110554058201638,-0.0186600574953508,"GAPIT.CMLM.GS.GWAS.Results.csv"
"14685","NsiI.TP210231",11,11469,9.29937093990301e-06,0.0845343785859366,124,0.591823826194539,0.668437841168991,0.00818526093851756,0.0420234157018124,"GAPIT.CMLM.GS.GWAS.Results.csv"
"14784","NsiI.TP221891",11,11610,8.60312475138944e-05,0.0517743218468317,124,0.591823826194539,0.650811116584671,0.0330286772370364,0.33459038321437,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15035","NsiI.TP251198",11,11959,9.98331001351633e-05,0.169181035461555,124,0.591823826194539,0.649662868096422,0.0364276678396609,-0.0266568169397376,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15683","NsiI.TP337434",11,12851,2.19440596042178e-05,0.024957593669709,124,0.591823826194539,0.661535001315057,0.0143270559876994,-0.00118709647451454,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15754","NsiI.TP347686",11,12949,0.000144764063692603,0.0396519965298995,124,0.591823826194539,0.646812243133227,0.0446516712011851,-0.907266162181464,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15797","NsiI.TP353473",11,13012,3.34488960753753e-07,0.0631381281853496,124,0.591823826194539,0.696343544460067,0.00120710376156814,-0.00127993836663078,"GAPIT.CMLM.GS.GWAS.Results.csv"
"15846","NsiI.TP359033",11,13078,2.22321861923954e-05,0.0247948051583535,124,0.591823826194539,0.661431089429616,0.0143270559876994,-0.106222476448161,"GAPIT.CMLM.GS.GWAS.Results.csv"
"17449","NsiI.TP503099",11,15282,4.57774888298268e-05,0.052907276925599,124,0.591823826194539,0.65572323211238,0.0222587641750444,-0.0611436290554365,"GAPIT.CMLM.GS.GWAS.Results.csv"
"17942","NsiI.TP552744",11,15957,7.01630332434108e-05,0.105482126175798,124,0.591823826194539,0.652390917172247,0.0281338171520912,-0.0588970243447668,"GAPIT.CMLM.GS.GWAS.Results.csv"
"18927","NsiI.TP669395",11,17349,1.47956553664563e-05,0.0169098867497142,124,0.591823826194539,0.664688570477393,0.0108968492013199,0.0106157442813721,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19198","NsiI.TP696722",11,17702,1.83971644792451e-07,0.0164865444033754,124,0.591823826194539,0.701557760957035,0.000737685413029996,-0.0607177807156792,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19256","NsiI.TP704052",11,17783,2.93778942906829e-06,0.0417363309734121,124,0.591823826194539,0.677898153895452,0.00407765172754679,0.0811054568029941,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19319","NsiI.TP709190",11,17866,5.66606654121753e-05,0.0229829759162304,124,0.591823826194539,0.654054874762293,0.0240561187458186,0.0387480970023933,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19614","NsiI.TP747164",11,18278,2.74900643997658e-06,0.0877481439645665,124,0.591823826194539,0.678450251039019,0.00396824577623499,-0.153095431227218,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19725","NsiI.TP757313",11,18428,5.55384111351088e-05,0.1682804418286,124,0.591823826194539,0.654211022063773,0.0238603592981405,0.0239481613301593,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19880","NsiI.TP774057",11,18659,0.000161594808702618,0.029112214304322,124,0.591823826194539,0.645973257901189,0.0474116541175615,-0.140907002119641,"GAPIT.CMLM.GS.GWAS.Results.csv"
"19975","NsiI.TP785949",11,18801,8.83179195279369e-05,0.0344834856502111,124,0.591823826194539,0.650608389582806,0.0335496534728862,-0.0363851704956242,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20692","NsiI.TP487965",2,5838121,2.17456344978709e-09,0.0417345064203625,124,0.591823826194539,0.742172731779677,7.84756457759165e-05,-0.0891995662329038,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20751","PstI.TP1264070",2,7827620,3.03013779451486e-08,0.08212589006936,124,0.591823826194539,0.717655459531064,0.000183255281383948,0.0163877786926492,"GAPIT.CMLM.GS.GWAS.Results.csv"
"20851","PstI.TP615083",2,11176998,3.42234481722436e-05,0.043044464246338,124,0.591823826194539,0.658011234291542,0.0190008584252297,-0.000796422995768292,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22212","PstI.TP674426",2,67595892,1.94181535774753e-05,0.0607507956390978,124,0.591823826194539,0.662510555530196,0.0132219306849798,-0.0250437282048126,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22349","NsiI.TP25279",2,69225463,4.20968064321068e-06,0.0333807383734371,124,0.591823826194539,0.674920783988193,0.00504892951390666,0.0178370394150804,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22638","NsiI.TP530279",2,72212478,2.28041288845871e-06,0.0164624782712594,124,0.591823826194539,0.680007683835726,0.00342898084661241,0.0884571795859136,"GAPIT.CMLM.GS.GWAS.Results.csv"
"22712","PstI.TP1071759",2,72760203,2.04937242211827e-08,0.0166628548405948,124,0.591823826194539,0.721219154904669,0.000183255281383948,0.0150991141934328,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23084","NsiI.TP776707",2,77323616,7.19464397753595e-05,0.0787961206293816,124,0.591823826194539,0.652196037197661,0.0285319024023426,0.0172590552959605,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23603","NsiI.TP430145",3,5430441,4.1070969632977e-05,0.0504941628739231,124,0.591823826194539,0.656574886360221,0.0214807123494909,0.0850737666748687,"GAPIT.CMLM.GS.GWAS.Results.csv"
"23707","NsiI.TP557979",3,7233715,5.15510608965758e-05,0.0887096774193549,124,0.591823826194539,0.654793145765859,0.0226874961662881,0.240022311552682,"GAPIT.CMLM.GS.GWAS.Results.csv"
"24417","PstI.TP1266759",3,52149252,4.76697243593564e-05,0.0573034765556845,124,0.591823826194539,0.65540579811518,0.0222587641750444,0.0278670675217007,"GAPIT.CMLM.GS.GWAS.Results.csv"
"24755","PstI.TP160687",3,58387902,4.68727930303375e-05,0.032258064516129,124,0.591823826194539,0.655537889856932,0.0222587641750444,-0.0217450641347446,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25695","PstI.TP759811",3,67775848,0.000115503174101651,0.0391359944450979,124,0.591823826194539,0.648541503397726,0.038241087586976,-0.0161020965797636,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25728","PstI.TP413531",3,67991446,0.000101071096773867,0.0326155374888141,124,0.591823826194539,0.649567932618119,0.0364276678396609,0.0151087195453028,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25818","PstI.TP1176205",3,68891880,4.37593758324788e-05,0.0124893090056649,124,0.591823826194539,0.656076914229846,0.0222587641750444,0.0551058530932626,"GAPIT.CMLM.GS.GWAS.Results.csv"
"25979","PstI.TP489028",3,70489937,0.000133527872268228,0.0839513450876236,124,0.591823826194539,0.647429935062801,0.0438068532219618,0.00206927559733968,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26608","PstI.TP39944",4,3373898,0.000136186076956893,0.0416620586519485,124,0.591823826194539,0.647279125999558,0.0438677640610041,0.0177992862499217,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26942","PstI.TP229107",4,8064474,0.000157590410748797,0.0424808820298151,124,0.591823826194539,0.646164474747961,0.0474116541175615,-0.0597084098250525,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26955","PstI.TP391349",4,8271997,8.08841043180363e-05,0.0161290322580645,124,0.591823826194539,0.651288365895633,0.0313865113616053,0.0785627630530973,"GAPIT.CMLM.GS.GWAS.Results.csv"
"26956","PstI.TP403553",4,8282587,1.23193815453176e-05,0.0163011132969038,124,0.591823826194539,0.666162963889178,0.0101041327547141,0.0331798400579262,"GAPIT.CMLM.GS.GWAS.Results.csv"
"27096","NsiI.TP308600",4,11755266,5.14184596444666e-06,0.0213469588660989,124,0.591823826194539,0.67327464463129,0.00564919767057528,0.248099931184495,"GAPIT.CMLM.GS.GWAS.Results.csv"
"27971","PstI.TP1231044",4,59447790,1.26716397838589e-06,0.0282258064516129,124,0.591823826194539,0.684942546473355,0.00268996550894058,-0.156801543974916,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28044","PstI.TP1012985",4,59909080,5.05799923269458e-05,0.0460479184277051,124,0.591823826194539,0.654941887880237,0.0225349476925287,0.000965933756714599,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28246","PstI.TP329049",4,61906990,7.85538743764557e-06,0.0386204715385462,124,0.591823826194539,0.669809277593583,0.00778958560167839,-0.133220064431615,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28367","PstI.TP907753",4,63007722,2.99576201371736e-05,0.026060374722726,124,0.591823826194539,0.65906324647707,0.0176239013958412,0.0338859792591237,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28616","PstI.TP249032",4,65257396,2.39853598828362e-05,0.0145426066175683,124,0.591823826194539,0.660827030593982,0.0151856783763472,-0.00102638570266447,"GAPIT.CMLM.GS.GWAS.Results.csv"
"28766","PstI.TP35387",4,66721925,4.77646010027172e-05,0.0311460802219587,124,0.591823826194539,0.655390222835179,0.0222587641750444,0.0890634855876369,"GAPIT.CMLM.GS.GWAS.Results.csv"
"29410","PstI.TP523812",5,18073563,5.81408147566927e-05,0.0826702473101831,124,0.591823826194539,0.653853696577691,0.0243975084062736,-0.0663595418607723,"GAPIT.CMLM.GS.GWAS.Results.csv"
"29414","NsiI.TP482815",5,18629097,0.000105875961225596,0.0299660395871066,124,0.591823826194539,0.6492104139587,0.0367389585452817,0.0349732097091651,"GAPIT.CMLM.GS.GWAS.Results.csv"
"29540","PstI.TP221109",5,55180794,0.000114382322943662,0.160335899500268,124,0.591823826194539,0.648616386161549,0.0382206413925081,-0.00620660214471513,"GAPIT.CMLM.GS.GWAS.Results.csv"
"29785","PstI.TP991736",5,66915728,2.17768524181172e-06,0.0131870143555082,124,0.591823826194539,0.680392720851315,0.00341688282636963,-0.0212433681275118,"GAPIT.CMLM.GS.GWAS.Results.csv"
"29980","PstI.TP197311",6,984033,0.000110447593593173,0.05153232605428,124,0.591823826194539,0.648885336937033,0.0372507734354246,-0.0794293818533027,"GAPIT.CMLM.GS.GWAS.Results.csv"
"30454","NsiI.TP443024",6,45510309,4.48264463032406e-05,0.0310376810227802,124,0.591823826194539,0.655887877691369,0.0222587641750444,0.0140331004628597,"GAPIT.CMLM.GS.GWAS.Results.csv"
"30500","PstI.TP1044360",6,46082788,1.34122795889579e-05,0.0703092374754434,124,0.591823826194539,0.665478050304972,0.010298347783113,-0.141069788254273,"GAPIT.CMLM.GS.GWAS.Results.csv"
"30793","NsiI.TP212183",6,50043944,1.03998152827303e-05,0.0184682808957239,124,0.591823826194539,0.667531541205197,0.0088716842256637,-0.00189206040709998,"GAPIT.CMLM.GS.GWAS.Results.csv"
"30902","PstI.TP995004",6,51365761,2.50403527340236e-05,0.0418460364470025,124,0.591823826194539,0.660484900442699,0.0155802801631973,0.000144395909455364,"GAPIT.CMLM.GS.GWAS.Results.csv"
"30944","PstI.TP65187",6,51685319,3.1262921964461e-06,0.0973658112203374,124,0.591823826194539,0.677381869903136,0.00409045824355999,-0.000865134348726964,"GAPIT.CMLM.GS.GWAS.Results.csv"
"31218","NsiI.TP459094",6,54308423,3.25690651241959e-05,0.495231435975434,124,0.591823826194539,0.658402422250874,0.0183648815969059,0.0435990541027063,"GAPIT.CMLM.GS.GWAS.Results.csv"
"31574","NsiI.TP20067",6,57479677,1.5775465371498e-07,0.0166210211802151,124,0.591823826194539,0.702908438366121,0.000711631242908273,-0.00350529521282175,"GAPIT.CMLM.GS.GWAS.Results.csv"
"31622","PstI.TP834327",6,57817600,0.0001019506332245,0.0456492027894053,124,0.591823826194539,0.649501205617617,0.0364276678396609,0.00470054565234078,"GAPIT.CMLM.GS.GWAS.Results.csv"
"32514","PstI.TP49280",7,23746497,4.01650841541856e-05,0.0300714899172873,124,0.591823826194539,0.65675022051941,0.0213158464258272,0.0436776512482998,"GAPIT.CMLM.GS.GWAS.Results.csv"
"32677","PstI.TP1261475",7,54756916,0.000105802241747293,0.0577120953460255,124,0.591823826194539,0.649215773193025,0.0367389585452817,0.020197503884807,"GAPIT.CMLM.GS.GWAS.Results.csv"
"33072","PstI.TP954037",7,61167285,3.02826304945522e-05,0.0211774808052322,124,0.591823826194539,0.658977863108066,0.0176239013958412,0.0657035389836033,"GAPIT.CMLM.GS.GWAS.Results.csv"
"33288","NsiI.TP748486",7,63746564,5.16580367792575e-06,0.0947245679319265,124,0.591823826194539,0.67323646905158,0.00564919767057528,0.0362404939334455,"GAPIT.CMLM.GS.GWAS.Results.csv"
"33300","PstI.TP894633",7,63851283,0.000104321897737512,0.0510138518643921,124,0.591823826194539,0.649324200173661,0.0367389585452817,0.0664724031028985,"GAPIT.CMLM.GS.GWAS.Results.csv"
"33590","PstI.TP179766",8,2802335,0.000160769372242735,0.0241935483870968,124,0.591823826194539,0.646012273934498,0.0474116541175615,-0.00416532457319456,"GAPIT.CMLM.GS.GWAS.Results.csv"
"34263","NsiI.TP741538",8,59582552,2.17367356367816e-06,0.338314505999796,124,0.591823826194539,0.680408129840793,0.00341688282636963,0.45539746304543,"GAPIT.CMLM.GS.GWAS.Results.csv"
"34281","PstI.TP686737",8,59901113,6.11054258596625e-05,0.0394065118873093,124,0.591823826194539,0.653466043230624,0.0253468115910747,0.0443983052038269,"GAPIT.CMLM.GS.GWAS.Results.csv"
"34375","NsiI.TP778061",8,61612068,0.000160695935789733,0.0364251303418211,124,0.591823826194539,0.646015755007272,0.0474116541175615,-0.00383156955160275,"GAPIT.CMLM.GS.GWAS.Results.csv"
"34428","PstI.TP112608",8,62470205,0.000159190922295038,0.0446633999225952,124,0.591823826194539,0.646087457325882,0.0474116541175615,-0.0116175577527309,"GAPIT.CMLM.GS.GWAS.Results.csv"
"34962","PstI.TP635651",9,14689398,9.65983343129552e-07,0.0430187555934511,124,0.591823826194539,0.687241415876385,0.00257436741481464,0.128399344731932,"GAPIT.CMLM.GS.GWAS.Results.csv"
"35213","PstI.TP160468",9,49412675,8.29284220603993e-06,0.0523577669597087,124,0.591823826194539,0.669368316789386,0.00787558130346234,0.00823027796276686,"GAPIT.CMLM.GS.GWAS.Results.csv"
"461","NsiI.TP732230",1,5223682,7.75848323439123e-05,0.0138820602349619,124,0.27532834001723,0.381283094810613,0.0318168344275808,-0.315847286507266,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"2181","PstI.TP630184",1,61807366,3.16166015397535e-05,0.139083333567801,124,0.27532834001723,0.393734733069992,0.0246663741414852,0.0914032726466201,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"3648","PstI.TP469636",1,78240594,5.37364554491108e-05,0.0448559903388703,124,0.27532834001723,0.386347594441952,0.0278137130992968,0.427048491613779,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"4581","PstI.TP893838",10,10167865,0.000136062073330754,0.0142726942333703,124,0.27532834001723,0.373618707243578,0.0463227179467947,0.0223830068125641,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"4868","NsiI.TP790039",10,43096238,3.13315158934975e-06,0.0208746538429423,124,0.27532834001723,0.426922292061631,0.00513950793438426,0.00731679171084463,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"4957","PstI.TP485067",10,46676286,1.03306172484201e-05,0.0663189703934693,124,0.27532834001723,0.409593506637116,0.0118397790592559,-0.00665482916132663,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"6343","PstI.TP81008",11,677,6.77914868490522e-08,0.0292131885431417,124,0.27532834001723,0.485469317210878,0.000489291835481719,0.00310048606295645,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"6449","PstI.TP99018",11,812,4.86956270612271e-05,0.0156540886040075,124,0.27532834001723,0.387712894531202,0.0278137130992968,-0.0150359171879852,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"6451","PstI.TP100020",11,817,1.08647472164056e-05,0.306653608696878,124,0.27532834001723,0.408870683251409,0.0118397790592559,0.00814578636639009,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"6530","PstI.TP110497",11,912,4.14052197196299e-05,0.019231088322452,124,0.27532834001723,0.389967376313024,0.027670954985963,-0.0169246407988658,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"7009","PstI.TP186444",11,1527,7.98965221399826e-09,0.0152091079832545,124,0.27532834001723,0.520046867098342,0.000144165284549385,-0.0097441302134603,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"7079","PstI.TP198603",11,1615,0.000155201602373792,0.0366805994126251,124,0.27532834001723,0.371837352327611,0.049130837074258,0.0540209571133094,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"7459","PstI.TP256291",11,2091,9.23932864990104e-05,0.0247169415494443,124,0.27532834001723,0.378888991505118,0.0350977781386978,0.00766679077699879,"GAPIT.CMLM.Lg.GWAS.Results.csv"
"7551","PstI.TP273013",11,2218,5.32069512423508e-05,0.0430206338387855,124,0.27532834001723,0.386484719056977,0.0278137130992968,0.0176497528809081,"GAPIT.CMLM.Lg.GWAS.Results.csv"
