"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","GHW_1","pLARmEB","PstI.TP541575",2,74276308,3.99668573114467e-15
"106","GHW_1","pLARmEB","PstI.TP1257104",3,2916484,0
"106","GHW_1","pLARmEB","PstI.TP217258",3,3992070,0
"106","GHW_1","pLARmEB","PstI.TP1226186",3,7342289,8.67361218401464e-12
"106","GHW_1","pLARmEB","PstI.TP246329",3,29389536,0
"106","GHW_1","pLARmEB","NsiI.TP529124",3,63127607,1.12615974690787e-12
"106","GHW_1","pLARmEB","PstI.TP332845",3,68039381,0
"106","GHW_1","pLARmEB","NsiI.TP756994",3,68130123,0
"106","GHW_1","pLARmEB","PstI.TP568461",3,74315454,0
"106","GHW_1","pLARmEB","PstI.TP532669",4,3498516,0
"106","GHW_1","pLARmEB","PstI.TP248632",4,6371322,2.07157184579336e-07
"106","GHW_1","pLARmEB","NsiI.TP588890",4,9914641,0
"106","GHW_1","pLARmEB","PstI.TP808392",4,58052669,0
"106","GHW_1","pLARmEB","PstI.TP115113",4,61331043,1.12150186466686e-11
"106","GHW_1","pLARmEB","PstI.TP714069",4,62405613,3.27717776805172e-05
"106","GHW_1","pLARmEB","NsiI.TP55777",4,64398950,0
"106","GHW_1","pLARmEB","PstI.TP1103944",4,64923940,0
"106","GHW_1","pLARmEB","PstI.TP935651",4,66370793,0
"106","GHW_1","pLARmEB","PstI.TP644170",5,13189719,0
"106","GHW_1","pLARmEB","PstI.TP152056",5,64031521,2.67116059884382e-08
"106","GHW_1","pLARmEB","PstI.TP298201",6,1375822,8.37915067438409e-13
"106","GHW_1","pLARmEB","PstI.TP487745",6,47618306,0
"106","GHW_1","pLARmEB","NsiI.TP57283",6,49505312,7.58402926195531e-06
"106","GHW_1","pLARmEB","PstI.TP942201",6,51864974,0
"106","GHW_1","pLARmEB","PstI.TP929514",6,55096318,0
"106","GHW_1","pLARmEB","PstI.TP957846",6,60884941,0
"106","GHW_1","pLARmEB","PstI.TP822493",7,8114551,1.75751888368596e-06
"106","GHW_1","pLARmEB","NsiI.TP579169",7,40226521,0
"106","GHW_1","pLARmEB","PstI.TP838226",7,56380657,0
"106","GHW_1","pLARmEB","PstI.TP1254872",7,56573064,0
"106","GHW_1","pLARmEB","PstI.TP532426",7,64966356,5.2239618899912e-09
"106","GHW_1","pLARmEB","PstI.TP350262",8,2905616,0
"106","GHW_1","pLARmEB","PstI.TP417854",8,3908674,0
"106","GHW_1","pLARmEB","PstI.TP700381",8,56933270,6.40471781569342e-09
"106","GHW_1","pLARmEB","PstI.TP1107519",9,3315165,0
"106","GHW_1","pLARmEB","PstI.TP1067903",9,48843269,5.95936519255937e-11
"106","GHW_1","pLARmEB","PstI.TP1281273",9,52305676,0
"106","GHW_1","pLARmEB","NsiI.TP663012",9,52480175,0
"106","GHW_1","pLARmEB","PstI.TP1156107",10,4914081,0
"106","GHW_1","pLARmEB","PstI.TP912658",10,41352948,4.7315125896148e-08
"106","GHW_1","pLARmEB","PstI.TP911974",10,44646981,0
"106","GHW_1","pLARmEB","PstI.TP1234552",10,60231357,1.036573256767e-11
"106","GHW_1","pLARmEB","NsiI.TP727404",10,60764600,0
"106","GHW_1","pLARmEB","PstI.TP85647",10,60886778,0
"106","GHW_1","pLARmEB","PstI.TP9218",11,63,3.33042762308747e-16
"106","GHW_1","pLARmEB","PstI.TP65497",11,546,0
"106","GHW_1","pLARmEB","PstI.TP210560",11,1723,0
"106","GHW_1","pLARmEB","PstI.TP444076",11,3404,0
"106","GHW_1","pLARmEB","PstI.TP527171",11,3934,0
"106","GHW_1","pLARmEB","PstI.TP582448",11,4183,0
"106","GHW_1","pLARmEB","PstI.TP692748",11,4800,0
"106","GHW_1","pLARmEB","PstI.TP720017",11,4972,0
"106","GHW_1","pLARmEB","PstI.TP865711",11,6040,0
"106","GHW_1","pLARmEB","PstI.TP919648",11,6431,0
"106","GHW_1","pLARmEB","PstI.TP1071296",11,7466,0
"106","GHW_1","pLARmEB","PstI.TP1159423",11,8140,0
"106","GHW_1","pLARmEB","PstI.TP1161418",11,8153,0
"106","GHW_1","pLARmEB","PstI.TP1175461",11,8280,0
"106","GHW_1","pLARmEB","NsiI.TP66747",11,9923,0
"106","GHW_1","pLARmEB","NsiI.TP328982",11,12748,0
"106","GHW_1","pLARmEB","NsiI.TP457503",11,14566,0
"106","GHW_1","pLARmEB","NsiI.TP560012",11,16067,4.52897579903621e-11
"106","GHW_1","pLARmEB","NsiI.TP706204",11,17820,0
"106","GHW_1","ISIS EM-BLASSO","PstI.TP332845",3,68039381,8.15642787132788e-05
"106","GHW_1","ISIS EM-BLASSO","PstI.TP1052140",6,19137861,5.39634863730069e-06
