"","SNP","Chromosome","Position","GLM.HM_1","MLM.HM_1","CMLM.HM_1","SUPER.HM_1","rrBLUP.HM_1","Adj.P.GLM.HM_1","Adj.P.MLM.HM_1","Adj.P.CMLM.HM_1","Adj.P.SUPER.HM_1","Adj.P.rrBLUP.HM_1"
"2556","NsiI.TP172212",1,67605060,0.0190712556425096,0.241431584743373,0.241431584743373,0.000690669607757626,0.454352879929004,0.367018012953316,0.999104223694915,0.999104223694915,0.0451537768202123,1
"2563","PstI.TP841826",1,67635003,0.00128149022101091,0.00506999461332957,0.00506999461332957,0.000589732273386082,0.910597132749796,0.231072940024726,0.999104223694915,0.999104223694915,0.0426641105758449,1
"2729","PstI.TP1026778",1,69284392,0.0146242527229338,0.159069941217085,0.159069941217085,0.00028244757054761,1,0.351802552922745,0.999104223694915,0.999104223694915,0.034907424403843,1
"2740","NsiI.TP444157",1,69418722,0.0202051762034416,0.287053741972909,0.287053741972909,0.000516791763658473,0.669985786844365,0.37293217349608,0.999104223694915,0.999104223694915,0.0409117436100528,1
"2804","PstI.TP440583",1,70293723,0.143669415614363,0.205454765431027,0.205454765431027,0.000366413962529853,1,0.63757278291824,0.999104223694915,0.999104223694915,0.0367191953060451,1
"2862","NsiI.TP632002",1,70863814,0.000375565997067353,5.31912580633203e-05,5.31912580633203e-05,0.000798202329687182,0.182069673858446,0.221844546135515,0.999104223694915,0.999104223694915,0.0481091356868826,1
"2897","PstI.TP142395",1,71238859,0.00497024879831045,0.0556832957951922,0.0556832957951922,0.000797646167881571,0.774664844480286,0.271059205744523,0.999104223694915,0.999104223694915,0.0481091356868826,1
"2994","PstI.TP1178947",1,72170699,0.0352083391773509,0.375615274286057,0.375615274286057,0.000680960146281813,0.211556014351657,0.426009513933178,0.999104223694915,0.999104223694915,0.0448613709363902,1
"3027","NsiI.TP607427",1,72380263,0.0131444536438441,0.684363968782033,0.684363968782033,4.48257106507825e-05,0.869549075399374,0.343736987752932,0.999104223694915,0.999104223694915,0.0248872345533144,1
"3049","PstI.TP412177",1,72673321,0.0120801659475229,0.121405562815993,0.121405562815993,0.000154223140994442,0.192609739175684,0.335862117653472,0.999104223694915,0.999104223694915,0.0290531477991392,1
"3051","NsiI.TP469911",1,72682614,0.0141787772874061,0.025714823814706,0.025714823814706,1.69682845283948e-06,0.814479925681658,0.349489110262047,0.999104223694915,0.999104223694915,0.0153752140260169,1
"3111","NsiI.TP156560",1,73170217,0.0457808533327898,0.434245806914925,0.434245806914925,0.000234750757771315,1,0.460670732248116,0.999104223694915,0.999104223694915,0.0334431855677271,1
"3128","PstI.TP354576",1,73254845,0.0137601231500996,0.164596739047908,0.164596739047908,0.000409858001095065,0.302983153574733,0.346602805186008,0.999104223694915,0.999104223694915,0.0375419729308587,1
"3219","PstI.TP326891",1,74036176,0.0167831675606309,0.17008432823639,0.17008432823639,0.00018813555734636,0.736816406878315,0.360130380091954,0.999104223694915,0.999104223694915,0.0307218860075624,1
"3363","NsiI.TP421896",1,75490287,0.0162879007676114,0.197630101565064,0.197630101565064,6.74077065077517e-05,1,0.359488187459815,0.999104223694915,0.999104223694915,0.0256793252789291,1
"3376","NsiI.TP670301",1,75616619,0.0616812982030546,0.701849451588394,0.701849451588394,0.000595221952942209,0.975044636916953,0.506474332093705,0.999104223694915,0.999104223694915,0.0426641105758449,1
"3448","NsiI.TP499936",1,76362441,0.044200348221348,0.329169604614687,0.329169604614687,0.000338872977838412,1,0.455613300946017,0.999104223694915,0.999104223694915,0.0359683765418606,1
"3484","NsiI.TP195045",1,76748463,0.00444500732830654,0.10227682233837,0.10227682233837,0.000573681650943888,0.110974651216121,0.266664418103314,0.999104223694915,0.999104223694915,0.0422657636278488,1
"3513","NsiI.TP521277",1,77064058,0.0160617738148597,0.115064599384459,0.115064599384459,0.000240727668892742,1,0.357805969658738,0.999104223694915,0.999104223694915,0.0335012325574728,1
"3563","PstI.TP315020",1,77386737,0.00293490567986412,0.088560070217904,0.088560070217904,0.000552224155781244,0.363502149622748,0.251604252163745,0.999104223694915,0.999104223694915,0.0416727449239844,1
"3681","NsiI.TP429188",1,78510261,0.00992551591981833,0.175011000321413,0.175011000321413,0.000327060780673517,1,0.320012629280326,0.999104223694915,0.999104223694915,0.0359683765418606,1
"3746","PstI.TP708980",1,78991790,0.0482056664626485,0.358417581122611,0.358417581122611,0.000671421814070771,0.124163565651405,0.470556151285923,0.999104223694915,0.999104223694915,0.0448333311583225,1
"3765","PstI.TP6990",1,79172378,0.00620431481891783,0.0473078519698623,0.0473078519698623,0.000407517088910285,0.524247313906436,0.286806173614436,0.999104223694915,0.999104223694915,0.0375419729308587,1
"3870","NsiI.TP249856",1,80024446,0.0257233416977139,0.13291023113731,0.13291023113731,0.000748849343847397,0.526239899995274,0.395527888873924,0.999104223694915,0.999104223694915,0.047163132846012,1
"3954","PstI.TP276669",10,582355,0.094683569204217,0.581592499266941,0.581592499266941,8.56843192558977e-05,0.920901708436224,0.57176290474286,0.999104223694915,0.999104223694915,0.0258014016670295,1
"3960","PstI.TP1031077",10,689016,0.0257717038028062,0.129961777690039,0.129961777690039,8.30257648470576e-05,0.570759184161454,0.395660681333502,0.999104223694915,0.999104223694915,0.0258014016670295,1
"3970","PstI.TP1044533",10,781197,0.00027190737452624,0.0246225861756346,0.0246225861756346,0.000157491765801159,0.0599844306618619,0.221844546135515,0.999104223694915,0.999104223694915,0.0291464761242678,1
"4071","PstI.TP368198",10,2195865,0.00107939889682994,0.0183796760328804,0.0183796760328804,0.000516877220718888,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0409117436100528,1
"4100","NsiI.TP153411",10,2523010,0.000337161443323578,0.00390290265023565,0.00390290265023565,0.000768406244344139,0.842558686800127,0.221844546135515,0.999104223694915,0.999104223694915,0.0474832954552933,1
"4129","PstI.TP326019",10,3011971,0.012178720138266,0.0460394070524444,0.0460394070524444,3.23313146907452e-05,0.119615124864559,0.336745246775617,0.999104223694915,0.999104223694915,0.0243077600949919,1
"4148","NsiI.TP736628",10,3220056,0.0216916082377853,0.0787387123916983,0.0787387123916983,8.13722471962752e-05,0.0741485022793084,0.380372574385421,0.999104223694915,0.999104223694915,0.0258014016670295,1
"4151","PstI.TP977650",10,3236503,0.0155919171464905,0.248692693974474,0.248692693974474,0.000252773847333447,1,0.356352822028214,0.999104223694915,0.999104223694915,0.0336685151560675,1
"4158","NsiI.TP73031",10,3314572,0.0162258414678174,0.0470369088631338,0.0470369088631338,0.000299573809959889,0.796085878612595,0.358648123628592,0.999104223694915,0.999104223694915,0.0354459660781393,1
"4200","PstI.TP692582",10,3863701,0.0339151502925444,0.170455589060812,0.170455589060812,0.000170160425428417,1,0.421187821284463,0.999104223694915,0.999104223694915,0.03010171290618,1
"4206","PstI.TP174387",10,3977294,0.00102255238575555,0.070944502137791,0.070944502137791,0.000183184419427821,0.634474335759918,0.221844546135515,0.999104223694915,0.999104223694915,0.0307218860075624,1
"4215","PstI.TP1179217",10,4121517,0.0472277554235187,0.350678145179192,0.350678145179192,0.000267191264410772,0.0949141677520003,0.467047936454686,0.999104223694915,0.999104223694915,0.0344371369644855,1
"4231","PstI.TP494123",10,4301743,0.115564217005933,0.480790309176498,0.480790309176498,5.61270643444343e-05,0.0619498964216254,0.60544744104136,0.999104223694915,0.999104223694915,0.0256793252789291,1
"4334","PstI.TP673587",10,5920586,0.000755678828667315,0.00487795672221639,0.00487795672221639,0.000584793414018433,0.0981328298372248,0.221844546135515,0.999104223694915,0.999104223694915,0.0425484369457605,1
"4343","NsiI.TP433359",10,6012505,0.00496354432921761,0.0544830416214379,0.0544830416214379,4.41141001151013e-05,1,0.271059205744523,0.999104223694915,0.999104223694915,0.0248748382024027,1
"4387","PstI.TP1078214",10,6639662,0.0174761459183527,0.125932422237593,0.125932422237593,0.000519891747621065,0.396674737679508,0.361558849847795,0.999104223694915,0.999104223694915,0.0409647453889716,1
"4534","PstI.TP495406",10,8851249,0.000341955527357454,0.0330483272897329,0.0330483272897329,7.18215220625291e-05,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0258014016670295,1
"4565","PstI.TP1104477",10,9762760,0.0193415720393711,0.264376708743046,0.264376708743046,6.63786009223094e-05,0.817197702708925,0.368921063296419,0.999104223694915,0.999104223694915,0.0256793252789291,1
"4588","PstI.TP77980",10,10346907,0.00161956268185842,0.048559986880979,0.048559986880979,6.75754760228839e-06,0.700832815601843,0.240589191332305,0.999104223694915,0.999104223694915,0.0170610655532964,1
"4610","NsiI.TP4741",10,11063964,0.0646937833629387,0.19618885928429,0.19618885928429,0.000868267007614147,0.885404062938188,0.51372633082078,0.999104223694915,0.999104223694915,0.0496623265919364,1
"4629","PstI.TP1286414",10,12122103,0.0586474995956257,0.478048454339555,0.478048454339555,0.00055918359624982,1,0.496911295431407,0.999104223694915,0.999104223694915,0.0417801607069638,1
"4681","PstI.TP1002770",10,14447848,0.0228195173954067,0.0236196611521159,0.0236196611521159,0.000788232556742474,0.804369341016505,0.384855852490142,0.999104223694915,0.999104223694915,0.0480138651995258,1
"4761","PstI.TP1162502",10,21500434,0.149428908628535,0.534875543559012,0.534875543559012,0.000594885397798912,0.308319299030649,0.646748675292225,0.999104223694915,0.999104223694915,0.0426641105758449,1
"4831","NsiI.TP321836",10,43096218,0.000319207316393543,0.000125885596102413,0.000125885596102413,0.000332886457735917,0.445526253598882,0.221844546135515,0.999104223694915,0.999104223694915,0.0359683765418606,1
"4843","NsiI.TP790895",10,43096227,0.00859954242720333,0.122344789279699,0.122344789279699,0.000124396841721869,0.448561319908812,0.310913619667855,0.999104223694915,0.999104223694915,0.0272074740852049,1
"4861","NsiI.TP791431",10,43096232,0.0266633846011747,0.344797110626643,0.344797110626643,2.34734666238162e-05,0.558695637107553,0.39822948679578,0.999104223694915,0.999104223694915,0.0198503170863524,1
"4866","NsiI.TP790761",10,43096236,0.0024702025742232,0.0452022942411569,0.0452022942411569,0.000314458766471759,0.146446917682306,0.247127942502346,0.999104223694915,0.999104223694915,0.0359683765418606,1
"4912","NsiI.TP523957",10,43623816,0.0137487664665456,0.0106530131943287,0.0106530131943287,1.90619727312842e-05,1,0.346602805186008,0.999104223694915,0.999104223694915,0.0198503170863524,1
"5020","NsiI.TP631772",10,49543233,0.00231836839764662,0.00810581580356774,0.00810581580356774,0.000176184200340129,1,0.247127942502346,0.999104223694915,0.999104223694915,0.0304217005831319,1
"5086","PstI.TP195926",10,51681294,0.00091787212734387,0.0994428583863747,0.0994428583863747,0.000313897623857667,0.726004220043891,0.221844546135515,0.999104223694915,0.999104223694915,0.0359683765418606,1
"5131","NsiI.TP260208",10,52582112,0.00387060720288038,0.125740507902989,0.125740507902989,0.000425478952010195,0.319651306217891,0.255903157842408,0.999104223694915,0.999104223694915,0.0383610057531081,1
"5157","PstI.TP134017",10,53064853,0.076265853627422,0.369738674089566,0.369738674089566,7.71733935049079e-05,1,0.53089679831539,0.999104223694915,0.999104223694915,0.0258014016670295,1
"5182","PstI.TP84709",10,53386370,0.00954480316505144,0.250530309321138,0.250530309321138,0.000168732496245075,0.842637426255875,0.31790344851014,0.999104223694915,0.999104223694915,0.03010171290618,1
"5219","PstI.TP410728",10,54017261,0.000745994228468255,0.0477140727357138,0.0477140727357138,3.78693754803994e-05,0.191609079810184,0.221844546135515,0.999104223694915,0.999104223694915,0.0245659628937139,1
"5274","NsiI.TP152015",10,54557245,0.00404191978224705,0.0104296681712044,0.0104296681712044,0.000508013118398206,0.0592465030073696,0.257336274273561,0.999104223694915,0.999104223694915,0.0405360440167538,1
"5320","PstI.TP1088104",10,55370727,0.0130563944667135,0.037181405619247,0.037181405619247,0.000107165684205651,0.904540369095119,0.343174918801717,0.999104223694915,0.999104223694915,0.0264500093106854,1
"5361","NsiI.TP467422",10,55949323,0.179609549126626,0.40446084644443,0.40446084644443,0.000461114932860402,0.487782162558726,0.677583874860957,0.999104223694915,0.999104223694915,0.0391546251695675,1
"5383","PstI.TP202284",10,56175041,1.98198457437324e-05,0.00311867105642919,0.00311867105642919,3.65179052151457e-06,0.883223364156288,0.221844546135515,0.999104223694915,0.999104223694915,0.0153752140260169,1
"5413","NsiI.TP476148",10,56419668,0.057909749883058,0.0498341819855364,0.0498341819855364,0.000650956958400411,1,0.495950820355704,0.999104223694915,0.999104223694915,0.0443240277636869,1
"5445","PstI.TP201134",10,56993003,0.00681619608706428,0.0328141789504366,0.0328141789504366,0.000727630396446862,1,0.292993728144709,0.999104223694915,0.999104223694915,0.0464107497899342,1
"5530","NsiI.TP430259",10,58051523,0.000703873550753467,0.0195337063230244,0.0195337063230244,0.000439773892120012,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0387086834605536,1
"5680","PstI.TP311752",10,59788353,0.0202104000866662,0.197447010124899,0.197447010124899,0.000205674939467604,0.697842481106833,0.37293217349608,0.999104223694915,0.999104223694915,0.0310388682621909,1
"5702","NsiI.TP627077",10,60121241,0.0414299561201378,0.885312607994145,0.885312607994145,0.000308283543865731,0.0577700342484071,0.448088453526484,0.999104223694915,0.999104223694915,0.03588818235815,1
"5889","PstI.TP12767",11,104,0.169654641642566,0.524334262630194,0.524334262630194,0.00061953342050657,0.121960468006384,0.669311318549874,0.999104223694915,0.999104223694915,0.0434213272847909,1
"5946","PstI.TP22403",11,181,0.000406375086547013,0.00174884641603906,0.00174884641603906,0.000469918348149962,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0393466667007792,1
"5976","PstI.TP28147",11,216,0.0124112171758416,0.121392156074667,0.121392156074667,0.00030195637377036,1,0.339118867314445,0.999104223694915,0.999104223694915,0.0354951192723933,1
"5984","PstI.TP29396",11,227,0.0171319959710197,0.0692883162991096,0.0692883162991096,0.000290126535515722,0.475076028227195,0.360130380091954,0.999104223694915,0.999104223694915,0.0351491714797134,1
"5989","PstI.TP30419",11,232,0.08711055870298,0.626215440353808,0.626215440353808,0.00034054920673777,0.609418190998593,0.556336253729628,0.999104223694915,0.999104223694915,0.0360402925887174,1
"6232","PstI.TP64429",11,538,0.0308144157564036,0.103605709005463,0.103605709005463,0.000109958590656146,0.215919848646876,0.412444638893858,0.999104223694915,0.999104223694915,0.0264500093106854,1
"6244","PstI.TP66732",11,556,0.0333150940298368,0.308578957388286,0.308578957388286,0.000637419477324285,0.56282320253289,0.420082150017034,0.999104223694915,0.999104223694915,0.0439831627106669,1
"6296","PstI.TP73847",11,621,0.00523569754031252,0.036685838060038,0.036685838060038,0.000161540320938454,1,0.273438281960634,0.999104223694915,0.999104223694915,0.0295922187920149,1
"6348","PstI.TP81983",11,682,0.00293186348734618,0.0307902144427039,0.0307902144427039,0.000205979899216391,0.651947350341808,0.251604252163745,0.999104223694915,0.999104223694915,0.0310388682621909,1
"6451","PstI.TP100020",11,817,0.00362801888980482,0.107735017447631,0.107735017447631,0.000581695333198953,0.789925194224356,0.254229020767527,0.999104223694915,0.999104223694915,0.0424856976597586,1
"6517","PstI.TP108163",11,895,0.0760644626904037,0.314873939895046,0.314873939895046,0.000739198510398839,0.445503920636744,0.530540071428544,0.999104223694915,0.999104223694915,0.0468132407603823,1
"6620","PstI.TP123918",11,1027,0.00487419918915664,0.023015326359279,0.023015326359279,0.000494941972951651,0.468348849306823,0.271059205744523,0.999104223694915,0.999104223694915,0.0402285268465747,1
"6623","PstI.TP124053",11,1030,0.00263865421419916,0.00410806101761598,0.00410806101761598,0.000360413342154805,0.538105177214845,0.247127942502346,0.999104223694915,0.999104223694915,0.0367191953060451,1
"6640","PstI.TP125644",11,1050,0.00892850577710501,0.139142738557311,0.139142738557311,0.000545129588069255,0.650866821587473,0.314046702226282,0.999104223694915,0.999104223694915,0.0415911978313811,1
"6705","PstI.TP136362",11,1134,0.000275915928091951,0.0107035547611549,0.0107035547611549,5.74509474307162e-05,1,0.221844546135515,0.999104223694915,0.999104223694915,0.0256793252789291,1
"6713","PstI.TP138690",11,1145,0.320800760068494,0.759562068681763,0.759562068681763,0.000571419640446787,0.893977167188509,0.785365057293908,0.999104223694915,0.999104223694915,0.0422657636278488,1
"6715","PstI.TP138953",11,1147,0.00249705007902321,0.0176214517871413,0.0176214517871413,3.95078269555236e-05,0.86261231709895,0.247127942502346,0.999104223694915,0.999104223694915,0.0245659628937139,1
"6718","PstI.TP139250",11,1151,0.00295195838699591,0.0301450388089259,0.0301450388089259,0.000508834735634823,0.108407388365777,0.251604252163745,0.999104223694915,0.999104223694915,0.0405360440167538,1
"6813","PstI.TP154510",11,1273,0.199416295906529,0.340157494942591,0.340157494942591,0.000535476995363335,0.397660996025447,0.69547151930051,0.999104223694915,0.999104223694915,0.0412991291312161,1
"6829","PstI.TP158011",11,1295,0.0106054737795202,0.183970983614842,0.183970983614842,0.000235686638593293,0.31271632780593,0.324541234827042,0.999104223694915,0.999104223694915,0.0334431855677271,1
