"","SNP","Chromosome","Position","FarmCPU.fprind","FarmCPU.fprinW","FarmCPU.fprinGW","FarmCPU.fprinM"
"75","PstI.TP724910",1,925871,0.763393799508847,0.157775746242761,0.258031921115096,0.545065711756155
"76","PstI.TP383349",1,950724,0.332121268641673,0.0518972285607572,0.0951095017138486,0.228795947122889
"77","NsiI.TP809841",1,955990,0.798254726315594,0.123507297064786,0.62845728900091,0.208184256611211
"78","PstI.TP39577",1,959521,0.905816033811232,0.159828602456723,0.499864686132189,0.728184415539761
"79","PstI.TP1246584",1,1015480,0.767530585971208,0.903393163642617,0.633425534867517,0.427246758140756
"80","NsiI.TP443042",1,1033284,0.790022907132948,0.79093191480403,0.903648066223911,0.869050427503395
"81","PstI.TP354591",1,1050082,0.603868179506502,0.539213445298006,0.599896652569432,0.739013651184485
"82","PstI.TP1060928",1,1054924,0.974042012523781,0.0433531845612763,0.528142442112668,0.146829928339027
"83","PstI.TP968458",1,1145895,0.272784073014565,0.339912917901322,0.530383499652371,0.307021909541929
"84","PstI.TP979329",1,1145899,0.216278871543649,0.626622602079849,0.0342469767361212,0.481965782323386
"85","PstI.TP856852",1,1153760,0.730687443384224,0.016498419809914,0.319112542977144,0.0180561062581869
"86","PstI.TP1010387",1,1174408,0.405356289620056,0.3292935463054,0.497210920985073,0.286759297354992
"87","NsiI.TP379925",1,1174994,0.301347483052328,0.574477159587043,0.398585233252036,0.49119859872344
"88","PstI.TP775725",1,1175417,0.359718302401011,0.376342990874884,0.178900380803888,0.953144379699836
"89","PstI.TP885953",1,1195721,0.810222745380517,0.382275354414506,0.581734163718322,0.939114235594744
"90","PstI.TP530416",1,1196937,0.542915587603233,0.607995803981538,0.668472177095495,0.0852416804162764
"91","NsiI.TP809990",1,1199529,0.0466499728734945,0.790905200687905,0.408374790747255,0.869567463122253
"92","NsiI.TP621329",1,1209175,0.264895916531062,0.295035703109768,0.488124991970793,0.28534968724133
"93","PstI.TP136460",1,1229717,0.500292730781773,0.530697969795857,0.835991630904805,0.987923690033312
"94","NsiI.TP226174",1,1247110,0.166552723064919,0.433684210911117,0.338501814974886,0.342520576756007
"95","NsiI.TP622",1,1250740,0.808206781916517,0.824481704381727,0.522342942960163,0.240815454231407
"96","PstI.TP952646",1,1257515,0.859295994702039,0.711515963631562,0.384155302634969,0.228628262561704
"97","NsiI.TP429501",1,1266624,0.92029092034072,0.506691776428235,0.997772513301669,0.100970211903662
"98","PstI.TP112674",1,1270544,0.141687935756299,0.184491679406127,0.116062900360531,0.289716326139047
"99","NsiI.TP321202",1,1270981,0.631540753295715,0.130008417277731,0.902925657658008,0.177877171600976
"100","NsiI.TP321203",1,1270985,0.202005059689228,0.599021237480535,0.898163911797613,0.978395056628963
"101","PstI.TP761288",1,1274696,0.586925423207687,0.595961314594652,0.178257180120843,0.511914587011252
"102","NsiI.TP83302",1,1275020,0.236567071751607,0.239700843628377,0.340846859990904,0.151985539962631
"103","PstI.TP250182",1,1293920,0.146276075144861,0.504108136622816,0.907088475003342,0.572930523890412
"104","PstI.TP52331",1,1328877,0.0562969122472776,0.751193244108949,0.589727603671613,0.826751135271717
"105","NsiI.TP139486",1,1336169,0.958225449019496,0.0640560347582647,0.276606260812756,0.0199224822998276
"106","PstI.TP219964",1,1343660,0.0358991541462928,0.431922026055688,0.447591027358907,0.300839745259669
"107","NsiI.TP280619",1,1353156,0.843160645195793,0.0889550603295017,0.542950069207822,0.106527680566556
"108","NsiI.TP476134",1,1354429,0.846653137644975,0.776049374721868,0.125033317070917,0.529455505265078
"109","PstI.TP919568",1,1369588,0.158413037709299,0.099694353475569,0.683456865842502,0.222357362573556
"110","PstI.TP949573",1,1384375,0.684112831994386,0.249039607394818,0.788840427661088,0.72968186831236
"111","PstI.TP646654",1,1399111,0.397555529730415,0.635430695002421,0.927892709724116,0.926700378674535
"112","NsiI.TP279368",1,1408065,0.629984292255848,0.244326975205568,0.482824354430588,0.199634293387309
"113","NsiI.TP408020",1,1421422,0.246010046840321,0.0197948737487713,0.225191197454143,0.0277157621031679
"114","NsiI.TP72077",1,1422420,0.716570861337699,0.787883766600961,0.48131616466222,0.388995395338326
"115","GFSSContig11377_769",1,1481480,0.468974203922483,0.587057338678757,0.899034439768742,0.193450793240528
"116","NsiI.TP707218",1,1504041,0.916365873771717,0.26249932582707,0.281215946502919,0.825911913219038
"117","NsiI.TP229070",1,1511230,0.71520246848347,0.760995554751855,0.419741315468895,0.972550183373805
"118","PstI.TP13650",1,1521127,0.709164929035891,0.431018203006841,0.394896004037213,0.158096827180371
"119","PstI.TP329515",1,1537490,0.0502393488344272,0.190861537643481,0.385083701305007,0.584351224787833
"120","PstI.TP1121399",1,1542224,0.0240602704623653,0.323700097419261,0.587468267488888,0.845626815295966
"121","NsiI.TP735901",1,1547162,0.192576654097031,0.360889713457946,0.913588439624968,0.145097548132532
"122","PstI.TP312988",1,1615878,0.193019825628993,0.361996654740416,0.91337223691028,0.146181298371417
"123","PstI.TP115729",1,1627848,0.448822930176046,0.710935855905483,0.728039943391043,0.572703953346922
"124","NsiI.TP287495",1,1629591,0.411807219879601,0.478486442428368,0.93955053736092,0.295306341491781
"125","NsiI.TP830386",1,1644699,0.129917466541237,0.599666140486344,0.764490471830403,0.302986916279715
"126","PstI.TP1031399",1,1661159,0.7355235412957,0.0503509768391847,0.212745802465414,0.139356873096996
"127","PstI.TP1294494",1,1663938,0.462677543306832,0.384035695133468,0.0383354800071728,0.275159808931402
"128","PstI.TP394777",1,1676644,0.253531241526364,0.494075667849403,0.140024828129134,0.0464675863046813
"129","PstI.TP455158",1,1676669,0.453193228315193,0.450539738666226,0.463227332685674,0.29299071007694
"130","NsiI.TP796534",1,1682668,0.757243003696841,0.247966705375004,0.737473780318411,0.114296113446654
"131","NsiI.TP709976",1,1682685,0.794596330561059,0.428295967769601,0.621060596059678,0.0512634747055781
"132","NsiI.TP595268",1,1683111,0.825112989883873,0.207353861239364,0.571087738360272,0.223353720096673
"133","PstI.TP340129",1,1696284,0.871640603059458,0.622459711822617,0.776258456399469,0.913837920309084
"134","PstI.TP879262",1,1711195,0.170349090083593,0.22636144486383,0.40941212566516,0.192325089344698
"135","PstI.TP396517",1,1727743,0.807069260439266,0.374791438781769,0.186216967028743,0.131053779853297
"136","PstI.TP362194",1,1738428,0.525679634413156,0.794703581976487,0.878299207631974,0.87858116253486
"137","NsiI.TP257038",1,1777966,0.489975446913675,0.529750437614386,0.310528413360064,0.470267465681208
"138","NsiI.TP331446",1,1795203,0.851772276854101,0.692740819185765,0.21151758309232,0.986800012440266
"139","PstI.TP404971",1,1802717,0.152339534982076,0.840872135562364,0.216146314074595,0.239909158833198
"140","PstI.TP752031",1,1812794,0.499506887512495,0.293953445324816,0.0837709507686365,0.966561211188463
"141","PstI.TP1164925",1,1823087,0.690694075298967,0.528564838418798,0.678191472326408,0.537206687018231
"142","PstI.TP267190",1,1826471,0.696015622341104,0.724272279350145,0.262300506968607,0.875012341258488
"143","PstI.TP358550",1,1827875,0.996527461472917,0.589768472508178,0.575729233830222,0.995220050388222
"144","PstI.TP162847",1,1850794,0.375018151917044,0.58690089889572,0.637012879287176,0.561877223343869
"145","PstI.TP973765",1,1850824,0.312802687533826,0.734225732931648,0.11826911999091,0.0880850539796949
"146","PstI.TP662746",1,1875120,0.848560915363089,0.79058468191504,0.974131616377197,0.391866068342288
"147","NsiI.TP198999",1,1902613,0.788868593442422,0.383063709811894,0.0941249914852351,0.248442429862782
"148","PstI.TP569202",1,1913143,0.4830905680748,0.830283229953319,0.0706072280484753,0.587174159343643
"149","PstI.TP193367",1,1929457,0.637152112301789,0.547105795981486,0.921492230982465,0.492233287708133
"150","PstI.TP1004354",1,1929463,0.759813296196175,0.803980201778097,0.24512698180334,0.213468470079939
"151","PstI.TP929619",1,1952038,0.689020929482691,0.644932962665625,0.83017526301271,0.53500854939366
"152","NsiI.TP501075",1,1970427,0.620054845071511,0.853068915594765,0.895016191708962,0.805939750662976
"153","NsiI.TP212267",1,1974353,0.0000135268272151547,0.0507966490984923,0.0402191007935401,0.28691007393476
"154","PstI.TP1073657",1,1992755,0.917657224416826,0.344026496837325,0.985001041418473,0.243023500837386
"155","NsiI.TP346928",1,2007649,0.73258992101935,0.303059423342684,0.832266376426352,0.398321962212067
"156","NsiI.TP465382",1,2030255,0.63947988583973,0.400341811381165,0.0269013012292931,0.793309930185558
"157","PstI.TP417865",1,2030761,0.966384918853813,0.962681592316929,0.403059577510388,0.229363431473244
"158","NsiI.TP666080",1,2031570,0.765127905617272,0.645816482791391,0.679523783193289,0.509680242130538
"159","NsiI.TP76995",1,2035657,0.223849275657522,0.684684068192927,0.225882796299939,0.331066871384361
"160","PstI.TP1108087",1,2058532,0.785313972667355,0.889768058231704,0.700716789701716,0.664417450591404
"161","NsiI.TP520381",1,2061408,0.455581213158972,0.573982269803345,0.758631115073076,0.555129911400066
"162","PstI.TP937968",1,2082361,0.285795710683086,0.103683591081485,0.214428469014982,0.220614173221594
"163","PstI.TP885267",1,2084430,0.439113506601768,0.899609410588884,0.592081172209008,0.585420507274313
"164","NsiI.TP522007",1,2084710,0.58072143213161,0.10018124729206,0.888384595320917,0.463449099547278
"165","PstI.TP871791",1,2088837,0.250498657724501,0.383699077134187,0.620318020555146,0.928805857866173
"166","PstI.TP1172854",1,2090281,0.921970132760285,0.0362522952807615,0.701467276966516,0.656011440162177
"167","NsiI.TP412045",1,2102732,0.878217367346233,0.138566696497973,0.181115666359557,0.266806042081355
"168","NsiI.TP252447",1,2106782,0.720064128670522,0.322064282337371,0.327418836659803,0.185340689696928
"169","PstI.TP194713",1,2118577,0.205115801255301,0.484628040416605,0.176042659810666,0.460290356044624
"170","PstI.TP992189",1,2128106,0.479989745000376,0.890064443516935,0.300786864886212,0.995019186682197
"171","NsiI.TP224834",1,2135892,0.972651638220238,0.529830781070355,0.96997245383127,0.775748057068379
"172","NsiI.TP812198",1,2141115,0.854242636055549,0.807267704822034,0.849393161550075,0.487990582186902
"173","PstI.TP1074104",1,2141726,0.637774554452622,0.45925840201749,0.918855481554569,0.0450838920356843
"174","PstI.TP1161765",1,2167489,0.512280138102317,0.396328981212363,0.389240832034408,0.96776463984976
"175","PstI.TP99836",1,2167938,0.700293478947656,0.969188452465093,0.678372185016276,0.332623078289477
"176","PstI.TP127171",1,2168030,0.803743647086664,0.794239896456876,0.352503067869183,0.233943674816529
"177","PstI.TP1142098",1,2178144,0.812837316182866,0.652594507765692,0.949839298148192,0.900184170179007
"178","NsiI.TP77014",1,2184209,0.266680243027932,0.0648198176584416,0.489003263526214,0.03802199414801
"179","PstI.TP291430",1,2184590,0.413710508525494,0.576859444129483,0.947158247800028,0.463048154878918
"180","PstI.TP19978",1,2238336,0.722256231117559,0.336639523880874,0.895205949272902,0.387538736306493
"181","PstI.TP627948",1,2248757,0.747807102162915,0.838180068282379,0.26068269486529,0.828862821096388
"182","PstI.TP456950",1,2253706,0.14780980546377,0.0820993344174834,0.182896314780498,0.104162113917306
"183","NsiI.TP435455",1,2255018,0.876620207874463,0.241619457882354,0.515335169694169,0.589080698967473
"184","GFSSContig18743_720",1,2267526,0.375655200817075,0.458342291116844,0.51777946411255,0.999091654300506
"185","PstI.TP1294018",1,2280325,0.544713776094204,0.578992444954963,0.925082780477394,0.724301726394907
"186","NsiI.TP452359",1,2295850,0.43028720007033,0.0238118526455121,0.807397748941049,0.0284557321097561
"187","PstI.TP56186",1,2315028,0.871567712534444,0.0602553835323599,0.549882492067848,0.726476440439221
"188","PstI.TP35983",1,2316412,0.766333936027393,0.542327322926712,0.930694373266446,0.163649002505123
"189","PstI.TP1078305",1,2344174,0.964358950804136,0.236745332469271,0.515186404934446,0.40701834400759
"190","PstI.TP729908",1,2358833,0.662899662571157,0.492238053225193,0.748857293038194,0.937697325665901
"191","NsiI.TP581618",1,2360930,0.608515011862529,0.425110283237936,0.586158400620276,0.919950809615154
"192","PstI.TP167208",1,2365447,0.810707786393637,0.0763702307746034,0.0334776676758682,0.595612030145194
"193","PstI.TP1070532",1,2365508,0.425761418539795,0.903465120810513,0.991347196279155,0.382338088651273
"194","PstI.TP435581",1,2382439,0.737342798826627,0.0139849119773191,0.0669822011120666,0.048907266267505
"195","NsiI.TP823476",1,2397333,0.19296340449336,0.0413564279631037,0.0829429407514946,0.0593962557260977
"196","PstI.TP962587",1,2401015,0.708964791480882,0.818504895902758,0.785732453075969,0.0522966318487027
"197","PstI.TP1061070",1,2406219,0.62388271804698,0.935566328139785,0.574961167957901,0.714223201634929
"198","PstI.TP1270297",1,2407541,0.764866231054223,0.396034189878041,0.411348170056246,0.564297224455483
"199","NsiI.TP436516",1,2429323,0.480040995469875,0.412487059344796,0.292417260681531,0.194164653056664
"200","PstI.TP830503",1,2436800,0.739787255674042,0.808506592739414,0.984091674816247,0.882496963681154
"201","PstI.TP1236997",1,2443424,0.70337097930319,0.512894334671984,0.476652147091416,0.251879688488469
"202","PstI.TP653218",1,2466683,0.781253437668864,0.162563167613836,0.344941183690407,0.23177600490001
"203","PstI.TP731711",1,2484952,0.567205266196679,0.0996693139538192,0.324825264748867,0.0808034380487634
"204","PstI.TP584911",1,2497040,0.784603696273895,0.0316705253472663,0.0718934517194665,0.125991767302546
"205","PstI.TP101400",1,2524399,0.936675169076922,0.990540590408283,0.776581717360448,0.99937420059924
"206","PstI.TP87257",1,2524425,0.108633285314911,0.0298402601601309,0.812515761717963,0.0928093331140115
"207","NsiI.TP509743",1,2527815,0.583842014713801,0.0763003248676145,0.533104649547776,0.12643329113046
"208","PstI.TP1194780",1,2560012,0.272023958088638,0.143462885262272,0.769458283918399,0.189763754549175
"209","PstI.TP1194789",1,2560027,0.758616540774634,0.656387417809392,0.694860563565733,0.460088393691147
"210","PstI.TP1194784",1,2560051,0.516588417531865,0.762861672758958,0.300631954954908,0.760025613216436
"211","PstI.TP684585",1,2561805,0.937058568788049,0.165801790929942,0.515699621038982,0.113948586462207
"212","PstI.TP108989",1,2588793,0.788054872436753,0.130445439487579,0.168999269678777,0.7289601552982
"213","PstI.TP1224775",1,2595649,0.256251257968612,0.306208851164796,0.181486962450777,0.0787485969738362
"214","NsiI.TP814891",1,2595684,0.872123997282799,0.647976273007095,0.639546265029891,0.175832929364891
"215","PstI.TP966432",1,2596832,0.259175727126623,0.204493900970056,0.580765878336328,0.60875620289766
"216","PstI.TP302196",1,2600097,0.209518690585092,0.58994144544783,0.113789142783591,0.305174823926656
"217","NsiI.TP421700",1,2601493,0.462629039818376,0.342885739948702,0.940556292233555,0.350504501489195
"218","NsiI.TP486649",1,2601704,0.480146760211145,0.362415881036298,0.715562524890486,0.398266974018111
"219","NsiI.TP747936",1,2617302,0.387605232707505,0.954377258474667,0.156414498597794,0.156053422360761
"220","PstI.TP12220",1,2623236,0.265558742377844,0.66149736293646,0.73286243422162,0.265322301153163
"221","PstI.TP84372",1,2643915,0.700609031027455,0.342011954750725,0.101670119417013,0.0971147472474071
"222","PstI.TP84374",1,2643932,0.463099290639831,0.100227281940919,0.677713012524442,0.248871975485727
"223","PstI.TP1234629",1,2650110,0.963645850398301,0.535349774536077,0.395497521438909,0.87032430878536
"224","NsiI.TP262405",1,2659265,0.734966037394942,0.163943965637776,0.317630946432919,0.41928287770341
"225","PstI.TP1095066",1,2661867,0.992026691946293,0.812792726393283,0.218183013122178,0.138924628051401
"226","NsiI.TP436355",1,2683471,0.147984508802578,0.700962327971063,0.378710658285456,0.838353934014032
"227","PstI.TP91366",1,2683935,0.772904094923802,0.580499237723612,0.606131415777733,0.294262141682405
"228","PstI.TP91367",1,2683983,0.90411914677896,0.861251596594556,0.146827337193312,0.729578168087218
"229","NsiI.TP262723",1,2701695,0.152115928597063,0.457897194230711,0.255889277136181,0.724175832131887
"230","PstI.TP362461",1,2717854,0.83202034472767,0.790146595674729,0.246473646572196,0.634767035105195
"231","NsiI.TP810022",1,2736782,0.61295891934319,0.53345799778104,0.396243415581393,0.176958772555292
"232","NsiI.TP346840",1,2737708,0.0424279129858013,0.733632737452207,0.232195683191654,0.273988613843586
"233","NsiI.TP612",1,2739494,0.871844241930735,0.889346022810899,0.993088060344985,0.774570156804848
"234","NsiI.TP543728",1,2758860,0.488659347562433,0.20140634370782,0.563758904440282,0.411799994616465
"235","NsiI.TP476081",1,2787885,0.51057853225944,0.397712080933923,0.707720543981392,0.853730684008043
"236","PstI.TP1243434",1,2816817,0.816196008292289,0.933372327360408,0.647277936444169,0.890000778148071
"237","PstI.TP441536",1,2816855,0.433841913396359,0.8552221152902,0.638715502303335,0.75649567935412
"238","PstI.TP1085601",1,2820903,0.341991662589403,0.849012081616874,0.967336421988808,0.179148274225058
"239","NsiI.TP807937",1,2822504,0.25734441775165,0.55518670546768,0.627576172693762,0.144604005383134
"240","NsiI.TP307886",1,2823030,0.583011378799531,0.883373133433633,0.40344165960507,0.454920270074079
"241","NsiI.TP603286",1,2837607,0.686598309707902,0.572178997496579,0.781182459858448,0.281215440373783
"242","PstI.TP322672",1,2846372,0.221579199509983,0.625020492891909,0.13223502572947,0.905696103224062
"243","PstI.TP65696",1,2848477,0.421866049737179,0.314476550811244,0.53675019780483,0.0900816436550118
"244","PstI.TP1085884",1,2858599,0.927324708790251,0.600141471778756,0.99240422057443,0.531932792332017
"245","NsiI.TP615715",1,2859563,0.872696105712632,0.227975630785243,0.83934164052892,0.0326151023379913
"246","NsiI.TP601192",1,2877217,0.60959147755623,0.473763420224403,0.588060481361707,0.753666001196104
"247","PstI.TP525202",1,2884119,0.48257291584955,0.169484825981334,0.633320934872512,0.638493088192516
"248","PstI.TP68906",1,2893380,0.813231525208067,0.665344705945216,0.14450408952684,0.648445098422219
"249","NsiI.TP248493",1,2912143,0.639961090721544,0.608746845611162,0.591064742565331,0.941894365658324
"250","NsiI.TP248494",1,2912156,0.982420851665048,0.843190557662514,0.769843836176988,0.329076009717819
"251","NsiI.TP800628",1,2914696,0.80891275860096,0.368047829377348,0.686959189542243,0.858139926440709
"252","PstI.TP218456",1,2917050,0.851060594531689,0.10984814888476,0.0505453880264858,0.540047498977267
"253","NsiI.TP472422",1,2943582,0.396309415720315,0.925747489338651,0.703922343868603,0.707349482218375
"254","PstI.TP808618",1,2956046,0.704239731147636,0.0586049523304859,0.91312528330267,0.205531666490086
"255","PstI.TP87177",1,2958035,0.760808207481854,0.273217622337684,0.915023572407155,0.0395507969653424
"256","PstI.TP910121",1,2970548,0.309072287497909,0.902594838213627,0.310330238657147,0.148464215528471
"257","NsiI.TP502177",1,2971516,0.168142113549582,0.504625351131082,0.651078938329586,0.17104466428774
"258","PstI.TP740841",1,2979318,0.816341520652612,0.891217833626717,0.210026038574104,0.166173807746749
"259","PstI.TP736503",1,2979376,0.032266241471571,0.00801097371841119,0.381938815534591,0.0412943530863632
"260","NsiI.TP795690",1,2979520,0.313128465862939,0.0639662492047129,0.935252662114007,0.136411655031063
"261","PstI.TP23705",1,2985941,0.625601190832501,0.866933247382073,0.437686991878669,0.0634983356682299
"262","PstI.TP1268585",1,2988383,0.902267860492107,0.817334598946572,0.260689151923123,0.822767665682822
"263","PstI.TP266209",1,3006594,0.027356085515601,0.33044113725019,0.0752044677970928,0.709524561800193
"264","NsiI.TP474256",1,3014149,0.27777313799186,0.779217802715559,0.995815067732254,0.88013650968699
"265","NsiI.TP523557",1,3014710,0.597780486599983,0.741533206646019,0.930335505220491,0.616764591243977
"266","PstI.TP1262838",1,3015902,0.532078696494194,0.755586990340203,0.830108177714618,0.669687083277104
"267","PstI.TP526532",1,3016481,0.384313012686029,0.140108647044425,0.248590355245753,0.759051653848274
"268","PstI.TP362775",1,3016582,0.377164706948294,0.202289383795546,0.393818780229606,0.444557089171377
"269","NsiI.TP307255",1,3020815,0.666760599937403,0.469695376463242,0.472396445376146,0.524796142662685
"270","PstI.TP648800",1,3026447,0.429251084959981,0.469163232771802,0.225918717357416,0.0202488674202109
"271","PstI.TP59735",1,3027630,0.129733247049275,0.0998001716042895,0.491119531598756,0.53653331555327
"272","PstI.TP849876",1,3050119,0.943978345921083,0.984824056245503,0.0920777399269419,0.514462802989875
"273","PstI.TP1268920",1,3050813,0.863767690359792,0.0978846019499342,0.104652974942992,0.332156222578161
"274","NsiI.TP641200",1,3051168,0.595166349883281,0.266840767578063,0.569684979543121,0.778535394640804
