"","SNP","Chromosome","Position","GLM.FD_1","MLM.FD_1","CMLM.FD_1","SUPER.FD_1","rrBLUP.FD_1","Adj.P.GLM.FD_1","Adj.P.MLM.FD_1","Adj.P.CMLM.FD_1","Adj.P.SUPER.FD_1","Adj.P.rrBLUP.FD_1"
"2713","NsiI.TP674601",1,69112506,0.000208183625659925,0.00100055936880824,0.00100055936880824,9.32192589105408e-05,0.128325659868032,0.206236174841333,0.998272869407756,0.998272869407756,0.0333078872828079,1
"3051","NsiI.TP469911",1,72682614,0.00807868787013843,0.0128909002919083,0.0128909002919083,3.74734513362142e-06,0.785407812279622,0.287802258497093,0.998272869407756,0.998272869407756,0.0125068505649936,1
"3079","PstI.TP1004938",1,72895372,0.00886398486495331,0.0269017075788852,0.0269017075788852,6.47987922135478e-07,0.00475768642921883,0.29418788456548,0.998272869407756,0.998272869407756,0.00608675556668668,1
"3455","NsiI.TP528762",1,76435180,0.00772176516769768,0.0109956828710169,0.0109956828710169,1.13399712829971e-06,1,0.283919427130562,0.998272869407756,0.998272869407756,0.00818473767321599,1
"4137","PstI.TP14467",10,3103147,0.00252675292081323,0.0193174010625631,0.0193174010625631,3.91285902524478e-07,0.523453949876977,0.2532929427953,0.998272869407756,0.998272869407756,0.00608675556668668,1
"4303","NsiI.TP237545",10,5377137,0.00102207556493232,0.0325147834033615,0.0325147834033615,1.50273690425522e-05,0.574253507699047,0.218845334492164,0.998272869407756,0.998272869407756,0.0172225686885637,1
"4372","NsiI.TP440694",10,6482395,0.000208984309777611,0.000554504825489638,0.000554504825489638,0.000172353614539281,1,0.206236174841333,0.998272869407756,0.998272869407756,0.0441172402701292,1
"4588","PstI.TP77980",10,10346907,0.00336190734308702,0.108096854171563,0.108096854171563,0.000204125734584395,0.515150852412348,0.2611592778664,0.998272869407756,0.998272869407756,0.0480343085648445,1
"4831","NsiI.TP321836",10,43096218,0.001508655290544,0.000539166860255155,0.000539166860255155,5.57330846998031e-05,0.523978250234141,0.219533677923999,0.998272869407756,0.998272869407756,0.0284747015514474,1
"5086","PstI.TP195926",10,51681294,0.000850976087027291,0.0819061702201992,0.0819061702201992,1.15017208488781e-05,0.784505330628932,0.218845334492164,0.998272869407756,0.998272869407756,0.0171493562298312,1
"5131","NsiI.TP260208",10,52582112,0.00553963439510555,0.158356140224833,0.158356140224833,0.000128404990883967,0.214850611380373,0.272162131287692,0.998272869407756,0.998272869407756,0.0386156609251717,1
"5219","PstI.TP410728",10,54017261,0.00145031194042534,0.0788267263466818,0.0788267263466818,5.49516119886628e-05,0.0972410497853815,0.219533677923999,0.998272869407756,0.998272869407756,0.0284747015514474,1
"5229","NsiI.TP652320",10,54138549,0.00563728813783126,0.00148469625248421,0.00148469625248421,2.16678300672843e-06,0.873170604593885,0.272162131287692,0.998272869407756,0.998272869407756,0.00977435814335195,1
"5702","NsiI.TP627077",10,60121241,0.054601900122958,0.962869364007457,0.962869364007457,0.000192482932421199,0.0548227766597752,0.478358156368307,0.998272869407756,0.998272869407756,0.0461198170036236,1
"6451","PstI.TP100020",11,817,0.00293818945356466,0.11138595415761,0.11138595415761,2.19831804467864e-05,0.864315570475692,0.260716850499016,0.998272869407756,0.998272869407756,0.0225907620059235,1
"6829","PstI.TP158011",11,1295,0.0109519838955177,0.127807998650845,0.127807998650845,8.60039750419183e-05,0.248726853473812,0.306730585415958,0.998272869407756,0.998272869407756,0.033018206928859,1
"6837","PstI.TP159372",11,1308,0.014668581879508,0.0114440740388284,0.0114440740388284,2.58146950519787e-05,0.663224205527874,0.33112616636357,0.998272869407756,0.998272869407756,0.0232900178758952,1
"7021","PstI.TP189070",11,1540,0.0148510808839593,0.0651253221766264,0.0651253221766264,0.000182121345305457,1,0.332241957063169,0.998272869407756,0.998272869407756,0.0452538180365324,1
"7272","PstI.TP225347",11,1850,0.00229943512385841,0.13326523497498,0.13326523497498,6.67591518875584e-05,0.721291015586603,0.247807974325687,0.998272869407756,0.998272869407756,0.0290265575098579,1
"7330","PstI.TP234053",11,1921,0.0180822129062018,0.182331476401364,0.182331476401364,9.69314451831788e-05,0.758980759598924,0.351486630442238,0.998272869407756,0.998272869407756,0.033635211478563,1
"7400","PstI.TP248137",11,2017,0.0330111643809999,0.0130457640400445,0.0130457640400445,8.15734110402225e-05,0.948849257080942,0.411235745197,0.998272869407756,0.998272869407756,0.0319980571480386,1
"7949","PstI.TP344604",11,2716,0.00583727907699016,0.0143276000679534,0.0143276000679534,3.67062871302511e-05,1,0.273267678579458,0.998272869407756,0.998272869407756,0.0278720522712212,1
"8026","PstI.TP355533",11,2805,0.00559882443253783,0.0757443898803237,0.0757443898803237,8.95645297590519e-05,0.80512402050798,0.272162131287692,0.998272869407756,0.998272869407756,0.0333078872828079,1
"8146","PstI.TP377694",11,2955,0.00097005178767053,0.0262682891491144,0.0262682891491144,0.000131956870918933,1,0.218845334492164,0.998272869407756,0.998272869407756,0.0392019485946829,1
"8780","PstI.TP492157",11,3737,0.00282331800927601,0.0439347064388212,0.0439347064388212,6.13883233465731e-05,0.664439204004434,0.260716850499016,0.998272869407756,0.998272869407756,0.0284747015514474,1
"9282","PstI.TP621310",11,4360,0.0183166600070295,0.275685961372968,0.275685961372968,2.25356748008547e-05,0.650712697345624,0.352915977754234,0.998272869407756,0.998272869407756,0.0225907620059235,1
"9342","PstI.TP632245",11,4440,0.0205098857215855,0.0413449947427677,0.0413449947427677,4.53396010408223e-05,0.150913173160725,0.35879625934229,0.998272869407756,0.998272869407756,0.0278720522712212,1
"9409","PstI.TP643842",11,4529,0.00828809333401788,0.0615922633612578,0.0615922633612578,0.000114296263843642,1,0.289620918529715,0.998272869407756,0.998272869407756,0.0365019784919412,1
"9486","PstI.TP662789",11,4624,0.000523862595595282,0.0133864389918661,0.0133864389918661,9.43326462505874e-05,1,0.213109051002796,0.998272869407756,0.998272869407756,0.0333729057995657,1
"9557","PstI.TP681216",11,4720,0.000428521942333568,0.00207349402782851,0.00207349402782851,0.000213184744765972,0.763999098495041,0.206236174841333,0.998272869407756,0.998272869407756,0.049002618274614,1
"9566","PstI.TP684381",11,4732,0.00334157975946967,0.02027490813856,0.02027490813856,0.000155868649211059,0.982414438078732,0.2611592778664,0.998272869407756,0.998272869407756,0.0421059131194316,1
"9572","PstI.TP685319",11,4739,0.00336242270089354,0.0441502809650562,0.0441502809650562,1.34966230708456e-05,0.460799638817518,0.2611592778664,0.998272869407756,0.998272869407756,0.0171493562298312,1
"9583","PstI.TP687504",11,4751,0.0163359886229818,0.215059726972508,0.215059726972508,1.40764626433071e-05,0.41641462848846,0.342070380971898,0.998272869407756,0.998272869407756,0.0171493562298312,1
"9642","PstI.TP698613",11,4826,3.48997479677582e-05,0.00616574179809239,0.00616574179809239,0.000113194761168744,0.59714174422938,0.206236174841333,0.998272869407756,0.998272869407756,0.0365019784919412,1
"9759","PstI.TP719900",11,4970,0.00348626162130595,0.115421014082894,0.115421014082894,8.90464575217568e-05,1,0.261760147977411,0.998272869407756,0.998272869407756,0.0333078872828079,1
"10246","PstI.TP804124",11,5573,0.00198644891956785,0.0465991795123139,0.0465991795123139,0.000156345387885276,0.191201627264518,0.239755747857407,0.998272869407756,0.998272869407756,0.0421059131194316,1
"10434","PstI.TP836762",11,5799,0.000121345702382945,0.0205046109629469,0.0205046109629469,4.75302082160426e-05,1,0.206236174841333,0.998272869407756,0.998272869407756,0.0278720522712212,1
"10732","PstI.TP885027",11,6185,0.00266855041199328,0.04476318226316,0.04476318226316,1.32153284714007e-05,0.600128039845487,0.257493709272763,0.998272869407756,0.998272869407756,0.0171493562298312,1
"10977","PstI.TP926161",11,6485,0.000640688158939761,0.00484396853661826,0.00484396853661826,0.000149749267012737,0.396158085074749,0.214084761850168,0.998272869407756,0.998272869407756,0.0413037678817714,1
"11033","PstI.TP937371",11,6558,0.0217456131871105,0.0426366875774698,0.0426366875774698,2.57584795540363e-05,1,0.364494049557103,0.998272869407756,0.998272869407756,0.0232900178758952,1
"11059","PstI.TP941024",11,6587,0.00301800031588759,0.0440449201134787,0.0440449201134787,3.16836116238748e-05,0.269483241195531,0.260716850499016,0.998272869407756,0.998272869407756,0.0272237661019618,1
"11239","PstI.TP983069",11,6818,0.0562036625861503,0.122603802141985,0.122603802141985,6.09760548996462e-05,0.85409656159807,0.482695784645642,0.998272869407756,0.998272869407756,0.0284747015514474,1
"11287","PstI.TP989816",11,6875,0.00658218458316968,0.0169525153913591,0.0169525153913591,1.89850504986506e-06,1,0.278147397233522,0.998272869407756,0.998272869407756,0.00977435814335195,1
"11478","PstI.TP1027140",11,7140,0.0183152744402777,0.00379722527951695,0.00379722527951695,4.61643630035784e-05,1,0.352915977754234,0.998272869407756,0.998272869407756,0.0278720522712212,1
"12296","PstI.TP1165702",11,8193,0.0022553589764842,0.000508063002290824,0.000508063002290824,1.80005481562822e-07,0.739449522174503,0.247807974325687,0.998272869407756,0.998272869407756,0.00608675556668668,1
"12315","PstI.TP1169376",11,8218,0.0179964437345847,0.0930678075555121,0.0930678075555121,0.000215611768232322,0.643067486468097,0.35095317241746,0.998272869407756,0.998272869407756,0.0492164701854903,1
"12536","PstI.TP1204787",11,8502,0.0107464939265593,0.00626278733708175,0.00626278733708175,3.33499676935491e-06,0.142369954330864,0.305129404265674,0.998272869407756,0.998272869407756,0.0125068505649936,1
"13146","NsiI.TP13900",11,9274,0.00576612169681958,0.0403469828590526,0.0403469828590526,1.19256101562688e-05,0.40203426459356,0.273081102092946,0.998272869407756,0.998272869407756,0.0171493562298312,1
"13555","NsiI.TP63305",11,9874,0.0014580630133321,0.0483873950467619,0.0483873950467619,4.74305519696522e-05,1,0.219533677923999,0.998272869407756,0.998272869407756,0.0278720522712212,1
"13826","NsiI.TP106121",11,10257,0.0196294299533715,0.327588133503289,0.327588133503289,9.30989438981525e-05,0.715996957292762,0.357508185434621,0.998272869407756,0.998272869407756,0.0333078872828079,1
"13900","NsiI.TP115118",11,10361,0.00646386363792826,0.0303764025950799,0.0303764025950799,9.260391690265e-05,0.442246855496168,0.277966854994145,0.998272869407756,0.998272869407756,0.0333078872828079,1
"14163","NsiI.TP146839",11,10736,0.000621537142912559,0.113664612886754,0.113664612886754,7.42992680219839e-05,0.767877341003789,0.213109051002796,0.998272869407756,0.998272869407756,0.0305592224202696,1
"14415","NsiI.TP176915",11,11099,0.00517571911372957,0.119750040226513,0.119750040226513,0.000173045216587542,0.239955902572113,0.268718608630421,0.998272869407756,0.998272869407756,0.0441172402701292,1
"14485","NsiI.TP185826",11,11195,0.0147918595745159,0.0513671024400045,0.0513671024400045,3.71509285677045e-05,0.225607640875595,0.331764218971491,0.998272869407756,0.998272869407756,0.0278720522712212,1
"14677","NsiI.TP208628",11,11458,0.0209046734264783,0.103648762080626,0.103648762080626,0.000120883333214988,0.988805398803278,0.360628295564054,0.998272869407756,0.998272869407756,0.0373822876617319,1
"14820","NsiI.TP225733",11,11660,0.011123196231457,0.00548557502408461,0.00548557502408461,7.41465459798688e-05,0.926710683378167,0.307832749693881,0.998272869407756,0.998272869407756,0.0305592224202696,1
"15072","NsiI.TP257521",11,12015,0.00586312136898105,0.133370400639123,0.133370400639123,4.81731325456363e-05,0.999708850294539,0.273267678579458,0.998272869407756,0.998272869407756,0.0278720522712212,1
"15236","NsiI.TP280339",11,12243,0.022589958218788,0.030431112827056,0.030431112827056,7.59979732439546e-05,1,0.367219104594424,0.998272869407756,0.998272869407756,0.030815897285706,1
"15301","NsiI.TP288843",11,12324,0.0043407698917193,0.0483732346125852,0.0483732346125852,1.18411159677476e-05,0.235607684891765,0.261760147977411,0.998272869407756,0.998272869407756,0.0171493562298312,1
"15508","NsiI.TP318460",11,12617,0.000753216124166596,0.0106941925582278,0.0106941925582278,4.15878427122378e-06,0.879448518820471,0.217456507911393,0.998272869407756,0.998272869407756,0.0125068505649936,1
"15634","NsiI.TP331229",11,12789,0.0949434126662009,0.471111487683106,0.471111487683106,6.57847120102403e-05,1,0.558229672278813,0.998272869407756,0.998272869407756,0.0290265575098579,1
"15747","NsiI.TP346232",11,12936,0.0124713310228348,0.0751230973003833,0.0751230973003833,8.99486962535565e-05,1,0.321484760589856,0.998272869407756,0.998272869407756,0.0333078872828079,1
"16421","NsiI.TP422932",11,13861,0.000733217739361486,0.0137779111560821,0.0137779111560821,3.70147712997888e-05,0.271516075201559,0.217184155066425,0.998272869407756,0.998272869407756,0.0278720522712212,1
"16493","NsiI.TP426523",11,13953,4.55789064412711e-05,0.00256543314520667,0.00256543314520667,4.3556522617595e-05,0.244524778752444,0.206236174841333,0.998272869407756,0.998272869407756,0.0278720522712212,1
"16508","NsiI.TP427131",11,13977,0.00394228606176508,0.0451931684382181,0.0451931684382181,9.58402449641702e-06,1,0.261760147977411,0.998272869407756,0.998272869407756,0.0171493562298312,1
"16617","NsiI.TP433644",11,14118,0.000386483826410435,0.0108168530581544,0.0108168530581544,3.84206088973571e-05,1,0.206236174841333,0.998272869407756,0.998272869407756,0.0278720522712212,1
"16645","NsiI.TP435268",11,14153,0.0036046774403681,0.0210752110482254,0.0210752110482254,0.000173593663222078,0.322479100077635,0.261760147977411,0.998272869407756,0.998272869407756,0.0441172402701292,1
"17068","NsiI.TP469537",11,14750,0.0289796802322698,0.332948955163329,0.332948955163329,9.52507564108641e-05,1,0.396059014404723,0.998272869407756,0.998272869407756,0.0333729057995657,1
"17315","NsiI.TP491951",11,15090,0.0246690702662626,0.187418721363098,0.187418721363098,6.42231177599113e-05,0.130622390865043,0.378189213155856,0.998272869407756,0.998272869407756,0.028971048421496,1
"17387","NsiI.TP496948",11,15185,0.00391256669696189,0.122710696607307,0.122710696607307,1.42562815034066e-05,0.116792435785837,0.261760147977411,0.998272869407756,0.998272869407756,0.0171493562298312,1
"17591","NsiI.TP512263",11,15456,0.00410089882554855,0.234389163937599,0.234389163937599,0.000112070465851976,1,0.261760147977411,0.998272869407756,0.998272869407756,0.0365019784919412,1
"18583","NsiI.TP623388",11,16852,0.12688364289535,0.583005411445464,0.583005411445464,5.80829381993873e-05,0.93112937387531,0.603671742398427,0.998272869407756,0.998272869407756,0.0284747015514474,1
"18673","NsiI.TP631975",11,16977,0.00225374215386284,0.0328816800101378,0.0328816800101378,0.000149933318347153,1,0.247807974325687,0.998272869407756,0.998272869407756,0.0413037678817714,1
"18764","NsiI.TP644167",11,17110,4.20494120978121e-05,0.000644185980840411,0.000644185980840411,5.54000533663837e-06,0.439211060481793,0.206236174841333,0.998272869407756,0.998272869407756,0.0139817613368715,1
"19097","NsiI.TP684422",11,17565,0.000906386586855698,0.0203089281771323,0.0203089281771323,3.60262061542928e-05,0.582467409788312,0.218845334492164,0.998272869407756,0.998272869407756,0.0278720522712212,1
"19142","NsiI.TP689875",11,17622,2.13599231202183e-05,0.000360914578311341,0.000360914578311341,6.7465701249021e-07,1,0.206236174841333,0.998272869407756,0.998272869407756,0.00608675556668668,1
"19148","NsiI.TP690528",11,17631,0.0198233422682127,0.0160279305643222,0.0160279305643222,0.000104656935780298,0.758952092557884,0.357854657137078,0.998272869407756,0.998272869407756,0.0352977523218635,1
"19162","NsiI.TP692508",11,17652,0.00166429704951617,0.0531850035926657,0.0531850035926657,4.1918137132471e-05,0.59542414877664,0.227504363344468,0.998272869407756,0.998272869407756,0.0278720522712212,1
"19185","NsiI.TP694893",11,17684,0.0193444149415904,0.00639389524313243,0.00639389524313243,0.000201110122267867,0.705371640249657,0.356572747855258,0.998272869407756,0.998272869407756,0.0477477769237025,1
"19240","NsiI.TP701971",11,17760,0.000317843210478265,0.00163234476380465,0.00163234476380465,1.7717000111128e-06,0.555884769871437,0.206236174841333,0.998272869407756,0.998272869407756,0.00977435814335195,1
"19531","NsiI.TP738105",11,18171,0.00575845365998515,0.110697256969738,0.110697256969738,0.000182385754147597,0.305603082107298,0.273081102092946,0.998272869407756,0.998272869407756,0.0452538180365324,1
"20567","NsiI.TP797433",2,3066400,0.0816644204176764,0.3075392921674,0.3075392921674,6.26498579090366e-05,1,0.53381632294326,0.998272869407756,0.998272869407756,0.0286190895217888,1
"20829","PstI.TP374085",2,9617733,0.00292884624691257,0.00739140810893044,0.00739140810893044,0.000118339205294496,0.723433015933328,0.260716850499016,0.998272869407756,0.998272869407756,0.0371358716579806,1
"21567","NsiI.TP491655",2,61080220,0.00568797411724598,0.00100536703040333,0.00100536703040333,9.12560866207672e-05,0.954365641941615,0.272162131287692,0.998272869407756,0.998272869407756,0.0333078872828079,1
"21827","PstI.TP742379",2,63540984,0.0018768394773096,0.0445163023918753,0.0445163023918753,0.000157843244751229,1,0.237366577462883,0.998272869407756,0.998272869407756,0.0421944223450545,1
"22341","PstI.TP253737",2,69121109,0.0538310738757882,0.191288370026283,0.191288370026283,5.17464947398532e-05,0.884380692135908,0.476326073417369,0.998272869407756,0.998272869407756,0.0278720522712212,1
"22721","PstI.TP875140",2,72930521,0.0055466344465218,0.0979267606321676,0.0979267606321676,6.76139079920631e-06,0.210826037563734,0.272162131287692,0.998272869407756,0.998272869407756,0.0139817613368715,1
"23154","NsiI.TP152677",3,602439,0.016710613323552,0.0115257176465206,0.0115257176465206,6.56309222094546e-06,0.139872487945446,0.342486794707556,0.998272869407756,0.998272869407756,0.0139817613368715,1
"23284","PstI.TP444619",3,2190567,0.000844869984278492,0.0214757853649637,0.0214757853649637,5.16694119222785e-05,0.173389857131951,0.218845334492164,0.998272869407756,0.998272869407756,0.0278720522712212,1
"23606","GFSSContig16256_300",3,5453936,0.0339463585378772,0.110179939500611,0.110179939500611,8.5720142180812e-05,0.660867838231011,0.414991933236759,0.998272869407756,0.998272869407756,0.033018206928859,1
"23639","PstI.TP1119335",3,6164741,0.00115090073542853,0.00979013302666606,0.00979013302666606,0.000166220796874948,1,0.218845334492164,0.998272869407756,0.998272869407756,0.044069493525052,1
"23754","PstI.TP166748",3,7900736,0.00189177620020455,0.0439658225047675,0.0439658225047675,0.00018391517027778,0.830582441075179,0.237366577462883,0.998272869407756,0.998272869407756,0.0452538180365324,1
"24576","NsiI.TP127103",3,55736173,0.0314209179981734,0.233035630799743,0.233035630799743,0.000192975292827177,1,0.404393041625564,0.998272869407756,0.998272869407756,0.0461198170036236,1
"24685","PstI.TP892247",3,57467578,0.00720312213752061,0.0336360277772237,0.0336360277772237,3.3550350529486e-05,0.888900953623313,0.283474669246285,0.998272869407756,0.998272869407756,0.0278720522712212,1
"24916","PstI.TP136422",3,60253262,0.00119252335069757,0.0620174447902533,0.0620174447902533,0.000135022029459473,0.715004309794067,0.218845334492164,0.998272869407756,0.998272869407756,0.039615243895394,1
"24957","NsiI.TP166838",3,60735782,0.0184340906941175,0.0357675015408132,0.0357675015408132,0.000154278746533845,0.510036831913199,0.35387279281985,0.998272869407756,0.998272869407756,0.0421059131194316,1
"25094","NsiI.TP426936",3,62236290,0.00771673285007579,0.0343982133073575,0.0343982133073575,0.000184335824965924,0.88503435509836,0.283919427130562,0.998272869407756,0.998272869407756,0.0452538180365324,1
"25443","PstI.TP1128716",3,65668248,0.000151943129493828,0.0021961844716841,0.0021961844716841,1.14661942072404e-05,0.961413343102498,0.206236174841333,0.998272869407756,0.998272869407756,0.0171493562298312,1
"25603","PstI.TP318338",3,67023794,0.0057597708702179,0.134064406375682,0.134064406375682,7.45181659549913e-05,1,0.273081102092946,0.998272869407756,0.998272869407756,0.0305592224202696,1
"25905","PstI.TP410209",3,69602329,0.00121040633717849,0.0313810042359912,0.0313810042359912,3.97372779686142e-05,0.75549729830401,0.218845334492164,0.998272869407756,0.998272869407756,0.0278720522712212,1
"25910","PstI.TP168553",3,69628062,0.0182201546086953,0.0114952251310989,0.0114952251310989,8.06837869843406e-05,0.119963203701002,0.352513164409602,0.998272869407756,0.998272869407756,0.0319980571480386,1
"26248","NsiI.TP376338",3,73019311,0.00364558020005177,0.0929925057377532,0.0929925057377532,6.05009565967382e-05,0.976011081291971,0.261760147977411,0.998272869407756,0.998272869407756,0.0284747015514474,1
"26407","PstI.TP1250993",4,666401,0.00769890740028773,0.107067539795699,0.107067539795699,7.44507589289716e-05,0.442831353867775,0.283919427130562,0.998272869407756,0.998272869407756,0.0305592224202696,1
"26462","PstI.TP77040",4,1147463,0.0180690456031779,0.0283269746557253,0.0283269746557253,8.09307549551826e-05,1,0.351486630442238,0.998272869407756,0.998272869407756,0.0319980571480386,1
"26488","PstI.TP1069273",4,1570159,0.00419345524374154,0.0312093204560569,0.0312093204560569,0.000136768767503069,0.804421980615974,0.261760147977411,0.998272869407756,0.998272869407756,0.039804123239119,1
"26501","PstI.TP314326",4,1792445,0.000937961432887743,0.167022221285216,0.167022221285216,0.000204979037879241,0.73184884698858,0.218845334492164,0.998272869407756,0.998272869407756,0.0480343085648445,1
"26693","PstI.TP297382",4,4364885,0.0084787037850974,0.201437036892727,0.201437036892727,1.52716193203846e-05,1,0.290303095063183,0.998272869407756,0.998272869407756,0.0172225686885637,1
"27004","NsiI.TP731097",4,9434143,0.0124580177565486,0.025601987897225,0.025601987897225,0.000177307472017608,0.527123280584104,0.321484760589856,0.998272869407756,0.998272869407756,0.0447459583928073,1
"27114","PstI.TP1155622",4,12369378,0.0785705384818259,0.167933479499116,0.167933479499116,5.9363266741663e-06,1,0.529016427254057,0.998272869407756,0.998272869407756,0.0139817613368715,1
"27161","PstI.TP978122",4,14930204,0.0121553801531889,0.0758916177377582,0.0758916177377582,0.00010398895294807,0.0865284671132658,0.317641824017582,0.998272869407756,0.998272869407756,0.0352977523218635,1
"27592","NsiI.TP597273",4,54884967,0.00437871545910381,0.0783872851024139,0.0783872851024139,5.87493899215413e-05,0.138441022538065,0.261760147977411,0.998272869407756,0.998272869407756,0.0284747015514474,1
"28158","PstI.TP999900",4,61190544,0.00119776775435035,0.0102964613023591,0.0102964613023591,2.32106179160749e-05,1,0.218845334492164,0.998272869407756,0.998272869407756,0.0226385075501435,1
"28370","NsiI.TP418754",4,63031223,0.00635129983332008,0.0663568861712278,0.0663568861712278,0.000123222023097007,0.730470153517107,0.276926954473376,0.998272869407756,0.998272869407756,0.0376483913817859,1
"28410","NsiI.TP205252",4,63574731,0.00872167627795247,0.100955318363507,0.100955318363507,6.15447439872782e-05,0.85453726311458,0.292886656202806,0.998272869407756,0.998272869407756,0.0284747015514474,1
"28837","NsiI.TP120901",4,67265395,0.0595003607132486,0.29825288718801,0.29825288718801,0.000124145382798507,0.573569327727465,0.492410387327806,0.998272869407756,0.998272869407756,0.0376483913817859,1
"28849","NsiI.TP211144",4,67377179,0.0117292642825412,0.0349635471385434,0.0349635471385434,2.52296147613394e-05,0.0542198875829094,0.313982491615307,0.998272869407756,0.998272869407756,0.0232900178758952,1
"29592","NsiI.TP592207",5,59286495,0.077367529962075,0.154799200156828,0.154799200156828,0.00021820647388823,0.233560069775411,0.525931533898292,0.998272869407756,0.998272869407756,0.0492164701854903,1
"29723","PstI.TP719892",5,64652954,0.00026574691555478,0.00193940540805821,0.00193940540805821,0.000121196177577661,1,0.206236174841333,0.998272869407756,0.998272869407756,0.0373822876617319,1
"30421","PstI.TP29028",6,45093133,0.00429771931004639,0.0177743935164342,0.0177743935164342,6.97383351983171e-06,1,0.261760147977411,0.998272869407756,0.998272869407756,0.0139817613368715,1
"30598","PstI.TP41761",6,47799081,0.014901543788333,0.117706091883455,0.117706091883455,3.49420813605606e-05,0.451756830496399,0.332982608194032,0.998272869407756,0.998272869407756,0.0278720522712212,1
"31116","NsiI.TP646964",6,53312727,0.0319091491901288,0.0130092966151475,0.0130092966151475,5.63251220134575e-05,1,0.406903666421685,0.998272869407756,0.998272869407756,0.0284747015514474,1
