"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"36",36,"FD_1","FASTmrMLM","PstI.TP621994",3,74383503,0
"37",37,"FD_1","FASTmrMLM","PstI.TP532669",4,3498516,0
"38",38,"FD_1","FASTmrMLM","NsiI.TP34695",4,6508508,0
"39",39,"FD_1","FASTmrMLM","PstI.TP876839",4,6887064,0
"40",40,"FD_1","FASTmrMLM","GFk45ctg179201_418",4,22559183,0
"41",41,"FD_1","FASTmrMLM","NsiI.TP821811",4,48427329,0
"42",42,"FD_1","FASTmrMLM","NsiI.TP324593",4,54954569,0
"43",43,"FD_1","FASTmrMLM","PstI.TP840334",4,59482155,0
"44",44,"FD_1","FASTmrMLM","NsiI.TP205267",4,64749548,0
"45",45,"FD_1","FASTmrMLM","PstI.TP325669",4,67124681,0
"46",46,"FD_1","FASTmrMLM","PstI.TP1014148",5,51656308,0
"47",47,"FD_1","FASTmrMLM","NsiI.TP245163",5,55180573,0
"48",48,"FD_1","FASTmrMLM","NsiI.TP604676",5,62326679,0
"49",49,"FD_1","FASTmrMLM","PstI.TP133136",5,65324990,0
"50",50,"FD_1","FASTmrMLM","PstI.TP1052140",6,19137861,0
"51",51,"FD_1","FASTmrMLM","NsiI.TP211131",6,32284894,0
"52",52,"FD_1","FASTmrMLM","NsiI.TP825923",6,52448208,0
"53",53,"FD_1","FASTmrMLM","PstI.TP705829",6,58061911,0
"54",54,"FD_1","FASTmrMLM","NsiI.TP188730",7,10813151,0
"55",55,"FD_1","FASTmrMLM","NsiI.TP810192",8,2563502,0
"56",56,"FD_1","FASTmrMLM","PstI.TP1282314",9,15059279,0
"57",57,"FD_1","FASTmrMLM","PstI.TP1192081",9,48933732,0
"58",58,"FD_1","FASTmrMLM","NsiI.TP151058",9,52613984,0
"59",59,"FD_1","FASTmrMLM","NsiI.TP616446",9,56031936,0
"60",60,"FD_1","FASTmrMLM","NsiI.TP422808",10,5343480,0
"61",61,"FD_1","FASTmrMLM","PstI.TP1264238",10,5451657,0
"62",62,"FD_1","FASTmrMLM","PstI.TP1256552",10,47768031,0
"63",63,"FD_1","FASTmrMLM","PstI.TP125419",10,50424324,0
"64",64,"FD_1","FASTmrMLM","PstI.TP271541",10,56172761,0
"65",65,"FD_1","FASTmrMLM","PstI.TP68941",11,572,0
"66",66,"FD_1","FASTmrMLM","PstI.TP108730",11,899,0
"67",67,"FD_1","FASTmrMLM","PstI.TP113541",11,940,0
"68",68,"FD_1","FASTmrMLM","PstI.TP118441",11,979,0
"69",69,"FD_1","FASTmrMLM","PstI.TP151071",11,1250,0
"70",70,"FD_1","FASTmrMLM","PstI.TP187918",11,1532,0
"71",71,"FD_1","FASTmrMLM","PstI.TP201653",11,1648,0
"72",72,"FD_1","FASTmrMLM","PstI.TP393010",11,3057,0
"73",73,"FD_1","FASTmrMLM","PstI.TP434247",11,3327,0
"74",74,"FD_1","FASTmrMLM","PstI.TP478815",11,3634,0
"75",75,"FD_1","FASTmrMLM","PstI.TP511612",11,3858,0
"76",76,"FD_1","FASTmrMLM","PstI.TP607350",11,4289,0
"77",77,"FD_1","FASTmrMLM","PstI.TP607810",11,4293,0
"78",78,"FD_1","FASTmrMLM","PstI.TP720017",11,4972,0
"79",79,"FD_1","FASTmrMLM","PstI.TP873716",11,6094,0
"80",80,"FD_1","FASTmrMLM","PstI.TP874146",11,6098,0
"81",81,"FD_1","FASTmrMLM","PstI.TP897332",11,6254,0
"82",82,"FD_1","FASTmrMLM","PstI.TP1009395",11,6997,0
"83",83,"FD_1","FASTmrMLM","PstI.TP1018027",11,7068,0
"84",84,"FD_1","FASTmrMLM","PstI.TP1020545",11,7078,0
"85",85,"FD_1","FASTmrMLM","PstI.TP1046468",11,7261,0
"86",86,"FD_1","FASTmrMLM","PstI.TP1072724",11,7481,0
"87",87,"FD_1","FASTmrMLM","PstI.TP1075605",11,7505,0
"88",88,"FD_1","FASTmrMLM","PstI.TP1159423",11,8140,0
"89",89,"FD_1","FASTmrMLM","PstI.TP1177996",11,8302,0
"90",90,"FD_1","FASTmrMLM","PstI.TP1186542",11,8386,0
"91",91,"FD_1","FASTmrMLM","NsiI.TP16847",11,9317,0
"92",92,"FD_1","FASTmrMLM","NsiI.TP59023",11,9822,0
"93",93,"FD_1","FASTmrMLM","NsiI.TP59527",11,9833,0
"94",94,"FD_1","FASTmrMLM","NsiI.TP130730",11,10568,0
"95",95,"FD_1","FASTmrMLM","NsiI.TP245890",11,11906,0
"96",96,"FD_1","FASTmrMLM","NsiI.TP302373",11,12421,0
"97",97,"FD_1","FASTmrMLM","NsiI.TP309926",11,12517,0
"98",98,"FD_1","FASTmrMLM","NsiI.TP393109",11,13472,0
"99",99,"FD_1","FASTmrMLM","NsiI.TP416911",11,13756,0
"100",100,"FD_1","FASTmrMLM","NsiI.TP420914",11,13804,0
"101",101,"FD_1","FASTmrMLM","NsiI.TP434835",11,14151,0
"102",102,"FD_1","FASTmrMLM","NsiI.TP491839",11,15088,0
"103",103,"FD_1","FASTmrMLM","NsiI.TP492468",11,15095,0
"104",104,"FD_1","FASTmrMLM","NsiI.TP495572",11,15165,0
"105",105,"FD_1","FASTmrMLM","NsiI.TP557880",11,16037,0
"106",106,"FD_1","FASTmrMLM","NsiI.TP573662",11,16226,0
"107",107,"FD_1","FASTmrMLM","NsiI.TP646295",11,17132,0
"108",108,"FD_1","FASTmrMLM","NsiI.TP654668",11,17191,0
"109",109,"FD_1","FASTmrMLM","NsiI.TP685658",11,17582,0
"110",110,"FD_1","FASTmrMLM","NsiI.TP704103",11,17785,0
"111",111,"FD_1","FASTmrMLM","NsiI.TP705689",11,17810,0
"112",112,"FD_1","FASTmrMLM","NsiI.TP767179",11,18585,0
"113",113,"FD_1","FASTmrMLM","NsiI.TP784220",11,18785,0
"114",114,"FD_1","FASTmrMLM","NsiI.TP792425",11,18843,0
"115",115,"FD_1","FASTmrMLM","NsiI.TP832142",11,19332,0
"116",116,"FD_1","pLARmEB","NsiI.TP30868",1,51136397,0.000129717927098396
"117",117,"FD_1","pLARmEB","PstI.TP1052140",6,19137861,0.000137214497657306
"118",118,"FD_1","pLARmEB","PstI.TP434247",11,3327,0.0000115931111574165
"119",119,"FD_1","pLARmEB","PstI.TP874146",11,6098,0.00000236428594240175
"120",120,"FD_1","pLARmEB","PstI.TP1020545",11,7078,0.00000170372697651327
"121",121,"FD_1","pLARmEB","NsiI.TP491839",11,15088,0.000015363847933316
"122",122,"FD_1","ISIS EM-BLASSO","PstI.TP1020545",11,7078,0.0000021359938601898
"123",123,"FD_1","FarmCPU","NsiI.TP789014",1,28276920,0.00000000619587041299633
"124",124,"FD_1","FarmCPU","PstI.TP477722",1,65237049,0.00000000020052112398313
"125",125,"FD_1","FarmCPU","PstI.TP114049",3,56021694,0.000000664326720520351
"126",126,"FD_1","FarmCPU","NsiI.TP321836",10,43096218,0.00000000230403005422075
"127",127,"FD_1","FarmCPU","PstI.TP189070",11,1540,0.000000397024056518782
