"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"12","Trait27","FASTmrMLM","PstI.TP511612","11","3858","-6.0336e-05","9.3603","10.2848","0.0013","0.4649","A","",""
"12","Trait27","FASTmrMLM","PstI.TP614183","11","4326","-2e-04","4.2561","5.02","0.0163","0.136","A","",""
"12","Trait27","FASTmrMLM","PstI.TP897332","11","6254","2e-04","6.5612","7.4125","0.0032","0.0921","G","",""
"12","Trait27","FASTmrMLM","PstI.TP955372","11","6663","0.0011","6.8932","7.7546","0.1259","0.1579","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP49937","11","9724","-0.0013","21.2889","Inf","0.1274","0.1184","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP59527","11","9833","0.0016","6.0583","6.8933","0.9099","0.2807","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP109257","11","10284","2e-04","10.8082","11.7627","0.0015","0.0482","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP243305","11","11873","0.0011","3.371","4.0889","0.4046","0.2237","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP434835","11","14151","0.0019","10.4786","11.4266","0.8685","0.3289","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP460338","11","14623","0.0012","7.0571","7.9233","0.5107","0.4079","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP495572","11","15165","8e-04","3.8673","4.6122","0.2329","0.3333","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP675599","11","17442","-0.0014","13.3865","14.3864","0.3558","0.2675","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP680098","11","17503","-2e-04","19.8929","Inf","0.0145","0.1754","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP685658","11","17582","5e-04","4.0482","4.8021","0.009","0.0351","A","",""
"12","Trait27","FASTmrMLM","NsiI.TP705689","11","17810","0.0012","10.1423","11.0835","0.0894","0.1184","C","",""
"12","Trait27","FASTmrMLM","NsiI.TP767179","11","18585","7e-04","4.85","5.64","0.167","0.2412","A","",""
