"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"11","Trait26","FASTmrMLM","NsiI.TP616446","9","56031936","-0.0033","27.9802","Inf","0.3634","0.4781","C","",""
"11","Trait26","FASTmrMLM","PstI.TP442690","9","56608067","-0.0012","38.2206","Inf","0.0099","0.0307","A","",""
"11","Trait26","FASTmrMLM","PstI.TP132767","9","59409499","-0.0016","15.6082","Inf","0","0.2719","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP610495","10","2254926","-0.0038","36.7963","Inf","0.0546","0.0395","A","",""
"11","Trait26","FASTmrMLM","PstI.TP1264238","10","5451657","0.005","48.3592","Inf","0.1239","0.0526","C","",""
"11","Trait26","FASTmrMLM","PstI.TP1256552","10","47768031","-0.001","55.8076","Inf","0.0313","0.193","C","",""
"11","Trait26","FASTmrMLM","PstI.TP125419","10","50424324","-0.0077","24.13","Inf","0.6871","0.2237","G","",""
"11","Trait26","FASTmrMLM","PstI.TP68941","11","572","-9.1003e-05","5.0674","5.8662","6.0136e-05","0.0877","A","",""
"11","Trait26","FASTmrMLM","PstI.TP108730","11","899","-9e-04","8.2718","9.1707","0.0167","0.2632","G","",""
"11","Trait26","FASTmrMLM","PstI.TP113541","11","940","0.0035","14.2913","15.3525","0.0311","0.0395","A","",""
"11","Trait26","FASTmrMLM","PstI.TP118441","11","979","-8e-04","26.487","Inf","0.0022","0.0395","G","",""
"11","Trait26","FASTmrMLM","PstI.TP125992","11","1054","-7e-04","33.6051","Inf","0.0042","0.5","C","",""
"11","Trait26","FASTmrMLM","PstI.TP151071","11","1250","-0.0018","41.57","Inf","0.0158","0.1447","G","",""
"11","Trait26","FASTmrMLM","PstI.TP163230","11","1342","-0.0029","48.8428","Inf","0.1502","0.0921","C","",""
"11","Trait26","FASTmrMLM","PstI.TP201653","11","1648","-9e-04","22.6432","Inf","0","0.0263","A","",""
"11","Trait26","FASTmrMLM","PstI.TP434247","11","3327","0.0031","9.1318","10.0512","0.2074","0.2544","C","",""
"11","Trait26","FASTmrMLM","PstI.TP437620","11","3351","0.0014","31.992","Inf","0.0758","0.3246","C","",""
"11","Trait26","FASTmrMLM","PstI.TP693499","11","4804","-0.0023","38.2617","Inf","0.0373","0.1184","A","",""
"11","Trait26","FASTmrMLM","PstI.TP874146","11","6098","0.0062","64.3307","Inf","0.4889","0.057","A","",""
"11","Trait26","FASTmrMLM","PstI.TP1018027","11","7068","0.002","18.5456","Inf","0.0982","0.1184","A","",""
"11","Trait26","FASTmrMLM","PstI.TP1020545","11","7078","0.0055","11.6905","12.6614","1.0168","0.4956","A","",""
"11","Trait26","FASTmrMLM","PstI.TP1046468","11","7261","-4e-04","3.8249","4.5676","0.0026","0.1053","A","",""
"11","Trait26","FASTmrMLM","PstI.TP1186542","11","8386","0.0022","36.2849","Inf","0.0127","0.0351","G","",""
"11","Trait26","FASTmrMLM","NsiI.TP16847","11","9317","-0.0033","45.3827","Inf","0.3879","0.3596","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP49937","11","9724","-0.0041","33.4524","Inf","0.1213","0.1184","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP59023","11","9822","0.004","53.1627","Inf","0.2807","0.307","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP59527","11","9833","0.0026","43.9691","Inf","0.2516","0.2807","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP109257","11","10284","0.0014","11.0883","12.0481","0.0049","0.0482","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP174329","11","11057","-0.0037","36.2253","Inf","0.2838","0.2807","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP243305","11","11873","0.0059","60.5017","Inf","1.0965","0.2237","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP276353","11","12193","0.0048","6.8752","7.736","0.4671","0.3026","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP281659","11","12260","3e-04","5.0654","5.8641","0.0034","0.4781","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP327219","11","12721","-0.001","32.4092","Inf","0.0263","0.1535","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP388598","11","13416","0.0014","9.6278","10.5582","0.0048","0.0395","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP420914","11","13804","-0.0035","28.748","Inf","0.0305","0.1184","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP434835","11","14151","0.0051","37.6069","Inf","0.623","0.3289","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP460338","11","14623","0.0033","5.7278","6.5514","0.383","0.4079","A","",""
"11","Trait26","FASTmrMLM","NsiI.TP492468","11","15095","-0.0022","13.302","14.3014","0.1239","0.1447","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP495572","11","15165","0.0024","12.042","13.0191","0.2011","0.3333","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP538891","11","15779","-0.0052","32.585","Inf","0.1678","0.0833","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP573662","11","16226","-1e-04","14.1365","15.1764","0","0.0526","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP641194","11","17072","-0.001","4.4105","5.1815","0.0107","0.4781","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP654668","11","17191","0.0011","69.6914","Inf","0.0395","0.2982","G","",""
"11","Trait26","FASTmrMLM","NsiI.TP705689","11","17810","0.0048","19.8541","Inf","0.1435","0.1184","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP769469","11","18608","0.0024","24.7622","Inf","0.117","0.1053","C","",""
"11","Trait26","FASTmrMLM","NsiI.TP784220","11","18785","0.0028","5.8321","6.6594","0.1021","0.0877","C","",""
