"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"14","Trait29","FASTmrMLM","PstI.TP223028","8","3037045","0.0016","19.6992","Inf","0.0758","0.1009","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP383484","9","6111601","0.0037","29.3879","Inf","0.4338","0.3158","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP151058","9","52613984","8e-04","9.9025","10.8387","0","0.0351","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP616446","9","56031936","-0.0021","15.7316","Inf","0.2389","0.4781","C","",""
"14","Trait29","FASTmrMLM","PstI.TP125419","10","50424324","-0.0065","15.8905","Inf","0.7942","0.2237","G","",""
"14","Trait29","FASTmrMLM","PstI.TP248498","10","57422064","-0.001","6.8213","7.6805","0.0107","0.0219","A","",""
"14","Trait29","FASTmrMLM","PstI.TP978427","10","60874497","-0.0016","8.0288","8.9215","0.0052","0.0219","A","",""
"14","Trait29","FASTmrMLM","PstI.TP11248","11","90","0.0014","7.0774","7.9442","0.0042","0.0175","C","",""
"14","Trait29","FASTmrMLM","PstI.TP108730","11","899","-2e-04","8.7924","9.7039","0.001","0.2632","G","",""
"14","Trait29","FASTmrMLM","PstI.TP118441","11","979","-0.0014","26.0042","Inf","0.0124","0.0395","G","",""
"14","Trait29","FASTmrMLM","PstI.TP151071","11","1250","-0.0019","10.9485","11.9057","0.0283","0.1447","G","",""
"14","Trait29","FASTmrMLM","PstI.TP181122","11","1484","2e-04","4.7833","5.5705","0.0022","0.3114","C","",""
"14","Trait29","FASTmrMLM","PstI.TP187918","11","1532","8e-04","9.7342","10.6669","0.04","0.386","G","",""
"14","Trait29","FASTmrMLM","PstI.TP199807","11","1626","-0.0032","4.4994","5.2744","0.2148","0.1316","C","",""
"14","Trait29","FASTmrMLM","PstI.TP393010","11","3057","-0.0015","11.9884","12.9647","0.0047","0.0351","A","",""
"14","Trait29","FASTmrMLM","PstI.TP434247","11","3327","6e-04","23.3059","Inf","0.0113","0.2544","C","",""
"14","Trait29","FASTmrMLM","PstI.TP437620","11","3351","0.0017","8.317","9.217","0.1794","0.3246","C","",""
"14","Trait29","FASTmrMLM","PstI.TP511612","11","3858","7e-04","14.0299","15.0515","0.0248","0.4649","A","",""
"14","Trait29","FASTmrMLM","PstI.TP614183","11","4326","-7e-04","3.8656","4.6104","0.0222","0.136","A","",""
"14","Trait29","FASTmrMLM","PstI.TP874146","11","6098","0.003","4.4234","5.195","0.1862","0.057","A","",""
"14","Trait29","FASTmrMLM","PstI.TP895159","11","6243","0.0012","26.0864","Inf","0.0143","0.1623","C","",""
"14","Trait29","FASTmrMLM","PstI.TP1018027","11","7068","0.0036","14.8917","15.9546","0.499","0.1184","A","",""
"14","Trait29","FASTmrMLM","PstI.TP1020545","11","7078","0.0065","37.7125","Inf","2.2981","0.4956","A","",""
"14","Trait29","FASTmrMLM","PstI.TP1159423","11","8140","6e-04","19.2909","Inf","0.0217","0.3991","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP16847","11","9317","-0.0037","27.0051","Inf","0.7821","0.3596","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP59023","11","9822","0.0033","6.2285","7.0691","0.3098","0.307","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP59527","11","9833","-1e-04","3.7559","4.495","6e-04","0.2807","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP130730","11","10568","0.0013","12.6234","13.6102","0.0645","0.1053","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP243305","11","11873","0.0031","31.9738","Inf","0.4776","0.2237","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP245890","11","11906","-0.0037","18.2008","Inf","0.7884","0.4781","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP276353","11","12193","0.0025","21.2018","Inf","0.1974","0.3026","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP420914","11","13804","-0.0028","7.143","8.0117","0.0323","0.1184","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP434835","11","14151","0.0044","19.8836","Inf","0.7686","0.3289","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP460338","11","14623","0.0024","55.3109","Inf","0.3228","0.4079","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP492468","11","15095","-0.0011","10.0238","10.9626","0.0455","0.1447","C","",""
"14","Trait29","FASTmrMLM","NsiI.TP535138","11","15754","-0.0023","20.3444","Inf","0.0321","0.0482","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP654668","11","17191","4e-04","25.8179","Inf","0.0087","0.2982","G","",""
"14","Trait29","FASTmrMLM","NsiI.TP767179","11","18585","1e-04","3.0591","3.7581","7e-04","0.2412","A","",""
"14","Trait29","FASTmrMLM","NsiI.TP784220","11","18785","4e-04","3.6602","4.3942","0.0036","0.0877","C","",""
