"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","rrBLUP.CmDW_g","rrBLUP.Cml_cm","rrBLUP.CmD_BI_mm","rrBLUP.CmD_LI_mm","rrBLUP.CmN.","rrBLUP.Bcirc_cm","rrBLUP.Yld_kg","rrBLUP.SDW_kg","rrBLUP.CCirc_cm","rrBLUP.Lg","rrBLUP.GS","rrBLUP.FD","rrBLUP.SRD","rrBLUP.ADD"
"813","PstI.TP1294018",1,2280325,0.0948328140979437,0.0513057159993402,0.00652698785337894,0.324657295848918,0.77100343385557,0.0492770203437072,0.112924457788313,0.111941101345122,0.27840188258407,0.247473613611465,0.153103474732093,0.10459402198384,0.0225512386368901,1.22603844281702,0.803835506959979,0.888575396459356,0.985083426016299,0.473524772559299,0.169432440380396,0.892735858985024,0.771037573504167,0.772785382497355,0.526742204999571,0.56562212149465,0.702904826266138,0.785970015235238,0.949398981247888,0.0594239555475214
"1675","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2483","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1438","PstI.TP441536",1,2816855,0.415636877352825,0.126898297848614,1.01801374263245,0.781791192858338,0.335386015333042,0.229411277757338,0.0476260668048072,0.107696869330617,0.029560294790481,0.41663084779939,0.549569618650839,0.0144153096324666,0.107557736727912,0.0871680535223931,0.384028205261034,0.746623580650149,0.0959370273125031,0.165275624617196,0.461970224410838,0.589642423115403,0.896136018235041,0.780374609592081,0.934199660684663,0.383150284351574,0.282117730402907,0.967352348522634,0.780624654086737,0.818148138286463
"465","PstI.TP1085601",1,2820903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1582","PstI.TP525202",1,2884119,0.514627177058044,0.540556209972486,0.318615441602516,0.621209671441761,0.0258396539140629,0.496799722443603,0.439563397074617,0.548004559898426,0.148142600205161,0.417879102229663,2.0427560220837,0.223604838765617,0.472187388119332,0.219934701746574,0.305754475623086,0.288034022826879,0.480158430387573,0.239216057513523,0.942237416263899,0.318566627252293,0.363443246260997,0.283136226760189,0.710980025666359,0.382050610295106,0.00906241566229882,0.597578771653261,0.337141808304667,0.602650190602575
"790","PstI.TP1268585",1,2988383,0.12634451916799,0.0282602840336067,0.147657077906494,0.606914416190926,0.292233373309171,0.0869344537126141,0.286217868991201,0.245962852237477,0.561205026879142,0.56854501034213,0.534009426394345,1.12537279728413,0.00132868124097423,1.50737365218171,0.747576224442571,0.937000269859932,0.711775314807928,0.247221128086729,0.510230747730184,0.818588324995246,0.51734723344905,0.567593152914454,0.274659720087206,0.27005672066494,0.292408890958517,0.0749250778240357,0.996945273581338,0.031090402737055
"1723","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2232","PstI.TP849876",1,3050119,1.04292725398797,0.41835570226648,0.84155707045851,0.69656570819259,0.523430790964205,0.414999562011921,1.01620457787001,0.466599121874363,1.01650720041908,0.129358369952392,1.79882586330179,0.0329835591654817,0.4947317252944,1.36157207532461,0.0905884327332726,0.381631573287441,0.144026673295365,0.20111028979178,0.299618902615188,0.384592169908216,0.0963375111214168,0.341507997183298,0.0962704051614439,0.742406268260933,0.0158918382726897,0.926864910502987,0.320087175870431,0.0434938572423106
"979","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,1.10017509435888,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0794008050228138,1,1,1,1,1
"1766","PstI.TP626124",1,3342723,0.525929217678067,0.375798577380997,0.151876596603436,0.308743315900276,0.5269426178575,0.0569470749058988,0.114232272427189,0.133290925823669,0.194630767230919,0.115587549435675,0.108311563326703,0.635481530796748,0.583090346637649,1.64079640272811,0.297900191450669,0.420921803588681,0.704893333713672,0.491198106622006,0.297205869578628,0.877107702951319,0.768719198520219,0.73571409115225,0.638806362081946,0.766324041307383,0.77927086019369,0.231482662635048,0.261161800084703,0.0228667054338951
"421","PstI.TP1059573",1,3357749,0.258779369564271,0.704891016366177,0.0488777078180335,0.602078280150326,0.911277910517033,0.98688344607212,0.378266007231788,0.321691841149881,0.321024331283086,0.173780716683205,0.351204483530202,0.983915722016775,0.106482981497036,0.575669640865396,0.551087589014971,0.197291776605451,0.893557063395741,0.249989472329234,0.122665402856915,0.103066268777406,0.418537130805682,0.476769164081833,0.47750252090131,0.670222931951736,0.445446464676125,0.103772977524319,0.782558870249036,0.265662563560141
"172","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"744","PstI.TP1244443",1,3397749,0.484111450638018,0.436845754496313,0.0336213911769862,0.395125173734381,0.268913107834255,0.125826022151115,0.4031893431224,0.306679906279499,0.928347922256817,0.168589789717061,0.0994228233170331,0.699379509652081,0.497457953912578,0.377749157055916,0.328011106599703,0.365724660562388,0.92550465790397,0.40260097866904,0.538377488481603,0.748469276357182,0.395194286232087,0.493537428256236,0.117937543513382,0.678281872265451,0.795384597494882,0.199811504714779,0.318084162563187,0.419035524800195
"672","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2016","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1953","PstI.TP726521",1,3535515,0.112926431426479,0.114247404957467,0.0681247536465664,0.103023823443381,0.127228602129737,0.0690868117363398,0.116091789924879,0.149242322210766,0.233544351266231,0.147082956509056,0.235576058277525,0.0162929525834208,0.127513426931131,0.641127380334461,0.771034069555146,0.768692413782282,0.854821125212673,0.788816845484829,0.746055949197492,0.852929603675277,0.765434812018317,0.709181957057979,0.584057558591467,0.712716877921558,0.581331614405989,0.963179093670503,0.745566821241899,0.228492852627084
"1317","PstI.TP374511",1,3576636,0.658109104832467,0.931676433922232,0.238095885685518,0.466203852808992,0.808421295921538,0.621844568429626,0.880234619151034,0.949334782595205,0.569929780287291,1.27714602541161,0.495803908426964,2.18708808688437,1.30603631882513,0.854469433013116,0.21973077888316,0.117037103767165,0.577968426587632,0.341818958984469,0.155445696835069,0.238866602018373,0.131754476831206,0.112373838894221,0.269197002493176,0.0528267599359577,0.319297921577468,0.00649997839504814,0.0494269350903834,0.139807531271822
"788","PstI.TP1267977",1,3576713,0.229919552420887,0.00262403327354533,0.281433115082316,0.103382275418633,0.081544946113202,0.224765283008815,0.299128683565482,0.151319540260956,0.28909004044702,0.200004721831885,0.0568759442975219,0.263223928451314,0.14431412854813,0.674818751715145,0.588952741324302,0.993976156637792,0.523078518367755,0.788166051351154,0.828810136408363,0.595984159626014,0.502193765021732,0.705798059093166,0.513937088122773,0.630950484484417,0.877251371168594,0.545476533060785,0.717275292845116,0.211437126658595
"582","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2471","PstI.TP961085",1,3705536,0.499802960588298,0.104005253260978,0.28363287970765,0.574242878144427,1.35193355968266,0.975326566332789,0.790113341194997,0.895797328612328,0.738431430706963,1.96496380928169,0.10313554433673,0.705355826924151,0.279744981861516,0.406313502649383,0.316371271109781,0.787036269583512,0.52043574836036,0.266536764719054,0.0444699294357654,0.105845752214896,0.162138689624068,0.127116718000628,0.182628507231229,0.0108401724380842,0.788613950923485,0.197080734907632,0.52511571819223,0.392361600441021
"995","PstI.TP21889",1,3705780,0.970500789759365,0.584310855712104,0.579258714251399,1.44306136966935,1.06400189252412,0.25050394678579,0.343390516097984,0.539817038803571,0.562682694744368,0.0642650690745072,0.184792063514146,0.047378561879859,0.0189064015897599,0.17559984075771,0.107028443661006,0.260428880641198,0.263476136038137,0.0360527693655235,0.0862974787175422,0.561689173807884,0.453533617379778,0.288524675462178,0.273726790500903,0.862451994607935,0.653443340847706,0.89664687273741,0.957400386369368,0.667421448581136
"414","PstI.TP1053336",1,3955998,0.350724700647048,0.0320213902381542,0.454939640306772,0.608551134825313,0.418226381838931,0.215516888460843,0.321551832354893,0.0858980590659374,0.501672589479367,0.801104428424279,0.893949481773647,0.0336233255489421,0.0117205291001435,0.145002582243674,0.445938839534176,0.928920633670607,0.350800626003742,0.246291183229193,0.381745229133709,0.608811870361912,0.476922890734821,0.820544126141871,0.315012226665423,0.158086786545574,0.127658729601977,0.925500535663548,0.973373393442962,0.716139152154442
"2326","PstI.TP891020",1,4033768,0.882713460855091,1.15745094704846,0.811542637525705,0.589804877286967,0.440090407236858,0.716911224371426,0.830351852191881,0.712003333905885,0.455396112195085,0.0554870751183264,0.114954295523042,0.0942323021361908,0.339688086116015,1.3560551080662,0.131004598106139,0.0695903551590214,0.154332489760173,0.257155088674711,0.363002480548654,0.19190609824342,0.147791054479299,0.194087097824157,0.350432105319179,0.880061302485081,0.767442249542961,0.804947763140859,0.457416592044557,0.0440498964600807
"321","PstI.TP1007615",1,4064445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1768","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"846","PstI.TP140451",1,4460094,0.350444865546518,0.0710666615683792,0.21338474759933,0.255398353032843,0.107752810910592,0.209457911179721,0.651849193041034,0.438668020913268,1.23959364571057,0.932462793284848,0.236562559046169,0.0871696629517279,0.704126227446893,0.386611024370342,0.446226270200391,0.849050140987841,0.611808142115447,0.555394592452416,0.780274095818727,0.617365119751095,0.222920909850799,0.364193322804038,0.0575978608504295,0.116825381177976,0.580012617121667,0.818145106359444,0.197639511849416,0.410571666660298
"1371","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"148","NsiI.TP468762",1,4620729,0.108184816397061,0.118561056516912,0.648008105887414,0.103544964488236,0.471856034115313,0.0466776097500263,0.236771078459369,0.264990407068156,0.144999339716421,0.194407561158038,0.0913404525879495,0.811693372453511,0.772917985985713,1.97595019154731,0.779498320148236,0.761095130774302,0.22490126287579,0.787870855365827,0.337399135810747,0.898095231028223,0.579734200366131,0.54326233123265,0.716144499008899,0.639134761618668,0.810325577522458,0.154278933334692,0.168687155129931,0.0105693872066285
"1163","PstI.TP307588",1,4762662,0.743663154207044,0.218354346444042,0.286400292893496,0.573351588194141,0.475296896392169,0.248268644933999,0.708273567555793,0.400232840386304,1.07610987980354,0.722514138946604,0.0252336217471878,0.0822232290988567,0.083445501647234,0.107563155806012,0.180441673292092,0.604847170798829,0.517129969158086,0.267084332065302,0.33473652525539,0.564587625390838,0.195761116115518,0.397893788650062,0.0839247623630728,0.189446183701116,0.943553170455712,0.827516707484735,0.825191029806813,0.780614913600152
"2383","PstI.TP920636",1,4777048,0.307075853139524,0.427970657819508,0.0110223186198256,0.360086005785398,0.506521392216445,0.201868455184631,0.554012441935976,0.960760186491272,0.599379927336485,0.141630692656006,0.229523341208153,0.554148863306068,0.278824365357047,0.441800246083078,0.493087674574452,0.373275376498552,0.974939533779081,0.436429395107333,0.311514744813473,0.628248622189305,0.279246383986628,0.109456060595571,0.251547538927326,0.721720942077536,0.589490293988716,0.279158680381706,0.526230038006267,0.361576131482158
"2448","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1857","PstI.TP683907",1,4900973,0.752594654996402,0.40873228379288,0.623657141815975,0.572279594111238,0.528401925240089,1.20274837348288,1.14234549568749,1.27191429330334,0.957644522420455,1.01457837105659,0.351162264077131,0.0251154749716698,1.10475281761034,0.0901428762122274,0.176768690629268,0.390182436364149,0.237871744817336,0.267744406019018,0.29620888049977,0.0626977024594553,0.0720534042352496,0.0534669864459554,0.110244130770636,0.0966989211873405,0.44548977036167,0.943809892412847,0.0785682685344061,0.812563151394132
"1367","PstI.TP402429",1,4990016,0.348802245296633,0.442410194397077,0.268555213503681,0.380661625088788,0.289952379434698,0.201290457110787,0.331514625625239,0.399883500856659,0.654269570694847,2.17334324179152,0.722247290492373,0.282370492902389,0.421454186165689,0.00914656417096186,0.447917215522315,0.361068669467473,0.538821338619432,0.416234788123328,0.512917622532438,0.629085308485265,0.466106730779288,0.398213976804556,0.221681999151585,0.00670898403188032,0.189562623024256,0.521950727321864,0.378918503848607,0.979159486351871
"527","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1858","PstI.TP684655",1,5379329,0.150086426994145,0.116654506362545,0.50992419500548,0.130965555967916,0.255957562957836,0.173278765472802,0.00589124428570957,0.0377454127700362,0.140247252980269,0.550591966525524,0.822650037053547,0.271511496827961,0.0211694940622244,0.0671876898771823,0.707804913290959,0.764443678479133,0.309083488278065,0.739663935711611,0.554679910802291,0.670998013641888,0.98652649996358,0.916757744056029,0.724023640832663,0.281454394208496,0.150435371530284,0.535165986442498,0.952424384528903,0.85666753756907
"80","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2465","PstI.TP9547",1,5534818,0.515882761711717,0.0173589126256445,0.556349943331817,0.0947348499701497,0.726110264339313,0.558069091997774,0.426440902275517,0.175524339758606,0.452302695545075,0.236778608293916,0.436057101842605,0.375042600040515,0.764391922507348,0.699268729599024,0.304871788340513,0.960817904457651,0.277747434840186,0.80401684918235,0.187883973194044,0.276650148711372,0.374592517196102,0.667537488201066,0.352937093157167,0.579724148972551,0.366389397924287,0.421655141155176,0.172031540157545,0.199862479234088
"1509","PstI.TP476949",1,5536792,0.00540305723560377,0.00223690111557169,0.16545898450256,0.330108311790372,0.0413693451210295,0.664820035157545,0.0756974429973096,0.0866179933159978,0.158864249369458,0.574309866056033,0.291721529184771,0.387902441933095,0.328678647662147,0.059511562396418,0.98763607024395,0.994862586716548,0.683189236467087,0.46761850403799,0.909139767150787,0.216361490617651,0.840045011195895,0.819185028849185,0.693642589116006,0.266495655828557,0.510832442151441,0.409352604632152,0.469160404808561,0.871943686871076
"1127","PstI.TP291849",1,5571398,0.234416287841446,0.0967378451825506,0.0253590669012671,0.0751080795183091,0.781337150559174,0.358930329612693,0.11549010928118,0.0704003095425798,0.167535827090769,0.264287052556301,0.183240549304602,0.125684518726022,0.513321258155403,0.317375017850054,0.582886117814199,0.800317207726147,0.943280666233827,0.841185776178037,0.165448505850053,0.437592298957486,0.766495996313578,0.850353865911458,0.679929951919179,0.544142875682552,0.655781937753147,0.74871318510256,0.306675259789944,0.481531810266633
"1842","PstI.TP677745",1,5751851,0.353250506047854,0.32899473645603,0.44981264488023,0.375189570285679,0.00617497376783265,0.528752532400449,0.374499566329401,0.414608985386825,0.085954404309483,0.435868659269598,0.201622106690638,0.748307162441752,0.213252302814659,0.273537133887244,0.443352839150548,0.46881906408438,0.354966489143432,0.421512472349961,0.985882201563723,0.295969846734254,0.42218270062714,0.384938203035782,0.820437675884025,0.366548410633506,0.628605090005233,0.178522449668607,0.611994750875332,0.532675676509197
"1973","PstI.TP739422",1,5776555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1902","PstI.TP705967",1,5858828,0.15917262466172,0.10367403296684,0.364041427294186,0.184697529698587,0.461637776574074,0.0408061332520878,0.0732558509093695,0.17491672019782,0.23337061436647,1.0851101654913,0.300362451422684,0.0284426921071372,0.449033313719071,0.206627278371912,0.693150235836661,0.787636741906428,0.432472575564586,0.653585592749123,0.345431726642937,0.910319543751734,0.844781022416138,0.668472090705758,0.58429125405192,0.0822034101873386,0.500769129663953,0.936606802908458,0.355604039964371,0.621402107194645
"762","PstI.TP1252197",1,5912854,1.72058449554727,1.80421514703259,1.21902928021037,1.1778448814702,1.58507754417087,0.549535277477413,0.72234117040217,1.06688204120966,0.491944685971803,0.746219432189901,1.45908531605436,0.856184197008699,1.14506803952139,0.44288592464299,0.0190289797717736,0.0156958504813669,0.0603907912426129,0.0663980184256259,0.0259969534078518,0.282140039313939,0.189521650367757,0.0857270657025567,0.322147906966413,0.179382704645539,0.0347467895547383,0.139256604963137,0.0716031223113527,0.360673368010801
"594","PstI.TP116123",1,5967108,0.641493622288786,0.437123100334359,0.385952360448008,0.714224173859151,0.196506984356625,0.0664276460572897,0.527092028021195,0.697097721792124,0.81786814998949,1.45797875395788,1.38818766558657,0.304029133489673,0.357069179967239,0.411290137416216,0.228300245083258,0.365491178822089,0.411194824286025,0.193097133213032,0.636052575709496,0.858168074567345,0.297103639543632,0.200864079198353,0.152100923176257,0.034835435639989,0.0409083849862031,0.496559009993188,0.439471605216405,0.387891142492359
"2121","PstI.TP804275",1,5979740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1578","PstI.TP523933",1,6018181,2.85803422351786,1.21710519378057,2.45456478879472,1.45635544718309,2.00085201529914,0.739108418814475,1.57089726925497,1.62174745337775,1.71891860485554,0.320619302891081,0.906994074920858,0.410615464214565,2.68496288446493,0.294548528686222,0.00138664655326528,0.0606589385149087,0.00351103542381296,0.0349658872495951,0.00998040085418992,0.182344043535855,0.0268597972903728,0.0238920022306388,0.0191021123536928,0.477948053365816,0.123881348754614,0.388494196755109,0.00206555667420655,0.507518025070704
"1942","PstI.TP722242",1,6187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160","NsiI.TP488601",1,6409370,1.15374382311349,1.54428791980961,0.485239589667688,1.04792992794642,1.36236153290404,0.829274002205088,0.776676389714731,0.843661873807064,0.620796911350146,0.348531847516891,0.819769778089277,0.0500148993939599,0.531876854856673,0.309795875825104,0.0701869187269661,0.0285569670338316,0.327160158808736,0.0895509241503508,0.0434148662184539,0.148158303962823,0.167233627517506,0.14333033838697,0.239443520173652,0.448196181840462,0.151436380834063,0.891220362403184,0.293848274700623,0.490009076026512
"340","PstI.TP1015835",1,6514843,0.561863924758162,0.427485008062573,0.856880858151069,0.407141373066188,0.364722976719777,0.772878746759338,0.267965131154611,0.265967844791473,0.142354547023161,0.805127770077599,0.184923465203417,0.155936433287133,0.482857250369352,0.708764671653798,0.274243330975867,0.373693025121777,0.139033399512764,0.391614376668392,0.431794417567672,0.168702396982585,0.539553940743851,0.542041021689462,0.720519025519932,0.156629019742882,0.653245662603738,0.69833461027359,0.328959739927889,0.195539872803961
"1645","PstI.TP547229",1,6574881,0.742693259990726,1.1950645856389,0.537909109251466,0.523097485487912,1.41713714990661,0.0156556412468325,0.26621111274198,0.18247971814336,0.118496031466742,0.3900301872673,0.355770629556653,0.414513812979265,0.0431619039594763,0.276898492952509,0.180845097487395,0.0638168574577069,0.289795001789306,0.299848937663462,0.0382703866606594,0.964593561500771,0.541737485056794,0.656931794935081,0.761209094815504,0.407351962293642,0.440787601793281,0.385022568625406,0.905395008849535,0.528568778987017
"533","PstI.TP1129801",1,6608649,0.0706006633178468,0.0285057102133068,0.019531828162395,0.20051372338324,0.074587591113183,0.219685887977815,0.713917129230397,0.431124363474256,0.258082558995431,0.245632168923644,0.0122017631762502,0.0734340664803289,0.135611264434126,0.153455404290306,0.849961661263267,0.936470906857864,0.956022628372021,0.630211431462799,0.842194515472292,0.602995556784383,0.193233700458763,0.370574589781056,0.551972499824465,0.568025497943255,0.972295412863397,0.844434432135779,0.731793816659292,0.702335459642167
"1086","PstI.TP272307",1,6679965,0.26646210912375,0.151477163736797,0.3334768077362,0.305501227982975,0.10809855221976,0.123003385574316,0.0827428259711159,0.0730031850992482,0.174804536863848,0.157620242386359,0.234976962264948,0.142300526072507,0.378333075255869,0.13327065791505,0.541424483466017,0.705541942191589,0.464005568220526,0.494878711631285,0.779653167752285,0.753349690918353,0.826527245267594,0.845272645940051,0.668644787153312,0.695632329477089,0.582134097038175,0.720608654896373,0.41847250117719,0.735748426688488
"2212","PstI.TP841428",1,6731433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"548","PstI.TP1136661",1,6752030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1449","PstI.TP444825",1,6930877,0.0512292208410524,0.0178189863162803,0.339155761496178,0.00349491975032324,0.222406319593854,0.459648844594481,0.0356031102801292,0.109960453368815,0.197529343984061,0.0338178428470769,0.0436573904590854,0.6913426093091,0.613036022863635,2.13615413213551,0.888731920902886,0.95980059247883,0.457977601711371,0.991984943120598,0.599230182880394,0.347017323179047,0.921291129648378,0.776317804508509,0.634557024405453,0.925086103611084,0.904362632870638,0.203543571521582,0.24376086208083,0.00730879646539088
"1684","PstI.TP572285",1,6947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
