"","SNP","Chromosome","Position","GLM.GFW_50.","MLM.GFW_50.","CMLM.GFW_50.","SUPER.GFW_50.","rrBLUP.GFW_50","Adj.P.GLM.GFW_50.","Adj.P.MLM.GFW_50.","Adj.P.CMLM.GFW_50.","Adj.P.SUPER.GFW_50.","Adj.P.rrBLUP.GFW_50"
"4303","NsiI.TP237545",10,5377137,0.000756862210687394,0.0169366077861751,0.0169366077861751,5.02025422422189e-05,0.457705089933395,0.201494265504442,0.999458702373626,0.999458702373626,0.0244825587086108,1
"4343","NsiI.TP433359",10,6012505,0.00226687984176021,0.017068897719563,0.017068897719563,2.04544689969808e-06,1,0.247900484028614,0.999458702373626,0.999458702373626,0.00872651638517363,1
"4565","PstI.TP1104477",10,9762760,0.0223920631133908,0.200536071015034,0.200536071015034,0.00014382709973894,0.476557806229747,0.389859286174583,0.999458702373626,0.999458702373626,0.0339243946103194,1
"4588","PstI.TP77980",10,10346907,0.00514241959308252,0.106157826702613,0.106157826702613,6.41373802896309e-05,0.540253621865487,0.275763651759464,0.999458702373626,0.999458702373626,0.0252967597107587,1
"4831","NsiI.TP321836",10,43096218,0.00140039791711604,0.00072590329616561,0.00072590329616561,2.29566309198078e-05,0.421012735959963,0.234415505567326,0.944948972113653,0.944948972113653,0.0197362016102818,1
"5020","NsiI.TP631772",10,49543233,0.00490109916269407,0.0132511819144986,0.0132511819144986,0.000207366929885944,1,0.273771140846453,0.999458702373626,0.999458702373626,0.0412148505588933,1
"5086","PstI.TP195926",10,51681294,0.00117392907703047,0.0735093587036663,0.0735093587036663,1.68855789547154e-05,0.887843694073781,0.228428589350979,0.999458702373626,0.999458702373626,0.0190427116661803,1
"5131","NsiI.TP260208",10,52582112,0.00988315493160287,0.181849084239509,0.181849084239509,0.000183110352708575,0.172395633013299,0.315767730268658,0.999458702373626,0.999458702373626,0.0389351322654405,1
"5182","PstI.TP84709",10,53386370,0.0130403852986509,0.25505466252197,0.25505466252197,9.31763981946141e-05,0.549223597885812,0.337348691510906,0.999458702373626,0.999458702373626,0.0276981705595904,1
"5219","PstI.TP410728",10,54017261,0.00197750000411197,0.0756154471023533,0.0756154471023533,8.39488505748907e-05,0.124856531533064,0.236969303432432,0.999458702373626,0.999458702373626,0.0266021537989753,1
"5702","NsiI.TP627077",10,60121241,0.0740977803282746,0.953042153716721,0.953042153716721,0.000277607016643194,0.042245383662636,0.54769230224754,0.999458702373626,0.999458702373626,0.0491092255716646,1
"5731","PstI.TP347117",10,60460469,0.00388869348369059,0.0209816538936528,0.0209816538936528,9.07474261890689e-05,0.212494808926326,0.271789173280894,0.999458702373626,0.999458702373626,0.0276981705595904,1
"6451","PstI.TP100020",11,817,0.0032468736366782,0.0983253386609649,0.0983253386609649,0.000119455919492869,0.972476799358851,0.262854145718742,0.999458702373626,0.999458702373626,0.0314278956589566,1
"6640","PstI.TP125644",11,1050,0.0274703385545561,0.235279548969106,0.235279548969106,0.000264946442491175,0.861716438258124,0.413579298188077,0.999458702373626,0.999458702373626,0.0483511787329441,1
"7052","PstI.TP192620",11,1575,0.0213004845558803,0.151432490201302,0.151432490201302,0.00026207030903607,1,0.38715018080825,0.999458702373626,0.999458702373626,0.0482530271045597,1
"7272","PstI.TP225347",11,1850,0.00227890035495273,0.107496999316425,0.107496999316425,9.36371316856025e-05,0.70001974832523,0.248462102747837,0.999458702373626,0.999458702373626,0.0276981705595904,1
"7330","PstI.TP234053",11,1921,0.0153733610358741,0.111485636834521,0.111485636834521,0.000165910898487164,0.719973425321861,0.354727527533647,0.999458702373626,0.999458702373626,0.0374212031537798,1
"7400","PstI.TP248137",11,2017,0.0310670230148155,0.015718752413718,0.015718752413718,0.000151864002303666,0.833946663535668,0.425845531000933,0.999458702373626,0.999458702373626,0.0350874921371109,1
"7433","PstI.TP253210",11,2060,0.145751157205587,0.956524933572507,0.956524933572507,0.000283130748503221,1,0.659679171634125,0.999458702373626,0.999458702373626,0.0493648685261394,1
"8097","PstI.TP366962",11,2898,0.00321769498546065,0.145735571381941,0.145735571381941,0.000142027183765173,0.631328451942262,0.262854145718742,0.999458702373626,0.999458702373626,0.0337202434718261,1
"8698","PstI.TP480563",11,3643,0.0980723405941736,0.25467569010459,0.25467569010459,0.000240709870636934,0.105548311457588,0.594922155743837,0.999458702373626,0.999458702373626,0.0458284612681986,1
"8780","PstI.TP492157",11,3737,0.00567488436680627,0.0589987370321513,0.0589987370321513,1.14308645638772e-05,0.700806519703435,0.280424161171106,0.999458702373626,0.999458702373626,0.0186001653906222,1
"9022","PstI.TP543485",11,4036,0.0972743110184309,0.149841167675221,0.149841167675221,1.62987176487141e-05,1,0.592889536114424,0.999458702373626,0.999458702373626,0.018973810403445,1
"9168","PstI.TP588590",11,4212,0.010606662257233,0.141318170222182,0.141318170222182,0.000293408471881404,0.249573805393467,0.321388100368618,0.999458702373626,0.999458702373626,0.0495914839400203,1
"9169","PstI.TP588782",11,4213,0.0450151853904719,0.11113389502843,0.11113389502843,7.22717013851331e-05,1,0.471692221362181,0.999458702373626,0.999458702373626,0.0255700113684969,1
"9221","PstI.TP605931",11,4284,0.0070251108364402,0.0419488385032342,0.0419488385032342,0.000120179827115274,1,0.292232857818795,0.999458702373626,0.999458702373626,0.0314278956589566,1
"9486","PstI.TP662789",11,4624,0.000736155906857623,0.0147115012863424,0.0147115012863424,0.000101618278901662,1,0.201494265504442,0.999458702373626,0.999458702373626,0.0288755940866392,1
"9566","PstI.TP684381",11,4732,0.00252820017862483,0.0130456831846609,0.0130456831846609,8.15953443037599e-05,0.975313946501474,0.250366401990299,0.999458702373626,0.999458702373626,0.0264558054108622,1
"9572","PstI.TP685319",11,4739,0.00812192040438975,0.0703322798921733,0.0703322798921733,2.16247021469362e-05,0.635192340802677,0.302772393832413,0.999458702373626,0.999458702373626,0.0195098062769658,1
"9583","PstI.TP687504",11,4751,0.020550190155086,0.195345554564213,0.195345554564213,4.04790153978794e-06,0.364193733515238,0.383438711386876,0.999458702373626,0.999458702373626,0.0104343336262762,1
"9759","PstI.TP719900",11,4970,0.00327397520760701,0.089136570763259,0.089136570763259,0.000274879214977054,1,0.262854145718742,0.999458702373626,0.999458702373626,0.0491092255716646,1
"10187","PstI.TP795437",11,5502,0.00243043237466631,0.0784392847856379,0.0784392847856379,0.000195439839415544,0.620632748624497,0.249097226716923,0.999458702373626,0.999458702373626,0.0399036170369161,1
"10246","PstI.TP804124",11,5573,0.00217731443091446,0.0409142108701344,0.0409142108701344,0.00024128263248054,0.205228558250018,0.246317115942347,0.999458702373626,0.999458702373626,0.0458284612681986,1
"10434","PstI.TP836762",11,5799,0.000125230407876876,0.017213526903361,0.017213526903361,3.59259761274253e-06,1,0.198256856740054,0.999458702373626,0.999458702373626,0.00997305097297326,1
"10977","PstI.TP926161",11,6485,0.00150269477963697,0.00912065199616229,0.00912065199616229,7.56157745697846e-06,0.338647929078294,0.234415505567326,0.999458702373626,0.999458702373626,0.0151601226259688,1
"11059","PstI.TP941024",11,6587,0.005022052551008,0.0492863652110274,0.0492863652110274,1.41273626937568e-05,0.436330853742959,0.273771140846453,0.999458702373626,0.999458702373626,0.0188786082160444,1
"11204","PstI.TP976336",11,6774,0.195835610951013,0.100405476480008,0.100405476480008,0.00012660684669414,0.994699186254099,0.705955002297489,0.999458702373626,0.999458702373626,0.0314994831710186,1
"11287","PstI.TP989816",11,6875,0.0113608854936434,0.0213903211905837,0.0213903211905837,8.81708149358825e-07,1,0.324901401549466,0.999458702373626,0.999458702373626,0.00872651638517363,1
"11317","PstI.TP996140",11,6915,0.0258405799683423,0.0713764625178457,0.0713764625178457,2.39638634066919e-05,1,0.403520056208367,0.999458702373626,0.999458702373626,0.0197362016102818,1
"11478","PstI.TP1027140",11,7140,0.0229624456664548,0.00609281701251469,0.00609281701251469,7.54342759010656e-05,1,0.39329318424823,0.999458702373626,0.999458702373626,0.0257643981601954,1
"11689","PstI.TP1063157",11,7405,0.0208757159670943,0.0742322537179727,0.0742322537179727,0.000290301342540281,0.606520150999715,0.384958016259836,0.999458702373626,0.999458702373626,0.0495914839400203,1
"11810","PstI.TP1082638",11,7557,0.00189449367313588,0.0566238560346798,0.0566238560346798,8.59351013323578e-05,0.609923348339938,0.236569161509092,0.999458702373626,0.999458702373626,0.0267347063524321,1
"11960","PstI.TP1106131",11,7749,0.275475023557038,0.504883806030773,0.504883806030773,6.56006578266904e-05,1,0.770493176744818,0.999458702373626,0.999458702373626,0.0252967597107587,1
"12296","PstI.TP1165702",11,8193,0.0015341863761412,0.000430103866252186,0.000430103866252186,2.41812136587609e-06,0.670246965660685,0.234415505567326,0.944948972113653,0.944948972113653,0.00872651638517363,1
"12325","PstI.TP1171017",11,8229,0.0147519857086682,0.168731968974212,0.168731968974212,0.000148686346660494,0.651666635433467,0.348866094531073,0.999458702373626,0.999458702373626,0.0346180185695736,1
"12451","PstI.TP1188882",11,8398,0.0524009148038798,0.180027408176359,0.180027408176359,5.39400942174225e-05,0.784387796545806,0.495607139261033,0.999458702373626,0.999458702373626,0.0252967597107587,1
"12536","PstI.TP1204787",11,8502,0.00793558172574559,0.00507324311187356,0.00507324311187356,3.01168238736157e-05,0.13803352466535,0.302087841053488,0.999458702373626,0.999458702373626,0.0217371187990209,1
"12685","PstI.TP1231139",11,8679,0.109185757332709,0.327679361937752,0.327679361937752,4.35021831814263e-05,0.430649955098427,0.611519238664506,0.999458702373626,0.999458702373626,0.0233068906253178,1
"12922","PstI.TP1273314",11,8970,0.00158773481949363,0.0125630832413594,0.0125630832413594,3.33218728705787e-05,0.859712674614522,0.234415505567326,0.999458702373626,0.999458702373626,0.0219794985451522,1
"13064","NsiI.TP568",11,9143,0.145850204096101,0.391791786888102,0.391791786888102,0.000183039174956215,0.490299852592341,0.659698760784741,0.999458702373626,0.999458702373626,0.0389351322654405,1
"13146","NsiI.TP13900",11,9274,0.0100583897375984,0.0657505820383127,0.0657505820383127,0.000127210867212971,0.259745495308491,0.316459014466525,0.999458702373626,0.999458702373626,0.0314994831710186,1
"13490","NsiI.TP56325",11,9785,0.158595673544591,0.55446491771198,0.55446491771198,8.08326319512104e-06,0.674726831516403,0.670148585017546,0.999458702373626,0.999458702373626,0.0153530948518699,1
"13555","NsiI.TP63305",11,9874,0.00172226632508445,0.0451283768110916,0.0451283768110916,0.00011192870631175,1,0.234415505567326,0.999458702373626,0.999458702373626,0.0301439041296898,1
"13745","NsiI.TP91546",11,10135,0.0195231399751169,0.0520113999596071,0.0520113999596071,8.97194592389049e-06,1,0.377621719928742,0.999458702373626,0.999458702373626,0.0154611739037162,1
"13848","NsiI.TP110016",11,10292,5.54562829939677e-05,0.00194738947384301,0.00194738947384301,0.000180410169114331,1,0.198256856740054,0.944948972113653,0.944948972113653,0.0389351322654405,1
"13866","NsiI.TP111245",11,10315,0.00240012587607359,0.00967577223765557,0.00967577223765557,0.000136334514937547,0.43454299936833,0.249097226716923,0.999458702373626,0.999458702373626,0.0325951230434286,1
"14094","NsiI.TP135373",11,10639,0.0277833800757899,0.107889924550693,0.107889924550693,2.82698345213922e-05,0.288391042225983,0.414831038549899,0.999458702373626,0.999458702373626,0.0215355505738469,1
"14163","NsiI.TP146839",11,10736,0.00151152204780357,0.14753752311106,0.14753752311106,6.84505099301918e-05,0.78706980405535,0.234415505567326,0.999458702373626,0.999458702373626,0.0252967597107587,1
"14399","NsiI.TP175409",11,11076,0.0303937048544296,0.235877700953793,0.235877700953793,0.000106724265260278,0.554167386999892,0.42534681760387,0.999458702373626,0.999458702373626,0.0291777673084312,1
"14485","NsiI.TP185826",11,11195,0.0165526508609596,0.0644880202472238,0.0644880202472238,0.000269104047988802,0.277904784688602,0.358473772637879,0.999458702373626,0.999458702373626,0.0485571344190994,1
"14675","NsiI.TP208538",11,11454,0.0039520831281224,0.0165539028382872,0.0165539028382872,0.000156991481025575,0.700820212099129,0.271789173280894,0.999458702373626,0.999458702373626,0.0358576491598161,1
"14677","NsiI.TP208628",11,11458,0.0382723182198239,0.147347267778234,0.147347267778234,0.000249340663117697,0.875411285506168,0.452097309056917,0.999458702373626,0.999458702373626,0.0467021891738073,1
"14686","NsiI.TP210502",11,11473,0.00708995050436573,0.13243096256914,0.13243096256914,0.000105627217115168,0.874383283096396,0.292232857818795,0.999458702373626,0.999458702373626,0.0290982825286426,1
"15072","NsiI.TP257521",11,12015,0.0081633102194341,0.119072813740707,0.119072813740707,1.56938108645902e-05,0.955099113506972,0.302772393832413,0.999458702373626,0.999458702373626,0.0188786082160444,1
"15301","NsiI.TP288843",11,12324,0.00781712036377182,0.0591429077708286,0.0591429077708286,1.51958704756549e-05,0.204213784527871,0.301715764371976,0.999458702373626,0.999458702373626,0.0188786082160444,1
"15508","NsiI.TP318460",11,12617,0.00118655587662059,0.0115791641857918,0.0115791641857918,2.16627061757947e-06,0.916903816551541,0.228428589350979,0.999458702373626,0.999458702373626,0.00872651638517363,1
"15634","NsiI.TP331229",11,12789,0.0619234952722387,0.278943282331789,0.278943282331789,0.000162406317606254,1,0.518009990121593,0.999458702373626,0.999458702373626,0.0368611269797138,1
"15876","NsiI.TP361679",11,13117,0.00678663911415551,0.00676621773436158,0.00676621773436158,0.000104917948151284,0.97989614223633,0.291530779914531,0.999458702373626,0.999458702373626,0.0290982825286426,1
"16094","NsiI.TP388882",11,13419,0.0243963879906045,0.0980587499682837,0.0980587499682837,0.000259189933967876,0.0198420935928423,0.398334240399304,0.999458702373626,0.999458702373626,0.0482146718403748,1
"16493","NsiI.TP426523",11,13953,0.000158628925910232,0.0047441943715514,0.0047441943715514,6.45533712497874e-06,0.235939173745759,0.198256856740054,0.999458702373626,0.999458702373626,0.0137035415391902,1
"16508","NsiI.TP427131",11,13977,0.00560733675011894,0.0502464154406817,0.0502464154406817,2.90788640989828e-05,1,0.280424161171106,0.999458702373626,0.999458702373626,0.0215355505738469,1
"16617","NsiI.TP433644",11,14118,0.000417905593133443,0.00813194088823747,0.00813194088823747,5.87264536370825e-05,1,0.198256856740054,0.999458702373626,0.999458702373626,0.0252967597107587,1
"16775","NsiI.TP442306",11,14326,0.0247645424311999,0.0569083915157521,0.0569083915157521,0.000261724911143446,0.821829325643355,0.400324460169893,0.999458702373626,0.999458702373626,0.0482530271045597,1
"16830","NsiI.TP446772",11,14403,0.00342176258961908,0.177038518225908,0.177038518225908,0.00010009136893724,0.0783329071001254,0.26481569154932,0.999458702373626,0.999458702373626,0.0288755940866392,1
"17315","NsiI.TP491951",11,15090,0.04735195306701,0.256740659569572,0.256740659569572,1.9958962605137e-05,0.119561871435891,0.479422884502433,0.999458702373626,0.999458702373626,0.0194670011484915,1
"17591","NsiI.TP512263",11,15456,0.00733632118963558,0.253846774411139,0.253846774411139,8.47718822567655e-05,1,0.295686045704207,0.999458702373626,0.999458702373626,0.0266021537989753,1
"18259","NsiI.TP586741",11,16408,0.0428625379397614,0.336069606816516,0.336069606816516,7.75537078695904e-05,0.720988791105625,0.463715896332947,0.999458702373626,0.999458702373626,0.0259144278666461,1
"18329","NsiI.TP593990",11,16509,0.00567345299222669,0.12867622519407,0.12867622519407,3.71711970381768e-05,0.769856295894238,0.280424161171106,0.999458702373626,0.999458702373626,0.0227361721815885,1
"18436","NsiI.TP609527",11,16653,0.14290505693639,0.415623967612223,0.415623967612223,0.000293253671579804,0.346415529829211,0.65604346708058,0.999458702373626,0.999458702373626,0.0495914839400203,1
"18583","NsiI.TP623388",11,16852,0.158676381125822,0.530281671264593,0.530281671264593,1.90821175187999e-05,0.90779943353956,0.670148585017546,0.999458702373626,0.999458702373626,0.0194670011484915,1
"18764","NsiI.TP644167",11,17110,6.46689248268528e-05,0.00103285496308473,0.00103285496308473,1.98049957552615e-05,0.298488578603586,0.198256856740054,0.944948972113653,0.944948972113653,0.0194670011484915,1
"18915","NsiI.TP668625",11,17330,0.0593652738927138,0.0218142084536046,0.0218142084536046,0.000125733458332283,1,0.512039675965644,0.999458702373626,0.999458702373626,0.0314994831710186,1
"18961","NsiI.TP671476",11,17388,0.0140430225853671,0.200201245858454,0.200201245858454,5.93845532882738e-05,0.723770206677211,0.346046727696475,0.999458702373626,0.999458702373626,0.0252967597107587,1
"19097","NsiI.TP684422",11,17565,0.00138528136383668,0.0187994318762915,0.0187994318762915,2.0643365078405e-05,0.486013881727381,0.233607634851113,0.999458702373626,0.999458702373626,0.0195098062769658,1
"19142","NsiI.TP689875",11,17622,3.77840134876995e-05,0.00048506396584679,0.00048506396584679,1.69989496042557e-07,1,0.198256856740054,0.944948972113653,0.944948972113653,0.0061345809331838,1
"19185","NsiI.TP694893",11,17684,0.00934975300690056,0.00355261506062524,0.00355261506062524,9.06988952570127e-05,0.879892587342693,0.314973314650963,0.956766957521221,0.956766957521221,0.0276981705595904,1
"19240","NsiI.TP701971",11,17760,0.0002823744941249,0.00111933472198598,0.00111933472198598,1.43067763249958e-05,0.708691837142381,0.198256856740054,0.944948972113653,0.944948972113653,0.0188786082160444,1
"19995","NsiI.TP792021",11,18837,0.0864524917027061,0.570745629824769,0.570745629824769,0.000117357678378749,1,0.570255125461057,0.999458702373626,0.999458702373626,0.0311412051274433,1
"20525","NsiI.TP575555",2,2228424,0.0258403906512562,0.33315820282513,0.33315820282513,0.000102539875166659,0.979331138222151,0.403520056208367,0.999458702373626,0.999458702373626,0.0289098360547999,1
"20549","NsiI.TP571744",2,2865326,0.0436213410870649,0.0456929728859092,0.0456929728859092,6.02761724616651e-05,0.23292110979331,0.467312761651854,0.999458702373626,0.999458702373626,0.0252967597107587,1
"20567","NsiI.TP797433",2,3066400,0.0801333771772669,0.246771835878854,0.246771835878854,0.000288180997826267,1,0.558488473459484,0.999458702373626,0.999458702373626,0.0495232183312111,1
"20826","PstI.TP1065484",2,9592436,0.0172902756056467,0.0647893283216795,0.0647893283216795,5.47397458179201e-05,0.672678864481411,0.364023509262059,0.999458702373626,0.999458702373626,0.0252967597107587,1
"21525","PstI.TP359942",2,60451936,0.0808961045055334,0.414898182473552,0.414898182473552,0.000108882594045636,0.21062300317967,0.559486800421198,0.999458702373626,0.999458702373626,0.0295440229617963,1
"21561","NsiI.TP25459",2,61014638,0.142187671816036,0.493954262388454,0.493954262388454,0.000100915686284094,1,0.654916234907097,0.999458702373626,0.999458702373626,0.0288755940866392,1
"21581","NsiI.TP494603",2,61270017,0.0163273327217704,0.163306583394321,0.163306583394321,0.000128374661600237,0.398776134732261,0.356944624429104,0.999458702373626,0.999458702373626,0.0315155427743493,1
"21775","NsiI.TP210176",2,63098520,0.00344004067546673,0.00969553004506664,0.00969553004506664,8.06115613542103e-05,0.791739579048409,0.26481569154932,0.999458702373626,0.999458702373626,0.0264558054108622,1
"22012","NsiI.TP406742",2,65617730,0.015061662848943,0.264105797211239,0.264105797211239,4.52393125756529e-05,1,0.351841505094924,0.999458702373626,0.999458702373626,0.0233068906253178,1
"22341","PstI.TP253737",2,69121109,0.0603350116773118,0.186728002542979,0.186728002542979,1.2369872793586e-05,0.946397893238847,0.514903910405669,0.999458702373626,0.999458702373626,0.0186001653906222,1
"22721","PstI.TP875140",2,72930521,0.00963076144436283,0.0976786627601457,0.0976786627601457,1.54410147739008e-06,0.397957355203358,0.315099099776839,0.999458702373626,0.999458702373626,0.00872651638517363,1
"23154","NsiI.TP152677",3,602439,0.014246489919307,0.013108103145406,0.013108103145406,9.73118347739015e-05,0.100048012163579,0.346046727696475,0.999458702373626,0.999458702373626,0.028551134092037,1
"23284","PstI.TP444619",3,2190567,0.00096127462358667,0.014452247491462,0.014452247491462,2.29807514602982e-06,0.212636468299378,0.222797983803056,0.999458702373626,0.999458702373626,0.00872651638517363,1
"23427","NsiI.TP493151",3,3481929,0.00146171719451384,0.0205974762262306,0.0205974762262306,0.000152647313941654,1,0.234415505567326,0.999458702373626,0.999458702373626,0.0350874921371109,1
"23443","PstI.TP1168316",3,3573386,0.0196486877166397,0.0530141543183271,0.0530141543183271,4.11702593476225e-05,0.816075532255796,0.377861870719728,0.999458702373626,0.999458702373626,0.0233068906253178,1
"23606","GFSSContig16256_300",3,5453936,0.0386595700052315,0.101095785379647,0.101095785379647,0.000176178246820453,0.639094170494885,0.452822642761699,0.999458702373626,0.999458702373626,0.0389351322654405,1
"23754","PstI.TP166748",3,7900736,0.00293961088134235,0.0474769515223825,0.0474769515223825,9.9723731771406e-07,0.737376467411779,0.260238703277073,0.999458702373626,0.999458702373626,0.00872651638517363,1
"23988","PstI.TP1217016",3,11532831,0.362695147033384,0.40091588522857,0.40091588522857,0.00019083695303918,0.409804650373933,0.823140239716692,0.999458702373626,0.999458702373626,0.0393538512073024,1
"23997","PstI.TP697323",3,11724725,0.0484492024952383,0.619847689548787,0.619847689548787,0.000116580379695074,1,0.482326846799492,0.999458702373626,0.999458702373626,0.0311412051274433,1
"24032","PstI.TP302826",3,12312514,0.12372585752026,0.261851443269802,0.261851443269802,0.000135043339757693,1,0.62840816953341,0.999458702373626,0.999458702373626,0.0325951230434286,1
"24339","NsiI.TP101439",3,50050903,0.013542364628894,0.156137283820036,0.156137283820036,0.000280531496990675,0.00643893977291417,0.342899995921457,0.999458702373626,0.999458702373626,0.0493648685261394,1
"24576","NsiI.TP127103",3,55736173,0.0416295736933955,0.209981413144875,0.209981413144875,0.000185883302778936,1,0.460009779669485,0.999458702373626,0.999458702373626,0.0389351322654405,1
"24631","PstI.TP827342",3,56694405,0.174320174150296,0.362722235483617,0.362722235483617,6.14910570121391e-05,0.408947226684097,0.682899093002158,0.999458702373626,0.999458702373626,0.0252967597107587,1
