"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"46",46,"MLM","GS","PstI.TP914537",10,57752412,0.000000562324992740641
"47",47,"MLM","GS","PstI.TP925206",10,58730377,0.00000081389244121419
"48",48,"MLM","GS","PstI.TP48643",11,411,0.0000000190250751256514
"49",49,"MLM","GS","PstI.TP103677",11,848,0.00000094660326695831
"50",50,"MLM","GS","PstI.TP530069",11,3952,0.0000000692114227187601
"51",51,"MLM","GS","PstI.TP700800",11,4849,0.000000653340567194993
"52",52,"MLM","GS","PstI.TP716571",11,4957,0.000000220972556582631
"53",53,"MLM","GS","PstI.TP863191",11,6019,0.000000144669561504962
"54",54,"MLM","GS","PstI.TP1031387",11,7167,0.0000000580777104583645
"55",55,"MLM","GS","NsiI.TP73196",11,9976,0.00000000168677200245178
"56",56,"MLM","GS","NsiI.TP90756",11,10130,0.000000712233187024887
"57",57,"MLM","GS","NsiI.TP149692",11,10781,0.000000330744115133028
"58",58,"MLM","GS","NsiI.TP251198",11,11959,0.000000711338489972039
"59",59,"MLM","GS","NsiI.TP353473",11,13012,0.000000119393669039511
"60",60,"MLM","GS","NsiI.TP359033",11,13078,0.000000791002446164488
"61",61,"MLM","GS","NsiI.TP696722",11,17702,0.000000743523250754937
"62",62,"MLM","GS","NsiI.TP704052",11,17783,0.000000128084776684379
"63",63,"MLM","GS","NsiI.TP709190",11,17866,0.000000368238949072504
"64",64,"MLM","GS","NsiI.TP747164",11,18278,0.000000760919576694188
"65",65,"MLM","GS","NsiI.TP487965",2,5838121,0.000000000465836802945638
"66",66,"MLM","GS","PstI.TP1264070",2,7827620,0.000000000965484054068398
"67",67,"MLM","GS","PstI.TP615083",2,11176998,0.0000000448742658480167
"68",68,"MLM","GS","NsiI.TP25279",2,69225463,0.000000363485792396455
"69",69,"MLM","GS","PstI.TP1071759",2,72760203,0.0000000599021248076926
"70",70,"MLM","GS","NsiI.TP776707",2,77323616,0.000000523439401102202
"71",71,"MLM","GS","PstI.TP1012985",4,59909080,0.000000572352318969924
"72",72,"MLM","GS","PstI.TP523812",5,18073563,0.000000780071452653302
"73",73,"MLM","GS","PstI.TP991736",5,66915728,0.0000000439397221404836
"74",74,"MLM","GS","PstI.TP65187",6,51685319,0.00000000400746221590196
"75",75,"MLM","GS","NsiI.TP20067",6,57479677,0.000000676777495033352
"76",76,"MLM","GS","PstI.TP643786",7,854183,0.000000984710908083073
"77",77,"MLM","GS","NsiI.TP741538",8,59582552,0.000000244064096849924
"78",78,"MLM","GS","PstI.TP686737",8,59901113,0.000000365986231095008
"79",79,"MLM","GS","PstI.TP635651",9,14689398,0.000000929243763065784
"80",80,"MLM","GS","PstI.TP160468",9,49412675,0.000000361294485919573
"81",81,"CMLM","GS","PstI.TP1286999",1,9623485,0.000000000920699441993035
"82",82,"CMLM","GS","NsiI.TP545512",1,65564544,0.0000000893466842514736
"83",83,"CMLM","GS","PstI.TP735061",1,72976269,0.000000452225268146422
"84",84,"CMLM","GS","PstI.TP1133587",10,42973263,0.0000000194576143985806
"85",85,"CMLM","GS","PstI.TP925206",10,58730377,0.000000101131391301156
"86",86,"CMLM","GS","PstI.TP48643",11,411,0.000000755484101784385
"87",87,"CMLM","GS","PstI.TP83978",11,701,0.000000512372640154215
"88",88,"CMLM","GS","PstI.TP530069",11,3952,0.0000000147537702352301
"89",89,"CMLM","GS","PstI.TP863191",11,6019,0.000000017309913114132
"90",90,"CMLM","GS","NsiI.TP73196",11,9976,0.00000052072977979399
"91",91,"CMLM","GS","NsiI.TP90756",11,10130,0.000000604615653582281
"92",92,"CMLM","GS","NsiI.TP92066",11,10140,0.000000805694631969887
"93",93,"CMLM","GS","NsiI.TP106835",11,10269,0.000000944391819460393
"94",94,"CMLM","GS","NsiI.TP696722",11,17702,0.000000049395680839939
"95",95,"CMLM","GS","NsiI.TP487965",2,5838121,0.0000000021114561658544
"96",96,"CMLM","GS","PstI.TP1264070",2,7827620,0.0000000335316241759883
"97",97,"CMLM","GS","NsiI.TP530279",2,72212478,0.0000004392290092189
"98",98,"CMLM","GS","PstI.TP1071759",2,72760203,0.00000000935723084558443
"99",99,"CMLM","GS","PstI.TP1231044",4,59447790,0.000000326869697185603
"100",100,"CMLM","GS","PstI.TP329049",4,61906990,0.000000770115915348686
"101",101,"CMLM","GS","PstI.TP991736",5,66915728,0.000000354818703712637
"102",102,"CMLM","GS","PstI.TP65187",6,51685319,0.000000676966791147414
"103",103,"CMLM","GS","NsiI.TP20067",6,57479677,0.0000000690944680741441
"104",104,"CMLM","GS","NsiI.TP741538",8,59582552,0.0000000786493580997651
"105",105,"CMLM","GS","PstI.TP635651",9,14689398,0.000000274243215601158
"106",106,"SUPER","GS","PstI.TP751807",1,5899520,0.000000000000000000000110283975875366
"107",107,"SUPER","GS","PstI.TP82406",1,21456943,0.000000000000000000000356310631825725
"108",108,"SUPER","GS","NsiI.TP442212",1,25199008,0.00000000000000000000000000180653084732036
"109",109,"SUPER","GS","PstI.TP1128427",1,67833322,0.000000000000000000000320600110194055
"110",110,"SUPER","GS","PstI.TP478568",10,1035796,0.000000000000000000000218759331124926
"111",111,"SUPER","GS","NsiI.TP249293",10,3006315,0.00000000000000000000000000396301459461262
"112",112,"SUPER","GS","NsiI.TP698768",10,41665601,0.0000000000000000000000309212328343201
"113",113,"SUPER","GS","PstI.TP1133587",10,42973263,0.000000000000000000000000000000117392712650706
"114",114,"SUPER","GS","PstI.TP753228",10,47979677,0.0000000000000000000000000836538868719275
"115",115,"SUPER","GS","PstI.TP21461",11,173,0.0000000000000000000000226633768896876
"116",116,"SUPER","GS","PstI.TP48643",11,411,0.0000000000000000000000000000000785296421138316
"117",117,"SUPER","GS","PstI.TP70942",11,590,0.000000000000000000000403459235702446
"118",118,"SUPER","GS","PstI.TP103677",11,848,0.0000000000000000000000000204600228335084
"119",119,"SUPER","GS","PstI.TP144140",11,1218,0.000000000000000000000645585590999655
"120",120,"SUPER","GS","PstI.TP223261",11,1831,0.0000000000000000000000000362643476383242
"121",121,"SUPER","GS","PstI.TP376573",11,2949,0.000000000000000000000662782156475304
"122",122,"SUPER","GS","PstI.TP471886",11,3583,0.00000000000000000000000000000231933539938253
"123",123,"SUPER","GS","PstI.TP533670",11,3991,0.000000000000000000000228030120144951
"124",124,"SUPER","GS","PstI.TP545718",11,4042,0.000000000000000000000916386391994451
"125",125,"SUPER","GS","PstI.TP709313",11,4921,0.000000000000000000000098226789160297
"126",126,"SUPER","GS","PstI.TP716571",11,4957,0.0000000000000000000000000166711183452867
"127",127,"SUPER","GS","PstI.TP728020",11,5021,0.000000000000000000000895188922700555
"128",128,"SUPER","GS","PstI.TP776063",11,5359,0.00000000000000000000000968434438831533
"129",129,"SUPER","GS","PstI.TP780329",11,5383,0.000000000000000000000184449389938522
"130",130,"SUPER","GS","PstI.TP845014",11,5850,0.000000000000000000000391657510253314
"131",131,"SUPER","GS","PstI.TP952442",11,6648,0.0000000000000000000000640936835007959
"132",132,"SUPER","GS","PstI.TP1031387",11,7167,0.0000000000000000000000101169685107085
"133",133,"SUPER","GS","PstI.TP1062084",11,7397,0.000000000000000000000000765319795606969
"134",134,"SUPER","GS","PstI.TP1143724",11,8012,0.0000000000000000000000035355654995766
"135",135,"SUPER","GS","NsiI.TP11108",11,9247,0.00000000000000000000017796955073662
"136",136,"SUPER","GS","NsiI.TP149692",11,10781,0.00000000000000000000000431651407554457
"137",137,"SUPER","GS","NsiI.TP165379",11,10955,0.000000000000000000000000583282347617555
"138",138,"SUPER","GS","NsiI.TP210231",11,11469,0.00000000000000000000000000000023653509039882
"139",139,"SUPER","GS","NsiI.TP248901",11,11933,0.000000000000000000000000367171964003348
"140",140,"SUPER","GS","NsiI.TP336234",11,12829,0.0000000000000000000000154591723992277
"141",141,"SUPER","GS","NsiI.TP353473",11,13012,0.00000000000000000000000000243013569404659
"142",142,"SUPER","GS","NsiI.TP359033",11,13078,0.000000000000000000000000121454708600112
"143",143,"SUPER","GS","NsiI.TP450682",11,14469,0.000000000000000000000031449416415418
"144",144,"SUPER","GS","NsiI.TP704052",11,17783,0.0000000000000000000000358921926852338
"145",145,"SUPER","GS","PstI.TP1264070",2,7827620,0.00000000000000000000000000000379225390076147
"146",146,"SUPER","GS","PstI.TP615083",2,11176998,0.00000000000000000000000545160307555458
"147",147,"SUPER","GS","PstI.TP674426",2,67595892,0.0000000000000000000000000648125500183668
"148",148,"SUPER","GS","NsiI.TP776707",2,77323616,0.00000000000000000000024356653962622
"149",149,"SUPER","GS","NsiI.TP205740",3,4149845,0.000000000000000000000000264025997514463
"150",150,"SUPER","GS","PstI.TP368020",3,4665593,0.000000000000000000000208146922177477
"151",151,"SUPER","GS","PstI.TP413531",3,67991446,0.0000000000000000000000000558095208388005
"152",152,"SUPER","GS","PstI.TP744909",3,74341871,0.00000000000000000000000388973988751906
"153",153,"SUPER","GS","PstI.TP39944",4,3373898,0.00000000000000000000000176343162051034
"154",154,"SUPER","GS","PstI.TP714065",4,62405622,0.000000000000000000000000556071383033759
"155",155,"SUPER","GS","NsiI.TP690223",6,6293609,0.0000000000000000000000013890998116829
"156",156,"SUPER","GS","NsiI.TP444122",6,48384897,0.000000000000000000000791473972636636
"157",157,"SUPER","GS","PstI.TP65187",6,51685319,0.00000000000000000000000762763465065913
"158",158,"SUPER","GS","PstI.TP1229909",6,52622926,0.000000000000000000000609496261177381
"159",159,"SUPER","GS","PstI.TP166168",6,54279658,0.0000000000000000000000000217205717350532
"160",160,"SUPER","GS","NsiI.TP812160",7,2098697,0.000000000000000000000000148131862767776
"161",161,"SUPER","GS","PstI.TP1254872",7,56573064,0.000000000000000000000714416505095589
"162",162,"SUPER","GS","NsiI.TP758054",7,61677217,0.0000000000000000000000000000924671270997281
"163",163,"SUPER","GS","PstI.TP847211",7,64315939,0.000000000000000000000243396611569371
"164",164,"SUPER","GS","PstI.TP686737",8,59901113,0.000000000000000000000310665694002815
"165",165,"SUPER","GS","PstI.TP160468",9,49412675,0.00000000000000000000000717638950701661
"166",166,"SUPER","GS","PstI.TP879863",9,55525793,0.000000000000000000000517681916727209
"167",167,"rrBLUP","GS","PstI.TP944743",1,8504253,0.00000000025457048668077
"168",168,"rrBLUP","GS","NsiI.TP793729",1,9458454,0.0000000162369513243369
"169",169,"rrBLUP","GS","PstI.TP308922",1,14021607,0.0000000208709509286797
"170",170,"rrBLUP","GS","PstI.TP84880",1,63680478,0.000000431519484979278
"171",171,"rrBLUP","GS","NsiI.TP401450",1,67928325,0.0000000834071652804723
"172",172,"rrBLUP","GS","PstI.TP215976",1,72027878,0.000000000386831927548997
"173",173,"rrBLUP","GS","NsiI.TP207262",10,2214360,0.0000036614021103377
"174",174,"rrBLUP","GS","NsiI.TP550329",10,48791640,0.000000000260893643347497
"175",175,"rrBLUP","GS","PstI.TP9257",11,65,0.0000000300791472511058
"176",176,"rrBLUP","GS","PstI.TP136209",11,1131,0.0000000486626903220095
"177",177,"rrBLUP","GS","PstI.TP144650",11,1222,0.0000000192692348810681
"178",178,"rrBLUP","GS","PstI.TP223643",11,1838,0.00000535693922863802
"179",179,"rrBLUP","GS","PstI.TP306425",11,2424,0.00000384828177816968
"180",180,"rrBLUP","GS","PstI.TP397322",11,3097,0.00000698524814219494
"181",181,"rrBLUP","GS","PstI.TP434010",11,3326,0.00000224227035903832
"182",182,"rrBLUP","GS","PstI.TP624488",11,4383,0.00000947472352530622
"183",183,"rrBLUP","GS","PstI.TP687765",11,4753,0.000000459351074210611
"184",184,"rrBLUP","GS","PstI.TP741889",11,5126,0.00000000187992782821747
"185",185,"rrBLUP","GS","PstI.TP758835",11,5240,0.00000167347749562439
"186",186,"rrBLUP","GS","PstI.TP874708",11,6103,0.00000139336487813851
"187",187,"rrBLUP","GS","PstI.TP928877",11,6497,0.000000000000016937533433036
"188",188,"rrBLUP","GS","PstI.TP1004016",11,6968,0.0000000217352906877438
"189",189,"rrBLUP","GS","PstI.TP1174833",11,8269,0.00000408543702936984
"190",190,"rrBLUP","GS","NsiI.TP8416",11,9224,0.00000707955306829835
"191",191,"rrBLUP","GS","NsiI.TP30213",11,9468,0.0000000000000000727334455893659
"192",192,"rrBLUP","GS","NsiI.TP37023",11,9561,0.00000410276203037525
"193",193,"rrBLUP","GS","NsiI.TP65519",11,9900,0.0000000209176550340829
"194",194,"rrBLUP","GS","NsiI.TP138389",11,10671,0.000000045983939878035
"195",195,"rrBLUP","GS","NsiI.TP226241",11,11669,0.000000388061593150176
"196",196,"rrBLUP","GS","NsiI.TP248198",11,11925,0.00000116890694097246
"197",197,"rrBLUP","GS","NsiI.TP338850",11,12869,0.000000671753259810746
"198",198,"rrBLUP","GS","NsiI.TP587756",11,16426,0.000000228789422779298
"199",199,"rrBLUP","GS","NsiI.TP607946",11,16632,0.00000999943922171081
"200",200,"rrBLUP","GS","NsiI.TP642616",11,17091,0.00000432649172093068
"201",201,"rrBLUP","GS","NsiI.TP731812",11,18106,0.000000011874537186749
"202",202,"rrBLUP","GS","PstI.TP237380",2,49698711,0.00000970925242943232
"203",203,"rrBLUP","GS","PstI.TP482377",2,71803501,0.00000163156512657927
"204",204,"rrBLUP","GS","PstI.TP694159",3,61030989,0.00000979328935682403
"205",205,"rrBLUP","GS","NsiI.TP348354",3,61890086,0.0000001317022550183
"206",206,"rrBLUP","GS","NsiI.TP527955",3,62865681,0.000000456066210162106
"207",207,"rrBLUP","GS","PstI.TP171713",4,6902976,0.00000275121215845095
"208",208,"rrBLUP","GS","NsiI.TP734475",4,12179795,0.00000643086712930755
"209",209,"rrBLUP","GS","PstI.TP1211962",4,15710410,0.00000180120349340693
"210",210,"rrBLUP","GS","PstI.TP401135",4,55470390,0.00000000100021546439122
"211",211,"rrBLUP","GS","NsiI.TP530682",4,67084059,0.0000000105216032698426
"212",212,"rrBLUP","GS","NsiI.TP508887",4,67612649,0.000000333093745529604
"213",213,"rrBLUP","GS","PstI.TP1045209",5,67682690,0.0000000972390663563954
"214",214,"rrBLUP","GS","PstI.TP867312",6,41300079,0.000000296254022328435
"215",215,"rrBLUP","GS","NsiI.TP180436",6,41765606,0.000000139940696608163
"216",216,"rrBLUP","GS","NsiI.TP248936",6,45582428,0.000000187212479395446
"217",217,"rrBLUP","GS","PstI.TP1149860",6,50090646,0.000000421781528566913
"218",218,"rrBLUP","GS","PstI.TP134392",6,55007516,0.00000735535754457015
"219",219,"rrBLUP","GS","NsiI.TP71163",7,65061807,0.00000012944426010619
"220",220,"rrBLUP","GS","NsiI.TP589984",8,52737990,0.00000008281876929063
"221",221,"rrBLUP","GS","PstI.TP609957",8,58571401,0.00000000225099746438004
"222",222,"rrBLUP","GS","NsiI.TP226562",8,59296270,0.0000025132622503393
"223",223,"rrBLUP","GS","NsiI.TP581148",9,51447543,0.0000000527086371261256
