"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"8","Trait23","FASTmrMLM","NsiI.TP436966","3","208286","4.6468e-05","39.2002","Inf","0.0027","0.0991","A","",""
"8","Trait23","FASTmrMLM","PstI.TP968973","3","2980616","1e-04","9.3767","10.3016","0.0399","0.0302","A","",""
"8","Trait23","FASTmrMLM","PstI.TP312198","3","8384639","3e-04","9.011","9.9276","0.1503","0.1897","C","",""
"8","Trait23","FASTmrMLM","PstI.TP661215","3","54129611","0.001","9.2937","10.2167","2.057","0.2198","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP123780","3","55955099","7e-04","15.5025","Inf","0.3984","0.25","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP215974","3","56338222","3e-04","31.8463","Inf","0","0.0172","C","",""
"8","Trait23","FASTmrMLM","PstI.TP513949","3","61369495","5e-04","18.477","Inf","0.4881","0.3448","A","",""
"8","Trait23","FASTmrMLM","PstI.TP964683","3","64769478","-3e-04","55.0852","Inf","0.0984","0.0302","C","",""
"8","Trait23","FASTmrMLM","PstI.TP622176","3","65129470","5e-04","28.4933","Inf","0.3179","0.3707","C","",""
"8","Trait23","FASTmrMLM","PstI.TP918301","3","66190813","-7e-04","7.9097","8.7994","0.7461","0.1078","C","",""
"8","Trait23","FASTmrMLM","GFSSContig11128_893","3","69715214","1e-04","30.8427","Inf","0.0221","0.4267","T","",""
"8","Trait23","FASTmrMLM","PstI.TP621994","3","74383503","-2e-04","22.2125","Inf","0","0.0129","G","",""
"8","Trait23","FASTmrMLM","PstI.TP532669","4","3498516","5e-04","4.6387","5.4198","0.3087","0.4741","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP34695","4","6508508","-4e-04","67.9468","Inf","0.2183","0.0474","A","",""
"8","Trait23","FASTmrMLM","PstI.TP876839","4","6887064","0.001","22.299","Inf","0.8863","0.0388","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP821811","4","48427329","-8e-04","32.9151","Inf","1.0259","0.1336","A","",""
"8","Trait23","FASTmrMLM","PstI.TP840334","4","59482155","-8e-04","14.2933","15.3525","1.0049","0.3362","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP205267","4","64749548","2e-04","48.9428","Inf","0.06","0.0776","C","",""
"8","Trait23","FASTmrMLM","PstI.TP1014148","5","51656308","-4e-04","57.4254","Inf","0.1629","0.2672","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP245163","5","55180573","2e-04","5.2772","6.0842","0.1096","0.2241","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP604676","5","62326679","4e-04","57.1714","Inf","0.2317","0.1121","A","",""
"8","Trait23","FASTmrMLM","PstI.TP133136","5","65324990","8e-04","5.0044","5.8007","0.5112","0.194","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP211131","6","32284894","-6e-04","11.1939","12.1557","0.1043","0.0647","C","",""
"8","Trait23","FASTmrMLM","PstI.TP705829","6","58061911","-3e-04","9.9308","10.8676","0.0459","0.0991","G","",""
"8","Trait23","FASTmrMLM","PstI.TP109212","6","59782352","3e-04","34.5334","Inf","0.0388","0.0776","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP607068","8","1666575","-4e-04","49.9561","Inf","0.2835","0.1897","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP810192","8","2563502","4e-04","41.826","Inf","0.2902","0.1983","C","",""
"8","Trait23","FASTmrMLM","PstI.TP1282314","9","15059279","6e-04","18.9908","Inf","0.6797","0.1595","A","",""
"8","Trait23","FASTmrMLM","PstI.TP1192081","9","48933732","7e-04","3.972","4.7222","0.2759","0.1034","G","",""
"8","Trait23","FASTmrMLM","NsiI.TP151058","9","52613984","2e-04","47.2054","Inf","0","0.0259","C","",""
"8","Trait23","FASTmrMLM","PstI.TP256775","9","55929912","-8.3508e-05","25.2942","Inf","0.0027","0.0216","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP616446","9","56031936","-9e-04","29.239","Inf","1.4613","0.4569","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP90957","9","58754094","-1.0372e-05","38.5508","Inf","2e-04","0.056","C","",""
"8","Trait23","FASTmrMLM","PstI.TP846172","10","42875099","-4.6089e-05","5.3617","6.1719","6e-04","0.0129","A","",""
"8","Trait23","FASTmrMLM","PstI.TP1256552","10","47768031","6.9957e-05","26.8061","Inf","0.0079","0.0647","C","",""
"8","Trait23","FASTmrMLM","PstI.TP271541","10","56172761","3e-04","32.5894","Inf","0.0688","0.0862","C","",""
"8","Trait23","FASTmrMLM","PstI.TP68941","11","572","3e-04","5.8168","6.6435","0.0235","0.0517","A","",""
"8","Trait23","FASTmrMLM","PstI.TP108730","11","899","-1e-04","25.0021","Inf","0.0186","0.2112","G","",""
"8","Trait23","FASTmrMLM","PstI.TP151071","11","1250","-5e-04","50.7968","Inf","0.054","0.1466","G","",""
"8","Trait23","FASTmrMLM","PstI.TP163230","11","1342","2e-04","26.1668","Inf","0.0857","0.0431","C","",""
"8","Trait23","FASTmrMLM","PstI.TP187918","11","1532","6e-04","41.0634","Inf","0.7094","0.25","G","",""
"8","Trait23","FASTmrMLM","PstI.TP393010","11","3057","-1e-04","17.3285","Inf","7e-04","0.0345","A","",""
"8","Trait23","FASTmrMLM","PstI.TP434247","11","3327","7e-04","41.7774","Inf","0.5451","0.2198","C","",""
"8","Trait23","FASTmrMLM","PstI.TP478815","11","3634","2e-04","38.5831","Inf","0.0522","0.1552","A","",""
"8","Trait23","FASTmrMLM","PstI.TP607350","11","4289","-5e-04","42.3879","Inf","0.1283","0.0905","G","",""
"8","Trait23","FASTmrMLM","PstI.TP607810","11","4293","-4e-04","51.165","Inf","0.2629","0.1422","C","",""
"8","Trait23","FASTmrMLM","PstI.TP710614","11","4925","3e-04","45.9257","Inf","0.0209","0.056","C","",""
"8","Trait23","FASTmrMLM","PstI.TP720017","11","4972","2e-04","7.6871","8.5709","0.009","0.0259","G","",""
"8","Trait23","FASTmrMLM","PstI.TP874146","11","6098","7e-04","81.4636","Inf","0.3732","0.056","A","",""
"8","Trait23","FASTmrMLM","PstI.TP955372","11","6663","9e-04","20.831","Inf","0.4127","0.1379","A","",""
"8","Trait23","FASTmrMLM","PstI.TP1009395","11","6997","-3e-04","25.211","Inf","0.0472","0.0259","C","",""
"8","Trait23","FASTmrMLM","PstI.TP1046468","11","7261","5.7492e-05","29.0275","Inf","0.0029","0.1034","A","",""
"8","Trait23","FASTmrMLM","PstI.TP1159423","11","8140","2e-04","22.7045","Inf","0.0876","0.3922","C","",""
"8","Trait23","FASTmrMLM","PstI.TP1177996","11","8302","5e-04","48.1799","Inf","0.1132","0.1552","C","",""
"8","Trait23","FASTmrMLM","PstI.TP1186542","11","8386","5.0142e-05","4.784","5.5713","3e-04","0.0302","G","",""
"8","Trait23","FASTmrMLM","NsiI.TP16847","11","9317","-5e-04","21.8015","Inf","0.5262","0.2155","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP46117","11","9698","3e-04","17.6035","Inf","0.125","0.0517","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP49937","11","9724","-4e-04","23.3854","Inf","0.0496","0.1164","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP59023","11","9822","1e-04","15.9716","Inf","0.0207","0.181","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP243305","11","11873","4e-04","46.7522","Inf","0.3338","0.1552","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP302373","11","12421","-3e-04","39.9687","Inf","0.006","0.0345","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP309926","11","12517","5e-04","4.6892","5.4724","0.1296","0.0991","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP393109","11","13472","-2e-04","7.5039","8.3827","0.0805","0.0388","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP416911","11","13756","8.0649e-05","47.9888","Inf","0.0054","0.1466","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP420914","11","13804","-6e-04","16.4163","Inf","0.0498","0.1164","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP422576","11","13854","2e-04","3.3394","4.0555","0.0457","0.0388","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP434835","11","14151","8e-04","4.3031","5.0692","0.9018","0.2931","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP460338","11","14623","4e-04","82.5967","Inf","0.3353","0.3578","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP491839","11","15088","-8e-04","34.2821","Inf","0.4044","0.125","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP573662","11","16226","-9.7859e-05","35.5084","Inf","0","0.0431","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP646295","11","17132","-3e-04","5.0081","5.8046","0.1327","0.4267","A","",""
"8","Trait23","FASTmrMLM","NsiI.TP654668","11","17191","-1e-04","27.7668","Inf","0.0298","0.2328","G","",""
"8","Trait23","FASTmrMLM","NsiI.TP705689","11","17810","7e-04","7.1964","8.0666","0.1585","0.1034","C","",""
"8","Trait23","FASTmrMLM","NsiI.TP767179","11","18585","7e-04","32.7175","Inf","1.0484","0.2328","A","",""
"8","Trait23","ISIS EM-BLASSO","PstI.TP1020545","11","7078","0.0015","3.0529","3.7515","3.78","0.3405","A","0","1e-04"
