"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"27","Trait27","pLARmEB","PstI.TP40160","2","77518912","7e-04","16.3626","Inf","0.032","0.069","G","",""
"27","Trait27","pLARmEB","PstI.TP968973","3","2980616","5e-04","56.8773","Inf","0.0785","0.0302","A","",""
"27","Trait27","pLARmEB","PstI.TP838373","3","4277724","-0.0012","18.8728","Inf","0.4223","0.4397","A","",""
"27","Trait27","pLARmEB","NsiI.TP815195","3","7719514","6.6536e-05","12.4971","13.4818","0","0.0129","C","",""
"27","Trait27","pLARmEB","NsiI.TP819503","3","48628844","6e-04","40.7801","Inf","0.1365","0.069","G","",""
"27","Trait27","pLARmEB","NsiI.TP123780","3","55955099","-1e-04","73.9332","Inf","0.0019","0.25","C","",""
"27","Trait27","pLARmEB","NsiI.TP441453","3","57267022","-6e-04","20.5474","Inf","0.104","0.1767","C","",""
"27","Trait27","pLARmEB","PstI.TP513949","3","61369495","0.0018","56.0629","Inf","1.1995","0.3448","A","",""
"27","Trait27","pLARmEB","PstI.TP964683","3","64769478","-6e-04","14.3154","15.3525","0.0718","0.0302","C","",""
"27","Trait27","pLARmEB","NsiI.TP150749","3","69413427","-8e-04","13.99","15.0003","0.0152","0.1293","C","",""
"27","Trait27","pLARmEB","NsiI.TP187793","3","71720682","-4e-04","30.5771","Inf","0.0593","0.056","C","",""
"27","Trait27","pLARmEB","PstI.TP456192","3","73032770","3e-04","46.3204","Inf","0.0121","0.0345","A","",""
"27","Trait27","pLARmEB","PstI.TP568461","3","74315454","8e-04","74.9669","Inf","0.0477","0.0259","A","",""
"27","Trait27","pLARmEB","PstI.TP621994","3","74383503","-4e-04","75.5312","Inf","0","0.0129","G","",""
"27","Trait27","pLARmEB","NsiI.TP676052","4","1055463","-6e-04","5.0749","5.874","0.1389","0.4095","C","",""
"27","Trait27","pLARmEB","PstI.TP242436","4","2670410","-5e-04","6.334","7.1781","0.0544","0.306","A","",""
"27","Trait27","pLARmEB","NsiI.TP34695","4","6508508","-5e-04","7.8343","8.722","0.0615","0.0474","A","",""
"27","Trait27","pLARmEB","PstI.TP876839","4","6887064","0.0015","41.4826","Inf","0.412","0.0388","C","",""
"27","Trait27","pLARmEB","NsiI.TP324593","4","54954569","9e-04","65.9546","Inf","0.068","0.0776","C","",""
"27","Trait27","pLARmEB","PstI.TP94963","4","60699101","-7e-04","67.779","Inf","0.0124","0.0776","A","",""
"27","Trait27","pLARmEB","PstI.TP325669","4","67124681","0.0012","65.7888","Inf","0.4326","0.3233","A","",""
"27","Trait27","pLARmEB","PstI.TP1014148","5","51656308","-3e-04","8.1931","9.09","0.0221","0.2672","C","",""
"27","Trait27","pLARmEB","NsiI.TP245163","5","55180573","4e-04","22.2881","Inf","0.0631","0.2241","A","",""
"27","Trait27","pLARmEB","NsiI.TP604676","5","62326679","0.0014","8.3254","9.2256","0.5562","0.1121","A","",""
"27","Trait27","pLARmEB","PstI.TP133136","5","65324990","0.0024","43.5748","Inf","0.7931","0.194","C","",""
"27","Trait27","pLARmEB","PstI.TP1052140","6","19137861","0.0011","18.4023","Inf","0.0568","0.1034","A","",""
"27","Trait27","pLARmEB","NsiI.TP211131","6","32284894","-8e-04","39.8752","Inf","0.0347","0.0647","C","",""
"27","Trait27","pLARmEB","PstI.TP174313","6","49371036","-2e-04","45.8025","Inf","0","0.0819","G","",""
"27","Trait27","pLARmEB","NsiI.TP825923","6","52448208","0.0012","21.4664","Inf","0.5307","0.1897","C","",""
"27","Trait27","pLARmEB","NsiI.TP51476","6","53107093","-2e-04","60.7555","Inf","0.0013","0.0129","A","",""
"27","Trait27","pLARmEB","PstI.TP705829","6","58061911","-5e-04","26.4276","Inf","0.0228","0.0991","G","",""
"27","Trait27","pLARmEB","PstI.TP852912","6","60106545","5e-04","75.2271","Inf","0.0875","0.1336","C","",""
"27","Trait27","pLARmEB","PstI.TP473558","7","39095635","1e-04","55.5238","Inf","0.0026","0.2716","A","",""
"27","Trait27","pLARmEB","NsiI.TP493682","7","59972191","-6e-04","32.7236","Inf","0.1437","0.2414","A","",""
"27","Trait27","pLARmEB","PstI.TP235062","7","62394665","0.0011","58.7387","Inf","0.3904","0.4181","C","",""
"27","Trait27","pLARmEB","NsiI.TP810192","8","2563502","3e-04","30.5172","Inf","0.0189","0.1983","C","",""
"27","Trait27","pLARmEB","PstI.TP611180","9","1071409","-4e-04","31.9477","Inf","0.007","0.056","C","",""
"27","Trait27","pLARmEB","NsiI.TP383484","9","6111601","0.0012","6.663","7.5174","0.271","0.1983","C","",""
"27","Trait27","pLARmEB","PstI.TP1192081","9","48933732","7e-04","24.1637","Inf","0.0551","0.1034","G","",""
"27","Trait27","pLARmEB","NsiI.TP99767","9","51154417","1e-04","23.2972","Inf","0.0034","0.0517","A","",""
"27","Trait27","pLARmEB","NsiI.TP116172","9","52530739","3e-04","65.28","Inf","0.0286","0.0388","A","",""
"27","Trait27","pLARmEB","NsiI.TP151058","9","52613984","5e-04","8.623","9.5305","0","0.0259","C","",""
"27","Trait27","pLARmEB","NsiI.TP738487","9","55984582","6e-04","45.6296","Inf","0.0159","0.0474","C","",""
"27","Trait27","pLARmEB","NsiI.TP616446","9","56031936","-0.0011","65.2575","Inf","0.4478","0.4569","C","",""
"27","Trait27","pLARmEB","PstI.TP184836","9","57455010","-4e-04","69.3656","Inf","0.0338","0.2198","A","",""
"27","Trait27","pLARmEB","NsiI.TP610495","10","2254926","-0.0011","57.7735","Inf","0.0439","0.0302","A","",""
"27","Trait27","pLARmEB","PstI.TP831544","10","5137704","-0.0016","63.2971","Inf","0.0352","0.181","C","",""
"27","Trait27","pLARmEB","NsiI.TP432157","10","5919237","-6e-04","74.2446","Inf","0.138","0.2888","C","",""
"27","Trait27","pLARmEB","NsiI.TP767862","10","8899879","4.7593e-05","26.0409","Inf","8e-04","0.1207","A","",""
"27","Trait27","pLARmEB","PstI.TP1256552","10","47768031","2.6787e-05","50.4049","Inf","2e-04","0.0647","C","",""
"27","Trait27","pLARmEB","PstI.TP1086849","10","52687006","5e-04","49.1053","Inf","0.0701","0.0517","A","",""
"27","Trait27","pLARmEB","PstI.TP917636","10","55007339","0.0011","36.1338","Inf","0.2718","0.0991","A","",""
"27","Trait27","pLARmEB","PstI.TP271541","10","56172761","9e-04","74.6787","Inf","0.1678","0.0862","C","",""
"27","Trait27","pLARmEB","PstI.TP577412","10","60793591","6e-04","15.9154","Inf","0.1112","0.0905","A","",""
"27","Trait27","pLARmEB","PstI.TP736477","10","61193367","-0.0014","23.9163","Inf","0.1481","0.306","C","",""
"27","Trait27","pLARmEB","PstI.TP846605","10","61222842","-8e-04","51.1521","Inf","0.2059","0.306","C","",""
"27","Trait27","pLARmEB","PstI.TP108730","11","899","-0.001","41.7482","Inf","0.2186","0.2112","G","",""
"27","Trait27","pLARmEB","PstI.TP163230","11","1342","-9e-04","7.7212","8.6059","0.302","0.0431","C","",""
"27","Trait27","pLARmEB","PstI.TP393010","11","3057","-5e-04","70.0859","Inf","0.0027","0.0345","A","",""
"27","Trait27","pLARmEB","PstI.TP434247","11","3327","0.0021","34.2976","Inf","0.8471","0.2198","C","",""
"27","Trait27","pLARmEB","PstI.TP511612","11","3858","-3e-04","62.2832","Inf","0.0181","0.1207","A","",""
"27","Trait27","pLARmEB","PstI.TP720017","11","4972","4e-04","79.3337","Inf","0.011","0.0259","G","",""
"27","Trait27","pLARmEB","PstI.TP874146","11","6098","0.0031","33.0394","Inf","1.4358","0.056","A","",""
"27","Trait27","pLARmEB","PstI.TP919648","11","6431","3e-04","48.2422","Inf","0","0.0129","C","",""
"27","Trait27","pLARmEB","PstI.TP1009395","11","6997","-4e-04","58.9377","Inf","0.0235","0.0259","C","",""
"27","Trait27","pLARmEB","PstI.TP1020545","11","7078","0.0016","57.1142","Inf","0.798","0.3405","A","",""
"27","Trait27","pLARmEB","PstI.TP1046468","11","7261","-5.543e-05","20.2073","Inf","5e-04","0.1034","A","",""
"27","Trait27","pLARmEB","PstI.TP1112303","11","7784","4e-04","41.2825","Inf","0.0085","0.0474","C","",""
"27","Trait27","pLARmEB","PstI.TP1159423","11","8140","0.0013","65.2768","Inf","0.5668","0.3922","C","",""
"27","Trait27","pLARmEB","NsiI.TP168235","11","10998","0.0019","51.1409","Inf","1.3309","0.0302","C","",""
"27","Trait27","pLARmEB","NsiI.TP302373","11","12421","-4e-04","49.7032","Inf","0.0023","0.0345","A","",""
"27","Trait27","pLARmEB","NsiI.TP393109","11","13472","-3e-04","33.2678","Inf","0.0244","0.0388","A","",""
"27","Trait27","pLARmEB","NsiI.TP401109","11","13532","-8e-04","35.0188","Inf","0.1714","0.0431","A","",""
"27","Trait27","pLARmEB","NsiI.TP416911","11","13756","5e-04","63.2316","Inf","0.042","0.1466","C","",""
"27","Trait27","pLARmEB","NsiI.TP420914","11","13804","-8e-04","36.7757","Inf","0.0168","0.1164","C","",""
"27","Trait27","pLARmEB","NsiI.TP425366","11","13928","-2e-04","41.2773","Inf","0.0026","0.0172","C","",""
"27","Trait27","pLARmEB","NsiI.TP433562","11","14116","8e-04","45.5271","Inf","0.1285","0.0733","A","",""
"27","Trait27","pLARmEB","NsiI.TP493263","11","15110","-0.001","55.8321","Inf","0.3644","0.1767","G","",""
"27","Trait27","pLARmEB","NsiI.TP495572","11","15165","8e-04","11.8152","12.7882","0.2464","0.2328","C","",""
"27","Trait27","pLARmEB","NsiI.TP654668","11","17191","2e-04","56.1415","Inf","0.0187","0.2328","G","",""
"27","Trait27","pLARmEB","NsiI.TP705689","11","17810","0.0015","38.2313","Inf","0.139","0.1034","C","",""
"27","Trait27","pLARmEB","NsiI.TP767179","11","18585","0.0033","63.1009","Inf","4.1912","0.2328","A","",""
"27","Trait27","pLARmEB","NsiI.TP784220","11","18785","6e-04","32.6568","Inf","0.111","0.0517","C","",""
"27","Trait27","pLARmEB","NsiI.TP832142","11","19332","-1e-04","34.7844","Inf","0.002","0.1164","C","",""
